season,player_key,player_name,player_name_en,kbo_team,role_group,role_model_family,source_confidence_1_5,outcome_available,label_available,success,strong_success,failure,first_kbo_pa,first_kbo_ip,first_kbo_war,first_kbo_wrc_plus,first_kbo_era,renewed_next_year,in_season_replaced,injury_exit_flag,performance_exit_flag,matched_to_savant,has_pre_kbo_savant_features,match_method,match_score,matched_savant_name,matched_savant_player_id,prior_savant_years,prior_savant_rows,prior_savant_latest_year,pre_pa,pre_pitch,pre_games,pre_start_proxy_games,pre_games_80plus_pitches,pre_games_90plus_pitches,pre_games_100plus_pitches,pre_bb_hbp_pct,pre_k_pct,pre_hr_pct,pre_woba_allowed,pre_xwoba_allowed_bbe,pre_xslg_allowed_bbe,pre_whiff_per_swing,pre_chase_rate,pre_zone_rate,pre_first_pitch_nonball_rate,pre_three_ball_pitch_rate,pre_hardhit_rate,pre_barrel_rate,pre_start_proxy_rate,pre_third_time_game_rate,pre_early_1_3_woba_allowed,pre_runner_on_base_woba_allowed,pre_risp_woba_allowed,pre_third_time_woba_allowed,pre_starter_stabilizer_score,pre_bb_pct,pre_woba,pre_zone_swing_rate,pre_nonfast_chase_rate,pre_nonfast_whiff_per_swing,pre_sweet_spot_rate,pre_air_bbe_rate,pre_same_field_air_rate_proxy,pre_low_velo_xwoba,pre_high_velo_xwoba,pre_break_off_xwoba,pre_hitter_count_xwoba,pre_ssg_message_screen_score
2023,아담플럿코,아담 플럿코,Adam Gregory Plutko,LG,starter,pitcher,4,True,True,1,0,0,,123.33333333333331,4.443898154050806,,2.41,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,케이시켈리,케이시 켈리,Casey Patrick Kelly,LG,starter,pitcher,4,True,True,1,0,0,,178.66666666666666,3.3683585531384805,,3.83,0.0,0,0,0,True,False,exact_variant,1.0,"Kelly, Casey",543391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,제이슨마틴,제이슨 마틴,Jason Martin,NC,hitter,hitter,4,True,True,1,0,0,503.0,,3.5465073585510254,125.48999786376952,,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,에릭페디,에릭 페디,Erick James Fedde,NC,starter,pitcher,4,True,True,1,1,0,,180.33333333333337,7.631768488486962,,2.0,0.0,0,0,0,True,True,exact_variant,1.0,"Fedde, Erick",607200.0,2022,1.0,2022.0,573.0,2420.0,27.0,27.0,22.0,15.0,6.0,0.1012216404886562,0.1640488656195462,0.0366492146596858,0.3658216783216783,0.3951992746685551,0.5621238095238096,0.1709894332372718,0.2205533596837944,0.4772727272727273,0.6132404181184669,0.1024793388429752,0.4346793349168646,0.0807600950118764,1.0,0.8148148148148148,0.366056338028169,0.3755905511811024,0.3550335570469798,0.3838709677419355,47.177157396855065,,,,,,,,,,,,,
2023,태너털리,태너 털리,Tanner Paul Tully,NC,starter,pitcher,4,True,True,0,0,1,,64.66666666666667,1.8124392990837603,,2.92,0.0,0,0,0,True,True,exact_variant,1.0,"Tully, Tanner",668684.0,2022,1.0,2022.0,30.0,120.0,3.0,0.0,0.0,0.0,0.0,0.2,0.0666666666666666,0.0333333333333333,0.4568965517241379,0.4110343614718614,0.6384090909090909,0.19298245614035078,0.2542372881355932,0.475,0.5333333333333333,0.1416666666666666,0.4545454545454545,0.1363636363636363,0.0,0.0,,0.4375,0.3611111111111111,,,,,,,,,,,,,,,
2023,기예르모에레디아,기예르모 에레디아,Guillermo Heredia Molina,SSG,hitter,hitter,4,True,True,1,1,0,523.0,,3.948648452758789,135.85499572753906,,1.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,로에니스엘리아스,로에니스 엘리아스,Roenis Elías,SSG,starter,pitcher,4,True,True,1,0,0,,131.33333333333334,2.9161509111133435,,3.7,1.0,0,0,0,True,True,exact_variant,1.0,"Elías, Roenis",606273.0,2022,1.0,2022.0,33.0,114.0,7.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.1818181818181818,0.0303030303030303,0.2984848484848484,0.2707018229166666,0.37975,0.1612903225806451,0.3333333333333333,0.5263157894736842,0.696969696969697,0.0789473684210526,0.2916666666666667,0.0416666666666666,0.0,0.0,,0.3125,0.15,,,,,,,,,,,,,,,
2023,커크맥카티,커크 맥카티,Kirkland Kirk McCarty,SSG,starter,pitcher,4,True,True,1,0,0,,130.0,2.8665549667166377,,3.39,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,호세로하스,호세 로하스,Jose Rojas,두산,hitter,hitter,4,True,True,1,0,0,464.0,,2.5899457931518555,133.47900390625,,0.0,0,0,0,True,True,exact_variant,1.0,josé rojas,670351.0,2022,1.0,2022.0,57.0,228.0,,,,,,,0.3333333333333333,0.0,,,,0.2442748091603053,0.42307692307692313,,,,0.3333333333333333,0.0277777777777777,,,,,,,,0.0,0.1375,0.7016129032258065,0.38,0.196078431372549,0.2222222222222222,0.3611111111111111,0.6923076923076923,0.2689195665445665,0.2533333333333333,0.3013391812865497,0.0,
2023,딜런파일,딜런 파일,Dylan Michael File ,두산,starter,pitcher,4,True,True,0,0,1,,9.0,-0.0455230920713838,,8.0,0.0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,라울알칸타라,라울 알칸타라,Raul Alcántara,두산,starter,pitcher,4,True,True,1,1,0,,192.0,5.360761910681514,,2.67,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,브랜던워델,브랜던 워델,Brandon David Waddell,두산,starter,pitcher,4,True,True,1,0,0,,104.66666666666669,3.3043802587696893,,2.49,1.0,0,0,0,True,False,exact_variant,1.0,"Waddell, Brandon",663399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,니코구드럼,니코 구드럼,Niko Goodrum,롯데,hitter,hitter,4,True,True,0,0,1,201.0,,0.4046840369701385,115.03800201416016,,0.0,0,0,0,True,True,exact_variant,1.0,niko goodrum,592348.0,2022,1.0,2022.0,45.0,204.0,,,,,,,0.5111111111111111,0.0,,,,0.4,0.3271028037383177,,,,0.35,0.05,,,,,,,,0.0444444444444444,0.1666666666666666,0.7731958762886598,0.3382352941176471,0.4693877551020407,0.25,0.5,0.4,0.4040427807486631,0.3331470588235294,0.4040427807486631,,
2023,잭렉스,잭 렉스,Zach Reks,롯데,hitter,hitter,4,True,True,0,0,1,234.0,,0.1275708228349685,88.53040313720703,,0.0,1,1,0,True,True,exact_variant,1.0,zach reks,676646.0,2022,1.0,2022.0,34.0,114.0,,,,,,,0.2941176470588235,0.0,,,,0.234375,0.3888888888888889,,,,0.4166666666666667,0.0,,,,,,,,0.0,0.2485294117647058,0.7166666666666667,0.2916666666666667,0.375,0.3333333333333333,0.7083333333333334,0.4117647058823529,0.3774166666666667,0.2903809523809524,0.4753999999999999,0.008,
2023,댄스트레일리,댄 스트레일리,Dan Straily,롯데,starter,pitcher,4,True,True,0,0,1,,80.33333333333333,1.383691539182602,,4.37,0.0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,애런윌커슨,애런 윌커슨,Aaron Wilkerson,롯데,starter,pitcher,4,True,True,1,0,0,,79.66666666666667,2.6006923799920387,,2.26,1.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,찰리반즈,찰리 반즈,Charlie Barnes,롯데,starter,pitcher,4,True,True,1,1,0,,170.33333333333334,4.848692380806146,,3.28,1.0,0,0,0,True,False,exact_variant,1.0,"Barnes, Charlie",656212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,호세피렐라,호세 피렐라,José Manuel Pirela,삼성,hitter,hitter,4,True,True,0,0,0,605.0,,0.6626286506652832,107.88999938964844,,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,데이비드뷰캐넌,데이비드 뷰캐넌,David Andrew Buchanan,삼성,starter,pitcher,4,True,True,1,1,0,,188.0,5.569783352978143,,2.54,0.0,0,0,0,True,False,exact_variant,1.0,"Buchanan, David",571527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,앨버트수아레즈,앨버트 수아레즈,Albert Joe Suárez,삼성,starter,pitcher,4,True,True,0,0,1,,108.0,2.198985971289452,,3.92,0.0,1,1,0,True,False,exact_variant,1.0,"Suárez, Albert",544150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,테일러와이드너,테일러 와이드너,Taylor Browning Widener,삼성,starter,pitcher,4,True,True,0,0,1,,53.333333333333336,0.7817445393451516,,4.5600000000000005,0.0,0,0,0,True,True,exact_variant,1.0,"Widener, Taylor",642203.0,2022,1.0,2022.0,82.0,333.0,14.0,0.0,0.0,0.0,0.0,0.0975609756097561,0.1707317073170731,0.024390243902439,0.3543209876543209,0.3535704104758829,0.5411166666666667,0.1839080459770115,0.3161290322580645,0.5225225225225225,0.6144578313253012,0.069069069069069,0.4000000000000001,0.0666666666666666,0.0,0.0,,0.3127906976744186,0.34375,,,,,,,,,,,,,,,
2023,로니도슨,로니 도슨,Ronnie Dawson,키움,hitter,hitter,4,True,True,1,0,0,261.0,,1.766088843345642,147.02200317382812,,1.0,0,0,0,True,True,exact_variant,1.0,ronnie dawson,669008.0,2022,1.0,2022.0,3.0,15.0,,,,,,,0.6666666666666666,0.0,,,,0.2857142857142857,0.5454545454545454,,,,1.0,0.0,,,,,,,,0.0,0.0,0.25,0.7142857142857143,0.20000000000000004,0.0,0.0,,0.333,,0.333,,
2023,에디슨러셀,에디슨 러셀,Addison Wayne Russell,키움,hitter,hitter,4,True,True,0,0,1,239.0,,1.0204066038131714,106.44100189208984,,0.0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,아리엘후라도,아리엘 후라도,Ariel Bolívar Jurado Agrazal,키움,starter,pitcher,4,True,True,1,1,0,,183.66666666666663,5.876200112803231,,2.65,1.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,에릭요키시,에릭 요키시,Eric Spenser Jokisch,키움,starter,pitcher,4,True,True,0,0,1,,65.66666666666667,0.658504609431179,,4.39,1.0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,이언매키니,이언 매키니,Ian McKinney,키움,starter,pitcher,4,True,True,0,0,1,,59.333333333333336,-0.2654385508946237,,6.52,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,닉윌리엄스,닉 윌리엄스,Nick Williams,한화,hitter,hitter,4,True,True,0,0,1,273.0,,-0.5914393663406372,78.50509643554688,,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,브라이언오그레디,브라이언 오그레디,Brian O'Grady,한화,hitter,hitter,4,True,True,0,0,1,86.0,,-0.9236897230148317,-20.75860023498535,,0.0,1,1,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,리카르도산체스,리카르도 산체스,Ricardo Jose Sánchez,한화,starter,pitcher,4,True,True,1,0,0,,126.0,2.201795138319131,,3.79,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,버치스미스,버치 스미스,Burch Taylor Smith,한화,starter,pitcher,4,True,True,0,0,1,,2.6666666666666665,0.0898003949362863,,6.75,0.0,1,1,0,True,False,exact_variant,1.0,"Smith, Burch",572143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,펠릭스페냐,펠릭스 페냐,Félix Ricardo Peña,한화,starter,pitcher,4,True,True,1,0,0,,177.33333333333334,3.698220895864764,,3.6,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,소크라테스브리토,소크라테스 브리토,Sócrates Orel Brito,KIA,hitter,hitter,4,True,True,1,0,0,602.0,,3.535667181015014,121.21900177001952,,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,에릭라우어,에릭 라우어,Eric Lauer,KIA,starter,pitcher,4,True,True,0,0,1,,34.666666666666664,0.7603555099081909,,4.93,0.0,0,0,0,True,True,exact_variant,1.0,"Lauer, Eric",641778.0,2022|2023,2.0,2023.0,872.0,3523.0,39.0,38.0,34.0,23.0,7.0,0.09747706422018344,0.22935779816513754,0.04931192660550455,0.33986820614400887,0.40359288402564764,0.603038490632811,0.20435426735598747,0.26721718464949656,0.5018038475983625,0.6070879181795503,0.08602591644396841,0.39824331388853984,0.0941802640582017,0.9758027522935779,0.8731888642834547,0.3257187966610323,0.3533489416596838,0.36797687308868493,0.35185341232636386,55.76852864191677,,,,,,,,,,,,,
2024,에릭스타우트,에릭 스타우트,Eric Stout,KIA,starter,pitcher,4,True,True,0,0,1,,16.0,0.2791539221963615,,5.06,0.0,1,0,0,True,True,exact_variant,1.0,"Stout, Eric",657770.0,2022,1.0,2022.0,110.0,454.0,20.0,0.0,0.0,0.0,0.0,0.1727272727272727,0.2272727272727272,0.0181818181818181,0.3747706422018348,0.3615788189810746,0.5423636363636364,0.2393617021276596,0.2411067193675889,0.4339207048458149,0.6545454545454545,0.0859030837004405,0.3636363636363636,0.0909090909090909,0.0,0.0,0.4166666666666667,0.3721428571428571,0.4315217391304348,,,,,,,,,,,,,,,
2024,윌크로우,윌 크로우,William Chandler Crowe,KIA,starter,pitcher,4,True,True,0,0,1,,40.333333333333336,1.0934892047741822,,3.57,0.0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,제임스네일,제임스 네일,James Aubrey Naile,KIA,starter,pitcher,4,True,True,1,1,0,,149.33333333333334,4.307810690568332,,2.53,1.0,0,0,0,True,True,exact_variant,1.0,"Naile, James",664942.0,2022|2023,2.0,2023.0,117.0,434.0,17.0,0.0,0.0,0.0,0.0,0.094017094017094,0.10256410256410255,0.025641025641025626,0.3905982905982906,0.4017748317702866,0.5506108262108262,0.14591496965597683,0.2523430457541645,0.531369864703198,0.6923076923076923,0.0860990860990861,0.4998575498575499,0.04245014245014243,0.0,0.0,,0.40450812803753977,0.4493589743589744,,,,,,,,,,,,,,,
2024,캠알드레드,캠 알드레드,Cam Alldred,KIA,starter,pitcher,4,True,True,0,0,1,,43.666666666666664,1.195971330090573,,4.53,0.0,1,0,0,True,True,exact_variant,1.0,"Alldred, Cam",682027.0,2022,1.0,2022.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.225,0.1823333333333333,0.2153333333333333,0.125,0.0,0.6875,0.75,0.0625,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2024,멜로하스주니어,멜 로하스 주니어,Mel Rojas Jr,KT,hitter,hitter,4,True,True,1,1,0,670.0,,6.708414077758789,153.26199340820312,,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,웨스벤자민,웨스 벤자민,Wes Benjamin,KT,starter,pitcher,4,True,True,1,0,0,,149.66666666666666,2.7077681215177463,,4.63,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,윌리엄쿠에바스,윌리엄 쿠에바스,William Enrique Cuevas Osorio,KT,starter,pitcher,4,True,True,1,1,0,,173.33333333333334,4.409441312716488,,4.1,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,오스틴딘,오스틴 딘,Austin James Dean,LG,hitter,hitter,4,True,True,1,1,0,604.0,,5.228662014007568,147.7550048828125,,1.0,0,0,0,True,True,exact_variant,1.0,austin dean,621573.0,2022,1.0,2022.0,9.0,38.0,,,,,,,0.0,0.0,,,,0.0625,0.2608695652173913,,,,0.25,0.0,,,,,,,,0.1111111111111111,0.47777777777777763,0.6666666666666666,0.3,0.1666666666666666,0.125,0.125,0.0,0.27825,,0.3013333333333333,,
2024,디트릭엔스,디트릭 엔스,Dietrich Arthur Enns,LG,starter,pitcher,4,True,True,1,0,0,,167.66666666666666,3.766282559141343,,4.19,0.0,0,0,0,True,False,exact_variant,1.0,"Enns, Dietrich",608650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,엘리에이저에르난데스,엘리에이저 에르난데스,Elieser Hernández,LG,starter,pitcher,4,True,True,0,0,1,,47.0,1.3927626087030902,,4.02,0.0,0,0,0,True,True,exact_variant,1.0,"Hernández, Elieser",622694.0,2022,1.0,2022.0,278.0,1099.0,20.0,10.0,6.0,3.0,0.0,0.0935251798561151,0.2158273381294964,0.0683453237410072,0.3953068592057762,0.3984562609030056,0.6336197916666667,0.2099447513812154,0.23790322580645157,0.5450409463148317,0.6928571428571428,0.0800727934485896,0.359375,0.1302083333333333,0.5,0.45,0.3756944444444444,0.3459090909090909,0.4061403508771929,0.5885714285714285,45.55380825087133,,,,,,,,,,,,,
2024,케이시켈리,케이시 켈리,Casey Patrick Kelly,LG,starter,pitcher,4,True,True,0,0,1,,113.66666666666669,1.8492238092777016,,4.51,0.0,1,0,1,True,False,exact_variant,1.0,"Kelly, Casey",543391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,맷데이비드슨,맷 데이비드슨,Matthew Glen Davidson,NC,hitter,hitter,4,True,True,1,1,0,567.0,,4.108154773712158,153.94900512695312,,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,다니엘카스타노,다니엘 카스타노,Daniel Alexander Castano,NC,starter,pitcher,4,True,True,0,0,1,,111.66666666666669,1.892333275860024,,4.35,0.0,1,1,1,True,True,exact_variant,1.0,"Castano, Daniel",641447.0,2022|2023,2.0,2023.0,176.0,646.0,12.0,7.0,3.0,2.0,1.0,0.07954545454545453,0.13636363636363635,0.03977272727272723,0.4014167650531287,0.3616365617174923,0.5219129711751663,0.15105191418750732,0.2883358054568875,0.5230977547306385,0.6534090909090909,0.07648997700614006,0.35266749379652607,0.07466726821565524,0.6204545454545454,0.5318181818181817,0.3855421686746988,0.3533001245330012,0.3657467532467532,0.2884615384615384,58.64299219238776,,,,,,,,,,,,,
2024,에릭요키시,에릭 요키시,Eric Spenser Jokisch,NC,starter,pitcher,4,True,True,0,0,1,,39.333333333333336,0.1284947706263699,,5.72,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,카일하트,카일 하트,Kyle Patrick Hart,NC,starter,pitcher,4,True,True,1,1,0,,157.0,6.150586745388057,,2.69,0.0,0,0,0,True,False,exact_variant,1.0,"Hart, Kyle",606996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,기예르모에레디아,기예르모 에레디아,Guillermo Heredia Molina,SSG,hitter,hitter,4,True,True,1,1,0,591.0,,4.563113689422607,137.21099853515625,,1.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,드류앤더슨,드류 앤더슨,Andrew James Anderson,SSG,starter,pitcher,4,True,True,1,0,0,,115.66666666666669,3.4467197298004493,,3.89,1.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,로버트더거,로버트 더거,Robert Lee Dugger,SSG,starter,pitcher,4,True,True,0,0,1,,22.666666666666668,-0.8389506681770665,,12.71,0.0,1,0,1,True,True,exact_variant,1.0,"Dugger, Robert",667498.0,2022,1.0,2022.0,72.0,284.0,4.0,1.0,1.0,0.0,0.0,0.0972222222222222,0.2638888888888889,0.0416666666666666,0.3756944444444444,0.4382828452121793,0.6888260869565217,0.2556390977443609,0.3121019108280254,0.4471830985915493,0.4861111111111111,0.0950704225352112,0.5,0.1304347826086956,0.25,0.5,0.3826086956521739,0.4041666666666667,0.3775,0.11249999999999999,,,,,,,,,,,,,,
2024,로에니스엘리아스,로에니스 엘리아스,Roenis Elías,SSG,starter,pitcher,4,True,True,1,0,0,,123.66666666666669,3.6103183806963983,,4.08,0.0,0,0,0,True,True,exact_variant,1.0,"Elías, Roenis",606273.0,2022,1.0,2022.0,33.0,114.0,7.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.1818181818181818,0.0303030303030303,0.2984848484848484,0.2707018229166666,0.37975,0.1612903225806451,0.3333333333333333,0.5263157894736842,0.696969696969697,0.0789473684210526,0.2916666666666667,0.0416666666666666,0.0,0.0,,0.3125,0.15,,,,,,,,,,,,,,,
2024,제러드영,제러드 영,Jared Young,두산,hitter,hitter,4,True,True,0,0,1,169.0,,1.645452618598938,183.68800354003903,,0.0,0,0,0,True,True,exact_variant,1.0,jared young,676724.0,2022|2023,2.0,2023.0,69.0,272.0,,,,,,,0.2898550724637681,0.028985507246376812,,,,0.3172652804032766,0.29458572600492205,,,,0.4091787439613526,0.09468599033816424,,,,,,,,0.08695652173913038,0.3391304347826087,0.7123993558776167,0.35936661298980144,0.3591617933723197,0.3144927536231884,0.5265700483091788,0.5453416149068323,0.2438880262249827,0.2479988267770876,0.24944271911663216,0.05999999999999999,
