role_model_family,signal_type,rule,target,support_rows,total_role_rows,support_share,target_rate_inside_rule,role_base_target_rate,rate_delta_vs_role_base,lift_vs_role_base,permutation_p_value,semantic_alignment,rule_gate,rule_stability_score,rule_stability_tier,candidate_release_allowed,release_policy
hitter,two_family_interaction,hitter_quality_of_contact=low_bottom_tercile AND hitter_milb_surface_power=low_bottom_tercile,in_season_replaced,4,22,0.1818181818181818,0.0,0.2272727272727272,-0.2272727272727272,0.0,0.5748502994011976,counterintuitive_or_negative_control,watch_small_sample_signal,41.356015242242776,thin_watch_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
hitter,single_family,hitter_milb_surface_power=low_bottom_tercile,success,7,22,0.3181818181818182,0.7142857142857143,0.5909090909090909,0.1233766233766233,1.2087912087912087,0.6287425149700598,counterintuitive_or_negative_control,watch_small_sample_signal,35.61909946341083,thin_watch_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
hitter,single_family,hitter_track_continuity=low_bottom_tercile,success,7,22,0.3181818181818182,0.7142857142857143,0.5909090909090909,0.1233766233766233,1.2087912087912087,0.654690618762475,counterintuitive_or_negative_control,watch_small_sample_signal,34.97039686860045,thin_watch_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
hitter,single_family,hitter_contact_discipline_floor=high_top_tercile,strong_success,7,22,0.3181818181818182,0.4285714285714285,0.3181818181818182,0.1103896103896103,1.346938775510204,0.6227544910179641,semantically_aligned,watch_small_sample_signal,34.47009876351193,thin_watch_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
hitter,single_family,hitter_milb_surface_power=low_bottom_tercile,strong_success,7,22,0.3181818181818182,0.4285714285714285,0.3181818181818182,0.1103896103896103,1.346938775510204,0.6287425149700598,counterintuitive_or_negative_control,watch_small_sample_signal,34.32039816470953,thin_watch_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
hitter,single_family,hitter_quality_of_contact=high_top_tercile,strong_success,7,22,0.3181818181818182,0.4285714285714285,0.3181818181818182,0.1103896103896103,1.346938775510204,0.6307385229540918,semantically_aligned,watch_small_sample_signal,34.27049796510873,thin_watch_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
hitter,two_family_interaction,hitter_quality_of_contact=low_bottom_tercile AND hitter_track_continuity=high_top_tercile,success,4,22,0.1818181818181818,0.75,0.5909090909090909,0.159090909090909,1.2692307692307692,0.5968063872255489,counterintuitive_or_negative_control,watch_small_sample_signal,33.988931228452174,thin_watch_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
hitter,two_family_interaction,hitter_quality_of_contact=low_bottom_tercile AND hitter_milb_surface_power=low_bottom_tercile,success,4,22,0.1818181818181818,0.75,0.5909090909090909,0.159090909090909,1.2692307692307692,0.6487025948103793,counterintuitive_or_negative_control,watch_small_sample_signal,32.69152603883142,thin_watch_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
hitter,two_family_interaction,hitter_contact_discipline_floor=high_top_tercile AND hitter_milb_surface_power=high_top_tercile,failure,4,22,0.1818181818181818,0.5,0.3636363636363636,0.1363636363636363,1.375,0.6007984031936128,counterintuitive_or_negative_control,watch_small_sample_signal,31.61640355652331,thin_watch_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
hitter,two_family_interaction,hitter_contact_discipline_floor=low_bottom_tercile AND hitter_track_continuity=high_top_tercile,failure,4,22,0.1818181818181818,0.25,0.3636363636363636,-0.1136363636363636,0.6875,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,19.36363636363636,thin_watch_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_role_continuity_workload=low_bottom_tercile,success,16,49,0.3265306122448979,0.4375,0.5102040816326531,-0.072704081632653,0.8574999999999999,0.5149700598802395,semantically_aligned,watch_small_sample_signal,51.396156666259316,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_damage_suppression=low_bottom_tercile,strong_success,16,49,0.3265306122448979,0.375,0.3061224489795918,0.0688775510204081,1.225,0.5069860279441117,counterintuitive_or_negative_control,watch_small_sample_signal,51.213104403438024,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_raw_miss_upside=high_top_tercile,failure,16,49,0.3265306122448979,0.5,0.4285714285714285,0.0714285714285714,1.1666666666666667,0.5249500998003992,counterintuitive_or_negative_control,watch_small_sample_signal,51.01910464784716,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_raw_miss_upside=low_bottom_tercile,strong_success,16,49,0.3265306122448979,0.375,0.3061224489795918,0.0688775510204081,1.225,0.5209580838323353,counterintuitive_or_negative_control,watch_small_sample_signal,50.86380300623243,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_command_floor=low_bottom_tercile,failure,16,49,0.3265306122448979,0.5,0.4285714285714285,0.0714285714285714,1.1666666666666667,0.5489021956087824,semantically_aligned,watch_small_sample_signal,50.42030225263758,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_damage_suppression=low_bottom_tercile,failure,16,49,0.3265306122448979,0.5,0.4285714285714285,0.0714285714285714,1.1666666666666667,0.5728542914171657,semantically_aligned,watch_small_sample_signal,49.821499857427995,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_raw_miss_upside=low_bottom_tercile,in_season_replaced,16,49,0.3265306122448979,0.375,0.3061224489795918,0.0688775510204081,1.225,0.562874251497006,semantically_aligned,watch_small_sample_signal,49.815898814615664,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_role_continuity_workload=high_top_tercile,strong_success,16,49,0.3265306122448979,0.375,0.3061224489795918,0.0688775510204081,1.225,0.562874251497006,semantically_aligned,watch_small_sample_signal,49.815898814615664,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_damage_suppression=low_bottom_tercile,injury_exit_flag,16,49,0.3265306122448979,0.0625,0.1224489795918367,-0.0599489795918367,0.5104166666666666,0.5988023952095808,counterintuitive_or_negative_control,watch_small_sample_signal,48.02483807894415,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_command_floor=high_top_tercile,injury_exit_flag,16,49,0.3265306122448979,0.0625,0.1224489795918367,-0.0599489795918367,0.5104166666666666,0.6706586826347305,semantically_aligned,watch_small_sample_signal,46.228430893315405,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_damage_suppression=high_top_tercile,in_season_replaced,16,49,0.3265306122448979,0.25,0.3061224489795918,-0.0561224489795918,0.8166666666666667,0.6986027944111777,semantically_aligned,watch_small_sample_signal,45.14717503767974,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_command_floor=low_bottom_tercile,strong_success,16,49,0.3265306122448979,0.25,0.3061224489795918,-0.0561224489795918,0.8166666666666667,0.7305389221556886,semantically_aligned,watch_small_sample_signal,44.34877184406697,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_role_continuity_workload=low_bottom_tercile,strong_success,16,49,0.3265306122448979,0.25,0.3061224489795918,-0.0561224489795918,0.8166666666666667,0.7365269461077845,semantically_aligned,watch_small_sample_signal,44.19907124526457,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_role_continuity_workload=low_bottom_tercile,in_season_replaced,16,49,0.3265306122448979,0.25,0.3061224489795918,-0.0561224489795918,0.8166666666666667,0.7405189620758483,counterintuitive_or_negative_control,watch_small_sample_signal,44.09927084606297,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_command_floor=low_bottom_tercile,in_season_replaced,16,49,0.3265306122448979,0.25,0.3061224489795918,-0.0561224489795918,0.8166666666666667,0.7504990019960079,counterintuitive_or_negative_control,watch_small_sample_signal,43.84976984805898,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_raw_miss_upside=low_bottom_tercile,success,16,49,0.3265306122448979,0.5625,0.5102040816326531,0.0522959183673469,1.1025,0.7485029940119761,counterintuitive_or_negative_control,watch_small_sample_signal,43.51701698643529,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_damage_suppression=low_bottom_tercile,performance_exit_flag,16,49,0.3265306122448979,0.125,0.1632653061224489,-0.0382653061224489,0.7656250000000001,0.6986027944111777,counterintuitive_or_negative_control,watch_small_sample_signal,43.361460751965446,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_role_continuity_workload=high_top_tercile,performance_exit_flag,16,49,0.3265306122448979,0.125,0.1632653061224489,-0.0382653061224489,0.7656250000000001,0.7005988023952096,semantically_aligned,watch_small_sample_signal,43.31156055236465,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_raw_miss_upside=high_top_tercile,performance_exit_flag,16,49,0.3265306122448979,0.125,0.1632653061224489,-0.0382653061224489,0.7656250000000001,0.7085828343313373,semantically_aligned,watch_small_sample_signal,43.11195975396146,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_command_floor=low_bottom_tercile,strong_success,10,49,0.2040816326530612,0.4,0.3061224489795918,0.0938775510204081,1.3066666666666666,0.7105788423153693,counterintuitive_or_negative_control,watch_small_sample_signal,36.62328404415658,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_command_floor=low_bottom_tercile,success,10,49,0.2040816326530612,0.6,0.5102040816326531,0.0897959183673469,1.176,0.7445109780439122,counterintuitive_or_negative_control,watch_small_sample_signal,35.366817385636885,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_traffic_stress_control=low_bottom_tercile,failure,11,49,0.2244897959183673,0.3636363636363636,0.4285714285714285,-0.0649350649350649,0.8484848484848485,0.7604790419161677,counterintuitive_or_negative_control,watch_small_sample_signal,34.4815304456023,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_raw_miss_upside=low_bottom_tercile,performance_exit_flag,16,49,0.3265306122448979,0.1875,0.1632653061224489,0.024234693877551,1.1484375,1.0,semantically_aligned,watch_small_sample_signal,34.4234693877551,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_damage_suppression=low_bottom_tercile,success,16,49,0.3265306122448979,0.5,0.5102040816326531,-0.010204081632653,0.98,1.0,semantically_aligned,watch_small_sample_signal,33.0204081632653,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_command_floor=low_bottom_tercile,success,16,49,0.3265306122448979,0.5,0.5102040816326531,-0.010204081632653,0.98,1.0,semantically_aligned,watch_small_sample_signal,33.0204081632653,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_raw_miss_upside=low_bottom_tercile,failure,16,49,0.3265306122448979,0.4375,0.4285714285714285,0.0089285714285714,1.0208333333333337,1.0,semantically_aligned,watch_small_sample_signal,32.89285714285714,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_role_continuity_workload=low_bottom_tercile,failure,16,49,0.3265306122448979,0.4375,0.4285714285714285,0.0089285714285714,1.0208333333333337,1.0,semantically_aligned,watch_small_sample_signal,32.89285714285714,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_raw_miss_upside=high_top_tercile,in_season_replaced,16,49,0.3265306122448979,0.3125,0.3061224489795918,0.0063775510204081,1.0208333333333333,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,32.63775510204081,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_damage_suppression=high_top_tercile,strong_success,16,49,0.3265306122448979,0.3125,0.3061224489795918,0.0063775510204081,1.0208333333333333,1.0,semantically_aligned,watch_small_sample_signal,32.63775510204081,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_damage_suppression=high_top_tercile,injury_exit_flag,16,49,0.3265306122448979,0.125,0.1224489795918367,0.0025510204081632,1.0208333333333333,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,32.25510204081632,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_command_floor=low_bottom_tercile,injury_exit_flag,16,49,0.3265306122448979,0.125,0.1224489795918367,0.0025510204081632,1.0208333333333333,1.0,semantically_aligned,watch_small_sample_signal,32.25510204081632,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_raw_miss_upside=high_top_tercile,injury_exit_flag,16,49,0.3265306122448979,0.125,0.1224489795918367,0.0025510204081632,1.0208333333333333,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,32.25510204081632,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_raw_miss_upside=low_bottom_tercile,injury_exit_flag,16,49,0.3265306122448979,0.125,0.1224489795918367,0.0025510204081632,1.0208333333333333,1.0,semantically_aligned,watch_small_sample_signal,32.25510204081632,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_role_continuity_workload=low_bottom_tercile,injury_exit_flag,16,49,0.3265306122448979,0.125,0.1224489795918367,0.0025510204081632,1.0208333333333333,1.0,semantically_aligned,watch_small_sample_signal,32.25510204081632,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_raw_miss_upside=high_top_tercile,strong_success,8,49,0.1632653061224489,0.375,0.3061224489795918,0.0688775510204081,1.225,0.656686626746507,counterintuitive_or_negative_control,watch_small_sample_signal,31.470589433378134,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_command_floor=high_top_tercile AND pitcher_raw_miss_upside=low_bottom_tercile,in_season_replaced,8,49,0.1632653061224489,0.375,0.3061224489795918,0.0688775510204081,1.225,0.6606786427145709,semantically_aligned,watch_small_sample_signal,31.37078903417654,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_raw_miss_upside=low_bottom_tercile,in_season_replaced,8,49,0.1632653061224489,0.375,0.3061224489795918,0.0688775510204081,1.225,0.6826347305389222,semantically_aligned,watch_small_sample_signal,30.821886838567757,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_command_floor=high_top_tercile AND pitcher_raw_miss_upside=low_bottom_tercile,strong_success,8,49,0.1632653061224489,0.375,0.3061224489795918,0.0688775510204081,1.225,0.6966067864271457,counterintuitive_or_negative_control,watch_small_sample_signal,30.472585441362167,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_raw_miss_upside=high_top_tercile,success,7,49,0.1428571428571428,0.4285714285714285,0.5102040816326531,-0.0816326530612245,0.84,0.6866267465069861,semantically_aligned,watch_small_sample_signal,29.997596643447796,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,failure,6,49,0.1224489795918367,0.3333333333333333,0.4285714285714285,-0.0952380952380952,0.7777777777777778,0.6926147704590818,counterintuitive_or_negative_control,watch_small_sample_signal,29.208440262332473,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_traffic_stress_control=low_bottom_tercile,in_season_replaced,11,49,0.2244897959183673,0.2727272727272727,0.3061224489795918,-0.0333951762523191,0.8909090909090909,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,25.33951762523191,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_traffic_stress_control=high_top_tercile,injury_exit_flag,11,49,0.2244897959183673,0.0909090909090909,0.1224489795918367,-0.0315398886827458,0.7424242424242424,1.0,semantically_aligned,watch_small_sample_signal,25.15398886827458,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_traffic_stress_control=high_top_tercile,performance_exit_flag,11,49,0.2244897959183673,0.1818181818181818,0.1632653061224489,0.0185528756957328,1.1136363636363638,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,23.85528756957328,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,single_family,pitcher_traffic_stress_control=low_bottom_tercile,performance_exit_flag,11,49,0.2244897959183673,0.1818181818181818,0.1632653061224489,0.0185528756957328,1.1136363636363638,1.0,semantically_aligned,watch_small_sample_signal,23.85528756957328,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_command_floor=low_bottom_tercile,failure,10,49,0.2040816326530612,0.4,0.4285714285714285,-0.0285714285714285,0.9333333333333336,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,22.85714285714285,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_command_floor=low_bottom_tercile,injury_exit_flag,10,49,0.2040816326530612,0.1,0.1224489795918367,-0.0224489795918367,0.8166666666666668,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,22.24489795918367,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_raw_miss_upside=high_top_tercile,in_season_replaced,8,49,0.1632653061224489,0.25,0.3061224489795918,-0.0561224489795918,0.8166666666666667,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,21.61224489795918,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_raw_miss_upside=low_bottom_tercile,failure,8,49,0.1632653061224489,0.375,0.4285714285714285,-0.0535714285714285,0.875,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,21.35714285714285,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_role_continuity_workload=high_top_tercile,failure,8,49,0.1632653061224489,0.375,0.4285714285714285,-0.0535714285714285,0.875,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,21.35714285714285,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_command_floor=high_top_tercile AND pitcher_raw_miss_upside=low_bottom_tercile,failure,8,49,0.1632653061224489,0.375,0.4285714285714285,-0.0535714285714285,0.875,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,21.35714285714285,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_raw_miss_upside=high_top_tercile,performance_exit_flag,8,49,0.1632653061224489,0.125,0.1632653061224489,-0.0382653061224489,0.7656250000000001,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,19.82653061224489,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_role_continuity_workload=high_top_tercile,performance_exit_flag,8,49,0.1632653061224489,0.125,0.1632653061224489,-0.0382653061224489,0.7656250000000001,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,19.82653061224489,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_command_floor=high_top_tercile AND pitcher_raw_miss_upside=low_bottom_tercile,performance_exit_flag,8,49,0.1632653061224489,0.125,0.1632653061224489,-0.0382653061224489,0.7656250000000001,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,19.82653061224489,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_role_continuity_workload=high_top_tercile,strong_success,5,49,0.1020408163265306,0.4,0.3061224489795918,0.0938775510204081,1.3066666666666666,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,19.38775510204081,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_traffic_stress_control=low_bottom_tercile,strong_success,5,49,0.1020408163265306,0.4,0.3061224489795918,0.0938775510204081,1.3066666666666666,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,19.38775510204081,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_raw_miss_upside=low_bottom_tercile AND pitcher_role_continuity_workload=high_top_tercile,strong_success,5,49,0.1020408163265306,0.4,0.3061224489795918,0.0938775510204081,1.3066666666666666,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,19.38775510204081,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_raw_miss_upside=high_top_tercile AND pitcher_role_continuity_workload=high_top_tercile,failure,6,49,0.1224489795918367,0.5,0.4285714285714285,0.0714285714285714,1.1666666666666667,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,19.14285714285714,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_role_continuity_workload=low_bottom_tercile AND pitcher_traffic_stress_control=high_top_tercile,failure,6,49,0.1224489795918367,0.5,0.4285714285714285,0.0714285714285714,1.1666666666666667,1.0,semantically_aligned,watch_small_sample_signal,19.14285714285714,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_traffic_stress_control=low_bottom_tercile,success,5,49,0.1020408163265306,0.6,0.5102040816326531,0.0897959183673469,1.176,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,18.97959183673469,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,injury_exit_flag,5,49,0.1020408163265306,0.2,0.1224489795918367,0.0775510204081632,1.6333333333333335,1.0,semantically_aligned,watch_small_sample_signal,17.75510204081632,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_raw_miss_upside=high_top_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,injury_exit_flag,5,49,0.1020408163265306,0.2,0.1224489795918367,0.0775510204081632,1.6333333333333335,1.0,semantically_aligned,watch_small_sample_signal,17.75510204081632,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_traffic_stress_control=high_top_tercile,performance_exit_flag,4,49,0.0816326530612244,0.25,0.1632653061224489,0.086734693877551,1.5312500000000002,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,16.673469387755098,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_raw_miss_upside=low_bottom_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,performance_exit_flag,4,49,0.0816326530612244,0.25,0.1632653061224489,0.086734693877551,1.5312500000000002,1.0,semantically_aligned,watch_small_sample_signal,16.673469387755098,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_role_continuity_workload=low_bottom_tercile AND pitcher_traffic_stress_control=low_bottom_tercile,performance_exit_flag,4,49,0.0816326530612244,0.25,0.1632653061224489,0.086734693877551,1.5312500000000002,1.0,semantically_aligned,watch_small_sample_signal,16.673469387755098,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,injury_exit_flag,6,49,0.1224489795918367,0.1666666666666666,0.1224489795918367,0.0442176870748299,1.3611111111111112,1.0,semantically_aligned,watch_small_sample_signal,16.42176870748299,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_raw_miss_upside=high_top_tercile,injury_exit_flag,8,49,0.1632653061224489,0.125,0.1224489795918367,0.0025510204081632,1.0208333333333333,1.0,semantically_aligned,watch_small_sample_signal,16.25510204081632,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_command_floor=high_top_tercile AND pitcher_raw_miss_upside=low_bottom_tercile,injury_exit_flag,8,49,0.1632653061224489,0.125,0.1224489795918367,0.0025510204081632,1.0208333333333333,1.0,semantically_aligned,watch_small_sample_signal,16.25510204081632,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_command_floor=high_top_tercile,in_season_replaced,7,49,0.1428571428571428,0.2857142857142857,0.3061224489795918,-0.0204081632653061,0.9333333333333332,1.0,semantically_aligned,watch_small_sample_signal,16.04081632653061,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_command_floor=high_top_tercile,injury_exit_flag,7,49,0.1428571428571428,0.1428571428571428,0.1224489795918367,0.0204081632653061,1.1666666666666663,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,16.04081632653061,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_traffic_stress_control=low_bottom_tercile,performance_exit_flag,7,49,0.1428571428571428,0.1428571428571428,0.1632653061224489,-0.0204081632653061,0.875,1.0,counterintuitive_or_negative_control,watch_small_sample_signal,16.04081632653061,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_command_floor=high_top_tercile AND pitcher_role_continuity_workload=high_top_tercile,performance_exit_flag,7,49,0.1428571428571428,0.1428571428571428,0.1632653061224489,-0.0204081632653061,0.875,1.0,semantically_aligned,watch_small_sample_signal,16.04081632653061,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_raw_miss_upside=high_top_tercile,strong_success,7,49,0.1428571428571428,0.2857142857142857,0.3061224489795918,-0.0204081632653061,0.9333333333333332,1.0,semantically_aligned,watch_small_sample_signal,16.04081632653061,do_not_promote_rule,False,layer2_4_validation_sprint_research_only_no_candidate_release
