validation_scheme,feature_family,role_model_family,target,model,folds,source_rows,total_valid_rows,mean_feature_count,median_feature_count,mean_auc,mean_brier,mean_logloss,mean_precision_top_25pct,mean_precision_top_33pct,role_prior_mean_brier,role_prior_precision_top_25pct,role_prior_precision_top_33pct,brier_lift_vs_role_prior,top25_precision_lift_vs_role_prior,top33_precision_lift_vs_role_prior,promotion_status
repeated_stratified_cv,recent_track_continuity,pitcher,failure,role_prior,90,49,1470,6.0,6.0,0.5,0.2451386216217433,0.6833975548353348,0.49166666666666664,0.5037037037037037,0.2451386216217433,0.49166666666666664,0.5037037037037037,0.0,0.0,0.0,baseline
repeated_stratified_cv,savant_only,pitcher,failure,role_prior,90,33,990,18.0,18.0,0.5,0.25206611570247933,0.6972927621926058,0.7407407407407406,0.7416666666666667,0.25206611570247933,0.7407407407407406,0.7416666666666667,0.0,0.0,0.0,baseline
repeated_stratified_cv,milb_damage_command,pitcher,failure,sparse_l1_logit,90,49,1470,8.0,8.0,0.5902469135802468,0.24844035475762702,0.6934096205665508,0.54,0.512962962962963,0.2451386216217433,0.49166666666666664,0.5037037037037037,-0.003301733135883722,0.048333333333333395,0.0092592592592593,do_not_promote
repeated_stratified_cv,compact_mixed,pitcher,failure,sparse_l1_logit,90,49,1470,9.0,9.0,0.5392239858906526,0.2542851877999077,0.7046745822103401,0.5122222222222222,0.48333333333333334,0.2451386216217433,0.49166666666666664,0.5037037037037037,-0.009146566178164423,0.020555555555555605,-0.020370370370370317,do_not_promote
repeated_stratified_cv,milb_damage_command,pitcher,failure,ridge_logit,90,49,1470,8.0,8.0,0.5800440917107584,0.25784023682585133,0.7330078018202774,0.5605555555555556,0.4981481481481482,0.2451386216217433,0.49166666666666664,0.5037037037037037,-0.012701615204108035,0.06888888888888894,-0.00555555555555548,do_not_promote
repeated_stratified_cv,recent_track_continuity,pitcher,failure,sparse_l1_logit,90,49,1470,6.0,6.0,0.42310405643738974,0.2594390858663547,0.7131647498560757,0.39888888888888885,0.40925925925925927,0.2451386216217433,0.49166666666666664,0.5037037037037037,-0.014300464244611427,-0.09277777777777779,-0.09444444444444439,do_not_promote
repeated_stratified_cv,milb_level_role,pitcher,failure,sparse_l1_logit,90,49,1470,8.0,8.0,0.43268077601410937,0.2609389382616238,0.7168172054681122,0.4144444444444444,0.4296296296296296,0.2451386216217433,0.49166666666666664,0.5037037037037037,-0.01580031663988049,-0.07722222222222225,-0.07407407407407407,do_not_promote
repeated_stratified_cv,milb_damage_command,pitcher,failure,balanced_ridge_logit,90,49,1470,8.0,8.0,0.5751587301587301,0.2627359830600264,0.7438657384129933,0.5527777777777778,0.4907407407407407,0.2451386216217433,0.49166666666666664,0.5037037037037037,-0.017597361438283082,0.06111111111111117,-0.012962962962962954,do_not_promote
repeated_stratified_cv,compact_mixed,pitcher,failure,ridge_logit,90,49,1470,9.0,9.0,0.5704320987654321,0.2671140963606842,0.7750139608491065,0.5411111111111111,0.5055555555555555,0.2451386216217433,0.49166666666666664,0.5037037037037037,-0.021975474738940876,0.04944444444444446,0.0018518518518518823,do_not_promote
repeated_stratified_cv,compact_mixed,pitcher,failure,balanced_ridge_logit,90,49,1470,9.0,9.0,0.5706613756613756,0.27248211241759474,0.7872206480997341,0.5444444444444444,0.5018518518518518,0.2451386216217433,0.49166666666666664,0.5037037037037037,-0.02734349079585144,0.05277777777777776,-0.0018518518518518823,do_not_promote
