slot,recommended_formula,sample_policy,n_rows,n_players,recommended_factor,weighted_median,bootstrap_wmedian_ci_low,bootstrap_wmedian_ci_high,weighted_mean,winsorized_mean_10_90,unweighted_median,unweighted_mean,source_value_mean,target_value_mean,weighted_reg_intercept,weighted_reg_slope,slope_ci_low,slope_ci_high,weighted_reg_r2,weighted_reg_mae,bootstrap_wmedian,intercept_ci_low,intercept_ci_high
hitter,KBO wRC+ ≈ MiLB OPS*100 × factor,dedup earliest player; KBO PA>=100; MiLB PA>=100,15,15,1.3884623675016787,1.3884623675016787,1.200726590633825,1.7506375133099217,1.4747668577488047,1.4526567173691598,1.3340104924948868,1.458502787573372,87.80616597564622,125.40296732584635,215.54839401404934,-1.0085954090451337,-2.2504109418839264,-0.2538028746832414,0.19998584229080651,15.758932165543012,1.3488713515911783,146.18886891031926,323.35675543872355
hitter_strict,KBO wRC+ ≈ MiLB OPS*100 × factor,dedup earliest player; KBO PA>=200; MiLB PA>=200,12,12,1.5078647974657922,1.5078647974657922,1.1987628138336304,1.882491765777441,1.509521560586,1.4778199488103632,1.4120083317286638,1.478333460013373,88.56169690561579,127.47397232055664,236.99546543925365,-1.2252918681244187,-2.6863248988913737,-0.46860512357137424,0.3847791243182255,12.788526419201467,1.5132873657429595,169.4591937732203,362.070480734151
pitcher,KBO ERA ≈ MiLB ERA × factor,dedup earliest player; KBO IP>=30; MiLB IP>=30,35,35,0.7961061416921711,0.7961061416921711,0.709320587695383,0.9217750034739483,0.8353499089899799,0.8527896582681702,0.8455284552845529,0.8532889185292051,4.4325613573093054,3.690571428571429,2.362649787503376,0.27520630965887805,0.1009252111446635,0.5805354371056107,0.09511479183227944,0.6410474981219401,0.795328229201732,1.002711303862794,3.267439896264618
pitcher_starterish,KBO ERA ≈ MiLB ERA × factor,dedup earliest player; KBO IP>=50; MiLB IP>=50; MiLB GS>=5,27,27,0.7759829107431383,0.7759829107431383,0.7059546985914819,0.9145342187991246,0.8284471697248559,0.8413277793960504,0.7945389737036789,0.8415517704952511,4.324926405236972,3.5618518518518525,2.4768097449691933,0.23401016422540225,-0.00921385415379438,0.5326675395033953,0.056983701045856705,0.5944917534249337,0.7756710830597043,1.0410728158746076,3.6880221401511886
