context_label,label_ko,ops,lg_ops,ops_vs_lg,OPS_rank
vs_right,우투수 상대,0.7481065349726121,0.7379733769837724,0.010133157988839736,5.0
vs_left,좌투수 상대,0.7680213274426464,0.7633824964791753,0.004638830963471063,4.0
vs_right_orthodox,vs_right_orthodox,0.7492929413061513,0.7381009659047754,0.011191975401375953,6.0
vs_right_under,우언더/사이드암 상대,0.711888111888112,0.7284914383990795,-0.01660332651096752,6.0
vs_left_orthodox,좌정통 상대,0.7680213274426464,0.7633824964791753,0.004638830963471063,4.0
