season,player_key,player_name,player_name_en,kbo_team,role_group,role_model_family,source_confidence_1_5,outcome_available,label_available,success,strong_success,failure,first_kbo_pa,first_kbo_ip,first_kbo_war,first_kbo_wrc_plus,first_kbo_era,renewed_next_year,in_season_replaced,injury_exit_flag,performance_exit_flag,matched_to_savant,has_pre_kbo_savant_features,match_method,match_score,matched_savant_name,matched_savant_player_id,prior_savant_years,prior_savant_rows,prior_savant_latest_year,pre_pa,pre_pitch,pre_games,pre_start_proxy_games,pre_games_80plus_pitches,pre_games_90plus_pitches,pre_games_100plus_pitches,pre_bb_hbp_pct,pre_k_pct,pre_hr_pct,pre_woba_allowed,pre_xwoba_allowed_bbe,pre_xslg_allowed_bbe,pre_whiff_per_swing,pre_chase_rate,pre_zone_rate,pre_first_pitch_nonball_rate,pre_three_ball_pitch_rate,pre_hardhit_rate,pre_barrel_rate,pre_start_proxy_rate,pre_third_time_game_rate,pre_early_1_3_woba_allowed,pre_runner_on_base_woba_allowed,pre_risp_woba_allowed,pre_third_time_woba_allowed,pre_starter_stabilizer_score,pre_bb_pct,pre_woba,pre_zone_swing_rate,pre_nonfast_chase_rate,pre_nonfast_whiff_per_swing,pre_sweet_spot_rate,pre_air_bbe_rate,pre_same_field_air_rate_proxy,pre_low_velo_xwoba,pre_high_velo_xwoba,pre_break_off_xwoba,pre_hitter_count_xwoba,pre_ssg_message_screen_score,has_pre_kbo_milb,milb_stat_group,pre_kbo_milb_rows,pre_kbo_milb_latest_year,pre_kbo_milb_recent_rows,pre_kbo_milb_highest_level_score,pre_kbo_aaa_rows,pre_kbo_aa_rows,pre_kbo_milb_pa,pre_kbo_milb_hr,pre_kbo_milb_ops,pre_kbo_milb_obp,pre_kbo_milb_slg,pre_kbo_milb_k_pct,pre_kbo_milb_bb_pct,pre_kbo_milb_ip,pre_kbo_milb_games,pre_kbo_milb_games_started,pre_kbo_milb_k9,pre_kbo_milb_bb9,pre_kbo_milb_hr9,pre_kbo_milb_era,pre_kbo_milb_whip,has_model_pre_kbo_features,model_feature_source,pre_kbo_recent_highest_level_score
2024,에릭라우어,에릭 라우어,Eric Lauer,KIA,starter,pitcher,4,True,True,0,0,1,,34.666666666666664,0.7603555099081909,,4.93,0.0,0,0,0,True,True,exact_variant,1.0,"Lauer, Eric",641778.0,2022|2023,2.0,2023.0,872.0,3523.0,39.0,38.0,34.0,23.0,7.0,0.0974770642201834,0.2293577981651375,0.0493119266055045,0.3398682061440088,0.4035928840256476,0.603038490632811,0.2043542673559874,0.2672171846494965,0.5018038475983625,0.6070879181795503,0.0860259164439684,0.3982433138885398,0.0941802640582017,0.975802752293578,0.8731888642834547,0.3257187966610323,0.3533489416596838,0.3679768730886849,0.3518534123263638,55.76852864191677,,,,,,,,,,,,,,True,pitching,9.0,2023.0,2.0,100.0,1.0,0.0,,,,,,0.3157894736842105,0.1148325358851674,44.666666666666664,13.0,10.0,13.298507462686567,4.835820895522389,1.2089552238805972,5.034701492537314,1.7429850746268656,True,savant_and_milb,100.0
2024,에릭스타우트,에릭 스타우트,Eric Stout,KIA,starter,pitcher,4,True,True,0,0,1,,16.0,0.2791539221963615,,5.06,0.0,1,0,0,True,True,exact_variant,1.0,"Stout, Eric",657770.0,2022,1.0,2022.0,110.0,454.0,20.0,0.0,0.0,0.0,0.0,0.1727272727272727,0.2272727272727272,0.0181818181818181,0.3747706422018348,0.3615788189810746,0.5423636363636364,0.2393617021276596,0.2411067193675889,0.4339207048458149,0.6545454545454545,0.0859030837004405,0.3636363636363636,0.0909090909090909,0.0,0.0,0.4166666666666667,0.3721428571428571,0.4315217391304348,,,,,,,,,,,,,,,,True,pitching,16.0,2023.0,4.0,100.0,4.0,0.0,,,,,,0.3057553956834532,0.1438848920863309,126.66666666666669,75.0,6.0,12.078947368421051,5.684210526315789,0.781578947368421,3.337447368421053,1.398157894736842,True,savant_and_milb,100.0
2024,윌크로우,윌 크로우,William Chandler Crowe,KIA,starter,pitcher,4,True,True,0,0,1,,40.333333333333336,1.0934892047741822,,3.57,0.0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,제임스네일,제임스 네일,James Aubrey Naile,KIA,starter,pitcher,4,True,True,1,1,0,,149.33333333333334,4.307810690568332,,2.53,1.0,0,0,0,True,True,exact_variant,1.0,"Naile, James",664942.0,2022|2023,2.0,2023.0,117.0,434.0,17.0,0.0,0.0,0.0,0.0,0.094017094017094,0.1025641025641025,0.0256410256410256,0.3905982905982906,0.4017748317702866,0.5506108262108262,0.1459149696559768,0.2523430457541645,0.531369864703198,0.6923076923076923,0.0860990860990861,0.4998575498575499,0.0424501424501424,0.0,0.0,,0.4045081280375397,0.4493589743589744,,,,,,,,,,,,,,,,True,pitching,15.0,2023.0,2.0,100.0,2.0,0.0,,,,,,0.2292768959435626,0.074074074074074,132.33333333333334,75.0,6.0,8.841309823677582,2.856423173803526,0.7481108312342569,3.466045340050378,1.375541561712846,True,savant_and_milb,100.0
2024,캠알드레드,캠 알드레드,Cam Alldred,KIA,starter,pitcher,4,True,True,0,0,1,,43.666666666666664,1.195971330090573,,4.53,0.0,1,0,0,True,True,exact_variant,1.0,"Alldred, Cam",682027.0,2022,1.0,2022.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.225,0.1823333333333333,0.2153333333333333,0.125,0.0,0.6875,0.75,0.0625,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,True,pitching,6.0,2023.0,2.0,100.0,2.0,0.0,,,,,,0.2170963364993215,0.0963364993215739,172.0,73.0,19.0,8.372093023255815,3.7151162790697674,1.0988372093023255,4.764205426356589,1.37,True,savant_and_milb,100.0
2024,멜로하스주니어,멜 로하스 주니어,Mel Rojas Jr,KT,hitter,hitter,4,True,True,1,1,0,670.0,,6.708414077758789,153.26199340820312,,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,웨스벤자민,웨스 벤자민,Wes Benjamin,KT,starter,pitcher,4,True,True,1,0,0,,149.66666666666666,2.7077681215177463,,4.63,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,윌리엄쿠에바스,윌리엄 쿠에바스,William Enrique Cuevas Osorio,KT,starter,pitcher,4,True,True,1,1,0,,173.33333333333334,4.409441312716488,,4.1,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,오스틴딘,오스틴 딘,Austin James Dean,LG,hitter,hitter,4,True,True,1,1,0,604.0,,5.228662014007568,147.7550048828125,,1.0,0,0,0,True,True,exact_variant,1.0,austin dean,621573.0,2022,1.0,2022.0,9.0,38.0,,,,,,,0.0,0.0,,,,0.0625,0.2608695652173913,,,,0.25,0.0,,,,,,,,0.1111111111111111,0.4777777777777776,0.6666666666666666,0.3,0.1666666666666666,0.125,0.125,0.0,0.27825,,0.3013333333333333,,,True,hitting,14.0,2022.0,1.0,100.0,1.0,0.0,438.0,17.0,0.812,0.345,0.467,0.2146118721461187,0.0867579908675799,,,,,,,,,True,savant_and_milb,100.0
2024,디트릭엔스,디트릭 엔스,Dietrich Arthur Enns,LG,starter,pitcher,4,True,True,1,0,0,,167.66666666666666,3.766282559141343,,4.19,0.0,0,0,0,True,False,exact_variant,1.0,"Enns, Dietrich",608650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,pitching,15.0,2021.0,0.0,100.0,7.0,2.0,,,,,,0.2316602316602316,0.0855855855855855,747.3333333333334,173.0,117.0,8.670829616413915,3.2033898305084745,0.8911685994647636,3.323987511150759,1.2415254237288136,True,milb_only,100.0
2024,엘리에이저에르난데스,엘리에이저 에르난데스,Elieser Hernández,LG,starter,pitcher,4,True,True,0,0,1,,47.0,1.3927626087030902,,4.02,0.0,0,0,0,True,True,exact_variant,1.0,"Hernández, Elieser",622694.0,2022,1.0,2022.0,278.0,1099.0,20.0,10.0,6.0,3.0,0.0,0.0935251798561151,0.2158273381294964,0.0683453237410072,0.3953068592057762,0.3984562609030056,0.6336197916666667,0.2099447513812154,0.2379032258064515,0.5450409463148317,0.6928571428571428,0.0800727934485896,0.359375,0.1302083333333333,0.5,0.45,0.3756944444444444,0.3459090909090909,0.4061403508771929,0.5885714285714285,45.55380825087133,,,,,,,,,,,,,,True,pitching,22.0,2023.0,6.0,100.0,2.0,0.0,,,,,,0.2912280701754386,0.0736842105263157,68.33333333333333,22.0,17.0,10.93170731707317,2.7658536585365856,1.3170731707317074,3.823463414634147,1.1975121951219512,True,savant_and_milb,100.0
2024,케이시켈리,케이시 켈리,Casey Patrick Kelly,LG,starter,pitcher,4,True,True,0,0,1,,113.66666666666669,1.8492238092777016,,4.51,0.0,1,0,1,True,False,exact_variant,1.0,"Kelly, Casey",543391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,pitching,16.0,2018.0,0.0,100.0,7.0,5.0,,,,,,0.1841220584432376,0.0729247478665632,900.0,185.0,166.0,7.12,2.82,0.87,4.170414814814815,1.3760111111111109,True,milb_only,100.0
2024,맷데이비드슨,맷 데이비드슨,Matthew Glen Davidson,NC,hitter,hitter,4,True,True,1,1,0,567.0,,4.108154773712158,153.94900512695312,,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,다니엘카스타노,다니엘 카스타노,Daniel Alexander Castano,NC,starter,pitcher,4,True,True,0,0,1,,111.66666666666669,1.892333275860024,,4.35,0.0,1,1,1,True,True,exact_variant,1.0,"Castano, Daniel",641447.0,2022|2023,2.0,2023.0,176.0,646.0,12.0,7.0,3.0,2.0,1.0,0.0795454545454545,0.1363636363636363,0.0397727272727272,0.4014167650531287,0.3616365617174923,0.5219129711751663,0.1510519141875073,0.2883358054568875,0.5230977547306385,0.6534090909090909,0.07648997700614,0.352667493796526,0.0746672682156552,0.6204545454545454,0.5318181818181817,0.3855421686746988,0.3533001245330012,0.3657467532467532,0.2884615384615384,58.64299219238776,,,,,,,,,,,,,,True,pitching,10.0,2023.0,3.0,100.0,2.0,0.0,,,,,,0.2327790973871734,0.0926365795724465,97.66666666666669,26.0,15.0,9.030716723549489,3.5938566552901023,1.8430034129692832,4.516825938566552,1.3069283276450514,True,savant_and_milb,100.0
2024,에릭요키시,에릭 요키시,Eric Spenser Jokisch,NC,starter,pitcher,4,True,True,0,0,1,,39.333333333333336,0.1284947706263699,,5.72,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,카일하트,카일 하트,Kyle Patrick Hart,NC,starter,pitcher,4,True,True,1,1,0,,157.0,6.150586745388057,,2.69,0.0,0,0,0,True,False,exact_variant,1.0,"Hart, Kyle",606996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,pitching,12.0,2023.0,5.0,100.0,4.0,1.0,,,,,,0.2169312169312169,0.0908289241622574,261.0,62.0,46.0,8.482758620689655,3.5517241379310347,1.137931034482759,4.755185185185185,1.448786717752235,True,milb_only,100.0
2024,기예르모에레디아,기예르모 에레디아,Guillermo Heredia Molina,SSG,hitter,hitter,4,True,True,1,1,0,591.0,,4.563113689422607,137.21099853515625,,1.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,드류앤더슨,드류 앤더슨,Andrew James Anderson,SSG,starter,pitcher,4,True,True,1,0,0,,115.66666666666669,3.4467197298004493,,3.89,1.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,로버트더거,로버트 더거,Robert Lee Dugger,SSG,starter,pitcher,4,True,True,0,0,1,,22.666666666666668,-0.8389506681770665,,12.71,0.0,1,0,1,True,True,exact_variant,1.0,"Dugger, Robert",667498.0,2022,1.0,2022.0,72.0,284.0,4.0,1.0,1.0,0.0,0.0,0.0972222222222222,0.2638888888888889,0.0416666666666666,0.3756944444444444,0.4382828452121793,0.6888260869565217,0.2556390977443609,0.3121019108280254,0.4471830985915493,0.4861111111111111,0.0950704225352112,0.5,0.1304347826086956,0.25,0.5,0.3826086956521739,0.4041666666666667,0.3775,0.1124999999999999,,,,,,,,,,,,,,,True,pitching,13.0,2023.0,4.0,100.0,4.0,0.0,,,,,,0.2061769616026711,0.1051752921535893,279.0,67.0,53.0,7.967741935483871,4.064516129032258,1.032258064516129,4.390537634408602,1.4305017921146952,True,savant_and_milb,100.0
2024,로에니스엘리아스,로에니스 엘리아스,Roenis Elías,SSG,starter,pitcher,4,True,True,1,0,0,,123.66666666666669,3.6103183806963983,,4.08,0.0,0,0,0,True,True,exact_variant,1.0,"Elías, Roenis",606273.0,2022,1.0,2022.0,33.0,114.0,7.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.1818181818181818,0.0303030303030303,0.2984848484848484,0.2707018229166666,0.37975,0.1612903225806451,0.3333333333333333,0.5263157894736842,0.696969696969697,0.0789473684210526,0.2916666666666667,0.0416666666666666,0.0,0.0,,0.3125,0.15,,,,,,,,,,,,,,,,True,pitching,17.0,2023.0,2.0,100.0,2.0,0.0,,,,,,0.2005494505494505,0.0659340659340659,86.33333333333333,41.0,13.0,7.61003861003861,2.5019305019305023,1.4594594594594594,5.208957528957528,1.2736293436293435,True,savant_and_milb,100.0
2024,제러드영,제러드 영,Jared Young,두산,hitter,hitter,4,True,True,0,0,1,169.0,,1.645452618598938,183.68800354003903,,0.0,0,0,0,True,True,exact_variant,1.0,jared young,676724.0,2022|2023,2.0,2023.0,69.0,272.0,,,,,,,0.2898550724637681,0.0289855072463768,,,,0.3172652804032766,0.294585726004922,,,,0.4091787439613526,0.0946859903381642,,,,,,,,0.0869565217391303,0.3391304347826087,0.7123993558776167,0.3593666129898014,0.3591617933723197,0.3144927536231884,0.5265700483091788,0.5453416149068323,0.2438880262249827,0.2479988267770876,0.2494427191166321,0.0599999999999999,,True,hitting,7.0,2023.0,2.0,100.0,2.0,0.0,831.0,38.0,0.8499987966305655,0.3589614921780987,0.4910373044524669,0.2334536702767749,0.1083032490974729,,,,,,,,,True,savant_and_milb,100.0
2024,헨리라모스,헨리 라모스,Henry Ramos,두산,hitter,hitter,4,True,True,0,0,1,348.0,,1.7375532388687134,119.56999969482422,,0.0,1,0,1,True,True,exact_variant,1.0,henry ramos,592656.0,2023,1.0,2023.0,86.0,313.0,,,,,,,0.2441860465116279,0.0,,,,0.277027027027027,0.2954545454545454,,,,0.2075471698113206,0.0377358490566037,,,,,,,,0.127906976744186,0.3063953488372093,0.7111111111111111,0.3092783505154639,0.3636363636363636,0.320754716981132,0.4716981132075472,0.6,0.3303832189430336,0.331,0.3521182516188714,0.289875,,True,hitting,15.0,2023.0,1.0,100.0,1.0,0.0,327.0,13.0,0.954,0.411,0.543,0.1987767584097859,0.1253822629969418,,,,,,,,,True,savant_and_milb,100.0
2024,라울알칸타라,라울 알칸타라,Raul Alcántara,두산,starter,pitcher,4,True,True,0,0,1,,64.33333333333333,1.154209860868482,,4.76,1.0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,브랜던워델,브랜던 워델,Brandon David Waddell,두산,starter,pitcher,4,True,True,0,0,0,,75.0,2.175058850519316,,3.12,0.0,0,0,0,True,False,exact_variant,1.0,"Waddell, Brandon",663399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,pitching,12.0,2022.0,1.0,100.0,1.0,0.0,,,,,,0.2578125,0.0859375,30.0,23.0,0.0,9.9,3.3,0.3,3.3,1.33,True,milb_only,100.0
2024,시라카와케이쇼,시라카와 케이쇼,Keisho Shirakawa,두산,starter,pitcher,4,True,True,0,0,1,,34.333333333333336,0.1920650341595534,,6.03,0.0,1,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,조던발라조빅,조던 발라조빅,Jordan Balazovic,두산,starter,pitcher,4,True,True,0,0,1,,57.0,1.253415195443148,,4.26,0.0,0,0,0,True,True,exact_variant,1.0,"Balazovic, Jordan",666364.0,2023,1.0,2023.0,108.0,393.0,18.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1574074074074074,0.0462962962962962,0.361574074074074,0.3768313991635851,0.5559493670886076,0.1648351648351648,0.213903743315508,0.5216284987277354,0.6111111111111112,0.0966921119592875,0.4936708860759494,0.0759493670886076,0.0,0.0,,0.296551724137931,0.403125,,,,,,,,,,,,,,,,True,pitching,9.0,2023.0,3.0,100.0,2.0,0.0,,,,,,0.2314487632508834,0.1219081272084805,118.33333333333331,45.0,24.0,9.96338028169014,5.2478873239436625,1.9774647887323944,6.770478873239437,1.8768732394366197,True,savant_and_milb,100.0
2024,빅터레예스,빅터 레예스,Víctor José Reyes,롯데,hitter,hitter,4,True,True,1,1,0,632.0,,3.5102803707122803,127.54900360107422,,1.0,0,0,0,True,True,exact_variant,1.0,víctor reyes,622682.0,2022,1.0,2022.0,336.0,1283.0,,,,,,,0.2232142857142857,0.0089285714285714,,,,0.2503477051460361,0.425253991291727,,,,0.3677685950413223,0.049586776859504,,,,,,,,0.0386904761904761,0.2930059523809524,0.7171717171717171,0.5380434782608695,0.2534435261707989,0.371900826446281,0.4793388429752066,0.4913793103448275,0.3446766523935129,0.4750507246376811,0.3427287362600188,0.5764603174603175,43.21882670010479,True,hitting,13.0,2023.0,2.0,100.0,2.0,0.0,578.0,23.0,0.8096055363321799,0.3342076124567474,0.4753979238754325,0.2179930795847751,0.0692041522491349,,,,,,,,,True,savant_and_milb,100.0
2024,애런윌커슨,애런 윌커슨,Aaron Wilkerson,롯데,starter,pitcher,4,True,True,1,1,0,,196.66666666666663,6.056565445113432,,3.84,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,찰리반즈,찰리 반즈,Charlie Barnes,롯데,starter,pitcher,4,True,True,1,1,0,,150.66666666666666,5.766521192136825,,3.35,0.0,0,0,0,True,False,exact_variant,1.0,"Barnes, Charlie",656212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,pitching,7.0,2021.0,0.0,100.0,2.0,1.0,,,,,,0.1949413942011104,0.0869833436150524,373.6666666666667,77.0,75.0,7.611061552185548,3.3960749330954503,0.6262265834076717,3.708233719892952,1.3778322925958968,True,milb_only,100.0
2024,데이비드맥키넌,데이비드 맥키넌,David MacKinnon,삼성,hitter,hitter,4,True,True,0,0,1,315.0,,0.5285413265228271,96.45189666748048,,0.0,1,0,1,True,True,exact_variant,1.0,david mackinnon,676950.0,2022,1.0,2022.0,57.0,252.0,,,,,,,0.2982456140350877,0.0,,,,0.2410714285714285,0.296875,,,,0.2058823529411764,0.0294117647058823,,,,,,,,0.1052631578947368,0.2,0.5967741935483871,0.3333333333333333,0.3529411764705882,0.2647058823529412,0.4117647058823529,0.6428571428571429,0.2722,0.582,0.2791666666666667,0.308,,True,hitting,10.0,2022.0,3.0,100.0,3.0,0.0,692.0,30.0,1.0022283236994218,0.4162760115606936,0.5859523121387283,0.1820809248554913,0.1416184971098266,,,,,,,,,True,savant_and_milb,100.0
2024,루벤카데나스,루벤 카데나스,Ruben Cardenas,삼성,hitter,hitter,4,True,True,0,0,1,25.0,,-0.0605283714830875,145.51699829101562,,0.0,1,1,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,르윈디아즈,르윈 디아즈,Lewin Díaz,삼성,hitter,hitter,4,True,True,1,0,0,118.0,,0.5481775999069214,107.88899993896484,,1.0,0,0,0,True,True,exact_variant,1.0,lewin díaz,650331.0,2022,1.0,2022.0,174.0,732.0,,,,,,,0.3103448275862069,0.028735632183908,,,,0.2396449704142011,0.3350785340314136,,,,0.287037037037037,0.0555555555555555,,,,,,,,0.0632183908045977,0.232758620689655,0.6,0.3608247422680412,0.3703703703703703,0.3148148148148148,0.5648148148148148,0.5901639344262295,0.2411586099967052,0.4397054700854701,0.2395096825396825,0.3791428571428571,27.872834334200498,True,hitting,14.0,2023.0,2.0,100.0,2.0,0.0,851.0,36.0,0.8087567567567567,0.3451351351351351,0.4636216216216215,0.199764982373678,0.1081081081081081,,,,,,,,,True,savant_and_milb,100.0
2024,데니레예스,데니 레예스,Denyi Reyes,삼성,starter,pitcher,4,True,True,1,1,0,,144.0,4.465718300718198,,3.81,0.0,0,0,0,True,True,exact_variant,1.0,"Reyes, Denyi",660593.0,2022|2023,2.0,2023.0,121.0,481.0,12.0,4.0,1.0,1.0,1.0,0.0826446280991735,0.165289256198347,0.024793388429752,0.3539697279227412,0.3541846819163322,0.4983931960295596,0.2039377734564899,0.3415140582707043,0.4930675385220839,0.6033057851239669,0.0785275330729875,0.3925838471293016,0.0590318772136953,0.3333333333333333,0.1652892561983471,0.3678835020108719,0.4477887757063233,0.3501257635644987,0.2777777777777778,,,,,,,,,,,,,,,True,pitching,10.0,2023.0,4.0,100.0,2.0,0.0,,,,,,0.1982116244411326,0.0625931445603576,151.66666666666666,37.0,30.0,7.892307692307693,2.4923076923076923,2.195604395604396,6.111626373626374,1.4258021978021975,True,savant_and_milb,100.0
2024,코너시볼드,코너 시볼드,Connor Seabold,삼성,starter,pitcher,4,True,True,1,1,0,,160.0,5.2666814804380895,,3.43,0.0,0,0,0,True,True,exact_variant,1.0,"Seabold, Connor",657756.0,2022|2023,2.0,2023.0,505.0,1937.0,32.0,18.0,9.0,4.0,0.0,0.0891089108910891,0.1702970297029703,0.0475247524752474,0.4253912724605793,0.389461312602696,0.585608380590381,0.2054406091341207,0.2415805416158054,0.5276015095257262,0.6324307940998182,0.0805127872348454,0.3923607066589011,0.1016210444573868,0.581078107810781,0.4144774477447744,0.4458126313050651,0.4361472943105829,0.4686599983390696,0.4084042904290428,45.539362152033505,,,,,,,,,,,,,,True,pitching,11.0,2023.0,2.0,100.0,2.0,0.0,,,,,,0.2455795677799607,0.0530451866404715,118.0,27.0,27.0,9.533898305084746,2.059322033898305,0.7627118644067796,4.4219774011299435,1.2866666666666666,True,savant_and_milb,100.0
2024,로니도슨,로니 도슨,Ronnie Dawson,키움,hitter,hitter,4,True,True,1,0,0,429.0,,3.272735118865967,145.93899536132812,,0.0,0,0,0,True,True,exact_variant,1.0,ronnie dawson,669008.0,2022,1.0,2022.0,3.0,15.0,,,,,,,0.6666666666666666,0.0,,,,0.2857142857142857,0.5454545454545454,,,,1.0,0.0,,,,,,,,0.0,0.0,0.25,0.7142857142857143,0.2,0.0,0.0,,0.333,,0.333,,,True,hitting,8.0,2022.0,1.0,100.0,1.0,0.0,448.0,11.0,0.733,0.339,0.394,0.25,0.09375,,,,,,,,,True,savant_and_milb,100.0
2024,아리엘후라도,아리엘 후라도,Ariel Bolívar Jurado Agrazal,키움,starter,pitcher,4,True,True,1,1,0,,190.33333333333337,5.802878277442628,,3.36,1.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,엔마누엘데헤수스,엔마누엘 데 헤수스,Enmanuel Jose De Jesus,키움,starter,pitcher,4,True,True,1,1,0,,171.33333333333334,4.394136893971022,,3.68,1.0,0,0,0,True,True,exact_variant,1.0,"De Jesus, Enmanuel",646241.0,2023,1.0,2023.0,34.0,136.0,2.0,0.0,0.0,0.0,0.0,0.2058823529411764,0.1470588235294117,0.0,0.4132352941176471,0.3859872100313479,0.5625,0.2419354838709677,0.2463768115942028,0.4926470588235294,0.7352941176470589,0.0955882352941176,0.5,0.1363636363636363,0.0,0.0,,0.525,0.5117647058823529,,,,,,,,,,,,,,,,True,pitching,12.0,2023.0,3.0,100.0,2.0,0.0,,,,,,0.2126696832579185,0.1165158371040724,193.66666666666663,54.0,37.0,8.736660929432015,4.7865748709122204,0.9294320137693632,4.596609294320138,1.60433734939759,True,savant_and_milb,100.0
2024,요나탄페를라사,요나탄 페를라사,Yonathan Jesús Perlaza,한화,hitter,hitter,4,True,True,1,0,0,522.0,,2.200988292694092,116.71299743652344,,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,라이언와이스,라이언 와이스,Ryan Weiss,한화,starter,pitcher,4,True,True,1,0,0,,91.66666666666669,2.5694821261501475,,3.73,1.0,0,0,0,True,False,exact_variant,1.0,"Weiss, Ryan",680802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,pitching,10.0,2023.0,5.0,100.0,4.0,1.0,,,,,,0.2024013722126929,0.104631217838765,121.66666666666669,96.0,2.0,8.728767123287671,4.512328767123288,1.9972602739726024,7.246931506849315,1.800520547945205,True,milb_only,100.0
2024,리카르도산체스,리카르도 산체스,Ricardo Jose Sánchez,한화,starter,pitcher,4,True,True,0,0,1,,53.333333333333336,1.2859074647655164,,4.22,0.0,1,1,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,펠릭스페냐,펠릭스 페냐,Félix Ricardo Peña,한화,starter,pitcher,4,True,True,0,0,1,,37.333333333333336,0.1786515505609682,,6.27,0.0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,
2024,하이메바리아,하이메 바리아,Jaime Barria,한화,starter,pitcher,4,True,True,0,0,0,,92.66666666666669,1.4110862447003436,,5.15,0.0,0,0,0,True,True,exact_variant,1.0,"Barria, Jaime",642545.0,2022|2023,2.0,2023.0,678.0,2500.0,69.0,8.0,3.0,2.0,0.0,0.079646017699115,0.1710914454277285,0.0457227138643067,0.3425123484174394,0.3777957768503526,0.573158970969362,0.2154466143270997,0.2789308737708009,0.4950490621424848,0.6671786245398474,0.0699287878248635,0.3490044593192809,0.1025857125303979,0.1208547135668426,0.0894474604000892,0.3103460944168908,0.3596115910011357,0.390950640727073,0.637892196299276,50.69102486220788,,,,,,,,,,,,,,True,pitching,12.0,2021.0,0.0,100.0,4.0,1.0,,,,,,0.1918864097363083,0.0434077079107505,577.0,126.0,112.0,7.377816291161179,1.6689774696707105,0.8890814558058926,4.133131138070479,1.2975043327556326,True,savant_and_milb,100.0
