role_model_family,target,feature,coefficient,abs_coefficient,direction,train_rows,positive_rows
pitcher,success,pre_first_pitch_nonball_rate,0.4403370121933679,0.4403370121933679,raises_target_probability,33,14
pitcher,success,pre_start_proxy_games,0.4184631336865619,0.4184631336865619,raises_target_probability,33,14
pitcher,success,pre_starter_stabilizer_score,-0.4178023191447382,0.4178023191447382,lowers_target_probability,33,14
pitcher,success,pre_early_1_3_woba_allowed,0.3252051184304342,0.3252051184304342,raises_target_probability,33,14
pitcher,success,pre_xslg_allowed_bbe,-0.30907296541178364,0.30907296541178364,lowers_target_probability,33,14
pitcher,success,pre_zone_rate,-0.298928023659824,0.298928023659824,lowers_target_probability,33,14
pitcher,success,pre_games_100plus_pitches,-0.2913634635051005,0.2913634635051005,lowers_target_probability,33,14
pitcher,success,pre_third_time_game_rate,0.2518952571455183,0.2518952571455183,raises_target_probability,33,14
pitcher,success,pre_pa,0.24688622341475913,0.24688622341475913,raises_target_probability,33,14
pitcher,success,pre_pitch,0.2359903911901796,0.2359903911901796,raises_target_probability,33,14
pitcher,success,pre_hr_pct,-0.22052408699499204,0.22052408699499204,lowers_target_probability,33,14
pitcher,success,pre_risp_woba_allowed,-0.21688807615897987,0.21688807615897987,lowers_target_probability,33,14
pitcher,success,pre_chase_rate,0.18213056272392456,0.18213056272392456,raises_target_probability,33,14
pitcher,success,pre_games_80plus_pitches,0.17362567682032462,0.17362567682032462,raises_target_probability,33,14
pitcher,success,pre_xwoba_allowed_bbe,-0.08505103155995278,0.08505103155995278,lowers_target_probability,33,14
pitcher,success,pre_barrel_rate,0.0818107417773192,0.0818107417773192,raises_target_probability,33,14
pitcher,success,pre_games,-0.06741323747519298,0.06741323747519298,lowers_target_probability,33,14
pitcher,success,pre_games_90plus_pitches,-0.06033169787622679,0.06033169787622679,lowers_target_probability,33,14
pitcher,success,pre_third_time_woba_allowed,0.04433139864788714,0.04433139864788714,raises_target_probability,33,14
