role_model_family,target,feature,coefficient,abs_coefficient,direction,train_rows,positive_rows
hitter,failure,pre_whiff_per_swing,0.8443067060379524,0.8443067060379524,raises_target_probability,22,8
hitter,failure,pre_ssg_message_screen_score,0.6477328421188424,0.6477328421188424,raises_target_probability,22,8
hitter,failure,pre_pitch,-0.6078837357998209,0.6078837357998209,lowers_target_probability,22,8
hitter,failure,pre_sweet_spot_rate,0.5873487332749588,0.5873487332749588,raises_target_probability,22,8
hitter,failure,pre_hitter_count_xwoba,-0.5816166693989318,0.5816166693989318,lowers_target_probability,22,8
hitter,failure,pre_pa,-0.5728343982579223,0.5728343982579223,lowers_target_probability,22,8
hitter,failure,pre_bb_pct,0.5280759972717362,0.5280759972717362,raises_target_probability,22,8
hitter,failure,pre_low_velo_xwoba,0.50460559143701,0.50460559143701,raises_target_probability,22,8
hitter,failure,pre_air_bbe_rate,0.32959090037501787,0.32959090037501787,raises_target_probability,22,8
hitter,failure,pre_zone_swing_rate,0.287099326313513,0.287099326313513,raises_target_probability,22,8
hitter,failure,pre_nonfast_whiff_per_swing,0.19536855939609274,0.19536855939609274,raises_target_probability,22,8
hitter,failure,pre_hardhit_rate,-0.19072669225234393,0.19072669225234393,lowers_target_probability,22,8
hitter,failure,pre_hr_pct,-0.17480319307333309,0.17480319307333309,lowers_target_probability,22,8
hitter,failure,pre_same_field_air_rate_proxy,-0.17407379906917236,0.17407379906917236,lowers_target_probability,22,8
hitter,failure,pre_chase_rate,-0.17177736766059223,0.17177736766059223,lowers_target_probability,22,8
hitter,failure,pre_high_velo_xwoba,0.16602041044117594,0.16602041044117594,raises_target_probability,22,8
hitter,failure,pre_break_off_xwoba,-0.12613269106782046,0.12613269106782046,lowers_target_probability,22,8
hitter,failure,pre_nonfast_chase_rate,-0.06365045714993427,0.06365045714993427,lowers_target_probability,22,8
hitter,failure,pre_k_pct,0.06050656419022253,0.06050656419022253,raises_target_probability,22,8
hitter,failure,pre_woba,-0.026769813795796075,0.026769813795796075,lowers_target_probability,22,8
hitter,failure,pre_barrel_rate,-0.0056060991639374025,0.0056060991639374025,lowers_target_probability,22,8
hitter,success,pre_whiff_per_swing,-0.7069705755530314,0.7069705755530314,lowers_target_probability,22,13
hitter,success,pre_ssg_message_screen_score,-0.6665403475643334,0.6665403475643334,lowers_target_probability,22,13
hitter,success,pre_pitch,0.5841932523488407,0.5841932523488407,raises_target_probability,22,13
hitter,success,pre_air_bbe_rate,-0.5788356906910767,0.5788356906910767,lowers_target_probability,22,13
hitter,success,pre_pa,0.5477070750113282,0.5477070750113282,raises_target_probability,22,13
hitter,success,pre_nonfast_whiff_per_swing,-0.5049320732844413,0.5049320732844413,lowers_target_probability,22,13
hitter,success,pre_bb_pct,-0.46574115701368435,0.46574115701368435,lowers_target_probability,22,13
hitter,success,pre_sweet_spot_rate,-0.384924538936984,0.384924538936984,lowers_target_probability,22,13
hitter,success,pre_hitter_count_xwoba,0.35162303406498,0.35162303406498,raises_target_probability,22,13
hitter,success,pre_zone_swing_rate,-0.34492582648689524,0.34492582648689524,lowers_target_probability,22,13
hitter,success,pre_nonfast_chase_rate,0.31644943585488583,0.31644943585488583,raises_target_probability,22,13
hitter,success,pre_chase_rate,0.309539400471633,0.309539400471633,raises_target_probability,22,13
hitter,success,pre_hr_pct,0.25116307355675577,0.25116307355675577,raises_target_probability,22,13
hitter,success,pre_low_velo_xwoba,-0.23975153457647072,0.23975153457647072,lowers_target_probability,22,13
hitter,success,pre_woba,0.17881463626192595,0.17881463626192595,raises_target_probability,22,13
hitter,success,pre_k_pct,-0.15779580676388746,0.15779580676388746,lowers_target_probability,22,13
hitter,success,pre_same_field_air_rate_proxy,0.1413511723642795,0.1413511723642795,raises_target_probability,22,13
hitter,success,pre_break_off_xwoba,0.10705344683302973,0.10705344683302973,raises_target_probability,22,13
hitter,success,pre_high_velo_xwoba,0.07666797303347943,0.07666797303347943,raises_target_probability,22,13
hitter,success,pre_barrel_rate,0.06395219766178101,0.06395219766178101,raises_target_probability,22,13
hitter,success,pre_hardhit_rate,0.036840385248074634,0.036840385248074634,raises_target_probability,22,13
pitcher,failure,pre_woba_allowed,0.8195116808161642,0.8195116808161642,raises_target_probability,33,17
pitcher,failure,pre_k_pct,0.6050976098263896,0.6050976098263896,raises_target_probability,33,17
pitcher,failure,pre_first_pitch_nonball_rate,-0.5587481702353652,0.5587481702353652,lowers_target_probability,33,17
pitcher,failure,pre_three_ball_pitch_rate,0.5245098236316607,0.5245098236316607,raises_target_probability,33,17
pitcher,failure,pre_whiff_per_swing,0.5085701622680632,0.5085701622680632,raises_target_probability,33,17
pitcher,failure,pre_zone_rate,0.506257644894668,0.506257644894668,raises_target_probability,33,17
pitcher,failure,pre_runner_on_base_woba_allowed,-0.4484191009880345,0.4484191009880345,lowers_target_probability,33,17
pitcher,failure,pre_starter_stabilizer_score,0.43634014815559624,0.43634014815559624,raises_target_probability,33,17
pitcher,failure,pre_bb_hbp_pct,-0.42585986295205186,0.42585986295205186,lowers_target_probability,33,17
pitcher,failure,pre_pitch,-0.3318271899105114,0.3318271899105114,lowers_target_probability,33,17
pitcher,failure,pre_pa,-0.3295651238705082,0.3295651238705082,lowers_target_probability,33,17
pitcher,failure,pre_start_proxy_games,-0.32663584790216754,0.32663584790216754,lowers_target_probability,33,17
pitcher,failure,pre_start_proxy_rate,-0.3191027763888641,0.3191027763888641,lowers_target_probability,33,17
pitcher,failure,pre_barrel_rate,-0.2804401440670993,0.2804401440670993,lowers_target_probability,33,17
pitcher,failure,pre_hr_pct,0.24675190379629436,0.24675190379629436,raises_target_probability,33,17
pitcher,failure,pre_games_100plus_pitches,0.24261840041183885,0.24261840041183885,raises_target_probability,33,17
pitcher,failure,pre_risp_woba_allowed,0.21631392958481074,0.21631392958481074,raises_target_probability,33,17
pitcher,failure,pre_xwoba_allowed_bbe,-0.20551711289128,0.20551711289128,lowers_target_probability,33,17
pitcher,failure,pre_chase_rate,-0.1986976288978182,0.1986976288978182,lowers_target_probability,33,17
pitcher,failure,pre_hardhit_rate,-0.16946823759756416,0.16946823759756416,lowers_target_probability,33,17
pitcher,failure,pre_games,-0.16425459660854433,0.16425459660854433,lowers_target_probability,33,17
pitcher,failure,pre_third_time_woba_allowed,-0.13475327248669536,0.13475327248669536,lowers_target_probability,33,17
pitcher,failure,pre_games_90plus_pitches,0.1156871285539148,0.1156871285539148,raises_target_probability,33,17
pitcher,failure,pre_early_1_3_woba_allowed,0.10110272430956632,0.10110272430956632,raises_target_probability,33,17
pitcher,failure,pre_xslg_allowed_bbe,0.09948160867275613,0.09948160867275613,raises_target_probability,33,17
pitcher,failure,pre_third_time_game_rate,0.07960867103065099,0.07960867103065099,raises_target_probability,33,17
pitcher,failure,pre_games_80plus_pitches,-0.050590097320616645,0.050590097320616645,lowers_target_probability,33,17
pitcher,success,pre_woba_allowed,-0.6894483881473257,0.6894483881473257,lowers_target_probability,33,14
pitcher,success,pre_hardhit_rate,0.5716219051175029,0.5716219051175029,raises_target_probability,33,14
pitcher,success,pre_k_pct,-0.56536212855336,0.56536212855336,lowers_target_probability,33,14
pitcher,success,pre_runner_on_base_woba_allowed,0.5422416247590015,0.5422416247590015,raises_target_probability,33,14
pitcher,success,pre_bb_hbp_pct,0.5362601190593037,0.5362601190593037,raises_target_probability,33,14
pitcher,success,pre_three_ball_pitch_rate,-0.511111811597284,0.511111811597284,lowers_target_probability,33,14
pitcher,success,pre_whiff_per_swing,-0.4932355815271332,0.4932355815271332,lowers_target_probability,33,14
pitcher,success,pre_start_proxy_rate,0.44995158299451976,0.44995158299451976,raises_target_probability,33,14
