validation_scheme,role_model_family,target,model,folds,total_valid_rows,mean_feature_count,mean_auc,mean_brier,mean_logloss,mean_precision_top_25pct,mean_precision_top_33pct,role_prior_mean_brier,role_prior_precision_top_25pct,brier_lift_vs_role_prior,top25_precision_lift_vs_role_prior,promotion_status
time_forward_holdout,hitter,failure,role_prior,1,9,30.0,0.5,0.22485207100591717,0.642175692196946,0.3333333333333333,0.3333333333333333,0.22485207100591717,0.3333333333333333,0.0,0.0,baseline
time_forward_holdout,hitter,failure,ridge_logit,1,9,30.0,0.6111111111111112,0.2863008203721933,0.9379530914370622,0.3333333333333333,0.3333333333333333,0.22485207100591717,0.3333333333333333,-0.06144874936627612,0.0,do_not_promote
time_forward_holdout,hitter,failure,balanced_ridge_logit,1,9,30.0,0.6111111111111112,0.291961346845497,0.9471034249877265,0.3333333333333333,0.3333333333333333,0.22485207100591717,0.3333333333333333,-0.06710927583957985,0.0,do_not_promote
time_forward_holdout,hitter,success,role_prior,1,9,30.0,0.5,0.2504930966469428,0.6943983176686944,0.6666666666666666,0.6666666666666666,0.2504930966469428,0.6666666666666666,0.0,0.0,baseline
time_forward_holdout,hitter,success,balanced_ridge_logit,1,9,30.0,0.6,0.29132642440308704,0.945833566281116,0.6666666666666666,0.6666666666666666,0.2504930966469428,0.6666666666666666,-0.04083332775614423,0.0,do_not_promote
time_forward_holdout,hitter,success,ridge_logit,1,9,30.0,0.6,0.30033514428350166,0.9661724531270137,0.6666666666666666,0.6666666666666666,0.2504930966469428,0.6666666666666666,-0.04984204763655886,0.0,do_not_promote
time_forward_holdout,pitcher,failure,hist_gradient_boosting,1,17,39.0,0.5,0.24178538602941177,0.6766977856684537,0.6,0.6666666666666666,0.24966877523208364,0.4,0.00788338920267187,0.19999999999999996,watch
time_forward_holdout,pitcher,failure,shallow_random_forest,1,17,39.0,0.5757575757575757,0.2495866445830403,0.6949952117381603,0.4,0.5,0.24966877523208364,0.4,8.213064904333267e-05,0.0,watch
time_forward_holdout,pitcher,failure,role_prior,2,36,26.0,0.5,0.24966877523208364,0.6924910622504923,0.4,0.47619047619047616,0.24966877523208364,0.4,0.0,0.0,baseline
time_forward_holdout,pitcher,failure,balanced_ridge_logit,2,36,26.0,0.5965909090909091,0.2793081667608143,0.8322201641873235,0.4,0.38095238095238093,0.24966877523208364,0.4,-0.029639391528730685,0.0,do_not_promote
time_forward_holdout,pitcher,failure,ridge_logit,2,36,26.0,0.5965909090909091,0.2817845934887606,0.8414089964715743,0.4,0.38095238095238093,0.24966877523208364,0.4,-0.032115818256676976,0.0,do_not_promote
time_forward_holdout,pitcher,success,role_prior,2,36,26.0,0.5,0.2529731334126028,0.6991029442170211,0.5,0.369047619047619,0.2529731334126028,0.5,0.0,0.0,baseline
time_forward_holdout,pitcher,success,shallow_random_forest,1,17,39.0,0.6,0.25580887622046455,0.7060672693770669,0.6,0.6666666666666666,0.2529731334126028,0.5,-0.002835742807861752,0.09999999999999998,do_not_promote
time_forward_holdout,pitcher,success,hist_gradient_boosting,1,17,39.0,0.5,0.2564912683823529,0.7061479369517493,0.2,0.16666666666666666,0.2529731334126028,0.5,-0.0035181349697501196,-0.3,do_not_promote
time_forward_holdout,pitcher,success,balanced_ridge_logit,2,36,26.0,0.542063492063492,0.28489609764137946,0.8252923830304089,0.6000000000000001,0.6190476190476191,0.2529731334126028,0.5,-0.03192296422877666,0.10000000000000009,do_not_promote
time_forward_holdout,pitcher,success,ridge_logit,2,36,26.0,0.542063492063492,0.28772194364351106,0.8386649669440206,0.6000000000000001,0.6190476190476191,0.2529731334126028,0.5,-0.034748810230908256,0.10000000000000009,do_not_promote
