target,historical_rows,unique_player_groups,positive_rows,feature_count,forbidden_feature_hits,candidate_mapping_forbidden_hits,train_candidate_player_id_overlap_count,train_candidate_player_id_overlap,full_fit_auc,full_fit_brier,full_fit_logloss,full_fit_max_pred,full_fit_p90_pred,full_fit_mean_pred,full_fit_mean_pred_positive,full_fit_mean_pred_negative,leave_one_player_group_auc,leave_one_player_group_brier,leave_one_player_group_logloss,leave_one_player_group_max_pred,leave_one_player_group_p90_pred,leave_one_player_group_mean_pred,leave_one_player_group_mean_pred_positive,leave_one_player_group_mean_pred_negative
success,22,17,13,18,,,2,621550|676724,1.0,0.060980739431098295,0.23313954985938326,0.9788939216328325,0.897554693555172,0.5909185616709804,0.8407052536460647,0.23011556215141438,0.6495726495726496,0.2898937322390401,0.811332826998101,0.9989915127400538,0.908565905915488,0.490904672448387,0.5604643206076283,0.39042962510726054
failure,22,17,8,18,,,2,621550|676724,0.9910714285714285,0.061463448402775095,0.24249338812519927,0.9144673503894977,0.8811533452626226,0.36363515106215355,0.7295021687558814,0.15456828380859472,0.5,0.33021407693454435,0.9904939629899758,0.9723440318691382,0.8983681280948327,0.4916156582474089,0.5375419301542697,0.46537207430063143
