locked_fit_id,fit_slot,source_pool,position_or_role_bucket,failure_risk_band_v0_3,source_gap_band,translation_uncertainty_policy,medical_risk_bucket,contract_control_bucket,manual_review_tier_v0_3,candidate_release_allowed,score_release_allowed,rank_release_allowed,shortlist_label_allowed,is_final_recommendation,release_policy
LOCKED-AQ-V03-EF82730DA55A,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-A2514D6B816F,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-AC489644FCF3,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-569BDAD0B431,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-129384E3F479,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-A740885EE537,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-18DF5C8532E8,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-587262BACBA0,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-8305632ACE76,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-D798A1DD2673,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-D4DF2F9732B3,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-C9CF3042FD34,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-1036FB21C59A,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-2F166EC509E1,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-EF00E6FC59EA,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-E057572A658C,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-870C9E72AE5C,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-CD823F801D52,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-7D4356BE1052,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-B6B770D4F6C5,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-2FE61A3F3021,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-469B7B0FA312,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-A562D65EBDC6,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-E00DD73773C6,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-15272E253A7F,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-F3297729F664,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-D127FA1D0A3C,asian_quota,,Outfielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-F655B148C6C2,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-4FCC216CE760,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-5B06144A914A,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-D833FE0D0511,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-C5FBADCD6BD9,asian_quota,,Outfielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-4359A4963777,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-620530ACA6E0,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-D4B5BABDAA40,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-5151F683D57F,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-1761B8BEF008,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-971D1DCBF027,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-84AC74B9424F,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-839DE3603B98,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-3AF8135926B9,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-B3FBE28854DE,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-31378A7C47E4,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-9EF46864C73D,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-AD79EEFABA7D,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-82B575C72D9B,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-A9E0B2EC7097,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-1DA28D639041,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-6DFFABFC3C06,asian_quota,,Outfielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-A5CC54594B46,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-F396B4BDBC09,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-EDC6910BD2B1,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-34B8E105E705,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-7D5315FFB0A4,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-0BF0F62AEE8F,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-369A619C30DB,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-CC3E2BD5EBD3,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-FF4EB0A64D96,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-A72EE523D6B4,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-EF15B1D8E4B8,asian_quota,,Outfielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-78537D1F3F28,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-FC5FCCF4E736,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-CCC78E6E3C86,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-C49974B469D5,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-E282161001D3,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-B0F7369B4F3C,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-4696BD352AF0,asian_quota,,Outfielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-6697B35EAEAD,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-69C331258624,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-4DCC69AB4780,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-EF2A998BA2B9,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-238E347B6F41,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-9F4D4EA4B9FC,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-476C3B741C9E,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-EC840A824859,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-7ED83D918D92,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-D4ABBA7BDC2E,asian_quota,,Outfielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-BE48C1B04F94,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-3A8BA49551EB,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-32D6A974152A,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-D123F746D579,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-1B6E1226347A,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-59E367DF35D9,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-CD75B0BECD4B,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-9EBE5763666E,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-1C0139C47FB5,asian_quota,,Outfielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-A973020ED0E8,asian_quota,,Outfielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-9D0DD1D493A6,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-17CF930F7B9D,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-2CE3FD2A9283,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-0B50278CC660,asian_quota,,Infielders,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-57F418A2D3C8,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-D9D3B5968593,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-22C60EE37FC1,asian_quota,,Pitchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
LOCKED-AQ-V03-BF4089459D02,asian_quota,,Catchers,manual_review_required,manual_review_required,classifier_not_promoted_use_role_prior_feature_contract,candidate_medical_news_not_collected,nationality_unknown_contract_unusable,P1_manual_review,False,False,False,False,False,layer5_6_augmented_recalibration_locked_no_candidate_release
