mlb_id,n_pitches,avg_velo,max_velo,whiff_pct,zone_pct,chase_pct,arm_angle
425794,1793.0,85.73426966292135,89.9,0.1307901907356948,0.48131622978248745,0.21397849462365592,45.45464285714286
425844,2221.0,89.54459459459459,93.3,0.17424975798644723,0.4885186852769023,0.2790492957746479,43.77565374211001
434378,2265.6666666666665,93.89756940451046,97.73333333333333,0.22924371084880288,0.5059287839297398,0.284615684957445,54.980857227643774
445276,805.3333333333334,92.20973386862204,97.39999999999999,0.27249110965502504,0.5555497920342264,0.2735386865208092,53.594857214237685
445926,600.6666666666666,88.86275458761845,92.66666666666667,0.20248061172718704,0.46894729734728763,0.22687969269183936,20.792096168977775
446372,990.0,88.285,90.4,0.2095435684647303,0.4767676767676768,0.29922779922779924,31.36493374108053
448179,926.0,88.1536101432443,90.36666666666667,0.24546606374130572,0.470014072295117,0.23185307535209987,30.44358832993684
450203,2738.6666666666665,94.39714813867943,97.46666666666665,0.28842705569696925,0.47347986219807464,0.27485075150254384,20.71845154476466
453178,314.0,92.37015706806284,94.5,0.34,0.4426751592356688,0.28,36.22339743589743
453268,946.0,94.6438202247191,97.4,0.2183288409703504,0.4820295983086681,0.17142857142857143,31.52904608788853
453286,1510.3333333333333,93.27938435457229,95.93333333333332,0.2722228270117116,0.5129428181017789,0.3135335270274981,30.38288433050924
455119,682.0,95.06623892687303,97.26666666666667,0.23095884482215925,0.5543944008167662,0.34750670913069165,40.490037574242315
456501,516.5,91.61861952861952,93.85,0.16717948717948716,0.49387014383653716,0.26152836134453783,33.19226187160562
456713,194.0,94.41599999999998,96.1,0.3058823529411765,0.4690721649484536,0.2621359223300971,54.119587628865986
458677,827.0,94.97389761489238,97.75,0.28559128687055246,0.49650389528354855,0.3084246353697155,49.99889705882353
458681,2607.0,92.36217494045567,95.85,0.26522782099235803,0.4727792913006412,0.27050093011781495,32.20191717667726
471911,1354.6666666666667,91.94490830023021,94.8,0.23316432916445748,0.46060031877700025,0.27939494680378707,35.02387913160698
472551,143.0,93.22307692307692,94.9,0.08064516129032258,0.4755244755244755,0.24,43.00709219858156
472610,935.6666666666666,96.58492063492064,100.16666666666667,0.24463913659798986,0.4811161471693035,0.2943551485770368,46.034952885006454
476594,59.0,95.03333333333332,97.2,0.21052631578947367,0.4915254237288136,0.1,5.461016949152543
476595,288.0,88.8,88.8,0.20588235294117646,0.3888888888888889,0.3522727272727273,44.88909090909091
477132,1436.3333333333333,89.89150964259237,92.43333333333334,0.2461502292962967,0.5152043720449365,0.26969888848232393,57.17313623093096
488984,368.0,92.63448275862068,94.6,0.17989417989417988,0.5135869565217391,0.30726256983240224,42.53950953678474
489119,733.0,90.87480097680098,93.7,0.13490426273501363,0.4772787130314294,0.25329241224682625,49.8771719688728
489446,949.6666666666666,93.17803897340367,95.3,0.32932497075565076,0.46128978435756673,0.2952039571167088,20.466113566300944
493603,1012.5,93.2358715938783,95.30000000000001,0.2584704028366,0.4909090909090909,0.2605072463768116,23.811426777742348
500743,69.0,47.88115942028985,69.8,0.05555555555555555,0.34782608695652173,0.35555555555555557,42.59710144927536
500779,2078.0,90.43050947060652,93.13333333333333,0.2071939984782493,0.43575269922443666,0.2818627545771375,44.01454223935707
502043,2028.0,91.66262099170535,94.0,0.23998607814744488,0.43107858339873784,0.2791281549827155,44.31325263900839
502083,123.0,91.69692307692307,94.0,0.17391304347826086,0.44715447154471544,0.38235294117647056,0.9056910569105692
502085,871.0,89.28447567316937,95.5,0.28325489692989697,0.4746618999293366,0.26281309918085494,43.4594623404383
502171,1375.5,94.86730769230769,96.55,0.19444868856633563,0.47489615895174064,0.30397908887229275,38.412894915230424
502179,129.5,88.50961538461536,90.6,0.12588028169014084,0.44566988344404057,0.2069563443492452,47.91652776037098
