game_year,pitcher,player_name,pa,pitch,hit,walk,hbp,strikeout,home_run,swing,whiff,zone_pitch,out_zone_pitch,chase_swing,first_pitch,first_pitch_nonball,three_ball_pitch,bbe,hardhit,barrel,woba_num,woba_den,xwoba_num,xslg_num,x_metric_den,early_1_3_pa,early_1_3_woba_num,early_1_3_woba_den,early_1_3_bbe,early_1_3_xwoba_num,early_1_3_x_metric_den,runner_on_base_pa,runner_on_base_woba_num,runner_on_base_woba_den,runner_on_base_bbe,runner_on_base_xwoba_num,runner_on_base_x_metric_den,risp_pa,risp_woba_num,risp_woba_den,risp_bbe,risp_xwoba_num,risp_x_metric_den,third_time_pa,third_time_woba_num,third_time_woba_den,third_time_bbe,third_time_xwoba_num,third_time_x_metric_den,games,start_proxy_games,avg_game_pitches,avg_game_pa,max_game_pitches,games_80plus_pitches,games_90plus_pitches,games_100plus_pitches,games_20plus_pa,games_reached_third_time,bb_pct,bb_hbp_pct,k_pct,hr_pct,woba_allowed,xwoba_allowed_bbe,xslg_allowed_bbe,whiff_per_swing,chase_rate,zone_rate,first_pitch_nonball_rate,three_ball_pitch_rate,hardhit_rate,barrel_rate,start_proxy_rate,games_80plus_rate,games_20plus_pa_rate,third_time_game_rate,early_1_3_woba_allowed,early_1_3_xwoba_allowed_bbe,early_1_3_pa_rate,runner_on_base_woba_allowed,runner_on_base_xwoba_allowed_bbe,runner_on_base_pa_rate,risp_woba_allowed,risp_xwoba_allowed_bbe,risp_pa_rate,third_time_woba_allowed,third_time_xwoba_allowed_bbe,third_time_pa_rate,starter_stabilizer_score,starter_stabilizer_eligible
2026,680732,"Burke, Sean",291,1156,59,23,5,67,7,547,109,568,588,183,292,189,71,195,71,13,87.95,289.0,67.891,96.557,194,153,46.7,153.0,94,28.273,94,109,34.8,108.0,69,24.867,68,73,23.55,72.0,45,18.297,44,57,16.85,56.0,44,20.048,43,13,10,88.92307692307692,22.384615384615383,101,11,8,2,13,13,0.07903780068728522,0.09621993127147767,0.23024054982817868,0.024054982817869417,0.30432525951557093,0.3499536082474227,0.49771649484536085,0.19926873857404023,0.3112244897959184,0.4913494809688581,0.6472602739726028,0.061418685121107264,0.3641025641025641,0.06666666666666667,0.7692307692307693,0.8461538461538461,1.0,1.0,0.30522875816993467,0.30077659574468085,0.5257731958762887,0.3222222222222222,0.36569117647058824,0.3745704467353952,0.32708333333333334,0.4158409090909091,0.2508591065292096,0.3008928571428572,0.46623255813953485,0.1958762886597938,69.82277344324012,True
2025,477132,"Kershaw, Clayton",463,1772,102,35,2,84,8,802,183,908,862,215,463,283,138,342,144,14,139.6,461.0,114.09965818720046,158.536,340,274,89.65,273.0,201,67.77722747098686,200,191,59.65,189.0,145,48.44599189757611,143,104,31.7,104.0,80,27.726044939271254,80,77,21.05,77.0,55,19.504539926739927,55,23,22,77.04347826086956,20.130434782608695,101,14,5,1,19,19,0.0755939524838013,0.07991360691144708,0.18142548596112312,0.017278617710583154,0.30281995661605204,0.3355872299623543,0.4662823529411765,0.2281795511221945,0.2494199535962877,0.5124153498871332,0.6112311015118791,0.07787810383747178,0.42105263157894735,0.04093567251461988,0.9565217391304348,0.6086956521739131,0.8260869565217391,0.8260869565217391,0.3283882783882784,0.3388861373549343,0.591792656587473,0.3156084656084656,0.3387831601229098,0.41252699784017277,0.3048076923076923,0.34657556174089066,0.22462203023758098,0.2733766233766234,0.35462799866799866,0.16630669546436286,69.76899711492958,True
2025,601713,"Pivetta, Nick",721,2856,129,50,3,190,22,1360,300,1501,1350,383,722,457,233,476,215,52,190.95,716.0,185.51581201968906,278.894,474,369,94.0,368.0,236,82.94920681283213,235,240,69.0,236.0,155,58.32563477218005,153,129,36.45,125.0,87,32.20974213148741,85,163,48.2,161.0,111,48.24726333271472,111,31,31,92.12903225806451,23.258064516129032,112,30,18,8,30,31,0.06934812760055478,0.07350901525658807,0.2635228848821082,0.030513176144244106,0.2666899441340782,0.3913835696617913,0.5883839662447258,0.22058823529411764,0.2837037037037037,0.5255602240896359,0.6329639889196675,0.08158263305322129,0.45168067226890757,0.1092436974789916,1.0,0.967741935483871,0.967741935483871,1.0,0.2554347826086957,0.3529753481397112,0.5117891816920943,0.2923728813559322,0.3812132991645755,0.332871012482663,0.2916,0.3789381427233813,0.17891816920943135,0.29937888198757767,0.4346600300244569,0.2260748959778086,69.68058950482477,True
2025,702070,"Cameron, Noah",556,2167,109,43,3,114,18,1022,250,1090,1074,304,558,321,188,396,148,25,161.85,554.0,142.16376204833912,208.934,395,292,90.55,290.0,198,73.25412372954948,197,204,53.6,202.0,146,50.52222553151897,145,82,23.75,80.0,57,19.605048145933015,56,124,32.85,124.0,94,33.84257768031431,94,24,24,90.29166666666667,23.166666666666668,109,22,12,4,21,24,0.07733812949640288,0.08273381294964029,0.20503597122302158,0.03237410071942446,0.2921480144404332,0.3599082583502256,0.528946835443038,0.2446183953033268,0.28305400372439476,0.5029995385325334,0.5752688172043011,0.08675588371019843,0.37373737373737376,0.06313131313131314,1.0,0.9166666666666666,0.875,1.0,0.3122413793103448,0.3718483438048197,0.5251798561151079,0.26534653465346536,0.34842914159668253,0.3669064748201439,0.296875,0.35009014546308953,0.1474820143884892,0.2649193548387097,0.36002742213100325,0.22302158273381295,69.55297798133496,True
2025,665152,"Kremer, Dean",708,2756,163,45,2,142,22,1359,288,1360,1333,401,709,466,234,507,182,44,220.5,697.0,179.1121828943689,266.406,507,373,117.55,364.0,277,101.09837507166276,277,281,89.65,277.0,210,75.09219073266091,210,139,46.7,136.0,105,38.9152639892977,105,170,56.4,170.0,121,43.42863489258802,121,31,29,88.90322580645162,22.838709677419356,114,27,17,6,27,29,0.0635593220338983,0.06638418079096045,0.20056497175141244,0.031073446327683617,0.3163558106169297,0.35327846724727596,0.5254556213017751,0.2119205298013245,0.3008252063015754,0.4934687953555878,0.6572637517630465,0.08490566037735849,0.358974358974359,0.08678500986193294,0.9354838709677419,0.8709677419354839,0.8709677419354839,0.9354838709677419,0.32293956043956046,0.3649760832912013,0.5268361581920904,0.32364620938628164,0.3575818606317186,0.3968926553672316,0.34338235294117647,0.37062156180283523,0.1963276836158192,0.3317647058823529,0.3589143379552729,0.2401129943502825,69.43594340924069,True
2025,657746,"Ryan, Joe",689,2798,138,39,12,194,26,1389,325,1534,1261,319,693,455,210,444,186,51,206.2,688.0,163.24436078575187,251.102,443,368,117.85,367.0,226,88.86360669942448,225,260,72.65,259.0,179,59.60833278662371,178,148,39.3,147.0,101,32.947380954659494,100,135,34.85,135.0,89,32.542651842922005,89,31,30,90.25806451612904,22.225806451612904,104,28,17,4,27,29,0.05660377358490566,0.07402031930333818,0.28156748911465895,0.03773584905660377,0.2997093023255814,0.3684974284102751,0.5668216704288939,0.2339812814974802,0.2529738302934179,0.5482487491065047,0.6565656565656566,0.07505360972122944,0.4189189189189189,0.11486486486486487,0.967741935483871,0.9032258064516129,0.8709677419354839,0.9354838709677419,0.32111716621253406,0.3949493631085532,0.5341074020319303,0.2805019305019305,0.3348782740821557,0.37735849056603776,0.2673469387755102,0.32947380954659494,0.21480406386066764,0.2581481481481482,0.3656477735159776,0.19593613933236576,69.26947632939341,True
2026,645261,"Alcantara, Sandy",374,1340,91,22,6,64,10,689,128,700,640,205,376,244,78,281,105,19,123.5,372.0,98.019,135.183,280,166,51.15,165.0,123,41.186,123,155,57.55,154.0,118,44.559,117,74,30.15,73.0,57,22.427,56,122,46.4,122.0,90,36.201,90,14,14,95.71428571428571,26.714285714285715,108,13,12,5,14,14,0.058823529411764705,0.0748663101604278,0.1711229946524064,0.026737967914438502,0.33198924731182794,0.35006785714285715,0.48279642857142857,0.18577648766328012,0.3203125,0.5223880597014925,0.648936170212766,0.058208955223880594,0.3736654804270463,0.06761565836298933,1.0,0.9285714285714286,1.0,1.0,0.31,0.33484552845528454,0.44385026737967914,0.3737012987012987,0.38084615384615383,0.4144385026737968,0.413013698630137,0.40048214285714284,0.19786096256684493,0.380327868852459,0.40223333333333333,0.32620320855614976,69.24780790890014,True
2026,657277,"Webb, Logan",278,1011,61,19,4,58,4,477,93,460,551,182,278,175,69,195,91,12,81.9,277.0,69.799,96.42,195,136,39.7,136.0,88,30.977,88,112,35.05,112.0,86,30.941,86,66,20.2,66.0,46,17.115000000000002,46,80,17.15,79.0,56,18.192,56,11,11,91.9090909090909,25.272727272727273,104,10,8,1,11,11,0.0683453237410072,0.08273381294964029,0.20863309352517986,0.014388489208633094,0.2956678700361011,0.35794358974358975,0.49446153846153845,0.1949685534591195,0.33030852994555354,0.4549950544015826,0.6294964028776978,0.06824925816023739,0.4666666666666667,0.06153846153846154,1.0,0.9090909090909091,1.0,1.0,0.29191176470588237,0.35201136363636365,0.4892086330935252,0.31294642857142857,0.35977906976744184,0.4028776978417266,0.30606060606060603,0.3720652173913044,0.23741007194244604,0.2170886075949367,0.32485714285714284,0.28776978417266186,69.15509633686804,True
2025,677952,"Ashcraft, Braxton",292,1107,63,24,2,71,3,553,130,586,516,152,293,169,84,193,75,9,86.2,288.0,65.74852104925661,91.587,192,103,25.7,102.0,60,18.666367231638418,60,133,35.05,130.0,89,26.64611405284865,88,66,17.2,63.0,48,15.064750495674117,47,7,3.95,7.0,7,3.0204123376623375,7,26,8,42.57692307692308,11.23076923076923,73,0,0,0,2,3,0.0821917808219178,0.08904109589041095,0.24315068493150685,0.010273972602739725,0.29930555555555555,0.3424402137982115,0.477015625,0.23508137432188064,0.29457364341085274,0.5293586269196026,0.5767918088737202,0.07588075880758807,0.38860103626943004,0.046632124352331605,0.3076923076923077,0.0,0.07692307692307693,0.11538461538461539,0.2519607843137255,0.31110612052730696,0.3527397260273973,0.2696153846153846,0.30279675060055283,0.4554794520547945,0.273015873015873,0.32052660629093865,0.22602739726027396,0.5642857142857143,0.43148747680890537,0.023972602739726026,69.00977700220162,True
2025,605288,"Houser, Adrian",518,1892,122,38,8,92,10,939,159,974,918,266,521,319,134,379,181,23,167.5,516.0,128.90820604794348,180.565,378,254,79.65,253.0,185,63.91355585322107,185,221,70.55,220.0,166,53.51883442146059,165,119,33.45,118.0,83,24.28099576974914,82,140,53.15,139.0,104,37.087670893322056,103,21,21,90.0952380952381,24.666666666666668,102,19,14,1,20,21,0.07335907335907337,0.0888030888030888,0.1776061776061776,0.019305019305019305,0.3246124031007752,0.3410270001268346,0.47768518518518516,0.16932907348242812,0.289760348583878,0.514799154334038,0.6122840690978887,0.0708245243128964,0.47757255936675463,0.06068601583113457,1.0,0.9047619047619048,0.9523809523809523,1.0,0.3148221343873518,0.34547868028768147,0.49034749034749037,0.3206818181818182,0.3243565722512763,0.4266409266409266,0.28347457627118644,0.2961097045091359,0.22972972972972974,0.38237410071942446,0.36007447469244713,0.2702702702702703,68.92557023833803,True
2025,669194,"Nelson, Ryne",619,2467,124,41,4,132,17,1242,233,1294,1172,326,619,385,175,441,201,33,180.45,618.0,159.11979377309754,234.59,441,280,86.65,280.0,200,72.49592414477895,200,224,68.7,223.0,161,59.781912802437176,161,107,29.95,107.0,77,27.05217622377622,77,98,32.85,98.0,73,31.357415955244264,73,33,23,74.75757575757575,18.757575757575758,105,19,9,2,19,21,0.06623586429725363,0.07269789983844911,0.21324717285945072,0.027463651050080775,0.2919902912621359,0.3608158588959128,0.5319501133786848,0.18760064412238325,0.2781569965870307,0.5245237130117552,0.6219709208400647,0.07093635995135793,0.4557823129251701,0.07482993197278912,0.696969696969697,0.5757575757575758,0.5757575757575758,0.6363636363636364,0.30946428571428575,0.3624796207238948,0.45234248788368336,0.3080717488789238,0.3713162285865663,0.36187399030694667,0.27990654205607474,0.35132696394514573,0.172859450726979,0.3352040816326531,0.42955364322252415,0.1583198707592892,68.7869172077187,True
2025,676440,"Bibee, Tanner",762,2975,170,54,10,162,27,1376,296,1544,1425,363,763,491,245,532,196,43,247.4,754.0,179.8504035728099,265.126,529,381,115.55,374.0,246,80.15851501985537,244,292,109.7,286.0,211,77.80834010912942,208,144,49.85,139.0,97,30.93190760691369,94,204,73.6,203.0,156,55.668688616956,155,31,31,95.96774193548387,24.580645161290324,107,31,25,9,30,31,0.07086614173228346,0.08398950131233596,0.2125984251968504,0.03543307086614173,0.32811671087533156,0.3399818593058788,0.5011833648393195,0.21511627906976744,0.25473684210526315,0.5189915966386555,0.6435124508519003,0.08235294117647059,0.3684210526315789,0.08082706766917293,1.0,1.0,0.967741935483871,1.0,0.3089572192513369,0.3285185041797351,0.5,0.38356643356643355,0.37407855821696834,0.38320209973753283,0.35863309352517986,0.32906284688206056,0.1889763779527559,0.3625615763546798,0.3591528297868129,0.2677165354330709,68.75622018729118,True
2026,694738,"Roupp, Landen",293,1237,60,30,2,77,4,520,126,516,721,213,294,171,143,183,56,6,89.1,291.0,61.291000000000004,82.129,182,159,47.35,158.0,99,32.245,98,122,38.2,121.0,74,22.917,73,67,22.7,67.0,38,13.262,38,59,20.2,59.0,40,14.864,40,13,13,95.15384615384616,22.53846153846154,106,13,10,3,12,12,0.10238907849829351,0.10921501706484642,0.2627986348122867,0.013651877133105802,0.30618556701030925,0.3367637362637363,0.4512582417582418,0.2423076923076923,0.29542302357836336,0.4171382376717866,0.5816326530612245,0.11560226354082458,0.30601092896174864,0.03278688524590164,1.0,1.0,0.9230769230769231,0.9230769230769231,0.29968354430379746,0.32903061224489794,0.5426621160409556,0.315702479338843,0.3139315068493151,0.41638225255972694,0.33880597014925373,0.34900000000000003,0.22866894197952217,0.3423728813559322,0.37160000000000004,0.20136518771331058,68.69272977730695,True
2025,666142,"Ragans, Cole",257,1079,53,20,2,98,7,535,171,557,522,155,258,155,84,137,54,13,76.25,256.0,50.32327945771963,74.625,136,155,41.7,155.0,77,28.743250025191642,77,96,30.75,95.0,54,21.929088779970666,53,53,15.8,52.0,33,11.715127584524748,32,34,9.35,33.0,24,6.634285714285714,23,13,13,83.0,19.76923076923077,97,8,5,0,8,9,0.07782101167315175,0.08560311284046693,0.38132295719844356,0.027237354085603113,0.2978515625,0.37002411365970317,0.5487132352941176,0.31962616822429907,0.29693486590038315,0.5162187210379982,0.6007751937984496,0.0778498609823911,0.39416058394160586,0.0948905109489051,1.0,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.26903225806451614,0.3732889613661252,0.603112840466926,0.3236842105263158,0.4137563920749182,0.3735408560311284,0.3038461538461539,0.36609773701639836,0.20622568093385213,0.2833333333333333,0.2884472049689441,0.13229571984435798,68.66409362084833,True
2026,676974,"Meyer, Max",325,1265,57,29,5,86,7,603,168,587,678,219,327,211,84,203,90,18,92.05,323.0,75.679,110.62,203,177,54.3,177.0,110,40.648,110,130,30.25,129.0,78,25.44,78,69,17.8,68.0,40,14.282,40,73,19.15,73.0,47,20.438,47,14,14,90.35714285714286,23.214285714285715,106,13,8,1,14,14,0.08923076923076922,0.10461538461538461,0.26461538461538464,0.021538461538461538,0.284984520123839,0.37280295566502464,0.5449261083743843,0.27860696517412936,0.3230088495575221,0.46403162055335967,0.6452599388379205,0.06640316205533597,0.4433497536945813,0.08866995073891626,1.0,0.9285714285714286,1.0,1.0,0.30677966101694915,0.36952727272727276,0.5446153846153846,0.23449612403100775,0.3261538461538462,0.4,0.26176470588235295,0.35705,0.2123076923076923,0.2623287671232877,0.4348510638297872,0.2246153846153846,68.64908433438869,True
2026,690986,"Harrison, Kyle",246,1059,51,18,3,77,7,528,147,536,522,174,247,164,70,148,48,11,73.95,246.0,57.794,81.40299999999999,148,148,49.05,148.0,87,32.978,87,96,26.5,96.0,62,19.505,62,49,13.4,49.0,31,8.769,31,32,9.35,32.0,25,10.623,25,12,12,88.25,20.5,106,8,7,2,8,10,0.07317073170731707,0.08536585365853659,0.3130081300813008,0.028455284552845527,0.30060975609756097,0.39049999999999996,0.5500202702702702,0.2784090909090909,0.3333333333333333,0.506137865911237,0.6639676113360324,0.06610009442870633,0.32432432432432434,0.07432432432432433,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.3314189189189189,0.37905747126436784,0.6016260162601627,0.2760416666666667,0.31459677419354837,0.3902439024390244,0.27346938775510204,0.2828709677419355,0.1991869918699187,0.2921875,0.42491999999999996,0.13008130081300814,68.52583441906454,True
2025,607192,"Glasnow, Tyler",366,1484,56,43,3,106,10,627,165,761,719,159,367,204,148,213,80,17,98.5,365.0,72.13958729348822,102.047,213,212,59.65,212.0,124,41.93633672732955,124,138,34.5,137.0,92,30.630730755281533,92,69,16.3,69.0,45,15.869677965733509,45,67,15.8,67.0,41,14.230675,41,18,18,82.44444444444444,20.333333333333332,109,13,8,6,13,13,0.11748633879781421,0.12568306010928962,0.2896174863387978,0.0273224043715847,0.26986301369863014,0.3386835084201325,0.479093896713615,0.2631578947368421,0.2211404728789986,0.5128032345013477,0.555858310626703,0.09973045822102426,0.3755868544600939,0.07981220657276995,1.0,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.2813679245283019,0.338196263930077,0.5792349726775956,0.2518248175182482,0.3329427256008862,0.3770491803278688,0.23623188405797102,0.3526595103496335,0.1885245901639344,0.23582089552238808,0.3470896341463415,0.1830601092896175,68.40044389627347,True
2025,676083,"Junk, Janson",447,1622,112,13,4,77,8,851,141,889,733,224,448,302,97,352,167,30,134.35,445.0,133.0892863984703,190.379,351,179,44.0,179.0,136,47.772083044733044,136,192,62.0,190.0,156,56.320405910700906,155,116,42.2,115.0,91,32.584570845765846,90,77,26.3,77.0,62,20.863030303030303,62,21,16,77.23809523809524,21.285714285714285,95,11,3,0,16,18,0.029082774049217,0.03803131991051454,0.17225950782997762,0.017897091722595078,0.30191011235955056,0.379171756120998,0.5423903133903134,0.16568742655699178,0.30559345156889495,0.5480887792848336,0.6741071428571429,0.059802712700369916,0.4744318181818182,0.08522727272727272,0.7619047619047619,0.5238095238095238,0.7619047619047619,0.8571428571428571,0.24581005586592178,0.35126531650539006,0.4004474272930649,0.3263157894736842,0.36335745748839293,0.42953020134228187,0.36695652173913046,0.3620507871751761,0.2595078299776286,0.34155844155844156,0.33650048875855326,0.17225950782997762,68.36938441239111,True
2025,669387,"Mlodzinski, Carmen",419,1648,102,27,4,89,8,768,164,829,818,227,420,262,115,296,120,18,134.0,413.0,107.64493834975552,151.10999999999999,293,142,44.1,142.0,108,42.3590838985699,108,182,52.45,177.0,127,42.306787260050626,124,88,22.0,86.0,60,18.181020077220076,58,18,6.05,18.0,13,4.772951219512195,13,34,12,48.470588235294116,12.323529411764707,92,3,1,0,5,6,0.06443914081145585,0.07398568019093078,0.21241050119331742,0.01909307875894988,0.324455205811138,0.3673888680879028,0.5157337883959043,0.21354166666666666,0.2775061124694376,0.5030339805825242,0.6238095238095238,0.06978155339805825,0.40540540540540543,0.060810810810810814,0.35294117647058826,0.08823529411764706,0.14705882352941177,0.17647058823529413,0.31056338028169017,0.39221373980157315,0.33890214797136037,0.29632768361581924,0.3411837682262147,0.4343675417661098,0.2558139534883721,0.31346586340034616,0.2100238663484487,0.3361111111111111,0.3671500938086304,0.04295942720763723,68.16540356042687,True
2026,667755,"Soriano, José",341,1355,62,40,3,87,9,627,185,596,755,241,342,196,109,210,78,19,98.9,338.0,78.844,112.131,209,171,47.25,169.0,106,38.008,106,131,38.95,129.0,80,30.036,79,65,18.55,64.0,38,14.06,38,89,32.0,89.0,55,25.744,55,14,14,96.78571428571429,24.357142857142858,108,14,11,5,14,14,0.11730205278592376,0.12609970674486803,0.25513196480938416,0.026392961876832845,0.292603550295858,0.37724401913875594,0.536511961722488,0.29505582137161085,0.31920529801324504,0.4398523985239852,0.5730994152046783,0.08044280442804429,0.37142857142857144,0.09047619047619047,1.0,1.0,1.0,1.0,0.27958579881656803,0.3585660377358491,0.501466275659824,0.3019379844961241,0.38020253164556966,0.3841642228739003,0.28984375,0.37,0.1906158357771261,0.3595505617977528,0.46807272727272725,0.26099706744868034,67.9842515704608,True
2025,656605,"Keller, Mitch",749,2871,171,51,10,150,21,1392,255,1534,1336,345,750,450,208,536,235,42,239.4,748.0,200.90750848908021,294.349,536,390,112.6,390.0,271,98.92553945125373,271,297,106.95,297.0,210,76.19980598891999,210,171,55.5,171.0,123,41.621114582644324,123,177,65.9,177.0,133,54.24403870116264,133,32,32,89.71875,23.40625,105,28,17,2,30,31,0.06809078771695594,0.0814419225634179,0.20026702269692923,0.028037383177570093,0.3200534759358289,0.37482744121097056,0.5491585820895523,0.18318965517241378,0.25823353293413176,0.5343086032741206,0.6,0.0724486241727621,0.43843283582089554,0.07835820895522388,1.0,0.875,0.9375,0.96875,0.2887179487179487,0.3650388909640359,0.520694259012016,0.3601010101010101,0.3628562189948571,0.3965287049399199,0.32456140350877194,0.33838304538735225,0.22830440587449932,0.372316384180791,0.4078499150463356,0.2363150867823765,67.92897553467795,True
2025,607259,"Martinez, Nick",683,2582,158,42,6,116,22,1215,220,1420,1158,285,684,418,175,514,179,36,219.3,673.0,177.327681244685,253.066,510,331,109.9,329.0,248,91.26111383329707,248,265,84.1,257.0,206,67.04892164242621,202,141,49.9,136.0,110,35.101641254612275,107,137,49.1,136.0,107,38.297302350723946,106,40,26,64.55,17.075,112,21,13,4,24,24,0.06149341142020498,0.07027818448023426,0.1698389458272328,0.032210834553440704,0.3258543833580981,0.3477013357738922,0.4962078431372549,0.18106995884773663,0.24611398963730569,0.5499612703330752,0.6111111111111112,0.06777691711851278,0.34824902723735407,0.07003891050583658,0.65,0.525,0.6,0.6,0.3340425531914894,0.3679883622310366,0.48462664714494874,0.3272373540856031,0.3319253546654763,0.38799414348462663,0.3669117647058823,0.3280527220057222,0.20644216691068815,0.3610294117647059,0.3612953051955089,0.2005856515373353,67.9129573278039,True
2025,605280,"Holmes, Clay",708,2766,150,66,13,129,14,1239,255,1337,1427,419,710,427,234,498,211,34,222.35,706.0,171.91593377484014,244.94,497,386,116.2,384.0,268,91.97822689405339,267,308,93.1,307.0,217,73.83286034255038,216,162,44.4,161.0,111,31.50072059583549,110,135,38.9,135.0,102,34.038296713551226,102,33,31,83.81818181818181,21.454545454545453,104,24,14,3,26,29,0.09322033898305085,0.1115819209039548,0.18220338983050846,0.01977401129943503,0.31494334277620395,0.3459073114181894,0.4928370221327968,0.20581113801452786,0.2936229852838122,0.4833694866232827,0.6014084507042253,0.08459869848156182,0.42369477911646586,0.06827309236947791,0.9393939393939394,0.7272727272727273,0.7878787878787878,0.8787878787878788,0.3026041666666667,0.34448774117622993,0.5451977401129944,0.303257328990228,0.34181879788217767,0.4350282485875706,0.27577639751552796,0.28637018723486807,0.2288135593220339,0.28814814814814815,0.33370879130932574,0.1906779661016949,67.88891758470938,True
2026,624133,"Suarez, Ranger",263,1007,55,19,2,63,4,463,104,447,558,177,263,164,97,179,59,12,75.1,263.0,64.235,88.409,179,138,35.95,138.0,98,34.765,98,90,33.15,90.0,59,26.591,59,47,17.35,47.0,28,12.827,28,49,15.7,49.0,29,8.187,29,12,12,83.91666666666667,21.916666666666668,105,7,5,1,9,10,0.07224334600760456,0.07984790874524715,0.23954372623574144,0.015209125475285171,0.28555133079847905,0.3588547486033519,0.4939050279329609,0.22462203023758098,0.3172043010752688,0.4438927507447865,0.623574144486692,0.09632571996027806,0.329608938547486,0.0670391061452514,1.0,0.5833333333333334,0.75,0.8333333333333334,0.2605072463768116,0.3547448979591837,0.5247148288973384,0.3683333333333333,0.4506949152542373,0.34220532319391633,0.36914893617021277,0.4581071428571429,0.17870722433460076,0.32040816326530613,0.2823103448275862,0.18631178707224336,67.88396767796836,True
2025,678394,"Bello, Brayan",700,2698,147,59,13,124,16,1236,232,1313,1384,380,704,441,221,504,198,36,220.25,698.0,178.09157642723486,253.397,502,364,126.1,363.0,257,96.84565115702621,256,295,91.25,293.0,215,74.20760303539629,213,160,45.5,159.0,108,36.150278927778764,107,179,58.5,179.0,127,46.335867022535204,127,29,28,93.03448275862068,24.137931034482758,114,25,21,9,26,26,0.08428571428571428,0.10285714285714286,0.17714285714285713,0.022857142857142857,0.31554441260744986,0.3547640964685953,0.5047749003984063,0.18770226537216828,0.2745664739884393,0.48665678280207564,0.6264204545454546,0.08191252779836916,0.39285714285714285,0.07142857142857142,0.9655172413793104,0.8620689655172413,0.896551724137931,0.896551724137931,0.34738292011019284,0.37830332483213364,0.52,0.31143344709897613,0.3483925025135976,0.42142857142857143,0.2861635220125786,0.3378530740913903,0.22857142857142856,0.3268156424581006,0.3648493466341355,0.2557142857142857,67.84261455199629,True
2025,663568,"Kolek, Stephen",461,1693,98,31,7,77,9,791,127,874,815,214,463,291,133,342,166,21,138.25,456.0,120.47757240234961,167.864,342,226,66.25,225.0,164,58.84097273639849,164,175,59.9,174.0,140,48.62257634811317,140,87,27.1,86.0,68,26.42120487790422,68,119,38.2,117.0,87,31.30476471030219,87,19,19,89.10526315789474,24.263157894736842,104,17,10,1,18,19,0.06724511930585683,0.0824295010845987,0.16702819956616052,0.019522776572668113,0.3031798245614035,0.35227360351564213,0.4908304093567252,0.16055625790139064,0.2625766871165644,0.5162433549911399,0.6285097192224622,0.07855877141169522,0.4853801169590643,0.06140350877192982,1.0,0.8947368421052632,0.9473684210526315,1.0,0.29444444444444445,0.35878641912438103,0.49023861171366595,0.3442528735632184,0.34730411677223694,0.3796095444685466,0.31511627906976747,0.388547130557415,0.18872017353579176,0.3264957264957265,0.3598248817276114,0.25813449023861174,67.8258233607228,True
2026,681293,"Arrighetti, Spencer",243,935,37,31,10,53,3,398,92,426,509,137,244,127,94,149,44,9,69.4,242.0,53.245,74.531,148,127,34.35,126.0,78,26.722,77,111,31.15,110.0,72,22.442999999999998,71,71,19.349999999999998,71.0,41,12.269,41,63,16.35,63.0,39,14.604,39,10,10,93.5,24.3,102,10,7,2,9,10,0.12757201646090535,0.16872427983539096,0.21810699588477367,0.012345679012345678,0.28677685950413223,0.3597635135135135,0.5035878378378379,0.23115577889447236,0.2691552062868369,0.4556149732620321,0.5204918032786885,0.10053475935828877,0.2953020134228188,0.06040268456375839,1.0,1.0,0.9,1.0,0.27261904761904765,0.34703896103896104,0.522633744855967,0.28318181818181815,0.31609859154929576,0.4567901234567901,0.2725352112676056,0.2992439024390244,0.29218106995884774,0.25952380952380955,0.37446153846153846,0.25925925925925924,67.8257464818806,True
2026,650633,"King, Michael",296,1182,54,29,5,69,8,531,130,568,614,170,298,168,114,192,68,20,87.55,296.0,71.375,105.25,192,146,36.55,146.0,91,29.41,91,118,29.65,118.0,82,25.397,82,54,13.5,54.0,30,7.899,30,62,24.0,62.0,44,19.512,44,13,13,90.92307692307692,22.76923076923077,106,12,7,3,11,13,0.09797297297297297,0.11486486486486487,0.23310810810810811,0.02702702702702703,0.295777027027027,0.3717447916666667,0.5481770833333334,0.2448210922787194,0.2768729641693811,0.4805414551607445,0.5637583892617449,0.09644670050761421,0.3541666666666667,0.10416666666666667,1.0,0.9230769230769231,0.8461538461538461,1.0,0.2503424657534246,0.3231868131868132,0.49324324324324326,0.251271186440678,0.30971951219512195,0.39864864864864863,0.25,0.2633,0.18243243243243243,0.3870967741935484,0.4434545454545455,0.20945945945945946,67.80519710635092,True
