context_label,label_ko,ops,lg_ops,ops_vs_lg,OPS_rank
early_1_3,초반(1~3이닝),0.698725451944336,0.7223685132568286,-0.023643061312492608,8.0
middle_4_6,중반(4~6이닝),0.7692507505987922,0.7452934980043666,0.023957252594425604,4.0
late_7_9,후반(7~9이닝),0.7840136054421769,0.7582555368664512,0.025758068575725712,4.0
