rule_id,rule_family,core_type,rule_label,min_games_core,games,win_pct,complement_win_pct,win_pct_delta,avg_run_diff,complement_avg_run_diff,run_diff_delta,avg_team_runs,avg_opp_runs,avg_of_rbi,avg_unearned_runs,avg_ofdh_run_kill
NC1_of_hr_zero,negative_control,generic_power_control,OF HR zero only,10,42,0.40476190476190477,0.47368421052631576,-0.068922305764411,-1.2857142857142858,1.0,-2.2857142857142856,4.571428571428571,5.857142857142857,1.1666666666666667,0.42857142857142855,0.3333333333333333
NC2_right_starter_only,negative_control,context_only_control,Right-handed opponent starter only,10,43,0.3953488372093023,0.5,-0.1046511627906977,-1.441860465116279,1.5,-2.941860465116279,4.511627906976744,5.953488372093023,1.3488372093023255,0.46511627906976744,0.32558139534883723
NC3_top_opponent_only,negative_control,opponent_only_control,Opponent top-3 win pct only,10,22,0.45454545454545453,0.41025641025641024,0.04428904428904429,-1.5454545454545454,-0.02564102564102564,-1.5198135198135199,4.454545454545454,6.0,1.6363636363636365,0.6818181818181818,0.2727272727272727
NC4_low_run_park_only,negative_control,park_only_control,Low-run park only,10,14,0.07142857142857142,0.5319148936170213,-0.46048632218844987,-3.0,0.14893617021276595,-3.148936170212766,3.0,6.0,1.1428571428571428,1.0714285714285714,0.42857142857142855
NC5_of_rbi_low_only,negative_control,broad_of_control,OF RBI < 3 only,10,45,0.3333333333333333,0.6875,-0.3541666666666667,-2.0444444444444443,3.5625,-5.606944444444444,3.8222222222222224,5.866666666666666,0.8444444444444444,0.4888888888888889,0.37777777777777777
