rule_id,actual_games,actual_win_pct,actual_avg_run_diff,actual_win_pct_delta,boot_win_pct_p025,boot_win_pct_p500,boot_win_pct_p975,boot_avg_run_diff_p025,boot_avg_run_diff_p500,boot_avg_run_diff_p975,boot_win_delta_p025,boot_win_delta_p500,boot_win_delta_p975,perm_p_win_pct_as_low_or_lower,perm_p_run_diff_as_low_or_lower,bootstrap_iterations,permutation_iterations
R1_rhp_low_of_conversion_run_trade,20,0.1,-5.1,-0.4853658536585366,0.0,0.09090909090909091,0.26666666666666666,-6.764705882352941,-5.105263157894737,-3.434627329192546,-0.6817073170731707,-0.49347332254308995,-0.27519379844961245,0.0,0.0,3000,3000
R2_rhp_ofdh_run_kill,9,0.0,-5.111111111111111,-0.5,0.0,0.0,0.0,-6.888888888888889,-5.095454545454546,-3.5,-0.64,-0.5,-0.3673469387755102,0.005333333333333333,0.003,3000,3000
R3_extra_out_high_of_void,8,0.0,-4.5,-0.49056603773584906,0.0,0.0,0.0,-6.846703296703296,-4.5,-2.0,-0.6227594339622641,-0.49056603773584906,-0.3584231805929923,0.008,0.011666666666666667,2999,3000
R4_top_opponent_short_start_of_void,6,0.0,-5.833333333333333,-0.4727272727272727,0.0,0.0,0.0,-8.25,-5.857142857142857,-3.0,-0.6,-0.4716981132075472,-0.3392857142857143,0.03,0.006666666666666667,2996,3000
