slot,slot_label,rank,player_id,player_name,roster_team,age,is_40man,market_access_bucket,dm_success_prob,dm_failure_prob,dm_margin,dm_model_tier,recommendation_strength,model_conclusion
foreign_hitter,외인타자,1,682641,Luis Matos,MIL,24.0,False,non40man_org_candidate,0.9238448207592336,0.08205511150344967,0.8417897092557839,promoted_hitter_savant_success_failure_classifier,model_supported_lead,historical KBO hitter success/failure classifiers selected this player
foreign_hitter,외인타자,2,666134,Nolan Jones,CLE,28.0,False,non40man_org_candidate,0.9015860130730083,0.0919400465835464,0.809645966489462,promoted_hitter_savant_success_failure_classifier,model_supported_lead,historical KBO hitter success/failure classifiers selected this player
foreign_hitter,외인타자,3,666185,Dylan Carlson,PHI,27.0,False,non40man_org_candidate,0.8239796324227562,0.15069009136645176,0.6732895410563045,promoted_hitter_savant_success_failure_classifier,model_supported_lead,historical KBO hitter success/failure classifiers selected this player
foreign_pitcher,외인투수,1,669060,Bryse Wilson,PHI,28.0,False,non40man_org_candidate,0.5049083389859391,0.46860905486758314,0.03629928411835598,watch_pitcher_milb_success_diagnostic_failure_warning_only,diagnostic_lead,historical KBO pitcher MiLB success diagnostic selected this player; pitcher model remains watch-grade
foreign_pitcher,외인투수,2,596295,Austin Gomber,ATL,32.0,False,non40man_org_candidate,0.5258525947565645,0.49215655170406386,0.03369604305250068,watch_pitcher_milb_success_diagnostic_failure_warning_only,diagnostic_lead,historical KBO pitcher MiLB success diagnostic selected this player; pitcher model remains watch-grade
foreign_pitcher,외인투수,3,608650,Dietrich Enns,BAL,35.0,False,non40man_org_candidate,0.3952457258373641,0.5666517799502554,-0.17140605411289128,watch_pitcher_milb_success_diagnostic_failure_warning_only,hold_negative_model_margin,listed only because it passes market/sample gates; model margin is negative and should not be treated as a recommendation
