source_league,team_code,team_name,roster_no,player_name,normalized_player_name,position_group,position,born,height_cm,weight_kg,throws,bats,note,person_url,source_url,source_confidence
NPB,t,Hanshin Tigers,3,"Ohyama, Yusuke",yusuke ohyama,Infielders,Infielder,"Dec. 19, 1994",181,96,R,R,,https://npb.jp/bis/eng/players/21325134.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,45,"Sano, Taiyo",taiyo sano,Infielders,Infielder,"Feb. 14, 2002",178,79,R,R,,https://npb.jp/bis/eng/players/91095150.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,8,"Sato, Teruaki",teruaki sato,Infielders,Infielder,"Mar. 13, 1999",187,96,R,L,,https://npb.jp/bis/eng/players/41045153.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,67,"Takatera, Nozomu",nozomu takatera,Infielders,Infielder,"Oct. 17, 2002",178,78,R,L,,https://npb.jp/bis/eng/players/41245153.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,25,"Tanihata, Shogo",shogo tanihata,Infielders,Infielder,"Mar. 17, 2004",178,80,R,R,,https://npb.jp/bis/eng/players/01205152.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,9,"Tateishi, Masahiro",masahiro tateishi,Infielders,Infielder,"Nov. 1, 2003",180,87,R,R,,https://npb.jp/bis/eng/players/91295152.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,62,"Ueda, Kai",kai ueda,Infielders,Infielder,"Apr. 19, 1996",175,69,R,S,,https://npb.jp/bis/eng/players/01305130.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,52,"Yamada, Shuya",shuya yamada,Infielders,Infielder,"Aug. 20, 2005",177,72,R,R,,https://npb.jp/bis/eng/players/63365159.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,5,"Chikamoto, Koji",koji chikamoto,Outfielders,Outfielder,"Nov. 9, 1994",171,71,L,L,,https://npb.jp/bis/eng/players/71075138.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,92,"Fukushima, Kein",kein fukushima,Outfielders,Outfielder,"Oct. 6, 2001",171,69,R,L,Registered(developmental player ->) (Mar. 30).,https://npb.jp/bis/eng/players/11815159.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,32,"Hamada, Taiki",taiki hamada,Outfielders,Outfielder,"Sep. 4, 2000",177,81,R,R,,https://npb.jp/bis/eng/players/91495138.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,40,"Itsubo, Hinase",hinase itsubo,Outfielders,Outfielder,"Mar. 17, 2005",177,89,R,R,,https://npb.jp/bis/eng/players/41145157.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,58,"Maegawa, Ukyo",ukyo maegawa,Outfielders,Outfielder,"May 18, 2003",176,92,L,L,,https://npb.jp/bis/eng/players/21825155.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,1,"Morishita, Shota",shota morishita,Outfielders,Outfielder,"Aug. 14, 2000",182,93,R,R,,https://npb.jp/bis/eng/players/43145157.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,34,"Okashiro, Kaisei",kaisei okashiro,Outfielders,Outfielder,"Jun. 23, 2003",183,83,R,R,,https://npb.jp/bis/eng/players/91595152.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,60,"Onodera, Dan",dan onodera,Outfielders,Outfielder,"Mar. 17, 1998",183,81,R,R,,https://npb.jp/bis/eng/players/71775151.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,53,"Shimada, Kairi",kairi shimada,Outfielders,Outfielder,"Feb. 6, 1996",176,74,R,L,,https://npb.jp/bis/eng/players/91995136.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,t,Hanshin Tigers,61,"Toyoda, Hiroshi",hiroshi toyoda,Outfielders,Outfielder,"Apr. 28, 1997",178,87,R,R,,https://npb.jp/bis/eng/players/31435155.html,https://npb.jp/bis/eng/teams/rst_t.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,11,"Azuma, Katsuki",katsuki azuma,Pitchers,Pitcher,"Nov. 29, 1995",170,80,L,L,,https://npb.jp/bis/eng/players/51155136.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,42,"Cox, Austin",austin cox,Pitchers,Pitcher,"Mar. 28, 1997",193,106,L,L,Released (Jun. 8).,https://npb.jp/bis/eng/players/83385152.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,0,"Duplantier, Jon",jon duplantier,Pitchers,Pitcher,"Jul. 11, 1994",193,103,R,L,,https://npb.jp/bis/eng/players/13715150.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,27,"Fujinami, Shintaro",shintaro fujinami,Pitchers,Pitcher,"Apr. 12, 1994",197,98,R,R,,https://npb.jp/bis/eng/players/41045137.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,43,"Fukazawa, Osuke",osuke fukazawa,Pitchers,Pitcher,"Nov. 5, 2003",177,80,R,R,,https://npb.jp/bis/eng/players/61665155.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,35,"Hashimoto, Tatsuya",tatsuya hashimoto,Pitchers,Pitcher,"Jul. 18, 2000",181,84,R,R,,https://npb.jp/bis/eng/players/31635157.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,92,"Horioka, Hayato",hayato horioka,Pitchers,Pitcher,"Sep. 11, 1998",183,87,R,R,,https://npb.jp/bis/eng/players/71875134.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,22,"Irie, Taisei",taisei irie,Pitchers,Pitcher,"Aug. 26, 1998",187,90,R,R,,https://npb.jp/bis/eng/players/61365153.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,13,"Ise, Hiromu",hiromu ise,Pitchers,Pitcher,"Mar. 7, 1998",183,94,R,R,,https://npb.jp/bis/eng/players/41145151.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,14,"Ishida, Kenta",kenta ishida,Pitchers,Pitcher,"Mar. 1, 1993",180,85,L,L,,https://npb.jp/bis/eng/players/11315130.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,54,"Ishida, Yutaro",yutaro ishida,Pitchers,Pitcher,"Jan. 22, 2002",180,80,R,R,,https://npb.jp/bis/eng/players/21125159.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,68,"Iwata, Masaki",masaki iwata,Pitchers,Pitcher,"Jun. 16, 1998",178,81,L,L,,https://npb.jp/bis/eng/players/81385153.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,47,"Katayama, Hiromi",hiromi katayama,Pitchers,Pitcher,"Oct. 31, 1998",175,84,L,L,,https://npb.jp/bis/eng/players/61565152.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,18,"Kozono, Kenta",kenta kozono,Pitchers,Pitcher,"Apr. 9, 2003",185,90,R,R,,https://npb.jp/bis/eng/players/31935155.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,98,"Marcelino, Hansel",hansel marcelino,Pitchers,Pitcher,"Jun. 16, 2002",191,82,R,R,,https://npb.jp/bis/eng/players/33235155.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,38,"Matsumoto, Ryoto",ryoto matsumoto,Pitchers,Pitcher,"Dec. 5, 2001",185,92,R,R,,https://npb.jp/bis/eng/players/23125159.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,65,"Miyagi, Daita",daita miyagi,Pitchers,Pitcher,"Jul. 15, 2000",181,80,R,R,,https://npb.jp/bis/eng/players/51855138.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,45,"Morihara, Kohei",kohei morihara,Pitchers,Pitcher,"Dec. 26, 1991",185,88,R,L,,https://npb.jp/bis/eng/players/93195134.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,53,"Nakagawa, Hayate",hayate nakagawa,Pitchers,Pitcher,"Oct. 10, 1998",184,80,R,L,,https://npb.jp/bis/eng/players/21425153.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,64,"Nakagawa, Koh",koh nakagawa,Pitchers,Pitcher,"Oct. 2, 1999",178,85,R,R,,https://npb.jp/bis/eng/players/21225136.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,36,"Ogata, Shuto",shuto ogata,Pitchers,Pitcher,"May 15, 1999",182,90,R,L,Traded by Softbank (May 13).,https://npb.jp/bis/eng/players/61365136.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,16,"Ohnuki, Shinichi",shinichi ohnuki,Pitchers,Pitcher,"Feb. 3, 1994",181,76,R,R,,https://npb.jp/bis/eng/players/01305138.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,62,"Reynolds, Sean",sean reynolds,Pitchers,Pitcher,"Apr. 19, 1998",203,113,R,L,,https://npb.jp/bis/eng/players/93995152.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,49,"Ruiz, Jose",jose ruiz,Pitchers,Pitcher,"Oct. 21, 1994",185,111,R,R,,https://npb.jp/bis/eng/players/53955152.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,46,"Sakaguchi, Kasuga",kasuga sakaguchi,Pitchers,Pitcher,"Sep. 12, 2002",180,84,R,R,,https://npb.jp/bis/eng/players/61965150.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,20,"Sakamoto, Yuya",yuya sakamoto,Pitchers,Pitcher,"Jul. 28, 1997",181,88,L,L,,https://npb.jp/bis/eng/players/11015151.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,41,"Sasaki, Chihaya",chihaya sasaki,Pitchers,Pitcher,"Jun. 8, 1994",181,83,R,R,,https://npb.jp/bis/eng/players/71975134.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,15,"Shimada, Shunya",shunya shimada,Pitchers,Pitcher,"Apr. 30, 2003",185,95,R,R,,https://npb.jp/bis/eng/players/11015152.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,30,"Shinogi, Kentaro",kentaro shinogi,Pitchers,Pitcher,"May 7, 2002",177,80,R,L,,https://npb.jp/bis/eng/players/41045150.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,93,"Shoji, Haruto",haruto shoji,Pitchers,Pitcher,"May 31, 2001",184,93,L,L,Registered(developmental player ->) (Jun. 1).,https://npb.jp/bis/eng/players/81985159.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,59,"Taira, Kentaro",kentaro taira,Pitchers,Pitcher,"Jul. 12, 1995",180,80,R,R,,https://npb.jp/bis/eng/players/01905139.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,33,"Takeda, Riku",riku takeda,Pitchers,Pitcher,"Jun. 6, 2005",173,78,L,L,,https://npb.jp/bis/eng/players/91295159.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,12,"Takeda, Yu",yu takeda,Pitchers,Pitcher,"Jul. 5, 1999",184,96,R,R,,https://npb.jp/bis/eng/players/11415150.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,39,"Wakamatsu, Naoki",naoki wakamatsu,Pitchers,Pitcher,"May 10, 2000",184,93,R,R,,https://npb.jp/bis/eng/players/63365150.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,19,"Yamasaki, Yasuaki",yasuaki yamasaki,Pitchers,Pitcher,"Oct. 2, 1992",179,88,R,R,,https://npb.jp/bis/eng/players/41845130.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,24,"Yoshino, Teruki",teruki yoshino,Pitchers,Pitcher,"Jul. 19, 1998",176,80,R,R,,https://npb.jp/bis/eng/players/33535157.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,57,"Azuma, Junpei",junpei azuma,Catchers,Catcher,"Jul. 3, 2001",174,83,R,R,,https://npb.jp/bis/eng/players/51155151.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,60,"Furuichi, Takeru",takeru furuichi,Catchers,Catcher,"Jun. 15, 2002",176,74,R,R,,https://npb.jp/bis/eng/players/91895155.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,95,"Kuki, Ryuhei",ryuhei kuki,Catchers,Catcher,"Sep. 5, 1998",180,85,R,R,,https://npb.jp/bis/eng/players/31735134.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,32,"Mashiko, Kyosuke",kyosuke mashiko,Catchers,Catcher,"Dec. 27, 2000",176,95,R,R,,https://npb.jp/bis/eng/players/91695138.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,5,"Matsuo, Shion",shion matsuo,Catchers,Catcher,"Jul. 6, 2004",178,82,R,R,,https://npb.jp/bis/eng/players/21825157.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,10,"Tobashira, Yasutaka",yasutaka tobashira,Catchers,Catcher,"Apr. 11, 1990",179,90,R,L,,https://npb.jp/bis/eng/players/41245132.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,50,"Yamamoto, Yuudai",yuudai yamamoto,Catchers,Catcher,"Sep. 11, 1998",180,87,R,R,Traded to Softbank (May 13).,https://npb.jp/bis/eng/players/23125136.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,00,"Hayashi, Takuma",takuma hayashi,Infielders,Infielder,"Aug. 24, 2000",171,80,R,L,,https://npb.jp/bis/eng/players/91695157.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,40,"Inoue, Tomoya",tomoya inoue,Infielders,Infielder,"Jan. 28, 2003",182,91,R,R,Traded by Softbank (May 13).,https://npb.jp/bis/eng/players/01305153.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,44,"Ishikami, Taiki",taiki ishikami,Infielders,Infielder,"May 18, 2001",172,85,R,L,,https://npb.jp/bis/eng/players/91195159.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,37,"Kato, Hibiki",hibiki kato,Infielders,Infielder,"Jun. 15, 2002",180,85,R,R,,https://npb.jp/bis/eng/players/21525150.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,9,"Kyoda, Yota",yota kyoda,Infielders,Infielder,"Apr. 20, 1994",184,90,R,L,,https://npb.jp/bis/eng/players/81585134.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,2,"Maki, Shugo",shugo maki,Infielders,Infielder,"Apr. 21, 1998",178,97,R,R,,https://npb.jp/bis/eng/players/13115153.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,26,"Mimori, Masaki",masaki mimori,Infielders,Infielder,"Feb. 21, 1999",186,76,R,L,,https://npb.jp/bis/eng/players/33135134.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,34,"Miyashita, Asahi",asahi miyashita,Infielders,Infielder,"Jan. 26, 2004",182,88,R,R,,https://npb.jp/bis/eng/players/53155152.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,51,"Miyazaki, Toshiro",toshiro miyazaki,Infielders,Infielder,"Dec. 12, 1988",172,85,R,R,,https://npb.jp/bis/eng/players/51455137.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,6,"Mori, Keito",keito mori,Infielders,Infielder,"Jan. 28, 2002",177,80,R,L,,https://npb.jp/bis/eng/players/33135151.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,48,"Naruse, Syuto",syuto naruse,Infielders,Infielder,"May 23, 2001",175,75,R,R,,https://npb.jp/bis/eng/players/91495152.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,3,"Oda, Koichiro",koichiro oda,Infielders,Infielder,"Aug. 15, 2003",173,85,R,L,,https://npb.jp/bis/eng/players/41545152.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,31,"Shibata, Tatsuhiro",tatsuhiro shibata,Infielders,Infielder,"Dec. 16, 1993",167,68,R,L,,https://npb.jp/bis/eng/players/41945132.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,56,"Tanai, Manato",manato tanai,Infielders,Infielder,"Mar. 6, 2007",177,81,R,R,,https://npb.jp/bis/eng/players/91495150.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,25,"Tsutsugoh, Yoshitomo",yoshitomo tsutsugoh,Infielders,Infielder,"Nov. 26, 1991",185,97,R,L,,https://npb.jp/bis/eng/players/41945131.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,66,"Viciedo, Dayan",dayan viciedo,Infielders,Infielder,"Mar. 10, 1989",185,108,R,R,Retired (May 25).,https://npb.jp/bis/eng/players/13715132.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,61,"Ebina, Tatsuo",tatsuo ebina,Outfielders,Outfielder,"Sep. 20, 1997",185,93,R,R,,https://npb.jp/bis/eng/players/51555151.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,67,"Hama, Shonosuke",shonosuke hama,Outfielders,Outfielder,"May 3, 2000",181,83,R,L,,https://npb.jp/bis/eng/players/71675157.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,99,"Hummel, Cooper",cooper hummel,Outfielders,Outfielder,"Nov. 28, 1994",175,89,R,S,,https://npb.jp/bis/eng/players/13715152.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,55,"Inoue, Kento",kento inoue,Outfielders,Outfielder,"Feb. 23, 2000",178,90,R,L,,https://npb.jp/bis/eng/players/31335159.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,58,"Kajiwara, Kouki",kouki kajiwara,Outfielders,Outfielder,"Sep. 19, 1999",189,90,R,L,,https://npb.jp/bis/eng/players/51555155.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,8,"Kamizato, Kazuki",kazuki kamizato,Outfielders,Outfielder,"Jan. 17, 1994",179,86,R,L,,https://npb.jp/bis/eng/players/71575136.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,28,"Katsumata, Atsushi",atsushi katsumata,Outfielders,Outfielder,"May 22, 2000",180,90,R,L,,https://npb.jp/bis/eng/players/41545138.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,7,"Sano, Keita",keita sano,Outfielders,Outfielder,"Nov. 28, 1994",178,88,R,L,,https://npb.jp/bis/eng/players/91995134.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,63,"Sekine, Taiki",taiki sekine,Outfielders,Outfielder,"Jun. 28, 1995",173,78,L,L,,https://npb.jp/bis/eng/players/31935139.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,db,YOKOHAMA DeNA BAYSTARS,4,"Watarai, Ryuki",ryuki watarai,Outfielders,Outfielder,"Oct. 4, 2002",183,83,R,L,,https://npb.jp/bis/eng/players/33535159.html,https://npb.jp/bis/eng/teams/rst_db.html,4
NPB,d,Chunichi Dragons,28,"Abreu, Albert",albert abreu,Pitchers,Pitcher,"Sep. 26, 1995",188,94,R,L,Registered (Jan. 30).,https://npb.jp/bis/eng/players/73575159.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,64,"Arima, Keito",keito arima,Pitchers,Pitcher,"Sep. 20, 2006",191,82,R,R,,https://npb.jp/bis/eng/players/91195150.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,54,"Fujishima, Kento",kento fujishima,Pitchers,Pitcher,"May 8, 1998",177,90,R,R,,https://npb.jp/bis/eng/players/21625134.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,34,"Fuku, Hiroto",hiroto fuku,Pitchers,Pitcher,"Jun. 16, 1992",181,98,L,L,,https://npb.jp/bis/eng/players/41645132.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,36,"Fukuda, Konosuke",konosuke fukuda,Pitchers,Pitcher,"Aug. 11, 2005",182,88,L,L,,https://npb.jp/bis/eng/players/31835159.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,13,"Hashimoto, Yuki",yuki hashimoto,Pitchers,Pitcher,"Jan. 8, 1998",180,80,L,L,,https://npb.jp/bis/eng/players/21425151.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,32,"Itoh, Mao",mao itoh,Pitchers,Pitcher,"Nov. 19, 2000",176,83,R,L,,https://npb.jp/bis/eng/players/61165157.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,21,"Kanemaru, Yumeto",yumeto kanemaru,Pitchers,Pitcher,"Feb. 1, 2003",177,78,L,L,,https://npb.jp/bis/eng/players/61565150.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,41,"Katsuno, Akiyoshi",akiyoshi katsuno,Pitchers,Pitcher,"Jun. 12, 1997",183,95,R,R,,https://npb.jp/bis/eng/players/21525138.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,70,"Kondo, Ren",ren kondo,Pitchers,Pitcher,"Sep. 22, 1998",180,93,L,L,,https://npb.jp/bis/eng/players/11015153.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,14,"Kusaka, Sho",sho kusaka,Pitchers,Pitcher,"Nov. 21, 2001",182,77,R,R,,https://npb.jp/bis/eng/players/91795159.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,68,"Makino, Kenshin",kenshin makino,Pitchers,Pitcher,"Sep. 19, 1999",181,91,L,L,Registered(developmental player ->) (Mar. 23).,https://npb.jp/bis/eng/players/37035159.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,38,"Matsuba, Takahiro",takahiro matsuba,Pitchers,Pitcher,"Aug. 14, 1990",179,82,L,L,,https://npb.jp/bis/eng/players/21225137.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,29,"Matsukihira, Yuta",yuta matsukihira,Pitchers,Pitcher,"Feb. 24, 2003",180,85,R,R,,https://npb.jp/bis/eng/players/73175153.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,90,"Matsuyama, Shinya",shinya matsuyama,Pitchers,Pitcher,"Jun. 23, 2000",188,92,R,R,,https://npb.jp/bis/eng/players/61865157.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,91,"Mejia, Humberto",humberto mejia,Pitchers,Pitcher,"Mar. 3, 1997",193,104,R,R,,https://npb.jp/bis/eng/players/93295157.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,69,"Miura, Mizuki",mizuki miura,Pitchers,Pitcher,"Sep. 2, 1999",174,81,L,R,,https://npb.jp/bis/eng/players/23125155.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,93,"Muller, Kyle",kyle muller,Pitchers,Pitcher,"Oct. 7, 1997",201,118,L,R,,https://npb.jp/bis/eng/players/13915150.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,26,"Nakachi, Reia",reia nakachi,Pitchers,Pitcher,"Feb. 15, 2001",177,83,R,R,,https://npb.jp/bis/eng/players/41245157.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,11,"Nakanishi, Masaki",masaki nakanishi,Pitchers,Pitcher,"Dec. 18, 2003",182,92,R,R,,https://npb.jp/bis/eng/players/51455152.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,30,"Neo, Akira",akira neo,Pitchers,Pitcher,"Apr. 19, 2000",177,85,R,L,,https://npb.jp/bis/eng/players/81285138.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,22,"Ohno, Yudai",yudai ohno,Pitchers,Pitcher,"Sep. 26, 1988",184,85,L,L,,https://npb.jp/bis/eng/players/11515133.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,59,"Saitoh, Kohki",kohki saitoh,Pitchers,Pitcher,"Dec. 18, 1996",182,92,L,L,,https://npb.jp/bis/eng/players/11915130.html,https://npb.jp/bis/eng/teams/rst_d.html,4
NPB,d,Chunichi Dragons,16,"Sakurai, Yorinosuke",yorinosuke sakurai,Pitchers,Pitcher,"Jul. 21, 2003",175,68,R,R,,https://npb.jp/bis/eng/players/21925152.html,https://npb.jp/bis/eng/teams/rst_d.html,4
