Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HP,SO,GDP,AVG,SLG,OBP,raw_player_name,player_name,npb_left_marker,normalized_player_name,source_league,npb_league,team_code,team_name,level,stat_type,source_url,source_confidence,ops,iso,bb_pct,so_pct,hr_per_pa,sb_attempts,sb_success_pct,run_kill_proxy,regular_playing_time_flag,Pitcher,W,L,SV,HLD,CG,SHO,NWG,PCT,BF,IP,HB,WP,BK,ER,ERA,ip_float,whip_calc,k_pct,k_minus_bb_pct,k_per_9,bb_per_9,hr_per_9,starter_workload_proxy,traffic_command_proxy
"*Ishikami, Taiki",20,91.0,71.0,14,20,3.0,5.0,0,33.0,10.0,5.0,1.0,2.0,0.0,15,0,3.0,10,0.0,0.282,0.465,0.427,"*Ishikami, Taiki","Ishikami, Taiki",True,taiki ishikami,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.892,0.18300000000000005,0.16483516483516483,0.10989010989010989,0.0,6.0,0.8333333333333334,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Iwata, Masaki",15,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Iwata, Masaki","Iwata, Masaki",True,masaki iwata,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Joko, Ryota",13,45.0,36.0,7,8,0.0,0.0,1,11.0,7.0,1.0,0.0,0.0,0.0,9,0,0.0,12,1.0,0.222,0.306,0.378,"*Joko, Ryota","Joko, Ryota",True,ryota joko,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.6839999999999999,0.08399999999999999,0.2,0.26666666666666666,0.022222222222222223,1.0,1.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Kajiwara, Kouki",26,80.0,73.0,14,18,2.0,0.0,1,23.0,7.0,10.0,4.0,0.0,1.0,5,0,1.0,17,0.0,0.247,0.315,0.3,"*Kajiwara, Kouki","Kajiwara, Kouki",True,kouki kajiwara,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.615,0.068,0.0625,0.2125,0.0125,14.0,0.7142857142857143,4.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Kamizato, Kazuki",2,7.0,5.0,1,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0.0,1,1.0,0.0,0.0,0.286,"*Kamizato, Kazuki","Kamizato, Kazuki",True,kazuki kamizato,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.286,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Kanabuchi, Koki",7,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Kanabuchi, Koki","Kanabuchi, Koki",True,koki kanabuchi,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Katayama, Hiromi",10,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Katayama, Hiromi","Katayama, Hiromi",True,hiromi katayama,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Kato, Hibiki",37,128.0,109.0,11,24,4.0,1.0,0,30.0,11.0,1.0,1.0,4.0,0.0,12,0,3.0,11,5.0,0.22,0.275,0.315,"Kato, Hibiki","Kato, Hibiki",False,hibiki kato,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.5900000000000001,0.05500000000000002,0.09375,0.0859375,0.0,2.0,0.5,6.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
"*Katsumata, Atsushi",7,24.0,21.0,2,9,1.0,0.0,0,10.0,6.0,0.0,0.0,0.0,1.0,2,0,0.0,2,2.0,0.429,0.476,0.458,"*Katsumata, Atsushi","Katsumata, Atsushi",True,atsushi katsumata,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.9339999999999999,0.046999999999999986,0.08333333333333333,0.08333333333333333,0.0,0.0,,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Kobari, Daiki",16,36.0,34.0,4,9,4.0,0.0,0,13.0,3.0,1.0,1.0,0.0,0.0,1,0,1.0,12,0.0,0.265,0.382,0.306,"*Kobari, Daiki","Kobari, Daiki",True,daiki kobari,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.688,0.11699999999999999,0.027777777777777776,0.3333333333333333,0.0,2.0,0.5,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Kondo, Taiga",9,13.0,13.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,7,1.0,0.0,0.0,0.0,"Kondo, Taiga","Kondo, Taiga",False,taiga kondo,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Kozono, Kenta",7,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Kozono, Kenta","Kozono, Kenta",False,kenta kozono,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Kuki, Ryuhei",22,73.0,63.0,4,17,5.0,1.0,1,27.0,7.0,1.0,3.0,0.0,1.0,8,0,1.0,19,1.0,0.27,0.429,0.356,"Kuki, Ryuhei","Kuki, Ryuhei",False,ryuhei kuki,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.7849999999999999,0.15899999999999997,0.1095890410958904,0.2602739726027397,0.0136986301369863,4.0,0.25,4.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Maki, Shugo",4,14.0,14.0,1,3,0.0,0.0,1,6.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.214,0.429,0.214,"Maki, Shugo","Maki, Shugo",False,shugo maki,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.643,0.215,0.0,0.07142857142857142,0.07142857142857142,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Marcelino, Hansel",9,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Marcelino, Hansel","Marcelino, Hansel",False,hansel marcelino,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Mashiko, Kyosuke",35,92.0,75.0,10,16,3.0,0.0,0,19.0,10.0,1.0,0.0,0.0,0.0,14,1,3.0,12,3.0,0.213,0.253,0.359,"Mashiko, Kyosuke","Mashiko, Kyosuke",False,kyosuke mashiko,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.612,0.04000000000000001,0.15217391304347827,0.13043478260869565,0.0,1.0,1.0,3.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Matsumoto, Ryoto",17,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Matsumoto, Ryoto","Matsumoto, Ryoto",False,ryoto matsumoto,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Matsumoto, Ryunosuke",1,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Matsumoto, Ryunosuke","Matsumoto, Ryunosuke",True,ryunosuke matsumoto,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Matsuo, Shion",3,12.0,10.0,1,3,0.0,0.0,0,3.0,1.0,0.0,0.0,0.0,0.0,2,1,0.0,0,0.0,0.3,0.3,0.417,"Matsuo, Shion","Matsuo, Shion",False,shion matsuo,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.717,0.0,0.16666666666666666,0.0,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Miyagi, Daita",2,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Miyagi, Daita","Miyagi, Daita",False,daita miyagi,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Miyashita, Asahi",41,162.0,152.0,17,45,10.0,2.0,1,62.0,17.0,1.0,1.0,0.0,0.0,10,0,0.0,33,5.0,0.296,0.408,0.34,"Miyashita, Asahi","Miyashita, Asahi",False,asahi miyashita,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.748,0.11199999999999999,0.06172839506172839,0.2037037037037037,0.006172839506172839,2.0,0.5,6.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
"*Mori, Keito",43,128.0,111.0,17,28,6.0,1.0,0,36.0,16.0,8.0,8.0,2.0,0.0,15,0,0.0,32,3.0,0.252,0.324,0.341,"*Mori, Keito","Mori, Keito",True,keito mori,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.665,0.07200000000000001,0.1171875,0.25,0.0,16.0,0.5,11.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
"*Morishita, Ryudai",1,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Morishita, Ryudai","Morishita, Ryudai",True,ryudai morishita,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Nakagawa, Hayate",11,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Nakagawa, Hayate","Nakagawa, Hayate",True,hayate nakagawa,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakagawa, Koh",3,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Nakagawa, Koh","Nakagawa, Koh",False,koh nakagawa,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Naruse, Syuto",15,55.0,45.0,5,7,2.0,0.0,0,9.0,0.0,0.0,0.0,2.0,0.0,7,0,1.0,10,1.0,0.156,0.2,0.283,"Naruse, Syuto","Naruse, Syuto",False,syuto naruse,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.483,0.04400000000000001,0.12727272727272726,0.18181818181818182,0.0,0.0,,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Nishimaki, Kenji",32,59.0,50.0,8,9,1.0,0.0,1,13.0,6.0,10.0,3.0,1.0,0.0,6,0,2.0,12,1.0,0.18,0.26,0.293,"Nishimaki, Kenji","Nishimaki, Kenji",False,kenji nishimaki,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.5529999999999999,0.08000000000000002,0.1016949152542373,0.2033898305084746,0.01694915254237288,13.0,0.7692307692307693,4.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Oda, Koichiro",46,190.0,162.0,24,40,9.0,1.0,1,54.0,20.0,7.0,2.0,0.0,2.0,25,0,1.0,27,2.0,0.247,0.333,0.347,"*Oda, Koichiro","Oda, Koichiro",True,koichiro oda,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.6799999999999999,0.08600000000000002,0.13157894736842105,0.14210526315789473,0.005263157894736842,9.0,0.7777777777777778,4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
"*Ogasawara, Sou",9,19.0,15.0,2,1,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,3,0,1.0,9,0.0,0.067,0.067,0.263,"*Ogasawara, Sou","Ogasawara, Sou",True,sou ogasawara,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.33,0.0,0.15789473684210525,0.47368421052631576,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Ogata, Shuto",2,2.0,2.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,"*Ogata, Shuto","Ogata, Shuto",True,shuto ogata,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Ohnuki, Shinichi",2,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Ohnuki, Shinichi","Ohnuki, Shinichi",False,shinichi ohnuki,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Ruiz, Jose",2,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Ruiz, Jose","Ruiz, Jose",False,jose ruiz,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Sakamoto, Yuya",1,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Sakamoto, Yuya","Sakamoto, Yuya",True,yuya sakamoto,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Sasaki, Chihaya",8,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Sasaki, Chihaya","Sasaki, Chihaya",False,chihaya sasaki,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Sekine, Taiki",38,132.0,121.0,14,34,11.0,2.0,0,49.0,6.0,4.0,0.0,0.0,0.0,9,1,2.0,8,2.0,0.281,0.405,0.341,"*Sekine, Taiki","Sekine, Taiki",True,taiki sekine,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.746,0.124,0.06818181818181818,0.06060606060606061,0.0,4.0,1.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
"*Shibata, Tatsuhiro",12,30.0,22.0,2,5,1.0,1.0,0,8.0,4.0,0.0,0.0,0.0,0.0,6,0,2.0,5,1.0,0.227,0.364,0.433,"*Shibata, Tatsuhiro","Shibata, Tatsuhiro",True,tatsuhiro shibata,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.7969999999999999,0.13699999999999998,0.2,0.16666666666666666,0.0,0.0,,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Shimada, Shunya",5,2.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.5,"Shimada, Shunya","Shimada, Shunya",False,shunya shimada,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.5,0.0,0.5,0.0,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Shimizu, Manato",4,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Shimizu, Manato","Shimizu, Manato",False,manato shimizu,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Shimizu, Uta",8,14.0,8.0,0,0,0.0,0.0,0,0.0,1.0,0.0,2.0,1.0,1.0,3,0,1.0,3,0.0,0.0,0.0,0.308,"Shimizu, Uta","Shimizu, Uta",False,uta shimizu,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.308,0.0,0.21428571428571427,0.21428571428571427,0.0,2.0,0.0,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Shinogi, Kentaro",6,1.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,"*Shinogi, Kentaro","Shinogi, Kentaro",True,kentaro shinogi,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Shoji, Haruto",11,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Shoji, Haruto","Shoji, Haruto",True,haruto shoji,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Taira, Kentaro",2,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Taira, Kentaro","Taira, Kentaro",False,kentaro taira,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Takamizawa, Ikumi",30,96.0,88.0,15,29,4.0,0.0,1,36.0,5.0,0.0,3.0,0.0,0.0,8,0,0.0,28,2.0,0.33,0.409,0.385,"*Takamizawa, Ikumi","Takamizawa, Ikumi",True,ikumi takamizawa,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.794,0.07899999999999996,0.08333333333333333,0.2916666666666667,0.010416666666666666,3.0,0.0,5.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Takeda, Riku",10,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Takeda, Riku","Takeda, Riku",True,riku takeda,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Takeda, Yu",5,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Takeda, Yu","Takeda, Yu",False,yu takeda,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanai, Manato",42,166.0,153.0,10,30,3.0,0.0,0,33.0,14.0,5.0,1.0,1.0,2.0,9,0,1.0,27,5.0,0.196,0.216,0.242,"Tanai, Manato","Tanai, Manato",False,manato tanai,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.45799999999999996,0.01999999999999999,0.05421686746987952,0.16265060240963855,0.0,6.0,0.8333333333333334,6.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
"*Tsutsugoh, Yoshitomo",3,9.0,6.0,0,1,1.0,0.0,0,2.0,1.0,0.0,0.0,0.0,1.0,2,0,0.0,1,1.0,0.167,0.333,0.333,"*Tsutsugoh, Yoshitomo","Tsutsugoh, Yoshitomo",True,yoshitomo tsutsugoh,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.666,0.166,0.2222222222222222,0.1111111111111111,0.0,0.0,,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Wakamatsu, Naoki",12,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Wakamatsu, Naoki","Wakamatsu, Naoki",False,naoki wakamatsu,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Yoshino, Teruki",8,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Yoshino, Teruki","Yoshino, Teruki",False,teruki yoshino,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Yoshioka, Haru",4,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Yoshioka, Haru","Yoshioka, Haru",False,haru yoshioka,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_db.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
,17,,,4,13,,,0,,,,,,,3,0,,19,,,,,"Baba, Kosuke","Baba, Kosuke",False,kosuke baba,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_db.html,4,,,0.04838709677419355,,,,,,,"Baba, Kosuke",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,62.0,15.0,0.0,1.0,0.0,2.0,1.2,15.0,1.0666666666666667,0.3064516129032258,0.25806451612903225,11.4,1.8,0.0,False,True
,1,,,0,1,,,0,,,,,,,2,0,,2,,,,,"Duplantier, Jon","Duplantier, Jon",False,jon duplantier,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_db.html,4,,,0.10526315789473684,,,,,,,"Duplantier, Jon",1.0,0.0,0.0,,0.0,0.0,0.0,1.0,19.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,0.6,0.10526315789473684,0.0,3.6,3.6,0.0,False,False
,8,,,16,29,,,1,,,,,,,9,0,,27,,,,,"Fujinami, Shintaro","Fujinami, Shintaro",False,shintaro fujinami,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_db.html,4,,,0.07086614173228346,,,,,,,"Fujinami, Shintaro",2.0,2.0,0.0,,0.0,0.0,0.0,0.5,127.0,29.0,1.0,0.0,1.0,9.0,2.79,29.0,1.3103448275862069,0.2125984251968504,0.14173228346456695,8.379310344827585,2.793103448275862,0.3103448275862069,False,False
,8,,,8,29,,,1,,,,,,,6,0,,22,,,,,"Fukazawa, Osuke","Fukazawa, Osuke",False,osuke fukazawa,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_db.html,4,,,0.04878048780487805,,,,,,,"Fukazawa, Osuke",3.0,0.0,0.0,,0.0,0.0,0.0,1.0,123.0,31.2,1.0,2.0,0.0,7.0,1.99,31.666666666666668,1.1052631578947367,0.17886178861788618,0.13008130081300812,6.252631578947368,1.7052631578947368,0.28421052631578947,True,True
,19,,,9,16,,,1,,,,,,,1,0,,19,,,,,"Hamachi, Masumi","Hamachi, Masumi",False,masumi hamachi,NPB,CL,db,Yokohama DeNA BayStars,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_db.html,4,,,0.0136986301369863,,,,,,,"Hamachi, Masumi",2.0,0.0,0.0,,0.0,0.0,0.0,1.0,73.0,17.2,1.0,0.0,0.0,4.0,2.04,17.666666666666668,0.9622641509433961,0.2602739726027397,0.2465753424657534,9.679245283018867,0.5094339622641509,0.5094339622641509,False,True
