Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HP,SO,GDP,AVG,SLG,OBP,raw_player_name,player_name,npb_left_marker,normalized_player_name,source_league,npb_league,team_code,team_name,level,stat_type,source_url,source_confidence,ops,iso,bb_pct,so_pct,hr_per_pa,sb_attempts,sb_success_pct,run_kill_proxy,regular_playing_time_flag,Pitcher,W,L,SV,HLD,CG,SHO,NWG,PCT,BF,IP,HB,WP,BK,ER,ERA,ip_float,whip_calc,k_pct,k_minus_bb_pct,k_per_9,bb_per_9,hr_per_9,starter_workload_proxy,traffic_command_proxy
,5,,,3,6,,,0,,,,,,,2,0,,10,,,,,"*Horie, Atsuya","Horie, Atsuya",True,atsuya horie,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.05405405405405406,,,,,,,"*Horie, Atsuya",0.0,1.0,0.0,,0.0,0.0,0.0,0.0,37.0,9.1,0.0,0.0,0.0,1.0,0.96,9.333333333333334,0.8571428571428571,0.2702702702702703,0.21621621621621623,9.642857142857142,1.9285714285714284,0.0,False,True
,12,,,13,40,,,3,,,,,,,13,0,,29,,,,,"Kawano, Kei","Kawano, Kei",False,kei kawano,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.06467661691542288,,,,,,,"Kawano, Kei",3.0,1.0,1.0,,0.0,0.0,0.0,0.75,201.0,51.1,0.0,1.0,3.0,11.0,1.93,51.333333333333336,1.0324675324675323,0.14427860696517414,0.07960199004975126,5.084415584415584,2.279220779220779,0.525974025974026,True,True
,14,,,9,19,,,0,,,,,,,7,2,,10,,,,,"Kemna, Makoto","Kemna, Makoto",False,makoto kemna,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.0958904109589041,,,,,,,"Kemna, Makoto",3.0,3.0,0.0,,0.0,0.0,0.0,0.5,73.0,16.1,1.0,2.0,0.0,8.0,4.41,16.333333333333332,1.5918367346938778,0.136986301369863,0.0410958904109589,5.510204081632653,3.857142857142857,0.0,False,False
,22,,,4,19,,,0,,,,,,,6,0,,18,,,,,"Kikuchi, Harun","Kikuchi, Harun",False,harun kikuchi,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.0594059405940594,,,,,,,"Kikuchi, Harun",0.0,0.0,3.0,,0.0,0.0,0.0,0.0,101.0,26.0,0.0,1.0,1.0,3.0,1.04,26.0,0.9615384615384616,0.1782178217821782,0.1188118811881188,6.230769230769231,2.076923076923077,0.0,False,True
,3,,,1,4,,,1,,,,,,,2,0,,1,,,,,"Kobune, Tsubasa","Kobune, Tsubasa",False,tsubasa kobune,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.14285714285714285,,,,,,,"Kobune, Tsubasa",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,0.07142857142857142,-0.07142857142857142,3.0,6.0,3.0,False,False
,16,,,16,23,,,2,,,,,,,12,0,,4,,,,,"Kudo, Taiki","Kudo, Taiki",False,taiki kudo,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.15,,,,,,,"Kudo, Taiki",0.0,2.0,1.0,,0.0,0.0,0.0,0.0,80.0,16.0,2.0,2.0,0.0,16.0,9.0,16.0,2.1875,0.05,-0.09999999999999999,2.25,6.75,1.125,False,False
,7,,,1,4,,,0,,,,,,,2,0,,2,,,,,"*Kurohara, Takumi","Kurohara, Takumi",True,takumi kurohara,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.07142857142857142,,,,,,,"*Kurohara, Takumi",0.0,1.0,0.0,,0.0,0.0,0.0,0.0,28.0,7.1,0.0,0.0,0.0,1.0,1.23,7.333333333333333,0.8181818181818182,0.07142857142857142,0.0,2.4545454545454546,2.4545454545454546,0.0,False,True
,8,,,2,5,,,0,,,,,,,2,0,,6,,,,,"Masuda, Takehisa","Masuda, Takehisa",False,takehisa masuda,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.05714285714285714,,,,,,,"Masuda, Takehisa",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,35.0,8.0,3.0,1.0,0.0,1.0,1.13,8.0,0.875,0.17142857142857143,0.1142857142857143,6.75,2.25,0.0,False,True
,16,,,6,19,,,2,,,,,,,4,0,,19,,,,,"Matsumoto, Ryuya","Matsumoto, Ryuya",False,ryuya matsumoto,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.0547945205479452,,,,,,,"Matsumoto, Ryuya",3.0,0.0,0.0,,0.0,0.0,0.0,1.0,73.0,18.1,0.0,1.0,0.0,6.0,2.95,18.333333333333332,1.2545454545454546,0.2602739726027397,0.2054794520547945,9.327272727272728,1.9636363636363638,0.9818181818181819,False,False
,3,,,6,17,,,1,,,,,,,1,0,,10,,,,,"*Mori, Shohei","Mori, Shohei",True,shohei mori,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.019230769230769232,,,,,,,"*Mori, Shohei",0.0,2.0,0.0,,0.0,0.0,0.0,0.0,52.0,12.0,0.0,0.0,0.0,5.0,3.75,12.0,1.5,0.19230769230769232,0.17307692307692307,7.5,0.75,0.75,False,False
,1,,,1,3,,,1,,,,,,,0,0,,3,,,,,"Morishita, Masato","Morishita, Masato",False,masato morishita,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.0,,,,,,,"Morishita, Masato",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.25,0.25,9.0,0.0,3.0,False,True
,7,,,8,33,,,2,,,,,,,5,0,,30,,,,,"Ohsera, Daichi","Ohsera, Daichi",False,daichi ohsera,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.03333333333333333,,,,,,,"Ohsera, Daichi",3.0,1.0,0.0,,0.0,0.0,0.0,0.75,150.0,37.2,0.0,0.0,0.0,8.0,1.91,37.666666666666664,1.008849557522124,0.2,0.16666666666666669,7.168141592920354,1.1946902654867257,0.4778761061946903,True,True
,1,,,0,1,,,0,,,,,,,0,0,,2,,,,,"Okamoto, Shun","Okamoto, Shun",False,shun okamoto,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.0,,,,,,,"Okamoto, Shun",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.18181818181818182,0.18181818181818182,6.0,0.0,0.0,False,True
,8,,,8,12,,,0,,,,,,,6,0,,4,,,,,"Saito, Taichi","Saito, Taichi",False,taichi saito,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.15,,,,,,,"Saito, Taichi",0.0,1.0,1.0,,0.0,0.0,0.0,0.0,40.0,7.2,0.0,1.0,0.0,8.0,9.39,7.666666666666667,2.3478260869565215,0.1,-0.04999999999999999,4.695652173913043,7.0434782608695645,0.0,False,False
,7,,,8,15,,,1,,,,,,,8,0,,22,,,,,"Saitoh, Yuta","Saitoh, Yuta",False,yuta saitoh,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.08695652173913043,,,,,,,"Saitoh, Yuta",2.0,0.0,0.0,,0.0,0.0,0.0,1.0,92.0,22.1,1.0,1.0,0.0,6.0,2.42,22.333333333333332,1.0298507462686568,0.2391304347826087,0.15217391304347827,8.865671641791046,3.2238805970149254,0.40298507462686567,False,False
,11,,,25,55,,,1,,,,,,,23,0,,58,,,,,"*Sato, Ryunosuke","Sato, Ryunosuke",True,ryunosuke sato,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.08333333333333333,,,,,,,"*Sato, Ryunosuke",2.0,4.0,0.0,,0.0,0.0,0.0,0.333,276.0,67.0,3.0,3.0,0.0,20.0,2.69,67.0,1.164179104477612,0.21014492753623187,0.12681159420289856,7.791044776119403,3.08955223880597,0.13432835820895522,True,False
,11,,,7,14,,,0,,,,,,,3,0,,11,,,,,"Shimauchi, Sotaro","Shimauchi, Sotaro",False,sotaro shimauchi,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.05454545454545454,,,,,,,"Shimauchi, Sotaro",0.0,1.0,0.0,,0.0,0.0,0.0,0.0,55.0,11.0,4.0,1.0,0.0,6.0,4.91,11.0,1.5454545454545454,0.2,0.14545454545454548,9.0,2.4545454545454546,0.0,False,False
,9,,,3,11,,,2,,,,,,,4,0,,7,,,,,"*Sugihara, Mirai","Sugihara, Mirai",True,mirai sugihara,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.06666666666666667,,,,,,,"*Sugihara, Mirai",1.0,0.0,0.0,,0.0,0.0,0.0,1.0,60.0,15.2,0.0,1.0,0.0,2.0,1.15,15.666666666666666,0.9574468085106383,0.11666666666666667,0.05,4.021276595744681,2.297872340425532,1.148936170212766,False,True
,20,,,4,25,,,1,,,,,,,4,0,,21,,,,,"Sugita, Takeru","Sugita, Takeru",False,takeru sugita,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.032,,,,,,,"Sugita, Takeru",0.0,0.0,1.0,,0.0,0.0,0.0,0.0,125.0,33.0,1.0,3.0,0.0,4.0,1.09,33.0,0.8787878787878788,0.168,0.136,5.7272727272727275,1.0909090909090908,0.2727272727272727,True,True
,1,,,0,0,,,0,,,,,,,0,0,,1,,,,,"Suzuki, Kenya","Suzuki, Kenya",False,kenya suzuki,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.0,,,,,,,"Suzuki, Kenya",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,9.0,0.0,0.0,False,True
,3,,,13,22,,,0,,,,,,,5,0,,9,,,,,"*Taka, Taichi","Taka, Taichi",True,taichi taka,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.07575757575757576,,,,,,,"*Taka, Taichi",0.0,2.0,0.0,,0.0,0.0,0.0,0.0,66.0,13.0,1.0,1.0,1.0,11.0,7.62,13.0,2.076923076923077,0.13636363636363635,0.060606060606060594,6.230769230769231,3.4615384615384617,0.0,False,False
,18,,,13,21,,,0,,,,,,,17,0,,15,,,,,"*Takahashi, Kouya","Takahashi, Kouya",True,kouya takahashi,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.1588785046728972,,,,,,,"*Takahashi, Kouya",0.0,1.0,2.0,,0.0,0.0,0.0,0.0,107.0,23.0,0.0,3.0,0.0,12.0,4.7,23.0,1.6521739130434783,0.14018691588785046,-0.01869158878504673,5.869565217391305,6.6521739130434785,0.0,False,False
,2,,,4,5,,,0,,,,,,,1,0,,0,,,,,"*Takeshita, Kaito","Takeshita, Kaito",True,kaito takeshita,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.09090909090909091,,,,,,,"*Takeshita, Kaito",0.0,1.0,0.0,,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,-0.09090909090909091,0.0,9.0,0.0,False,False
,4,,,6,21,,,0,,,,,,,5,0,,19,,,,,"*Tamamura, Shogo","Tamamura, Shogo",True,shogo tamamura,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.05555555555555555,,,,,,,"*Tamamura, Shogo",2.0,1.0,0.0,,1.0,0.0,0.0,0.667,90.0,23.0,0.0,0.0,0.0,6.0,2.35,23.0,1.1304347826086956,0.2111111111111111,0.15555555555555556,7.434782608695652,1.9565217391304348,0.0,False,True
,1,,,1,3,,,0,,,,,,,1,0,,3,,,,,"Tarnok, Freddy","Tarnok, Freddy",False,freddy tarnok,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.07142857142857142,,,,,,,"Tarnok, Freddy",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,1.0,2.25,4.0,1.0,0.21428571428571427,0.14285714285714285,6.75,2.25,0.0,False,True
,6,,,3,4,,,1,,,,,,,3,0,,6,,,,,"*Tsuji, Taiga","Tsuji, Taiga",True,taiga tsuji,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.13636363636363635,,,,,,,"*Tsuji, Taiga",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,5.1,0.0,0.0,0.0,3.0,5.06,5.333333333333333,1.3125,0.2727272727272727,0.13636363636363635,10.125,5.0625,1.6875,False,False
,12,,,3,12,,,0,,,,,,,4,0,,12,,,,,"Tsunehiro, Hayato","Tsunehiro, Hayato",False,hayato tsunehiro,NPB,CL,c,Hiroshima Toyo Carp,npb_farm,pitching,https://npb.jp/bis/eng/2026/stats/idp2_c.html,4,,,0.07692307692307693,,,,,,,"Tsunehiro, Hayato",0.0,0.0,2.0,,0.0,0.0,0.0,0.0,52.0,12.0,0.0,0.0,0.0,3.0,2.25,12.0,1.3333333333333333,0.23076923076923078,0.15384615384615385,9.0,3.0,0.0,False,False
"Akahane, Yoshihiro",34,95.0,90.0,8,23,4.0,0.0,2,33.0,8.0,6.0,0.0,1.0,0.0,4,0,0.0,25,1.0,0.256,0.367,0.287,"Akahane, Yoshihiro","Akahane, Yoshihiro",False,yoshihiro akahane,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.6539999999999999,0.11099999999999999,0.042105263157894736,0.2631578947368421,0.021052631578947368,6.0,1.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Hashimoto, Seiya",13,16.0,14.0,3,2,1.0,0.0,0,3.0,1.0,0.0,0.0,0.0,1.0,1,0,0.0,3,0.0,0.143,0.214,0.188,"*Hashimoto, Seiya","Hashimoto, Seiya",True,seiya hashimoto,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.402,0.07100000000000001,0.0625,0.1875,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Higuma, Montell",16,38.0,36.0,6,16,3.0,0.0,1,22.0,4.0,3.0,0.0,0.0,0.0,2,0,0.0,6,1.0,0.444,0.611,0.474,"Higuma, Montell","Higuma, Montell",False,montell higuma,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,1.085,0.16699999999999998,0.05263157894736842,0.15789473684210525,0.02631578947368421,3.0,1.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Hirosawa, Yu",21,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Hirosawa, Yu","Hirosawa, Yu",False,yu hirosawa,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoshi, Tomoya",24,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Hoshi, Tomoya","Hoshi, Tomoya",False,tomoya hoshi,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Iida, Ryuto",1,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Iida, Ryuto","Iida, Ryuto",False,ryuto iida,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Ishihara, Yuki",1,1.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,"*Ishihara, Yuki","Ishihara, Yuki",True,yuki ishihara,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishii, Takumi",7,20.0,18.0,2,2,1.0,0.0,0,3.0,1.0,0.0,0.0,0.0,0.0,2,0,0.0,6,0.0,0.111,0.167,0.2,"Ishii, Takumi","Ishii, Takumi",False,takumi ishii,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.367,0.05600000000000001,0.1,0.3,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Itoh, Ryui",51,101.0,89.0,8,13,1.0,1.0,2,22.0,6.0,2.0,2.0,2.0,0.0,9,3,1.0,34,3.0,0.146,0.247,0.232,"Itoh, Ryui","Itoh, Ryui",False,ryui itoh,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.479,0.101,0.0891089108910891,0.33663366336633666,0.019801980198019802,4.0,0.5,5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
"*Iwata, Yukihiro",56,204.0,192.0,21,48,6.0,0.0,1,57.0,13.0,16.0,4.0,1.0,1.0,8,0,2.0,45,2.0,0.25,0.297,0.286,"*Iwata, Yukihiro","Iwata, Yukihiro",True,yukihiro iwata,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.583,0.046999999999999986,0.0392156862745098,0.22058823529411764,0.004901960784313725,20.0,0.8,6.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
"Kitamura, Keigo",8,13.0,13.0,0,1,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,5,1.0,0.077,0.077,0.077,"Kitamura, Keigo","Kitamura, Keigo",False,keigo kitamura,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.154,0.0,0.0,0.38461538461538464,0.0,0.0,,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Kizawa, Naofumi",11,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Kizawa, Naofumi","Kizawa, Naofumi",False,naofumi kizawa,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Koga, Yudai",41,153.0,142.0,8,34,4.0,1.0,0,40.0,19.0,0.0,0.0,2.0,1.0,4,1,4.0,15,4.0,0.239,0.282,0.278,"Koga, Yudai","Koga, Yudai",False,yudai koga,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.56,0.04299999999999998,0.026143790849673203,0.09803921568627451,0.0,0.0,,4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
"*Kozawa, Reiji",8,1.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Kozawa, Reiji","Kozawa, Reiji",True,reiji kozawa,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Liranzo, Jesus",11,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Liranzo, Jesus","Liranzo, Jesus",False,jesus liranzo,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Maruyama, Kazuya",30,82.0,81.0,11,29,5.0,1.0,2,42.0,8.0,4.0,0.0,0.0,0.0,1,0,0.0,13,0.0,0.358,0.519,0.366,"*Maruyama, Kazuya","Maruyama, Kazuya",True,kazuya maruyama,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.885,0.16100000000000003,0.012195121951219513,0.15853658536585366,0.024390243902439025,4.0,1.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Maruyama, Shota",15,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Maruyama, Shota","Maruyama, Shota",True,shota maruyama,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Masuda, Shu",48,160.0,138.0,16,40,5.0,0.0,4,57.0,17.0,2.0,1.0,0.0,2.0,18,0,2.0,28,3.0,0.29,0.413,0.375,"Masuda, Shu","Masuda, Shu",False,shu masuda,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.788,0.123,0.1125,0.175,0.025,3.0,0.6666666666666666,4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
"*Masui, Shohta",2,1.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,"*Masui, Shohta","Masui, Shohta",True,shohta masui,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Matsumoto, Kengo",10,17.0,17.0,0,3,0.0,0.0,0,3.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,11,0.0,0.176,0.176,0.176,"Matsumoto, Kengo","Matsumoto, Kengo",False,kengo matsumoto,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.352,0.0,0.0,0.6470588235294118,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Matsumoto, Naoki",1,1.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Matsumoto, Naoki","Matsumoto, Naoki",False,naoki matsumoto,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Matsushita, Ayuto",10,26.0,25.0,0,4,1.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,9,0.0,0.16,0.2,0.192,"Matsushita, Ayuto","Matsushita, Ayuto",False,ayuto matsushita,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.392,0.04000000000000001,0.0,0.34615384615384615,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Miyamoto, Takeshi",16,17.0,16.0,2,5,0.0,0.0,1,8.0,3.0,0.0,0.0,0.0,0.0,0,0,1.0,5,0.0,0.313,0.5,0.353,"*Miyamoto, Takeshi","Miyamoto, Takeshi",True,takeshi miyamoto,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.853,0.187,0.0,0.29411764705882354,0.058823529411764705,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Mogi, Eigoro",22,39.0,30.0,5,7,1.0,0.0,0,8.0,2.0,0.0,0.0,1.0,0.0,7,0,1.0,9,0.0,0.233,0.267,0.395,"*Mogi, Eigoro","Mogi, Eigoro",True,eigoro mogi,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.662,0.034,0.1794871794871795,0.23076923076923078,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Moiseev, Nikita",2,2.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.5,"*Moiseev, Nikita","Moiseev, Nikita",True,nikita moiseev,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.5,0.0,0.5,0.0,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Nagaoka, Hideki",49,202.0,183.0,20,44,8.0,1.0,0,54.0,8.0,2.0,3.0,2.0,0.0,16,0,1.0,31,4.0,0.24,0.295,0.305,"*Nagaoka, Hideki","Nagaoka, Hideki",True,hideki nagaoka,NPB,CL,s,Tokyo Yakult Swallows,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_s.html,4,0.6,0.05499999999999999,0.07920792079207921,0.15346534653465346,0.0,5.0,0.4,7.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
