candidate_key,candidate_news_scope,fit_slot,player_id,player_name,search_name,team_or_org,position_or_role,market_realism_status,contract_control_bucket,medical_risk_bucket,market_realism_fit_blend_for_triage_only,person_url,source_url,article_rows,usable_article_rows,english_article_rows,korean_article_rows,injury_medical_article_rows,contract_market_article_rows,korea_willingness_article_rows,adaptation_context_article_rows,latest_candidate_news_date,top_candidate_news_titles,top_candidate_news_links,candidate_news_status,candidate_news_release_policy,is_final_recommendation,shortlist_label_allowed,candidate_name_release_allowed,candidate_news_score_release_allowed
69cf675fde869cf2,run026_market_realism_priority_expanded,asian_quota,,HUANG Wei Sheng,HUANG Wei Sheng,Brothers,First-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005298,https://en.cpbl.com.tw/team?ClubNo=ACN,0,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
c718bca5c65c4f94,run026_market_realism_priority_expanded,asian_quota,,CHAN Tzu Hsien,CHAN Tzu Hsien,Brothers,Left-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000002297,https://en.cpbl.com.tw/team?ClubNo=ACN,3,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
d3e640f66642324f,run026_market_realism_priority_expanded,asian_quota,,CHEN Hu,CHEN Hu,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000000771,https://en.cpbl.com.tw/team?ClubNo=ACN,7,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
f9145705b9896156,run026_market_realism_priority_expanded,asian_quota,,CHIANG Chung Chen,CHIANG Chung Chen,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000001232,https://en.cpbl.com.tw/team?ClubNo=ACN,0,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
31172afbd9993351,run026_market_realism_priority_expanded,asian_quota,,HSIEH Jung Hao,HSIEH Jung Hao,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000003506,https://en.cpbl.com.tw/team?ClubNo=ACN,0,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
8f637cde64ba5f17,run026_market_realism_priority_expanded,asian_quota,,LEE Chen Chang,LEE Chen Chang,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000003331,https://en.cpbl.com.tw/team?ClubNo=ACN,2,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
ef34a68bf858688f,run026_market_realism_priority_expanded,asian_quota,,LU Yen Ching,LU Yen Ching,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000003639,https://en.cpbl.com.tw/team?ClubNo=ACN,0,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
61a8ea85674daa56,run026_market_realism_priority_expanded,asian_quota,,TSAI Chi Che,TSAI Chi Che,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000000778,https://en.cpbl.com.tw/team?ClubNo=ACN,0,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
63d8a573a2b6111e,run026_market_realism_priority_expanded,asian_quota,,WEI Shuo Cheng,WEI Shuo Cheng,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005572,https://en.cpbl.com.tw/team?ClubNo=ACN,0,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
32b9a113fe643865,run026_market_realism_priority_expanded,asian_quota,,WU Chun Wei,WU Chun Wei,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000004625,https://en.cpbl.com.tw/team?ClubNo=ACN,2,1,1,0,1,0,1,0,2026-02-15 08:00:00+00:00,Malixi finishes third as Yang runs away with Asia Pacific title - SPIN.ph: Sports Interactive Network Philippines,https://news.google.com/rss/articles/CBMiswFBVV95cUxPRTY2SUdVT1FyQTJwWVRNUlFyN1cycnN5UF9aVXRDV2pqU2lYTWVSRDRxalN2Y3d0dXM1UWF4TGRkaVdwRnNRTl9xVjlPc0Z4bjU2dDE1bTE5eEJWUFJXMXhYZ3U5NTR2dTNhQTV5Y0lGcWlpYTNNZWNDRm10TnFUQXo4NGhhSC1LOFBfY0IzQ185ZHBrTkJ3ZXFiWUotLUVzWkRGaHEwYl9VdkR0dW9xcnNKMA?oc=5,medical_news_review_needed,candidate_news_signals_research_only_no_recommendation,False,False,False,False
c1a28e2afc520384,run026_market_realism_priority_expanded,asian_quota,,WU Li Chen,WU Li Chen,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007276,https://en.cpbl.com.tw/team?ClubNo=ACN,1,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
a96040b69b8259ba,run026_market_realism_priority_expanded,asian_quota,,YOU Jun You,YOU Jun You,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007281,https://en.cpbl.com.tw/team?ClubNo=ACN,10,3,0,3,3,0,1,0,,"‘故 최진실 딸’ 최준희, 직접 결혼 발표 “시집갑니다..따뜻한 축복·... | 이정재·임지연·김지훈·서지혜 ‘얄미운 사랑’, 단체 포스터 공개..1... | LGU+, LG트윈스 통합 우승 기념 ‘윈윈 페스티벌’ 실시",http://www.breaknews.com/1185617 | http://www.breaknews.com/1150679 | http://www.breaknews.com/1158828,medical_news_review_needed,candidate_news_signals_research_only_no_recommendation,False,False,False,False
88cbcc9e11201bf9,run026_market_realism_priority_expanded,asian_quota,,CHANG Jen Wei,CHANG Jen Wei,Brothers,Second-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006730,https://en.cpbl.com.tw/team?ClubNo=ACN,0,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
10c588172b046ac5,run026_market_realism_priority_expanded,asian_quota,,LIN Jui Chun,LIN Jui Chun,Brothers,Second-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005567,https://en.cpbl.com.tw/team?ClubNo=ACN,2,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
b23f6e7cff319bfb,run026_market_realism_priority_expanded,asian_quota,,CHANG Shr Lun,CHANG Shr Lun,Brothers,Shortstop,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007085,https://en.cpbl.com.tw/team?ClubNo=ACN,1,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
4c25d0dd81e484e7,run026_market_realism_priority_expanded,asian_quota,,CHIANG Kun Yu,CHIANG Kun Yu,Brothers,Shortstop,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000004636,https://en.cpbl.com.tw/team?ClubNo=ACN,7,4,3,1,0,3,2,0,2025-01-25 08:00:00+00:00,SS Chiang Kun-yu Agrees to Largest Contract in CPBL History with CTBC Brothers - World Baseball Network | CTBC Brothers renew shortstop Chiang Kun-yu’s contract in record deal - Taipei Times | Taiwan’s Chiang Kun-yu signs 10-year contract with CTBC Brothers - Taiwan News,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQU0NjS3dwanByUElIWHhOT3l6bTZCRjZaOVBkTWotSGkyTzZRTzdvTWp2MDRiT1RrS1JaZmZfRjR4UkJHY1dEQ05DRGowaEQwdGVNY1hqc1ZMUUE5aHBFRzBfb3Y3SDhaZnZhSVJhSTI4YzhZQXUwczNadlhSTXBGcFdFeHp5NmFMY3oyX0I5dVAxaE1mU3owOUpncmhMSEFfc0NEQ05IV24?oc=5 | https://news.google.com/rss/articles/CBMieEFVX3lxTE5rcUpXR01UUzBGMnNYLTlBdmJHaVZLZFdQdXVRcWxHODVuOWdXQzZOWmpZdk5oS0JmZDFJdkRMNlN5SWxObVNiQ3RYcTNCY01KTTdIRm9tT2l6eVN3Zk1HbWE1YWZNcTc5VFJyeG5tMWhHWC1SNVRuLQ?oc=5 | https://news.google.com/rss/articles/CBMiVEFVX3lxTE45eFBGc21LWHhPaXVhZmFFWHRYZ2ZlQXNJLXdTWHdaXzFHOVBOam1jaFRYTjdxMTl0bjV3WG5zUVNESlJiV2VIdEJ1TDdHSFVwTThETg?oc=5,market_contract_news_review_needed,candidate_news_signals_research_only_no_recommendation,False,False,False,False
8b9c3bf14fba5f09,run026_market_realism_priority_expanded,asian_quota,,WANG Cheng Shun,WANG Cheng Shun,Brothers,Third-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000002307,https://en.cpbl.com.tw/team?ClubNo=ACN,0,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
abcd007c02e88802,run026_market_realism_priority_expanded,asian_quota,,WANG Wei Chen,WANG Wei Chen,Brothers,Third-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000000929,https://en.cpbl.com.tw/team?ClubNo=ACN,5,1,0,1,0,0,1,0,,"크레용팝, 中 인기 아이돌과 콜라보..해외 러브콜 계속",https://m.entertain.naver.com/article/109/0002983009,korea_or_overseas_context_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
276c736bd5c855b8,run026_market_realism_priority_expanded,asian_quota,,JIANG Shao Hong,JIANG Shao Hong,DRAGONS,Catcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005291,https://en.cpbl.com.tw/team?ClubNo=AAA,1,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
f02d1d6feebf41ea,run026_market_realism_priority_expanded,asian_quota,,LIN Chen Hsun,LIN Chen Hsun,DRAGONS,Catcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006217,https://en.cpbl.com.tw/team?ClubNo=AAA,0,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
d6cd8da4ef8adf77,run026_market_realism_priority_expanded,asian_quota,,HSU Po Hung,HSU Po Hung,DRAGONS,Center-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007308,https://en.cpbl.com.tw/team?ClubNo=AAA,0,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
2d0670e213e2863f,run026_market_realism_priority_expanded,asian_quota,,KUO Tian Shin,KUO Tian Shin,DRAGONS,Center-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005549,https://en.cpbl.com.tw/team?ClubNo=AAA,1,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
be4f9ff8fa81b341,run026_market_realism_priority_expanded,asian_quota,,WANG Shun Ho,WANG Shun Ho,DRAGONS,Center-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006216,https://en.cpbl.com.tw/team?ClubNo=AAA,2,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
034265bc8aac7a34,run026_market_realism_priority_expanded,asian_quota,,CHU Yu Hsien,CHU Yu Hsien,DRAGONS,First-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000001318,https://en.cpbl.com.tw/team?ClubNo=AAA,5,1,1,0,1,0,1,0,2020-04-24 07:00:00+00:00,CPBL: Rakuten Monkeys jump on UniLions with early homers - Call To The Pen,https://news.google.com/rss/articles/CBMijAFBVV95cUxPOHRjTzA3aE8zdHdVVjFXZzRLU2NqTUJnRHlOVG00WXFVQ0Rzd3hvbU1VY3pzUko5V3pqSWpkTENkUGMtLWtVWm9GN3JXTmNPSmdtRm5Cc1RNamo2Ung0ZG1vT2FCcm1Mb0pqM0dPOUJ3eVRLazZfRU00UlBfYVVlM3NPM3c5ZzlYbXBDNA?oc=5,medical_news_review_needed,candidate_news_signals_research_only_no_recommendation,False,False,False,False
d3208fff8924f209,run026_market_realism_priority_expanded,asian_quota,,Giljegiljaw．Kungkuan,Giljegiljaw．Kungkuan,DRAGONS,First-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000003625,https://en.cpbl.com.tw/team?ClubNo=AAA,6,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
bc38fb9a8d38e12f,run026_market_realism_priority_expanded,asian_quota,,LIN Xiao Cheng,LIN Xiao Cheng,DRAGONS,Left-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005548,https://en.cpbl.com.tw/team?ClubNo=AAA,1,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
be991ce769520fae,run026_market_realism_priority_expanded,asian_quota,,CHEN Kuan Wei,CHEN Kuan Wei,DRAGONS,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005555,https://en.cpbl.com.tw/team?ClubNo=AAA,1,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
b6c401b1562a35e1,run026_market_realism_priority_expanded,asian_quota,,LI Chao,LI Chao,DRAGONS,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006160,https://en.cpbl.com.tw/team?ClubNo=AAA,5,2,2,0,2,1,1,0,2026-05-21 07:00:00+00:00,"Crude Oil Rose, Metals Saw Overseas Market Outperform Domestic Market, Lithium Carbonate, Polysilicon, and Coke Fell Over 1%, Coking Coal Fell Over 3% [SMM Midday Review] - SMM Metal | Rogue Filipino officers contracting themselves out to Chinese loan sharks - South China Morning Post",https://news.google.com/rss/articles/CBMi_AFBVV95cUxNalBTanl2bFU4ZUZLemhlNHR6SEI5UXVhZUp2VkcyR0dEc290LUxOU1QxX0FRdnNhV01qd3JaeDA1dTZidHplQlA5TUxxRkVBbHUxRHZYWHlLSFRQcVNKa2NETDUxeUZPdG16RDVzUGsyREpCSFdIT21JS1p2ejZKUDQ1bXM1emI3Z0tyUjVTb0pvWEIybkYwMkphUUxMeW1EOHliU0dIRlVvN3RtUnhkaGhUVGRIeTRxd0c1V1dzUUM4RXhTYURDS0ZfblBGN216c0lYakpjcUZoQWVMYTZZY1k4bVlFUkdnTHQ3MzczY1F1TVY3azUtRkVIeTM?oc=5 | https://news.google.com/rss/articles/CBMitwFBVV95cUxOMl9wa2JDWThzNkF4T1MzOV80N1NPSkhzZDhoeXN2RTd2R1hpVTJxcUVMb1pmczcwRHM5M0ZDR08xZXJNXzREUDByeGlvNWZYMVBkaGhBYS11M0RiMGJFbFFfaDBkWlphRkZseVN4UWhaNFcweTJxblR0R2pHUUxOV3YycWJJNjFEdV9PQjJSQ0IyeGdab1ozd2RlckI4ZGQ0VjVDYzg3ZUNfSXlqN0RKX1FSOUpQVmPSAbcBQVVfeXFMTl9Qd2VILWhVS1hHMDladVFWTUpRbVFtc1paVTFIclNKOV9VRW5MT3hfRE42dFdiUWU4UHNxdTRKaE0yUUZtWTc4UHFPQm8wd2tWZ19yU29oREJYYTlPTzZtWU5wdjZUbVUtaGtHTEFLbV9vei1aQ0E0dHlPVVY0ajQwOWNIZ0xQeTJKbGdqN3FxMkJ6ajZHNHhpakN4SWpSZG5jdlczZnIteElmdmJmQkE4XzRpN3BV?oc=5,medical_news_review_needed,candidate_news_signals_research_only_no_recommendation,False,False,False,False
7a8c9290766d062b,run026_market_realism_priority_expanded,asian_quota,,LIN Kai Wei,LIN Kai Wei,DRAGONS,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005788,https://en.cpbl.com.tw/team?ClubNo=AAA,6,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
b54ef9662da61a53,run026_market_realism_priority_expanded,asian_quota,,LIN Tzu Yu,LIN Tzu Yu,DRAGONS,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000001821,https://en.cpbl.com.tw/team?ClubNo=AAA,3,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
7d4fe0238dc6c679,run026_market_realism_priority_expanded,asian_quota,,LU Wei Cheng,LU Wei Cheng,DRAGONS,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005552,https://en.cpbl.com.tw/team?ClubNo=AAA,0,0,0,0,0,0,0,0,,,,no_candidate_specific_news_found,candidate_news_signals_research_only_no_recommendation,False,False,False,False
