season,player_key,player_name,player_name_en,kbo_team,role_group,role_model_family,source_confidence_1_5,outcome_available,label_available,success,strong_success,failure,first_kbo_pa,first_kbo_ip,first_kbo_war,first_kbo_wrc_plus,first_kbo_era,renewed_next_year,in_season_replaced,injury_exit_flag,performance_exit_flag,matched_to_savant,has_pre_kbo_savant_features,match_method,match_score,matched_savant_name,matched_savant_player_id,prior_savant_years,prior_savant_rows,prior_savant_latest_year,pre_pa,pre_pitch,pre_games,pre_start_proxy_games,pre_games_80plus_pitches,pre_games_90plus_pitches,pre_games_100plus_pitches,pre_bb_hbp_pct,pre_k_pct,pre_hr_pct,pre_woba_allowed,pre_xwoba_allowed_bbe,pre_xslg_allowed_bbe,pre_whiff_per_swing,pre_chase_rate,pre_zone_rate,pre_first_pitch_nonball_rate,pre_three_ball_pitch_rate,pre_hardhit_rate,pre_barrel_rate,pre_start_proxy_rate,pre_third_time_game_rate,pre_early_1_3_woba_allowed,pre_runner_on_base_woba_allowed,pre_risp_woba_allowed,pre_third_time_woba_allowed,pre_starter_stabilizer_score,pre_bb_pct,pre_woba,pre_zone_swing_rate,pre_nonfast_chase_rate,pre_nonfast_whiff_per_swing,pre_sweet_spot_rate,pre_air_bbe_rate,pre_same_field_air_rate_proxy,pre_low_velo_xwoba,pre_high_velo_xwoba,pre_break_off_xwoba,pre_hitter_count_xwoba,pre_ssg_message_screen_score,has_pre_kbo_milb,milb_stat_group,pre_kbo_milb_rows,pre_kbo_milb_latest_year,pre_kbo_milb_recent_rows,pre_kbo_milb_highest_level_score,pre_kbo_aaa_rows,pre_kbo_aa_rows,pre_kbo_milb_pa,pre_kbo_milb_hr,pre_kbo_milb_ops,pre_kbo_milb_obp,pre_kbo_milb_slg,pre_kbo_milb_k_pct,pre_kbo_milb_bb_pct,pre_kbo_milb_ip,pre_kbo_milb_games,pre_kbo_milb_games_started,pre_kbo_milb_k9,pre_kbo_milb_bb9,pre_kbo_milb_hr9,pre_kbo_milb_era,pre_kbo_milb_whip,has_model_pre_kbo_features,model_feature_source,archetype_cluster_id,archetype_name,archetype_input_features,z__hitter_quality_of_contact__pre_woba,z__hitter_quality_of_contact__pre_hardhit_rate,z__hitter_quality_of_contact__pre_barrel_rate,z__hitter_quality_of_contact__pre_sweet_spot_rate,z__hitter_quality_of_contact__pre_air_bbe_rate,z__hitter_quality_of_contact__pre_low_velo_xwoba,z__hitter_quality_of_contact__pre_high_velo_xwoba,z__hitter_quality_of_contact__pre_break_off_xwoba,z__hitter_quality_of_contact__pre_hitter_count_xwoba,hitter_quality_of_contact_score,hitter_quality_of_contact_nonnull_features,z__hitter_contact_discipline_floor__pre_bb_pct,z__hitter_contact_discipline_floor__pre_k_pct,z__hitter_contact_discipline_floor__pre_whiff_per_swing,z__hitter_contact_discipline_floor__pre_chase_rate,z__hitter_contact_discipline_floor__pre_nonfast_chase_rate,z__hitter_contact_discipline_floor__pre_nonfast_whiff_per_swing,z__hitter_contact_discipline_floor__pre_zone_swing_rate,hitter_contact_discipline_floor_score,hitter_contact_discipline_floor_nonnull_features,z__hitter_milb_surface_power__pre_kbo_milb_ops,z__hitter_milb_surface_power__pre_kbo_milb_obp,z__hitter_milb_surface_power__pre_kbo_milb_slg,z__hitter_milb_surface_power__pre_kbo_milb_hr,z__hitter_milb_surface_power__pre_kbo_milb_bb_pct,z__hitter_milb_surface_power__pre_kbo_milb_k_pct,hitter_milb_surface_power_score,hitter_milb_surface_power_nonnull_features,z__hitter_track_continuity__pre_kbo_milb_latest_year,z__hitter_track_continuity__pre_kbo_milb_recent_rows,z__hitter_track_continuity__pre_kbo_milb_highest_level_score,z__hitter_track_continuity__pre_kbo_aaa_rows,z__hitter_track_continuity__pre_kbo_milb_pa,hitter_track_continuity_score,hitter_track_continuity_nonnull_features,z__hitter_ssg_pilot_screen__pre_ssg_message_screen_score,hitter_ssg_pilot_screen_score,hitter_ssg_pilot_screen_nonnull_features,z__pitcher_damage_suppression__pre_woba_allowed,z__pitcher_damage_suppression__pre_xwoba_allowed_bbe,z__pitcher_damage_suppression__pre_xslg_allowed_bbe,z__pitcher_damage_suppression__pre_hardhit_rate,z__pitcher_damage_suppression__pre_barrel_rate,z__pitcher_damage_suppression__pre_kbo_milb_hr9,z__pitcher_damage_suppression__pre_kbo_milb_era,z__pitcher_damage_suppression__pre_kbo_milb_whip,pitcher_damage_suppression_score,pitcher_damage_suppression_nonnull_features,z__pitcher_command_floor__pre_bb_hbp_pct,z__pitcher_command_floor__pre_three_ball_pitch_rate,z__pitcher_command_floor__pre_first_pitch_nonball_rate,z__pitcher_command_floor__pre_zone_rate,z__pitcher_command_floor__pre_kbo_milb_bb9,z__pitcher_command_floor__pre_kbo_milb_bb_pct,pitcher_command_floor_score,pitcher_command_floor_nonnull_features,z__pitcher_raw_miss_upside__pre_k_pct,z__pitcher_raw_miss_upside__pre_whiff_per_swing,z__pitcher_raw_miss_upside__pre_chase_rate,z__pitcher_raw_miss_upside__pre_kbo_milb_k9,z__pitcher_raw_miss_upside__pre_kbo_milb_k_pct,pitcher_raw_miss_upside_score,pitcher_raw_miss_upside_nonnull_features,z__pitcher_role_continuity_workload__pre_start_proxy_rate,z__pitcher_role_continuity_workload__pre_start_proxy_games,z__pitcher_role_continuity_workload__pre_games_80plus_pitches,z__pitcher_role_continuity_workload__pre_games_90plus_pitches,z__pitcher_role_continuity_workload__pre_games_100plus_pitches,z__pitcher_role_continuity_workload__pre_kbo_milb_ip,z__pitcher_role_continuity_workload__pre_kbo_milb_games_started,z__pitcher_role_continuity_workload__pre_kbo_milb_recent_rows,z__pitcher_role_continuity_workload__pre_kbo_milb_latest_year,z__pitcher_role_continuity_workload__pre_kbo_aaa_rows,pitcher_role_continuity_workload_score,pitcher_role_continuity_workload_nonnull_features,z__pitcher_traffic_stress_control__pre_runner_on_base_woba_allowed,z__pitcher_traffic_stress_control__pre_risp_woba_allowed,z__pitcher_traffic_stress_control__pre_third_time_woba_allowed,z__pitcher_traffic_stress_control__pre_early_1_3_woba_allowed,z__pitcher_traffic_stress_control__pre_starter_stabilizer_score,pitcher_traffic_stress_control_score,pitcher_traffic_stress_control_nonnull_features,layer2_bridge_status,layer2_release_policy,is_final_recommendation,shortlist_label_allowed,candidate_name_release_allowed,score_release_allowed
2023,아담플럿코,아담 플럿코,Adam Gregory Plutko,LG,starter,pitcher,4,True,True,1,0,0,,123.33333333333331,4.443898154050806,,2.41,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,4,pitcher_load_bearing_rotation_anchor,first_kbo_ip;first_kbo_war;first_kbo_era;first_kbo_k_bb_pct;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,outcome_archetype_label_only_no_prearrival_features,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,케이시켈리,케이시 켈리,Casey Patrick Kelly,LG,starter,pitcher,4,True,True,1,0,0,,178.66666666666666,3.3683585531384805,,3.83,0.0,0,0,0,True,False,exact_variant,1.0,"Kelly, Casey",543391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,pitching,16.0,2018.0,0.0,100.0,7.0,5.0,,,,,,0.1841220584432376,0.0729247478665632,900.0,185.0,166.0,7.12,2.82,0.87,4.170414814814815,1.3760111111111109,True,milb_only,4,pitcher_load_bearing_rotation_anchor,first_kbo_ip;first_kbo_war;first_kbo_era;first_kbo_k_bb_pct;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,,,,,,0.08004059255843018,-0.0,-0.00200443049642302,0.026012054020669056,3,,,,,0.2921504113982475,0.40797381196468513,0.3500621116814663,2,,,,-0.8283114017539728,-0.7383630676064243,-0.7833372346801986,2,,,,,,3.0,3.0,-1.1684897139230321,-2.8966206101082883,3.0,0.986977935193736,5,,,,,,,0,outcome_archetype_with_prearrival_fingerprint,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,제이슨마틴,제이슨 마틴,Jason Martin,NC,hitter,hitter,4,True,True,1,0,0,503.0,,3.5465073585510254,125.48999786376952,,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,0,hitter_everyday_middle_order_anchor,first_kbo_pa;first_kbo_war;first_kbo_wrc_plus;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,outcome_archetype_label_only_no_prearrival_features,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,에릭페디,에릭 페디,Erick James Fedde,NC,starter,pitcher,4,True,True,1,1,0,,180.33333333333337,7.631768488486962,,2.0,0.0,0,0,0,True,True,exact_variant,1.0,"Fedde, Erick",607200.0,2022,1.0,2022.0,573.0,2420.0,27.0,27.0,22.0,15.0,6.0,0.1012216404886562,0.1640488656195462,0.0366492146596858,0.3658216783216783,0.3951992746685551,0.5621238095238096,0.1709894332372718,0.2205533596837944,0.4772727272727273,0.6132404181184669,0.1024793388429752,0.4346793349168646,0.0807600950118764,1.0,0.8148148148148148,0.366056338028169,0.3755905511811024,0.3550335570469798,0.3838709677419355,47.177157396855065,,,,,,,,,,,,,,True,pitching,11.0,2022.0,2.0,100.0,1.0,0.0,,,,,,0.1891891891891892,0.054054054054054,9.0,2.0,2.0,7.0,2.0,0.0,2.0,1.1111111111111112,True,savant_and_milb,4,pitcher_load_bearing_rotation_anchor,first_kbo_ip;first_kbo_war;first_kbo_era;first_kbo_k_bb_pct;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,0.1561027435366913,-0.18382387259179234,-0.06553215179109857,-0.4366081165916571,-0.0,1.2517208219389588,1.600989586769361,1.1288108585114978,0.4314574837227451,8,-0.14507399192296774,-0.9342635163128385,0.20847845092488249,-0.524785514992522,0.9170061542562142,1.1031046131736992,0.10407769918774461,6,-0.1267257266038983,-0.38352237214522805,-0.7519391493180871,-0.9021523073749516,-0.6073055023682957,-0.5543290115620921,5,2.8161609620647288,1.9564159881208176,2.0441143885131217,2.633127727604788,3.0,-0.49974922528610494,-0.38358037373160747,0.0,-0.5793241220216576,-0.604707897906952,1.0382457447357132,10,-0.09007062411672599,0.09704592422858382,0.07049478773493174,0.06205905486901519,-0.31056178698497444,-0.034206528853833934,5,outcome_archetype_with_prearrival_fingerprint,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,태너털리,태너 털리,Tanner Paul Tully,NC,starter,pitcher,4,True,True,0,0,1,,64.66666666666667,1.8124392990837603,,2.92,0.0,0,0,0,True,True,exact_variant,1.0,"Tully, Tanner",668684.0,2022,1.0,2022.0,30.0,120.0,3.0,0.0,0.0,0.0,0.0,0.2,0.0666666666666666,0.0333333333333333,0.4568965517241379,0.4110343614718614,0.6384090909090909,0.1929824561403507,0.2542372881355932,0.475,0.5333333333333333,0.1416666666666666,0.4545454545454545,0.1363636363636363,0.0,0.0,,0.4375,0.3611111111111111,,,,,,,,,,,,,,,,True,pitching,10.0,2022.0,3.0,100.0,2.0,1.0,,,,,,0.1908023483365949,0.0567514677103718,235.0,50.0,38.0,7.468085106382978,2.2212765957446807,0.8425531914893617,4.137361702127659,1.3773617021276596,True,savant_and_milb,2,pitcher_failure_replacement_or_health_risk,first_kbo_ip;first_kbo_war;first_kbo_era;first_kbo_k_bb_pct;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,-1.7306735922884493,-0.49980808391115983,-0.8751823658194408,-0.6426565443660419,-1.5285685446878177,0.11700482576706021,0.02438137118363021,-0.007769885274490614,-0.6429091024245888,8,-2.134119518449416,-2.939530195594832,1.3303137445760043,-0.5734051596081566,0.7483891400963063,1.0037412651835276,-0.42743512063276096,6,-2.1018386967207245,0.26939729379431404,-0.20915757227520274,-0.6141204060165243,-0.5655823417078928,-0.644260344585206,5,-0.38713319821038894,-0.15651327904966542,-0.09733878040538675,0.0,0.0,0.5027063212937148,0.47947546716450934,0.5842448569615161,-0.5793241220216576,0.0,0.03461172657326415,10,-1.1307235220544707,0.026792738166884787,,,,-0.5519653919437929,2,outcome_archetype_with_prearrival_fingerprint,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,기예르모에레디아,기예르모 에레디아,Guillermo Heredia Molina,SSG,hitter,hitter,4,True,True,1,1,0,523.0,,3.948648452758789,135.85499572753906,,1.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,0,hitter_everyday_middle_order_anchor,first_kbo_pa;first_kbo_war;first_kbo_wrc_plus;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,outcome_archetype_label_only_no_prearrival_features,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,로에니스엘리아스,로에니스 엘리아스,Roenis Elías,SSG,starter,pitcher,4,True,True,1,0,0,,131.33333333333334,2.9161509111133435,,3.7,1.0,0,0,0,True,True,exact_variant,1.0,"Elías, Roenis",606273.0,2022,1.0,2022.0,33.0,114.0,7.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.1818181818181818,0.0303030303030303,0.2984848484848484,0.2707018229166666,0.37975,0.1612903225806451,0.3333333333333333,0.5263157894736842,0.696969696969697,0.0789473684210526,0.2916666666666667,0.0416666666666666,0.0,0.0,,0.3125,0.15,,,,,,,,,,,,,,,,True,pitching,16.0,2022.0,1.0,100.0,1.0,0.0,,,,,,0.197841726618705,0.0683453237410072,65.0,37.0,9.0,7.615384615384615,2.6307692307692307,1.1076923076923078,5.12,1.37,True,savant_and_milb,1,pitcher_load_bearing_rotation_anchor,first_kbo_ip;first_kbo_war;first_kbo_era;first_kbo_k_bb_pct;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,1.551103717122274,2.300483892293816,1.8700836214320466,1.0466979338946916,1.0746974638622273,-0.24007363456675412,-0.7004541172751122,0.023656031369826244,0.865774363516627,8,0.06258415010115581,0.2698981044344317,-0.9670175689817518,0.5243752372395725,0.43634789051931666,0.5766638873324201,0.1504752834408575,6,0.23367286031868995,-0.671465512919606,1.0653931741354923,-0.5234809964981381,-0.38351406190662796,-0.05587890737403796,5,-0.38713319821038894,-0.15651327904966542,-0.09733878040538675,0.0,0.0,-0.25135316064685753,-0.21576396022402922,-0.5842448569615161,-0.5793241220216576,-0.604707897906952,-0.28763792554264533,10,0.9704357472315973,2.4671212012425694,,,,1.7187784742370833,2,outcome_archetype_with_prearrival_fingerprint,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,커크맥카티,커크 맥카티,Kirkland Kirk McCarty,SSG,starter,pitcher,4,True,True,1,0,0,,130.0,2.8665549667166377,,3.39,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,4,pitcher_load_bearing_rotation_anchor,first_kbo_ip;first_kbo_war;first_kbo_era;first_kbo_k_bb_pct;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,outcome_archetype_label_only_no_prearrival_features,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,호세로하스,호세 로하스,Jose Rojas,두산,hitter,hitter,4,True,True,1,0,0,464.0,,2.5899457931518555,133.47900390625,,0.0,0,0,0,True,True,exact_variant,1.0,josé rojas,670351.0,2022,1.0,2022.0,57.0,228.0,,,,,,,0.3333333333333333,0.0,,,,0.2442748091603053,0.4230769230769231,,,,0.3333333333333333,0.0277777777777777,,,,,,,,0.0,0.1375,0.7016129032258065,0.38,0.196078431372549,0.2222222222222222,0.3611111111111111,0.6923076923076923,0.2689195665445665,0.2533333333333333,0.3013391812865497,0.0,,True,hitting,10.0,2022.0,4.0,100.0,4.0,0.0,859.0,48.0,0.87153434225844,0.3410384167636787,0.5304959254947614,0.1932479627473806,0.0989522700814901,,,,,,,,,True,savant_and_milb,0,hitter_everyday_middle_order_anchor,first_kbo_pa;first_kbo_war;first_kbo_wrc_plus;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,-0.9032082739386645,-0.10834178237573437,-0.1368750140770893,-0.483228793688744,-0.46078631168578643,-0.3705315697133934,-0.8139861808502413,-0.38243171832890466,-1.7626828766359495,-0.6024525023660564,9,-1.4349906699520427,-0.18135386792170263,0.06840255448313218,-0.924479241946096,-0.15975459206388667,0.892723498506383,-0.013734040782161944,-0.2504551942394821,7,0.43252251725171403,-0.37798517739351284,0.5645367648922905,1.7144073702307443,-0.31677824190817777,0.725670820823363,0.45706234231607024,6,-1.3339459376998315,1.4260481918147614,,2.097617696340303,0.563560167792145,0.6883200295618445,4,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,outcome_archetype_with_prearrival_fingerprint,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,딜런파일,딜런 파일,Dylan Michael File ,두산,starter,pitcher,4,True,True,0,0,1,,9.0,-0.0455230920713838,,8.0,0.0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,0,pitcher_failure_replacement_or_health_risk,first_kbo_ip;first_kbo_war;first_kbo_era;first_kbo_k_bb_pct;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,outcome_archetype_label_only_no_prearrival_features,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,라울알칸타라,라울 알칸타라,Raul Alcántara,두산,starter,pitcher,4,True,True,1,1,0,,192.0,5.360761910681514,,2.67,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,4,pitcher_load_bearing_rotation_anchor,first_kbo_ip;first_kbo_war;first_kbo_era;first_kbo_k_bb_pct;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,outcome_archetype_label_only_no_prearrival_features,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,브랜던워델,브랜던 워델,Brandon David Waddell,두산,starter,pitcher,4,True,True,1,0,0,,104.66666666666669,3.3043802587696893,,2.49,1.0,0,0,0,True,False,exact_variant,1.0,"Waddell, Brandon",663399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,pitching,12.0,2022.0,4.0,100.0,4.0,0.0,,,,,,0.2415254237288135,0.0720338983050847,56.666666666666664,45.0,0.0,9.052941176470588,2.7,0.4764705882352941,2.7002941176470587,1.3047058823529412,True,milb_only,1,pitcher_load_bearing_rotation_anchor,first_kbo_ip;first_kbo_war;first_kbo_era;first_kbo_k_bb_pct;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,,,,,,0.6100298241037809,1.084423084193014,0.3023860672987664,0.6656129918651871,3,,,,,0.38359271523112043,0.44078961490123325,0.4121911650661768,2,,,,0.3611063231015955,0.7463322497214568,0.5537192864115261,2,,,,,,-0.2883168607419837,-0.43152792044805843,1.1684897139230321,-0.5793241220216576,1.209415795813904,0.21574732130504728,5,,,,,,,0,outcome_archetype_with_prearrival_fingerprint,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,니코구드럼,니코 구드럼,Niko Goodrum,롯데,hitter,hitter,4,True,True,0,0,1,201.0,,0.4046840369701385,115.03800201416016,,0.0,0,0,0,True,True,exact_variant,1.0,niko goodrum,592348.0,2022,1.0,2022.0,45.0,204.0,,,,,,,0.5111111111111111,0.0,,,,0.4,0.3271028037383177,,,,0.35,0.05,,,,,,,,0.0444444444444444,0.1666666666666666,0.7731958762886598,0.3382352941176471,0.4693877551020407,0.25,0.5,0.4,0.4040427807486631,0.3331470588235294,0.4040427807486631,,,True,hitting,16.0,2022.0,6.0,100.0,2.0,0.0,175.0,2.0,0.7727657142857144,0.4113199999999999,0.3614457142857142,0.28,0.2171428571428571,,,,,,,,,True,savant_and_milb,0,hitter_everyday_middle_order_anchor,first_kbo_pa;first_kbo_war;first_kbo_wrc_plus;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,-0.6882725104236145,-0.03443314773115213,0.38790961436315574,-0.2740109020782162,0.09860160654405255,1.0439203879568655,-0.2335290120868559,1.0401193903462584,,0.16753817836131168,8,-0.4048651594829534,-1.1512612208066597,-1.6856207114902826,0.04007879851229125,0.11124290544933985,-0.5917234906782595,0.5102334443101724,-0.453130776312336,7,-0.29459910122116045,1.488332012249386,-1.044905837484862,-0.9589058172477044,2.9211562100849116,-1.0768592027005004,0.17236971061334502,6,-1.3339459376998315,2.852096383629523,,0.0,-0.5489222413559854,0.24230705114342646,4,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,outcome_archetype_with_prearrival_fingerprint,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,잭렉스,잭 렉스,Zach Reks,롯데,hitter,hitter,4,True,True,0,0,1,234.0,,0.1275708228349685,88.53040313720703,,0.0,1,1,0,True,True,exact_variant,1.0,zach reks,676646.0,2022,1.0,2022.0,34.0,114.0,,,,,,,0.2941176470588235,0.0,,,,0.234375,0.3888888888888889,,,,0.4166666666666667,0.0,,,,,,,,0.0,0.2485294117647058,0.7166666666666667,0.2916666666666667,0.375,0.3333333333333333,0.7083333333333334,0.4117647058823529,0.3774166666666667,0.2903809523809524,0.4753999999999999,0.008,,True,hitting,9.0,2022.0,2.0,100.0,2.0,0.0,519.0,25.0,0.94231021194605,0.3925202312138728,0.5497899807321773,0.2774566473988439,0.117533718689788,,,,,,,,,True,savant_and_milb,1,hitter_failure_replacement_or_low_impact,first_kbo_pa;first_kbo_war;first_kbo_wrc_plus;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,-0.08500742627212816,0.2612013908471771,-0.7928557996273914,0.3536427727533667,0.9376834838888111,0.765201742827939,-0.5445518707772582,2.0284907024482437,-1.7254898694424252,0.1331461251829261,9,-1.4349906699520427,0.03259628344997928,0.17990985463309603,-0.580883036106571,0.4134114766201911,-0.07906765821277295,0.09645532735649676,-0.19608120317308905,7,0.9535651395132224,0.9891068947832137,0.7482258253769029,0.37775077649151995,0.1922767861839293,-1.0240135339510554,0.3728186480662887,6,-1.3339459376998315,0.0,,0.0,0.010571835759448608,-0.3308435254850957,4,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,outcome_archetype_with_prearrival_fingerprint,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,댄스트레일리,댄 스트레일리,Dan Straily,롯데,starter,pitcher,4,True,True,0,0,1,,80.33333333333333,1.383691539182602,,4.37,0.0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,3,pitcher_failure_replacement_or_health_risk,first_kbo_ip;first_kbo_war;first_kbo_era;first_kbo_k_bb_pct;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,outcome_archetype_label_only_no_prearrival_features,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,애런윌커슨,애런 윌커슨,Aaron Wilkerson,롯데,starter,pitcher,4,True,True,1,0,0,,79.66666666666667,2.6006923799920387,,2.26,1.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,1,pitcher_load_bearing_rotation_anchor,first_kbo_ip;first_kbo_war;first_kbo_era;first_kbo_k_bb_pct;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,outcome_archetype_label_only_no_prearrival_features,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,찰리반즈,찰리 반즈,Charlie Barnes,롯데,starter,pitcher,4,True,True,1,1,0,,170.33333333333334,4.848692380806146,,3.28,1.0,0,0,0,True,False,exact_variant,1.0,"Barnes, Charlie",656212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,pitching,7.0,2021.0,1.0,100.0,1.0,0.0,,,,,,0.191358024691358,0.074074074074074,76.0,16.0,16.0,7.342105263157895,2.8421052631578947,0.8289473684210527,3.79,1.2800000000000002,True,milb_only,1,pitcher_load_bearing_rotation_anchor,first_kbo_ip;first_kbo_war;first_kbo_era;first_kbo_k_bb_pct;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,,,,,,0.1353285888631375,0.28061002579512806,0.4078514862989045,0.27459670031905664,3,,,,,0.2753057764816655,0.36563662736430225,0.32047120192298384,2,,,,-0.6916409536309334,-0.5512101863862973,-0.6214255700086153,2,,,,,,-0.2025610765212911,-0.047947546716450934,-0.5842448569615161,-1.1586482440433152,-0.604707897906952,-0.5196219244299052,5,,,,,,,0,outcome_archetype_with_prearrival_fingerprint,layer2_archetype_research_only_no_candidate_release,False,False,False,False
2023,호세피렐라,호세 피렐라,José Manuel Pirela,삼성,hitter,hitter,4,True,True,0,0,0,605.0,,0.6626286506652832,107.88999938964844,,0.0,0,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,none,0,hitter_everyday_middle_order_anchor,first_kbo_pa;first_kbo_war;first_kbo_wrc_plus;in_season_replaced;injury_exit_flag;performance_exit_flag;renewed_next_year,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,outcome_archetype_label_only_no_prearrival_features,layer2_archetype_research_only_no_candidate_release,False,False,False,False
