provider,status,candidate_key,candidate_name,query,returned_rows,error_rows
naver_news,attempted,036e9341b9b2a5eb,CHEN Jiu Teng,CHEN Jiu Teng 야구,0,0
naver_news,attempted,036e9341b9b2a5eb,CHEN Jiu Teng,CHEN Jiu Teng 부상 재활,0,0
naver_news,attempted,036e9341b9b2a5eb,CHEN Jiu Teng,CHEN Jiu Teng 계약 이적료 바이아웃,0,0
naver_news,attempted,036e9341b9b2a5eb,CHEN Jiu Teng,CHEN Jiu Teng NPB CPBL,0,0
naver_news,attempted,036e9341b9b2a5eb,CHEN Jiu Teng,CHEN Jiu Teng KBO 한국,0,0
naver_news,attempted,07d6481baede5769,CHEN Tong En,CHEN Tong En 야구,0,0
naver_news,attempted,07d6481baede5769,CHEN Tong En,CHEN Tong En 부상 재활,0,0
naver_news,attempted,07d6481baede5769,CHEN Tong En,CHEN Tong En 계약 이적료 바이아웃,0,0
naver_news,attempted,07d6481baede5769,CHEN Tong En,CHEN Tong En NPB CPBL,0,0
naver_news,attempted,07d6481baede5769,CHEN Tong En,CHEN Tong En KBO 한국,0,0
naver_news,attempted,84a38920dcef97cb,KAO Yu Chieh,KAO Yu Chieh 야구,0,0
naver_news,attempted,84a38920dcef97cb,KAO Yu Chieh,KAO Yu Chieh 부상 재활,0,0
naver_news,attempted,84a38920dcef97cb,KAO Yu Chieh,KAO Yu Chieh 계약 이적료 바이아웃,0,0
naver_news,attempted,84a38920dcef97cb,KAO Yu Chieh,KAO Yu Chieh NPB CPBL,0,0
naver_news,attempted,84a38920dcef97cb,KAO Yu Chieh,KAO Yu Chieh KBO 한국,0,0
naver_news,attempted,a4d1a63e8d72d579,CHANG Chih Hao,CHANG Chih Hao 야구,0,0
naver_news,attempted,a4d1a63e8d72d579,CHANG Chih Hao,CHANG Chih Hao 부상 재활,0,0
