provider,status,candidate_key,candidate_name,query,returned_rows,error_rows
naver_news,attempted,a4d1a63e8d72d579,CHANG Chih Hao,CHANG Chih Hao 계약 이적료 바이아웃,0,0
naver_news,attempted,a4d1a63e8d72d579,CHANG Chih Hao,CHANG Chih Hao NPB CPBL,0,0
naver_news,attempted,a4d1a63e8d72d579,CHANG Chih Hao,CHANG Chih Hao KBO 한국,0,0
naver_news,attempted,d92f63deb3d66696,HSU Ting Lun,HSU Ting Lun 야구,0,0
naver_news,attempted,d92f63deb3d66696,HSU Ting Lun,HSU Ting Lun 부상 재활,0,0
naver_news,attempted,d92f63deb3d66696,HSU Ting Lun,HSU Ting Lun 계약 이적료 바이아웃,0,0
naver_news,attempted,d92f63deb3d66696,HSU Ting Lun,HSU Ting Lun NPB CPBL,0,0
naver_news,attempted,d92f63deb3d66696,HSU Ting Lun,HSU Ting Lun KBO 한국,0,0
naver_news,attempted,d4d4084b3ae27c88,YUEH Cheng Hua,YUEH Cheng Hua 야구,0,0
naver_news,attempted,d4d4084b3ae27c88,YUEH Cheng Hua,YUEH Cheng Hua 부상 재활,0,0
naver_news,attempted,d4d4084b3ae27c88,YUEH Cheng Hua,YUEH Cheng Hua 계약 이적료 바이아웃,0,0
naver_news,attempted,d4d4084b3ae27c88,YUEH Cheng Hua,YUEH Cheng Hua NPB CPBL,0,0
naver_news,attempted,d4d4084b3ae27c88,YUEH Cheng Hua,YUEH Cheng Hua KBO 한국,0,0
naver_news,attempted,d43930fce77b50b9,HSU Chi Hung,HSU Chi Hung 야구,1,0
naver_news,attempted,d43930fce77b50b9,HSU Chi Hung,HSU Chi Hung 부상 재활,0,0
naver_news,attempted,d43930fce77b50b9,HSU Chi Hung,HSU Chi Hung 계약 이적료 바이아웃,0,0
