source_league,team_code,team_name,roster_no,player_name,normalized_player_name,position_group,position,born,height_cm,weight_kg,throws,bats,note,nationality,debut,person_url,source_url,source_confidence
CPBL,AEO,Guardians,4,KAO Jie,kao jie,,Second-Base Man,2002/08/22,178,89,R,L,,R.O.C.(TAIWAN),2025/05/22,https://en.cpbl.com.tw/team/person?Acnt=0000007091,https://en.cpbl.com.tw/team?ClubNo=AEO,4
CPBL,AEO,Guardians,5,WANG Nian Hao,wang nian hao,,Third-Base Man,2005/04/29,183,96,R,R,,R.O.C.(TAIWAN),2023/10/22,https://en.cpbl.com.tw/team/person?Acnt=0000007089,https://en.cpbl.com.tw/team?ClubNo=AEO,4
CPBL,AEO,Guardians,14,WANG Yi Cheng,wang yi cheng,,First-Base Man,2003/05/01,185,95,R,L,,R.O.C.(TAIWAN),2021/11/09,https://en.cpbl.com.tw/team/person?Acnt=0000006736,https://en.cpbl.com.tw/team?ClubNo=AEO,4
CPBL,AEO,Guardians,46,FAN  Kuo Chen,fan kuo chen,,First-Base Man,1994/11/25,183,100,R,R,,R.O.C.(TAIWAN),2017/09/22,https://en.cpbl.com.tw/team/person?Acnt=0000002352,https://en.cpbl.com.tw/team?ClubNo=AEO,4
CPBL,AEO,Guardians,78,TUNG Tzu En,tung tzu en,,Third-Base Man,2003/02/28,182,86,R,R,,R.O.C.(TAIWAN),2021/11/09,https://en.cpbl.com.tw/team/person?Acnt=0000006737,https://en.cpbl.com.tw/team?ClubNo=AEO,4
CPBL,AEO,Guardians,85,LIU Chun Hao,liu chun hao,,Shortstop,2002/02/20,179,76,R,L,,R.O.C.(TAIWAN),2022/10/17,https://en.cpbl.com.tw/team/person?Acnt=0000006743,https://en.cpbl.com.tw/team?ClubNo=AEO,4
CPBL,AEO,Guardians,97,CHIH En Chi,chih en chi,,Shortstop,2003/08/03,173,75,R,L,,R.O.C.(TAIWAN),2023/05/13,https://en.cpbl.com.tw/team/person?Acnt=0000006806,https://en.cpbl.com.tw/team?ClubNo=AEO,4
CPBL,AEO,Guardians,99,CHANG Yu Cheng,chang yu cheng,,Shortstop,1995/08/18,185,95,R,R,,R.O.C.(TAIWAN),2024/07/12,https://en.cpbl.com.tw/team/person?Acnt=0000006888,https://en.cpbl.com.tw/team?ClubNo=AEO,4
CPBL,AEO,Guardians,00,TUNG Yu Cheng,tung yu cheng,,Right-Fielder,1999/11/01,188,84,R,L,,R.O.C.(TAIWAN),2026/05/08,https://en.cpbl.com.tw/team/person?Acnt=0000005336,https://en.cpbl.com.tw/team?ClubNo=AEO,4
CPBL,AEO,Guardians,29,SHEN Hao Wei,shen hao wei,,Center-Fielder,1997/09/12,183,95,R,R,,R.O.C.(TAIWAN),2017/05/20,https://en.cpbl.com.tw/team/person?Acnt=0000000362,https://en.cpbl.com.tw/team?ClubNo=AEO,4
CPBL,AEO,Guardians,77,CHOU Chia Le,chou chia le,,Center-Fielder,1999/12/02,172,75,R,L,,R.O.C.(TAIWAN),2023/04/02,https://en.cpbl.com.tw/team/person?Acnt=0000006868,https://en.cpbl.com.tw/team?ClubNo=AEO,4
CPBL,AJL,Monkeys,00,SU Chun Chang,su chun chang,,Pitcher,1998/09/02,180,92,R,R,,R.O.C.(TAIWAN),2019/09/12,https://en.cpbl.com.tw/team/person?Acnt=0000005558,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,1,SHU Chih Hao,shu chih hao,,Pitcher,2004/07/15,177,75,R,R,,R.O.C.(TAIWAN),2023/09/11,https://en.cpbl.com.tw/team/person?Acnt=0000006857,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,9,CHEN Bo Hao,chen bo hao,,Pitcher,1999/01/28,180,88,R,R,,R.O.C.(TAIWAN),2017/10/07,https://en.cpbl.com.tw/team/person?Acnt=0000000779,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,17,CHEN Kuan Yu,chen kuan yu,,Pitcher,1990/10/29,178,80,L,L,,R.O.C.(TAIWAN),2021/08/24,https://en.cpbl.com.tw/team/person?Acnt=0000000941,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,20,Morgan MCSWEENEY,morgan mcsweeney,,Pitcher,1997/09/21,193,95,R,R,,America,2026/04/01,https://en.cpbl.com.tw/team/person?Acnt=0000007789,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,22,CHU Cheng Yang,chu cheng yang,,Pitcher,1995/04/15,175,70,R,L,,R.O.C.(TAIWAN),2013/10/15,https://en.cpbl.com.tw/team/person?Acnt=0000000128,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,23,Tyler EPPLER,tyler eppler,,Pitcher,1993/01/05,196,104,R,R,,America,2023/04/03,https://en.cpbl.com.tw/team/person?Acnt=0000006906,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,44,ZENG Jia Hui,zeng jia hui,,Pitcher,2003/04/19,184,70,R,R,,R.O.C.(TAIWAN),2023/10/23,https://en.cpbl.com.tw/team/person?Acnt=0000007074,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,46,CHIU Chun Wei,chiu chun wei,,Pitcher,2002/11/10,176,86,R,R,,R.O.C.(TAIWAN),2022/05/13,https://en.cpbl.com.tw/team/person?Acnt=0000006720,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,54,LIN Tzu Wei,lin tzu wei,,Pitcher,2002/03/22,178,80,L,L,,R.O.C.(TAIWAN),2021/11/05,https://en.cpbl.com.tw/team/person?Acnt=0000006237,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,64,WANG Chih Hsuan,wang chih hsuan,,Pitcher,2001/09/05,175,72,L,L,,R.O.C.(TAIWAN),2021/03/17,https://en.cpbl.com.tw/team/person?Acnt=0000006228,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,70,Kyle MARMAN,kyle marman,,Pitcher,1997/03/03,190,88,R,R,,America,2026/03/31,https://en.cpbl.com.tw/team/person?Acnt=0000007790,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,77,CHUANG Hsin Yen,chuang hsin yen,,Pitcher,2000/10/19,181,91,R,R,,R.O.C.(TAIWAN),2020/10/18,https://en.cpbl.com.tw/team/person?Acnt=0000005509,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,2,SUNG Jia Xiang,sung jia xiang,,Catcher,2004/07/22,183,85,R,L,,R.O.C.(TAIWAN),2023/04/01,https://en.cpbl.com.tw/team/person?Acnt=0000006854,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,11,LIN Hung Yu,lin hung yu,,Catcher,1986/03/21,181,103,R,R,,R.O.C.(TAIWAN),2010/03/21,https://en.cpbl.com.tw/team/person?Acnt=0000003467,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,62,YEN Hung Chun,yen hung chun,,Catcher,1997/04/30,165,70,R,L,,R.O.C.(TAIWAN),2017/07/25,https://en.cpbl.com.tw/team/person?Acnt=0000004032,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,8,CHEN Jia Le,chen jia le,,First-Base Man,2003/09/26,183,97,R,L,,R.O.C.(TAIWAN),2023/10/24,https://en.cpbl.com.tw/team/person?Acnt=0000006858,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,15,LIN Tzu Wei,lin tzu wei,,Second-Base Man,1994/02/15,175,85,R,L,,R.O.C.(TAIWAN),2023/08/19,https://en.cpbl.com.tw/team/person?Acnt=0000001618,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,33,ZHANG Zhao Hong,zhang zhao hong,,Second-Base Man,2006/03/19,181,85,R,R,,R.O.C.(TAIWAN),2025/04/24,https://en.cpbl.com.tw/team/person?Acnt=0000007312,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,36,YU Te Lung,yu te lung,,Shortstop,1988/06/12,180,73,R,R,,R.O.C.(TAIWAN),2012/03/20,https://en.cpbl.com.tw/team/person?Acnt=0000003563,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,56,LIU Zi Jie,liu zi jie,,Third-Base Man,2002/08/05,178,82,R,R,,R.O.C.(TAIWAN),2026/04/21,https://en.cpbl.com.tw/team/person?Acnt=0000007018,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,79,LIN Chih Ping,lin chih ping,,Third-Base Man,1985/03/23,178,77,R,R,,R.O.C.(TAIWAN),2009/03/29,https://en.cpbl.com.tw/team/person?Acnt=0000003345,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,85,HSU He Chieh,hsu he chieh,,Second-Base Man,2003/02/09,176,76,R,L,,R.O.C.(TAIWAN),2025/09/23,https://en.cpbl.com.tw/team/person?Acnt=0000007589,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,94,MA Chieh Sen,ma chieh sen,,Shortstop,2002/05/15,180,80,R,R,,R.O.C.(TAIWAN),2020/10/17,https://en.cpbl.com.tw/team/person?Acnt=0000006240,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,95,LEE Hsun Chieh,lee hsun chieh,,First-Base Man,2005/01/20,187,96,R,R,,R.O.C.(TAIWAN),2024/08/21,https://en.cpbl.com.tw/team/person?Acnt=0000007076,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,65,LIN Cheng Hua,lin cheng hua,,Center-Fielder,2001/09/22,173,73,R,L,,R.O.C.(TAIWAN),2022/06/06,https://en.cpbl.com.tw/team/person?Acnt=0000006235,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,66,HO Pin Shih Jung,ho pin shih jung,,Left-Fielder,2005/09/08,183,79,R,L,,R.O.C.(TAIWAN),2025/10/04,https://en.cpbl.com.tw/team/person?Acnt=0000007288,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AJL,Monkeys,98,CHEN Chen Wei,chen chen wei,,Center-Fielder,1997/12/12,180,72,R,L,,R.O.C.(TAIWAN),2018/10/09,https://en.cpbl.com.tw/team/person?Acnt=0000004633,https://en.cpbl.com.tw/team?ClubNo=AJL,4
CPBL,AKP,TSG Hawks,14,LIN Shi Xiang,lin shi xiang,,Pitcher,2001/07/31,181,83,R,L,,R.O.C.(TAIWAN),2024/05/22,https://en.cpbl.com.tw/team/person?Acnt=0000006949,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,17,CHEN Yu Hung,chen yu hung,,Pitcher,2001/05/12,180,73,R,R,,R.O.C.(TAIWAN),2024/04/06,https://en.cpbl.com.tw/team/person?Acnt=0000006833,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,18,LEE Hsin Yin,lee hsin yin,,Pitcher,2000/08/18,181,70,R,R,,R.O.C.(TAIWAN),2025/07/30,https://en.cpbl.com.tw/team/person?Acnt=0000006918,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,19,SHIH Tzu Chien,shih tzu chien,,Pitcher,1994/12/19,184,96,R,R,,R.O.C.(TAIWAN),2017/09/09,https://en.cpbl.com.tw/team/person?Acnt=0000002348,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,20,CHIANG Chen Yen,chiang chen yen,,Pitcher,1995/06/03,175,70,L,L,,R.O.C.(TAIWAN),2014/09/26,https://en.cpbl.com.tw/team/person?Acnt=0000002679,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,30,Eric STOUT,eric stout,,Pitcher,1993/03/27,190,92,L,L,,America,2023/08/13,https://en.cpbl.com.tw/team/person?Acnt=0000007053,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,40,Bradin HAGENS,bradin hagens,,Pitcher,1989/05/12,190,95,R,R,,America,2021/03/25,https://en.cpbl.com.tw/team/person?Acnt=0000006507,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,46,Huang Qun,huang qun,,Pitcher,2003/03/18,176,81,L,L,,R.O.C.(TAIWAN),2024/04/06,https://en.cpbl.com.tw/team/person?Acnt=0000006982,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,55,WU Yu Cheng,wu yu cheng,,Pitcher,2004/02/15,180,90,R,L,,R.O.C.(TAIWAN),2024/04/07,https://en.cpbl.com.tw/team/person?Acnt=0000006921,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,66,CHEN Po Ching,chen po ching,,Pitcher,1998/10/25,182,98,L,L,,R.O.C.(TAIWAN),2024/04/06,https://en.cpbl.com.tw/team/person?Acnt=0000006832,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,69,HUANG Tzu Peng,huang tzu peng,,Pitcher,1994/03/19,183,80,R,L,,R.O.C.(TAIWAN),2018/05/09,https://en.cpbl.com.tw/team/person?Acnt=0000002274,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,84,HSU Chun Yang,hsu chun yang,,Pitcher,1998/03/23,181,73,R,L,,R.O.C.(TAIWAN),2021/10/13,https://en.cpbl.com.tw/team/person?Acnt=0000005285,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,13,CHEN Shih Chia,chen shih chia,,Catcher,2003/06/01,178,75,R,L,,R.O.C.(TAIWAN),2024/04/04,https://en.cpbl.com.tw/team/person?Acnt=0000007064,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,33,CHEN Jhih Jia,chen jhih jia,,Catcher,2002/05/14,177,79,R,R,,R.O.C.(TAIWAN),2024/04/30,https://en.cpbl.com.tw/team/person?Acnt=0000006926,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,60,LIU Shih Hao,liu shih hao,,Catcher,1991/03/21,165,90,R,L,,R.O.C.(TAIWAN),2014/03/23,https://en.cpbl.com.tw/team/person?Acnt=0000001258,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,00,CHU Meng,chu meng,,Shortstop,2006/12/12,178,70,R,R,,R.O.C.(TAIWAN),2026/04/28,https://en.cpbl.com.tw/team/person?Acnt=0000007631,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,1,TSENG Tzu Yu,tseng tzu yu,,Shortstop,2003/09/16,178,81,R,R,,R.O.C.(TAIWAN),2024/04/03,https://en.cpbl.com.tw/team/person?Acnt=0000006927,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,36,TANG Jia Hao,tang jia hao,,Second-Base Man,2000/01/27,170,70,R,L,,R.O.C.(TAIWAN),2025/06/27,https://en.cpbl.com.tw/team/person?Acnt=0000005333,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,39,WU Nien Ting,wu nien ting,,Third-Base Man,1993/06/07,175,80,R,L,,R.O.C.(TAIWAN),2024/07/01,https://en.cpbl.com.tw/team/person?Acnt=0000003649,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,43,HU Kuan Yu,hu kuan yu,,Shortstop,2000/05/18,178,74,R,R,,R.O.C.(TAIWAN),2021/07/30,https://en.cpbl.com.tw/team/person?Acnt=0000004643,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,59,KUO Fu Lin,kuo fu lin,,Third-Base Man,1991/01/07,181,90,R,R,,R.O.C.(TAIWAN),2015/08/12,https://en.cpbl.com.tw/team/person?Acnt=0000001291,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,64,SUNG Po Han,sung po han,,First-Base Man,2005/10/08,190,96,R,L,,R.O.C.(TAIWAN),2025/05/20,https://en.cpbl.com.tw/team/person?Acnt=0000007302,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,94,Steven MOYA,steven moya,,First-Base Man,1991/08/09,201,117,R,L,,America,2024/04/03,https://en.cpbl.com.tw/team/person?Acnt=0000007239,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,6,WANG Po Hsuan,wang po hsuan,,Right-Fielder,2000/04/01,184,86,R,L,,R.O.C.(TAIWAN),2024/04/04,https://en.cpbl.com.tw/team/person?Acnt=0000005340,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,9,WANG Po Jung,wang po jung,,Left-Fielder,1993/09/09,182,91,R,L,,R.O.C.(TAIWAN),2015/09/02,https://en.cpbl.com.tw/team/person?Acnt=0000000935,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,24,JI Qing Ran,ji qing ran,,Center-Fielder,2002/04/24,177,80,R,L,,R.O.C.(TAIWAN),2024/04/06,https://en.cpbl.com.tw/team/person?Acnt=0000006929,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,37,YEN Ching Hong,yen ching hong,,Left-Fielder,2000/11/28,176,72,R,L,,R.O.C.(TAIWAN),2024/04/30,https://en.cpbl.com.tw/team/person?Acnt=0000006835,https://en.cpbl.com.tw/team?ClubNo=AKP,4
CPBL,AKP,TSG Hawks,50,GAO Sheng En,gao sheng en,,Center-Fielder,2000/11/19,181,80,R,R,,R.O.C.(TAIWAN),2024/04/14,https://en.cpbl.com.tw/team/person?Acnt=0000006936,https://en.cpbl.com.tw/team?ClubNo=AKP,4
