validation_scheme,role_model_family,target,model,folds,total_valid_rows,mean_feature_count,mean_auc,mean_brier,mean_logloss,mean_precision_top_25pct,mean_precision_top_33pct,role_prior_mean_brier,role_prior_precision_top_25pct,brier_lift_vs_role_prior,top25_precision_lift_vs_role_prior,promotion_status
time_forward_holdout,hitter,failure,role_prior,2,29,20.0,0.5,0.246301775147929,0.6865009472066728,0.25,0.16666666666666666,0.246301775147929,0.25,0.0,0.0,baseline
time_forward_holdout,hitter,failure,balanced_ridge_logit,2,29,20.0,0.6215277777777778,0.27069813399027953,0.7815765645658965,0.625,0.45,0.246301775147929,0.25,-0.02439635884235053,0.375,do_not_promote
time_forward_holdout,hitter,failure,ridge_logit,2,29,20.0,0.5824652777777778,0.27687519699701957,0.8271194048384207,0.625,0.45,0.246301775147929,0.25,-0.030573421849090565,0.375,do_not_promote
time_forward_holdout,hitter,failure,shallow_random_forest,1,16,30.0,0.4375,0.2981502581836259,0.7999263417104597,0.5,0.5,0.246301775147929,0.25,-0.05184848303569689,0.25,do_not_promote
time_forward_holdout,hitter,success,role_prior,2,29,20.0,0.5,0.2572115384615385,0.7081775220235188,0.75,0.8333333333333333,0.2572115384615385,0.75,0.0,0.0,baseline
time_forward_holdout,hitter,success,balanced_ridge_logit,2,29,20.0,0.6031746031746031,0.258227635300444,0.8008165707316035,0.625,0.7166666666666667,0.2572115384615385,0.75,-0.0010160968389055225,-0.125,do_not_promote
time_forward_holdout,hitter,success,ridge_logit,2,29,20.0,0.611111111111111,0.27257249517695686,0.8281002887135649,0.625,0.7166666666666667,0.2572115384615385,0.75,-0.015360956715418372,-0.125,do_not_promote
time_forward_holdout,hitter,success,shallow_random_forest,1,16,30.0,0.4761904761904762,0.280622934504974,0.758121906604516,0.5,0.5,0.2572115384615385,0.75,-0.023411396043435506,-0.25,do_not_promote
time_forward_holdout,pitcher,failure,hist_gradient_boosting,1,25,39.0,0.625,0.23660672679749495,0.6676628663792367,0.42857142857142855,0.4444444444444444,0.23968900299317997,0.3392857142857143,0.0030822761956850186,0.08928571428571425,watch
time_forward_holdout,pitcher,failure,role_prior,2,54,26.0,0.5,0.23968900299317997,0.6724436534692217,0.3392857142857143,0.37222222222222223,0.23968900299317997,0.3392857142857143,0.0,0.0,baseline
time_forward_holdout,pitcher,failure,shallow_random_forest,2,54,26.0,0.5059389140271493,0.25479304411709847,0.7043165555199511,0.4642857142857143,0.5222222222222221,0.23968900299317997,0.3392857142857143,-0.015104041123918499,0.125,do_not_promote
time_forward_holdout,pitcher,failure,ridge_logit,2,54,26.0,0.5790441176470589,0.27022555959798766,0.7969369878966446,0.45535714285714285,0.5166666666666666,0.23968900299317997,0.3392857142857143,-0.030536556604807696,0.11607142857142855,do_not_promote
time_forward_holdout,pitcher,failure,balanced_ridge_logit,2,54,26.0,0.5790441176470589,0.2781529367489052,0.8144071675798631,0.45535714285714285,0.5166666666666666,0.23968900299317997,0.3392857142857143,-0.03846393375572521,0.11607142857142855,do_not_promote
time_forward_holdout,pitcher,success,role_prior,2,54,26.0,0.5,0.25006392184982373,0.6932801498991515,0.5892857142857143,0.5722222222222222,0.25006392184982373,0.5892857142857143,0.0,0.0,baseline
time_forward_holdout,pitcher,success,hist_gradient_boosting,1,25,39.0,0.5347222222222223,0.26075141054565043,0.7181399651885149,0.7142857142857143,0.7777777777777778,0.25006392184982373,0.5892857142857143,-0.010687488695826697,0.125,do_not_promote
time_forward_holdout,pitcher,success,shallow_random_forest,2,54,26.0,0.44930555555555557,0.2729458000546938,0.7421975065977677,0.4732142857142857,0.4833333333333333,0.25006392184982373,0.5892857142857143,-0.022881878204870088,-0.1160714285714286,do_not_promote
time_forward_holdout,pitcher,success,ridge_logit,2,54,26.0,0.5600198412698413,0.2991311460385929,0.8831709317966148,0.6071428571428572,0.6333333333333333,0.25006392184982373,0.5892857142857143,-0.04906722418876919,0.017857142857142905,do_not_promote
time_forward_holdout,pitcher,success,balanced_ridge_logit,2,54,26.0,0.5589285714285714,0.2996479662890926,0.8873500209594263,0.6071428571428572,0.6333333333333333,0.25006392184982373,0.5892857142857143,-0.04958404443926889,0.017857142857142905,do_not_promote
