validation_scheme,role_model_family,target,model,folds_v0_2,total_valid_rows_v0_2,mean_feature_count_v0_2,mean_auc_v0_2,mean_brier_v0_2,mean_logloss_v0_2,mean_precision_top_25pct_v0_2,mean_precision_top_33pct_v0_2,brier_lift_vs_role_prior_v0_2,top25_precision_lift_vs_role_prior_v0_2,promotion_status_v0_2,folds_v0_3,total_valid_rows_v0_3,mean_feature_count_v0_3,mean_auc_v0_3,mean_brier_v0_3,mean_logloss_v0_3,mean_precision_top_25pct_v0_3,mean_precision_top_33pct_v0_3,brier_lift_vs_role_prior_v0_3,top25_precision_lift_vs_role_prior_v0_3,promotion_status_v0_3,mean_brier_delta_v0_3_minus_v0_2,mean_auc_delta_v0_3_minus_v0_2,mean_precision_top_25pct_delta_v0_3_minus_v0_2,total_valid_rows_delta_v0_3_minus_v0_2,mean_feature_count_delta_v0_3_minus_v0_2,brier_direction
repeated_stratified_cv,hitter,failure,balanced_ridge_logit,90.0,660.0,31.877777777777776,0.6201851851851852,0.2856500212391087,0.9555017718715048,0.4222222222222222,0.4925925925925925,-0.0503816916850649,0.1055555555555555,do_not_promote,90,1260,31.81111111111111,0.567554012345679,0.31436378137937154,0.9736336567276661,0.4305555555555556,0.4488888888888889,-0.07201684260386135,0.15833333333333338,do_not_promote,0.028713760140262834,-0.052631172839506135,0.00833333333333336,600.0,-0.06666666666666643,worse
repeated_stratified_cv,hitter,failure,ridge_logit,90.0,660.0,31.877777777777776,0.62,0.284755405745157,0.9463965319508492,0.4222222222222222,0.4925925925925925,-0.0494870761911132,0.1055555555555555,do_not_promote,90,1260,31.81111111111111,0.564212962962963,0.312510340415949,0.9634078654121437,0.4305555555555556,0.45555555555555555,-0.0701634016404388,0.15833333333333338,do_not_promote,0.027754934670791986,-0.055787037037037024,0.00833333333333336,600.0,-0.06666666666666643,worse
repeated_stratified_cv,hitter,failure,role_prior,90.0,660.0,31.877777777777776,0.5,0.2352683295540438,0.6638179115398375,0.3166666666666666,0.4037037037037037,0.0,0.0,baseline,90,1260,31.81111111111111,0.5,0.2423469387755102,0.6778238309471578,0.2722222222222222,0.3022222222222222,0.0,0.0,baseline,0.0070786092214663865,0.0,-0.0444444444444444,600.0,-0.06666666666666643,worse
repeated_stratified_cv,hitter,failure,shallow_random_forest,,,,,,,,,,,,90,1260,31.81111111111111,0.5670216049382717,0.252948630967115,0.7012757500986375,0.4222222222222222,0.4444444444444444,-0.010601692191604811,0.15000000000000002,do_not_promote,,,,,,flat
repeated_stratified_cv,hitter,success,balanced_ridge_logit,90.0,660.0,31.88888888888889,0.6819444444444445,0.2576735983228099,0.810314491163787,0.75,0.7370370370370369,-0.0147824418602248,0.0722222222222221,do_not_promote,90,1260,31.77777777777778,0.5780234315948601,0.3046936041023566,0.9393546721061807,0.675,0.66,-0.055543944238411,0.01666666666666672,do_not_promote,0.04702000577954668,-0.10392101284958433,-0.07499999999999996,600.0,-0.11111111111111072,worse
repeated_stratified_cv,hitter,success,ridge_logit,90.0,660.0,31.88888888888889,0.6828703703703703,0.2559793382555232,0.8092520221392548,0.7555555555555555,0.7370370370370369,-0.0130881817929381,0.0777777777777777,do_not_promote,90,1260,31.77777777777778,0.575847978080121,0.30480634712150667,0.9381004503023167,0.6611111111111111,0.6533333333333334,-0.055656687257561094,0.002777777777777768,do_not_promote,0.04882700886598346,-0.10702239229024935,-0.09444444444444444,600.0,-0.11111111111111072,worse
repeated_stratified_cv,hitter,success,role_prior,90.0,660.0,31.88888888888889,0.5,0.242891156462585,0.6788964446241305,0.6777777777777778,0.6222222222222222,0.0,0.0,baseline,90,1260,31.77777777777778,0.5,0.24914965986394558,0.691474436095007,0.6583333333333333,0.6333333333333333,0.0,0.0,baseline,0.006258503401360582,0.0,-0.019444444444444486,600.0,-0.11111111111111072,worse
repeated_stratified_cv,hitter,success,shallow_random_forest,,,,,,,,,,,,90,1260,31.77777777777778,0.4992701247165533,0.26329152846088266,0.7215568685374444,0.575,0.5577777777777778,-0.014141868596937085,-0.08333333333333337,do_not_promote,,,,,,flat
repeated_stratified_cv,pitcher,failure,balanced_ridge_logit,90.0,1470.0,39.71111111111111,0.414753086419753,0.3764761569876533,1.1692550898379503,0.385,0.374074074074074,-0.13133753536591,-0.0972222222222222,do_not_promote,90,2460,40.455555555555556,0.42538250148544265,0.3440497406263575,1.0620831487272429,0.3698412698412698,0.36172839506172844,-0.10348471351812052,0.004761904761904745,do_not_promote,-0.032426416361295785,0.010629415065689651,-0.015158730158730205,990.0,0.7444444444444471,improved
repeated_stratified_cv,pitcher,failure,hist_gradient_boosting,90.0,1470.0,39.71111111111111,0.5,0.2451386216217433,0.6833975548353348,0.4822222222222222,0.4962962962962963,0.0,0.0,do_not_promote,90,2460,40.455555555555556,0.46164772727272724,0.26102246002566865,0.7187618879973104,0.36031746031746026,0.37,-0.020457432917431656,-0.0047619047619048005,do_not_promote,0.01588383840392535,-0.03835227272727276,-0.12190476190476196,990.0,0.7444444444444471,worse
