validation_scheme,role_model_family,target,model,folds,total_valid_rows,mean_feature_count,mean_auc,mean_brier,mean_logloss,mean_precision_top_25pct,mean_precision_top_33pct,role_prior_mean_brier,role_prior_precision_top_25pct,brier_lift_vs_role_prior,top25_precision_lift_vs_role_prior,promotion_status
repeated_stratified_cv,hitter,failure,ridge_logit,90,660,19.988888888888887,0.7156481481481481,0.22001714592579197,0.7145963068720358,0.6444444444444445,0.5777777777777777,0.23526832955404384,0.31666666666666665,0.015251183628251869,0.32777777777777783,pilot_promote
repeated_stratified_cv,hitter,failure,balanced_ridge_logit,90,660,19.988888888888887,0.712962962962963,0.22751786524203932,0.7300174005115684,0.6388888888888888,0.5740740740740741,0.23526832955404384,0.31666666666666665,0.007750464312004518,0.3222222222222222,watch
repeated_stratified_cv,hitter,failure,role_prior,90,660,19.988888888888887,0.5,0.23526832955404384,0.6638179115398375,0.31666666666666665,0.4037037037037037,0.23526832955404384,0.31666666666666665,0.0,0.0,baseline
repeated_stratified_cv,hitter,success,ridge_logit,90,660,19.988888888888887,0.7721296296296297,0.19482914011116853,0.6147017079084284,0.7888888888888889,0.7740740740740739,0.24289115646258505,0.6777777777777778,0.04806201635141652,0.11111111111111105,pilot_promote
repeated_stratified_cv,hitter,success,balanced_ridge_logit,90,660,19.988888888888887,0.7679629629629631,0.19901398796002284,0.6183435392238086,0.7833333333333333,0.7703703703703704,0.24289115646258505,0.6777777777777778,0.04387716850256221,0.10555555555555551,pilot_promote
repeated_stratified_cv,hitter,success,role_prior,90,660,19.988888888888887,0.5,0.24289115646258505,0.6788964446241305,0.6777777777777778,0.6222222222222222,0.24289115646258505,0.6777777777777778,0.0,0.0,baseline
repeated_stratified_cv,pitcher,failure,role_prior,90,990,26.822222222222223,0.5,0.25206611570247933,0.6972927621926058,0.7555555555555555,0.75,0.25206611570247933,0.7555555555555555,0.0,0.0,baseline
repeated_stratified_cv,pitcher,failure,balanced_ridge_logit,90,990,26.822222222222223,0.46370370370370373,0.3580824899026836,1.1226532726649598,0.48148148148148145,0.5027777777777778,0.25206611570247933,0.7555555555555555,-0.10601637420020427,-0.2740740740740741,do_not_promote
repeated_stratified_cv,pitcher,failure,ridge_logit,90,990,26.822222222222223,0.46481481481481485,0.35921353459483957,1.126572988459538,0.48148148148148145,0.5055555555555555,0.25206611570247933,0.7555555555555555,-0.10714741889236024,-0.2740740740740741,do_not_promote
repeated_stratified_cv,pitcher,success,role_prior,90,990,26.77777777777778,0.5,0.246556473829201,0.6863053326494425,0.24814814814814815,0.25555555555555554,0.246556473829201,0.24814814814814815,0.0,0.0,baseline
repeated_stratified_cv,pitcher,success,ridge_logit,90,990,26.77777777777778,0.481931216931217,0.346214155445843,1.0926459551436136,0.3111111111111111,0.375,0.246556473829201,0.24814814814814815,-0.09965768161664199,0.06296296296296297,do_not_promote
repeated_stratified_cv,pitcher,success,balanced_ridge_logit,90,990,26.77777777777778,0.48248677248677246,0.3463916524406366,1.1034897194708373,0.3111111111111111,0.38333333333333336,0.246556473829201,0.24814814814814815,-0.09983517861143557,0.06296296296296297,do_not_promote
