context_label,label_ko,ops,lg_ops,ops_vs_lg,OPS_rank
2_out,2사,0.7192161952500298,0.7349876936052147,-0.015771498355184876,8.0
runner_on_base,주자 있을 때,0.7559137139107612,0.7541145143543995,0.0017991995563617635,6.0
no_runner,주자 없을 때,0.7497522372805024,0.735643766288426,0.01410847099207646,4.0
1_out,1사,0.7691952320496543,0.7520580793512842,0.01713715269837013,6.0
0_out,무사,0.768790342448879,0.7453456756980165,0.02344466675086254,5.0
risp,득점권(RISP),0.8308199490154528,0.7622964298933615,0.0685235191220912,1.0
