validation_scheme,feature_family,role_model_family,target,model,folds,source_rows,total_valid_rows,mean_feature_count,median_feature_count,mean_auc,mean_brier,mean_logloss,mean_precision_top_25pct,mean_precision_top_33pct,role_prior_mean_brier,role_prior_precision_top_25pct,role_prior_precision_top_33pct,brier_lift_vs_role_prior,top25_precision_lift_vs_role_prior,top33_precision_lift_vs_role_prior,promotion_status,gate_decision,candidate_release_impact
repeated_stratified_cv,savant_only,hitter,failure,ridge_logit,90,22,660,17.977777777777778,18.0,0.7383333333333334,0.21178753797653013,0.6757863490828071,0.6666666666666666,0.5925925925925926,0.23526832955404384,0.32222222222222224,0.39629629629629626,0.023480791577513704,0.3444444444444444,0.1962962962962963,pilot_promote,allow_as_pilot_score_component,candidate_names_remain_locked
repeated_stratified_cv,savant_only,hitter,success,ridge_logit,90,22,660,17.955555555555556,18.0,0.8331481481481482,0.16978635029478473,0.516208329717552,0.8777777777777778,0.8407407407407408,0.24289115646258505,0.6555555555555556,0.6037037037037036,0.07310480616780032,0.2222222222222222,0.23703703703703716,pilot_promote,allow_as_pilot_score_component,candidate_names_remain_locked
repeated_stratified_cv,milb_damage_command,pitcher,failure,sparse_l1_logit,90,49,1470,8.0,8.0,0.5902469135802468,0.24844035475762702,0.6934096205665508,0.54,0.512962962962963,0.2451386216217433,0.49166666666666664,0.5037037037037037,-0.003301733135883722,0.048333333333333395,0.0092592592592593,do_not_promote,do_not_use_for_ranking,candidate_names_remain_locked
repeated_stratified_cv,milb_damage_command,pitcher,success,sparse_l1_logit,90,49,1470,8.0,8.0,0.6028645833333334,0.24334914279570125,0.6793522845727001,0.5722222222222222,0.5666666666666667,0.25015304560759105,0.4538888888888889,0.44259259259259254,0.006803902811889806,0.11833333333333329,0.12407407407407411,watch,allow_as_diagnostic_only,candidate_names_remain_locked
