context_label,label_ko,ops,lg_ops,ops_vs_lg,OPS_rank
home,홈,0.7712110654762163,0.7486163184355097,0.02259474704070663,3.0
away,원정,0.7362815884476535,0.7412549516073206,-0.004973363159667121,7.0
