candidate_key,candidate_news_scope,fit_slot,player_id,player_name,search_name,team_or_org,position_or_role,market_realism_status,contract_control_bucket,medical_risk_bucket,market_realism_fit_blend_for_triage_only,person_url,source_url
69cf675fde869cf2,run026_market_realism_priority_expanded,asian_quota,,HUANG Wei Sheng,HUANG Wei Sheng,Brothers,First-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005298,https://en.cpbl.com.tw/team?ClubNo=ACN
c718bca5c65c4f94,run026_market_realism_priority_expanded,asian_quota,,CHAN Tzu Hsien,CHAN Tzu Hsien,Brothers,Left-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000002297,https://en.cpbl.com.tw/team?ClubNo=ACN
d3e640f66642324f,run026_market_realism_priority_expanded,asian_quota,,CHEN Hu,CHEN Hu,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000000771,https://en.cpbl.com.tw/team?ClubNo=ACN
f9145705b9896156,run026_market_realism_priority_expanded,asian_quota,,CHIANG Chung Chen,CHIANG Chung Chen,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000001232,https://en.cpbl.com.tw/team?ClubNo=ACN
31172afbd9993351,run026_market_realism_priority_expanded,asian_quota,,HSIEH Jung Hao,HSIEH Jung Hao,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000003506,https://en.cpbl.com.tw/team?ClubNo=ACN
8f637cde64ba5f17,run026_market_realism_priority_expanded,asian_quota,,LEE Chen Chang,LEE Chen Chang,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000003331,https://en.cpbl.com.tw/team?ClubNo=ACN
ef34a68bf858688f,run026_market_realism_priority_expanded,asian_quota,,LU Yen Ching,LU Yen Ching,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000003639,https://en.cpbl.com.tw/team?ClubNo=ACN
61a8ea85674daa56,run026_market_realism_priority_expanded,asian_quota,,TSAI Chi Che,TSAI Chi Che,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000000778,https://en.cpbl.com.tw/team?ClubNo=ACN
63d8a573a2b6111e,run026_market_realism_priority_expanded,asian_quota,,WEI Shuo Cheng,WEI Shuo Cheng,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005572,https://en.cpbl.com.tw/team?ClubNo=ACN
32b9a113fe643865,run026_market_realism_priority_expanded,asian_quota,,WU Chun Wei,WU Chun Wei,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000004625,https://en.cpbl.com.tw/team?ClubNo=ACN
c1a28e2afc520384,run026_market_realism_priority_expanded,asian_quota,,WU Li Chen,WU Li Chen,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007276,https://en.cpbl.com.tw/team?ClubNo=ACN
a96040b69b8259ba,run026_market_realism_priority_expanded,asian_quota,,YOU Jun You,YOU Jun You,Brothers,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007281,https://en.cpbl.com.tw/team?ClubNo=ACN
88cbcc9e11201bf9,run026_market_realism_priority_expanded,asian_quota,,CHANG Jen Wei,CHANG Jen Wei,Brothers,Second-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006730,https://en.cpbl.com.tw/team?ClubNo=ACN
10c588172b046ac5,run026_market_realism_priority_expanded,asian_quota,,LIN Jui Chun,LIN Jui Chun,Brothers,Second-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005567,https://en.cpbl.com.tw/team?ClubNo=ACN
b23f6e7cff319bfb,run026_market_realism_priority_expanded,asian_quota,,CHANG Shr Lun,CHANG Shr Lun,Brothers,Shortstop,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007085,https://en.cpbl.com.tw/team?ClubNo=ACN
4c25d0dd81e484e7,run026_market_realism_priority_expanded,asian_quota,,CHIANG Kun Yu,CHIANG Kun Yu,Brothers,Shortstop,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000004636,https://en.cpbl.com.tw/team?ClubNo=ACN
8b9c3bf14fba5f09,run026_market_realism_priority_expanded,asian_quota,,WANG Cheng Shun,WANG Cheng Shun,Brothers,Third-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000002307,https://en.cpbl.com.tw/team?ClubNo=ACN
abcd007c02e88802,run026_market_realism_priority_expanded,asian_quota,,WANG Wei Chen,WANG Wei Chen,Brothers,Third-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000000929,https://en.cpbl.com.tw/team?ClubNo=ACN
276c736bd5c855b8,run026_market_realism_priority_expanded,asian_quota,,JIANG Shao Hong,JIANG Shao Hong,DRAGONS,Catcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005291,https://en.cpbl.com.tw/team?ClubNo=AAA
f02d1d6feebf41ea,run026_market_realism_priority_expanded,asian_quota,,LIN Chen Hsun,LIN Chen Hsun,DRAGONS,Catcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006217,https://en.cpbl.com.tw/team?ClubNo=AAA
d6cd8da4ef8adf77,run026_market_realism_priority_expanded,asian_quota,,HSU Po Hung,HSU Po Hung,DRAGONS,Center-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007308,https://en.cpbl.com.tw/team?ClubNo=AAA
2d0670e213e2863f,run026_market_realism_priority_expanded,asian_quota,,KUO Tian Shin,KUO Tian Shin,DRAGONS,Center-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005549,https://en.cpbl.com.tw/team?ClubNo=AAA
be4f9ff8fa81b341,run026_market_realism_priority_expanded,asian_quota,,WANG Shun Ho,WANG Shun Ho,DRAGONS,Center-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006216,https://en.cpbl.com.tw/team?ClubNo=AAA
034265bc8aac7a34,run026_market_realism_priority_expanded,asian_quota,,CHU Yu Hsien,CHU Yu Hsien,DRAGONS,First-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000001318,https://en.cpbl.com.tw/team?ClubNo=AAA
d3208fff8924f209,run026_market_realism_priority_expanded,asian_quota,,Giljegiljaw．Kungkuan,Giljegiljaw．Kungkuan,DRAGONS,First-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000003625,https://en.cpbl.com.tw/team?ClubNo=AAA
bc38fb9a8d38e12f,run026_market_realism_priority_expanded,asian_quota,,LIN Xiao Cheng,LIN Xiao Cheng,DRAGONS,Left-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005548,https://en.cpbl.com.tw/team?ClubNo=AAA
be991ce769520fae,run026_market_realism_priority_expanded,asian_quota,,CHEN Kuan Wei,CHEN Kuan Wei,DRAGONS,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005555,https://en.cpbl.com.tw/team?ClubNo=AAA
b6c401b1562a35e1,run026_market_realism_priority_expanded,asian_quota,,LI Chao,LI Chao,DRAGONS,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006160,https://en.cpbl.com.tw/team?ClubNo=AAA
7a8c9290766d062b,run026_market_realism_priority_expanded,asian_quota,,LIN Kai Wei,LIN Kai Wei,DRAGONS,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005788,https://en.cpbl.com.tw/team?ClubNo=AAA
b54ef9662da61a53,run026_market_realism_priority_expanded,asian_quota,,LIN Tzu Yu,LIN Tzu Yu,DRAGONS,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000001821,https://en.cpbl.com.tw/team?ClubNo=AAA
7d4fe0238dc6c679,run026_market_realism_priority_expanded,asian_quota,,LU Wei Cheng,LU Wei Cheng,DRAGONS,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005552,https://en.cpbl.com.tw/team?ClubNo=AAA
54b898fbff259bca,run026_market_realism_priority_expanded,asian_quota,,WANG Bo Yang,WANG Bo Yang,DRAGONS,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006910,https://en.cpbl.com.tw/team?ClubNo=AAA
5ea2038afdf56b5b,run026_market_realism_priority_expanded,asian_quota,,ZHANG Jun Shou,ZHANG Jun Shou,DRAGONS,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006723,https://en.cpbl.com.tw/team?ClubNo=AAA
4bf7fe3988333004,run026_market_realism_priority_expanded,asian_quota,,ZHAO Jing Long,ZHAO Jing Long,DRAGONS,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006215,https://en.cpbl.com.tw/team?ClubNo=AAA
4f117619689180db,run026_market_realism_priority_expanded,asian_quota,,CHANG You Jia,CHANG You Jia,DRAGONS,Right-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006725,https://en.cpbl.com.tw/team?ClubNo=AAA
3e6bc44f45d59868,run026_market_realism_priority_expanded,asian_quota,,CHEN Tzu Hao,CHEN Tzu Hao,DRAGONS,Right-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000000743,https://en.cpbl.com.tw/team?ClubNo=AAA
03d4b45d2ef1ed01,run026_market_realism_priority_expanded,asian_quota,,LI Kai Wei,LI Kai Wei,DRAGONS,Second-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005540,https://en.cpbl.com.tw/team?ClubNo=AAA
9b6a4cfb8d2fa1d8,run026_market_realism_priority_expanded,asian_quota,,CHANG Cheng Yu,CHANG Cheng Yu,DRAGONS,Shortstop,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005542,https://en.cpbl.com.tw/team?ClubNo=AAA
8e1b9150b39729a0,run026_market_realism_priority_expanded,asian_quota,,CHU Hsiang Lin（Namoh．Iyang）,CHU Hsiang Lin（Namoh．Iyang）,DRAGONS,Shortstop,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005546,https://en.cpbl.com.tw/team?ClubNo=AAA
a61e6c67cab18c0c,run026_market_realism_priority_expanded,asian_quota,,LIU Jun Wei,LIU Jun Wei,DRAGONS,Shortstop,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007079,https://en.cpbl.com.tw/team?ClubNo=AAA
c2d89179d2103dfa,run026_market_realism_priority_expanded,asian_quota,,CHEN Si Chung（John Peter CLARK）,CHEN Si Chung（John Peter CLARK）,DRAGONS,Third-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006728,https://en.cpbl.com.tw/team?ClubNo=AAA
f9f9db38fad8becd,run026_market_realism_priority_expanded,asian_quota,,LIU Ji Hong,LIU Ji Hong,DRAGONS,Third-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005545,https://en.cpbl.com.tw/team?ClubNo=AAA
b359bd5d5e4ac5af,run026_market_realism_priority_expanded,asian_quota,,CHANG Yu Hao,CHANG Yu Hao,Guardians,Catcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007591,https://en.cpbl.com.tw/team?ClubNo=AEO
54a1b647ca5701b4,run026_market_realism_priority_expanded,asian_quota,,DAI Pei Feng,DAI Pei Feng,Guardians,Catcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000004645,https://en.cpbl.com.tw/team?ClubNo=AEO
0238c02ba635ca07,run026_market_realism_priority_expanded,asian_quota,,LIN Dai An,LIN Dai An,Guardians,Catcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000001606,https://en.cpbl.com.tw/team?ClubNo=AEO
72c5b82ee6fe97e3,run026_market_realism_priority_expanded,asian_quota,,CHOU Chia Le,CHOU Chia Le,Guardians,Center-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006868,https://en.cpbl.com.tw/team?ClubNo=AEO
33337267216fa4a9,run026_market_realism_priority_expanded,asian_quota,,SHEN Hao Wei,SHEN Hao Wei,Guardians,Center-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000000362,https://en.cpbl.com.tw/team?ClubNo=AEO
f7bfe566c3cc7d1f,run026_market_realism_priority_expanded,asian_quota,,FAN  Kuo Chen,FAN Kuo Chen,Guardians,First-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000002352,https://en.cpbl.com.tw/team?ClubNo=AEO
9bfd9391859ee728,run026_market_realism_priority_expanded,asian_quota,,WANG Yi Cheng,WANG Yi Cheng,Guardians,First-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006736,https://en.cpbl.com.tw/team?ClubNo=AEO
5f76fabf664fec7a,run026_market_realism_priority_expanded,asian_quota,,ABE Yudai,ABE Yudai,Guardians,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007783,https://en.cpbl.com.tw/team?ClubNo=AEO
15f963924459ca2f,run026_market_realism_priority_expanded,asian_quota,,CHANG Yi,CHANG Yi,Guardians,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005790,https://en.cpbl.com.tw/team?ClubNo=AEO
bcebb695b7609ccb,run026_market_realism_priority_expanded,asian_quota,,CHEN Ping Hong,CHEN Ping Hong,Guardians,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007299,https://en.cpbl.com.tw/team?ClubNo=AEO
6cdd44bfdb0bab0a,run026_market_realism_priority_expanded,asian_quota,,CHIANG Kuo Hao,CHIANG Kuo Hao,Guardians,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005479,https://en.cpbl.com.tw/team?ClubNo=AEO
0e1cb4d46e3ca80b,run026_market_realism_priority_expanded,asian_quota,,LAI  Hung Cheng,LAI Hung Cheng,Guardians,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000003292,https://en.cpbl.com.tw/team?ClubNo=AEO
ac875725d8c7cb19,run026_market_realism_priority_expanded,asian_quota,,LEE Chien Hsun,LEE Chien Hsun,Guardians,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005561,https://en.cpbl.com.tw/team?ClubNo=AEO
86a367edf57121d8,run026_market_realism_priority_expanded,asian_quota,,LI Tung Ming,LI Tung Ming,Guardians,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006739,https://en.cpbl.com.tw/team?ClubNo=AEO
edb11c8d0adc108b,run026_market_realism_priority_expanded,asian_quota,,LIAO Jen Lei,LIAO Jen Lei,Guardians,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000002280,https://en.cpbl.com.tw/team?ClubNo=AEO
d396e41d17ba1264,run026_market_realism_priority_expanded,asian_quota,,LIN Zhen Cheng,LIN Zhen Cheng,Guardians,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006870,https://en.cpbl.com.tw/team?ClubNo=AEO
169a0dd5e3448331,run026_market_realism_priority_expanded,asian_quota,,SUZUKI Shunsuke,SUZUKI Shunsuke,Guardians,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007228,https://en.cpbl.com.tw/team?ClubNo=AEO
547bb124b1a4c562,run026_market_realism_priority_expanded,asian_quota,,TSENG Jyun Yue,TSENG Jyun Yue,Guardians,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006227,https://en.cpbl.com.tw/team?ClubNo=AEO
c9eda30046384c79,run026_market_realism_priority_expanded,asian_quota,,WANG  Hao Yuan,WANG Hao Yuan,Guardians,Pitcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000002347,https://en.cpbl.com.tw/team?ClubNo=AEO
94351afd90f51cad,run026_market_realism_priority_expanded,asian_quota,,TUNG Yu Cheng,TUNG Yu Cheng,Guardians,Right-Fielder,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005336,https://en.cpbl.com.tw/team?ClubNo=AEO
ff66f91e5cbfecbf,run026_market_realism_priority_expanded,asian_quota,,KAO Jie,KAO Jie,Guardians,Second-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007091,https://en.cpbl.com.tw/team?ClubNo=AEO
4a80472663dd5103,run026_market_realism_priority_expanded,asian_quota,,LIN Ze Bin,LIN Ze Bin,Guardians,Second-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000005510,https://en.cpbl.com.tw/team?ClubNo=AEO
721fbdfe99de35b1,run026_market_realism_priority_expanded,asian_quota,,CHANG Yu Cheng,CHANG Yu Cheng,Guardians,Shortstop,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006888,https://en.cpbl.com.tw/team?ClubNo=AEO
81efb2169166528a,run026_market_realism_priority_expanded,asian_quota,,CHIH En Chi,CHIH En Chi,Guardians,Shortstop,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006806,https://en.cpbl.com.tw/team?ClubNo=AEO
e6407cb6b3b49e0d,run026_market_realism_priority_expanded,asian_quota,,LIU Chun Hao,LIU Chun Hao,Guardians,Shortstop,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006743,https://en.cpbl.com.tw/team?ClubNo=AEO
5d121b0edc0f62e7,run026_market_realism_priority_expanded,asian_quota,,TUNG Tzu En,TUNG Tzu En,Guardians,Third-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000006737,https://en.cpbl.com.tw/team?ClubNo=AEO
2a132460f1463123,run026_market_realism_priority_expanded,asian_quota,,WANG Nian Hao,WANG Nian Hao,Guardians,Third-Base Man,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000007089,https://en.cpbl.com.tw/team?ClubNo=AEO
6ca11ef6ccf7c3f6,run026_market_realism_priority_expanded,asian_quota,,LIN Hung Yu,LIN Hung Yu,Monkeys,Catcher,buyout_salary_agent_check_needed,eligible_but_contract_buyout_unknown,candidate_medical_news_not_collected,44.5,https://en.cpbl.com.tw/team/person?Acnt=0000003467,https://en.cpbl.com.tw/team?ClubNo=AJL
