player_key,season,player_name,player_name_ko,player_name_statiz,player_name_en,arrival_season,kbo_team,kbo_team_raw,role_group,role_ko,template_status,release_note,pre_arrival_primary_league,pre_arrival_level,age_at_arrival,bats,throws,position_or_role,source_player_id,first_kbo_pa,first_kbo_ip,first_kbo_war,first_kbo_wrc_plus,first_kbo_era,first_kbo_k_bb_pct,renewed_next_year,in_season_replaced,injury_exit_flag,performance_exit_flag,temporary_foreign_flag,outcome_available,label_available,success,strong_success,failure,statiz_matched,source_confidence_1_5,coverage_gap,source,target_only_columns,accessed_at
제이크브리검,2019,제이크 브리검,제이크 브리검,,,2019,키움,키움 히어로즈,starter,투수,listed,,,,,,,투수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
제러드호잉,2019,제러드 호잉,제러드 호잉,,,2019,한화,한화 이글스,hitter,야수,listed,,,,,,,야수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
워윅서폴드,2019,워윅 서폴드,워윅 서폴드,,,2019,한화,한화 이글스,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
채드벨,2019,채드 벨,채드 벨,,,2019,한화,한화 이글스,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
프레스턴터커,2020,프레스턴 터커,프레스턴 터커,,,2020,KIA,KIA 타이거즈,hitter,야수,listed,,,,,,,야수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
드류가뇽,2020,드류 가뇽,드류 가뇽,,,2020,KIA,KIA 타이거즈,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
애런브룩스,2020,애런 브룩스,애런 브룩스,,,2020,KIA,KIA 타이거즈,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
멜로하스주니어,2020,멜 로하스 주니어,멜 로하스 주니어,,,2020,KT,kt wiz,hitter,야수,listed,,,,,,,야수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
오드리사머데스파이네,2020,오드리사머 데스파이네,오드리사머 데스파이네,,,2020,KT,kt wiz,starter,투수,listed,,,,,,,투수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
윌리엄쿠에바스,2020,윌리엄 쿠에바스,윌리엄 쿠에바스,,,2020,KT,kt wiz,starter,투수,listed,,,,,,,투수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
로베르토라모스,2020,로베르토 라모스,로베르토 라모스,,,2020,LG,LG 트윈스,hitter,야수,listed,,,,,,,야수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
케이시켈리,2020,케이시 켈리,케이시 켈리,,,2020,LG,LG 트윈스,starter,투수,listed,,,,,,,투수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
타일러윌슨,2020,타일러 윌슨,타일러 윌슨,,,2020,LG,LG 트윈스,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
애런알테어,2020,애런 알테어,애런 알테어,,,2020,NC,NC 다이노스,hitter,야수,listed,,,,,,,야수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
드류루친스키,2020,드류 루친스키,드류 루친스키,,,2020,NC,NC 다이노스,starter,투수,listed,,,,,,,투수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
마이크라이트,2020,마이크 라이트,마이크 라이트,,,2020,NC,NC 다이노스,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
제이미로맥,2020,제이미 로맥,제이미 로맥,,,2020,SK,SK 와이번스,hitter,야수,listed,,,,,,,야수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
타일러화이트,2020,타일러 화이트,타일러 화이트,,,2020,SK,SK 와이번스,hitter,야수,listed,,,,,,,야수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
리카르도핀토,2020,리카르도 핀토,리카르도 핀토,,,2020,SK,SK 와이번스,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
닉킹엄,2020,닉 킹엄,닉 킹엄,,,2020,SK,SK,unknown,,released,"팔꿈치 부상, SK",,,,,,,,,,,,,,0.0,1,1,0,0,False,True,0.0,0.0,1.0,False,4,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template_release_row,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
호세미겔페르난데스,2020,호세 미겔 페르난데스,호세 미겔 페르난데스,,,2020,두산,두산 베어스,hitter,야수,listed,,,,,,,야수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
라울알칸타라,2020,라울 알칸타라,라울 알칸타라,,,2020,두산,두산 베어스,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
크리스플렉센,2020,크리스 플렉센,크리스 플렉센,,,2020,두산,두산 베어스,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
딕슨마차도,2020,딕슨 마차도,딕슨 마차도,,,2020,롯데,롯데 자이언츠,hitter,야수,listed,,,,,,,야수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
댄스트레일리,2020,댄 스트레일리,댄 스트레일리,,,2020,롯데,롯데 자이언츠,starter,투수,listed,,,,,,,투수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
애드리안샘슨,2020,애드리안 샘슨,애드리안 샘슨,,,2020,롯데,롯데 자이언츠,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
다니엘팔카,2020,다니엘 팔카,다니엘 팔카,,,2020,삼성,삼성 라이온즈,hitter,야수,listed,,,,,,,야수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
데이비드뷰캐넌,2020,데이비드 뷰캐넌,데이비드 뷰캐넌,,,2020,삼성,삼성 라이온즈,starter,투수,listed,,,,,,,투수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
벤라이블리,2020,벤 라이블리,벤 라이블리,,,2020,삼성,삼성 라이온즈,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
타일러살라디노,2020,타일러 살라디노,타일러 살라디노,,,2020,삼성,삼성,unknown,,released,"허리 부상, 삼성",,,,,,,,,,,,,,0.0,1,1,0,0,False,True,0.0,0.0,1.0,False,4,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template_release_row,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
에디슨러셀,2020,에디슨 러셀,에디슨 러셀,,,2020,키움,키움 히어로즈,hitter,야수,listed,,,,,,,야수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
에릭요키시,2020,에릭 요키시,에릭 요키시,,,2020,키움,키움 히어로즈,starter,투수,listed,,,,,,,투수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
제이크브리검,2020,제이크 브리검,제이크 브리검,,,2020,키움,키움 히어로즈,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
테일러모터,2020,테일러 모터,테일러 모터,,,2020,키움,키움,unknown,,released,"성적 부진, 키움",,,,,,,,,,,,,,0.0,1,0,1,0,False,True,0.0,0.0,1.0,False,4,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template_release_row,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
브랜던반스,2020,브랜던 반스,브랜던 반스,,,2020,한화,한화 이글스,hitter,야수,listed,,,,,,,야수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
워릭서폴드,2020,워릭 서폴드,워릭 서폴드,,,2020,한화,한화 이글스,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
제러드호잉,2020,제러드 호잉,제러드 호잉,,,2020,한화,한화,unknown,,released,"성적 부진, 한화",,,,,,,,,,,,,,1.0,1,0,1,0,False,True,0.0,0.0,1.0,False,4,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template_release_row,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
채드벨,2020,채드 벨,채드 벨,,,2020,한화,한화,unknown,,released,"팔꿈치 부상, 한화",,,,,,,,,,,,,,0.0,1,1,0,0,False,True,0.0,0.0,1.0,False,4,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template_release_row,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
프레스턴터커,2021,프레스턴 터커,프레스턴 터커,,,2021,KIA,KIA 타이거즈,hitter,야수,listed,,,,,,,야수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
대니얼멩덴,2021,대니얼 멩덴,대니얼 멩덴,,,2021,KIA,KIA 타이거즈,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
보다카하시,2021,보 다카하시,보 다카하시,,,2021,KIA,KIA 타이거즈,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
애런브룩스,2021,애런 브룩스,애런 브룩스,,,2021,KIA,KIA,unknown,,released,"대마초 성분 전자 담배 적발, KIA",,,,,,,,,,,,,,0.0,1,0,0,0,False,True,0.0,0.0,1.0,False,4,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template_release_row,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
제러드호잉,2021,제러드 호잉,제러드 호잉,,,2021,KT,kt wiz,hitter,야수,listed,,,,,,,야수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
오드리사머데스파이네,2021,오드리사머 데스파이네,오드리사머 데스파이네,,,2021,KT,kt wiz,starter,투수,listed,,,,,,,투수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
윌리엄쿠에바스,2021,윌리엄 쿠에바스,윌리엄 쿠에바스,,,2021,KT,kt wiz,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
조일로알몬테,2021,조일로 알몬테,조일로 알몬테,,,2021,KT,kt,unknown,,released,"아킬레스건 부상, kt",,,,,,,,,,,,,,0.0,1,1,0,0,False,True,0.0,0.0,1.0,False,4,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template_release_row,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
저스틴보어,2021,저스틴 보어,저스틴 보어,,,2021,LG,LG 트윈스,hitter,야수,listed,,,,,,,야수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
앤드류수아레즈,2021,앤드류 수아레즈,앤드류 수아레즈,,,2021,LG,LG 트윈스,starter,투수,listed,,,,,,,투수,,,,,,,,0.0,0,0,0,0,False,True,0.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
케이시켈리,2021,케이시 켈리,케이시 켈리,,,2021,LG,LG 트윈스,starter,투수,listed,,,,,,,투수,,,,,,,,1.0,0,0,0,0,False,True,1.0,0.0,0.0,False,2,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
로베르토라모스,2021,로베르토 라모스,로베르토 라모스,,,2021,LG,LG,unknown,,released,"허리 부상, LG",,,,,,,,,,,,,,0.0,1,1,0,0,False,True,0.0,0.0,1.0,False,4,no local STATIZ season outcome attached yet,ko_wiki_foreign_player_template_release_row,first_kbo_pa;first_kbo_ip;first_kbo_war;first_kbo_wrc_plus;first_kbo_era;first_kbo_k_bb_pct;renewed_next_year;in_season_replaced;injury_exit_flag;performance_exit_flag;temporary_foreign_flag;success;strong_success;failure,2026-06-12T07:54:00.241530+00:00
