validation_scheme,role_model_family,target,valid_year,fold_id,model,train_rows,valid_rows,feature_count,rows,positive_rate,pred_mean,accuracy_at_0_5,brier,logloss,precision_at_0_5,auc,precision_top_25pct,precision_top_33pct
time_forward_holdout,hitter,success,2025,time_2025,role_prior,13,9,19,9,0.5555555555555556,0.6153846153846154,0.5555555555555556,0.2504930966469428,0.6943983176686944,0.5555555555555556,0.5,0.6666666666666666,0.6666666666666666
time_forward_holdout,hitter,success,2025,time_2025,ridge_logit,13,9,19,9,0.5555555555555556,0.6673365045374346,0.8888888888888888,0.1274755088062365,0.46650592085078124,0.8333333333333334,0.85,0.6666666666666666,0.6666666666666666
time_forward_holdout,hitter,success,2025,time_2025,balanced_ridge_logit,13,9,19,9,0.5555555555555556,0.6372405017981909,0.8888888888888888,0.12483352058053031,0.4397029776015824,0.8333333333333334,0.85,0.6666666666666666,0.6666666666666666
time_forward_holdout,hitter,failure,2025,time_2025,role_prior,13,9,19,9,0.3333333333333333,0.38461538461538464,0.6666666666666666,0.22485207100591717,0.642175692196946,0.0,0.5,0.3333333333333333,0.3333333333333333
time_forward_holdout,hitter,failure,2025,time_2025,ridge_logit,13,9,19,9,0.3333333333333333,0.33266349546256546,0.7777777777777778,0.20662963124779854,0.6647312730916016,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6666666666666666
time_forward_holdout,hitter,failure,2025,time_2025,balanced_ridge_logit,13,9,19,9,0.3333333333333333,0.362759498201809,0.7777777777777778,0.21160447961249954,0.6725411900746312,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6666666666666666
time_forward_holdout,pitcher,success,2025,time_2025,role_prior,20,13,26,13,0.5384615384615384,0.35,0.46153846153846156,0.2840384615384616,0.7641117206188822,0.0,0.5,0.75,0.6
time_forward_holdout,pitcher,success,2025,time_2025,ridge_logit,20,13,26,13,0.5384615384615384,0.377721683369236,0.6153846153846154,0.22997259907175677,0.668221379789724,0.75,0.738095238095238,0.75,0.8
time_forward_holdout,pitcher,success,2025,time_2025,balanced_ridge_logit,20,13,26,13,0.5384615384615384,0.4741952328728215,0.6923076923076923,0.201929546317887,0.5944827478794222,0.7142857142857143,0.7619047619047618,0.75,0.8
time_forward_holdout,pitcher,failure,2025,time_2025,role_prior,20,13,26,13,0.38461538461538464,0.5999999999999999,0.38461538461538464,0.2830769230769231,0.7603426133710148,0.38461538461538464,0.5,0.25,0.4
time_forward_holdout,pitcher,failure,2025,time_2025,ridge_logit,20,13,26,13,0.38461538461538464,0.462040432020241,0.6153846153846154,0.2628961518746213,0.7294115722918343,0.5,0.55,0.25,0.4
time_forward_holdout,pitcher,failure,2025,time_2025,balanced_ridge_logit,20,13,26,13,0.38461538461538464,0.4018441713581111,0.6153846153846154,0.25389194317318053,0.7091232251940691,0.5,0.5750000000000001,0.5,0.4
