path,source_group,extension,size_bytes,size_mb,row_count_estimate,sha256_1mb_prefix,git_tracked,git_ignored_or_untracked,publish_policy,note
data/raw/mlb_milb/savant/statcast_mlb/statcast_20220714_20220727.csv.gz,Baseball Savant/Statcast,gz,7331876,6.992,,6684be1146e248c8,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20220811_20220824.csv.gz,Baseball Savant/Statcast,gz,9357634,8.924,,b2684f2c12f2bfda,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20220825_20220907.csv.gz,Baseball Savant/Statcast,gz,9343571,8.911,,86db32a92fea2f1d,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20220908_20220921.csv.gz,Baseball Savant/Statcast,gz,9149228,8.725,,20bfcbaafb49c468,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20220922_20221005.csv.gz,Baseball Savant/Statcast,gz,9542763,9.101,,26a6afe08d7a7e8b,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230330_20230405.csv.gz,Baseball Savant/Statcast,gz,4519377,4.31,,8282758b841a442d,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230406_20230412.csv.gz,Baseball Savant/Statcast,gz,4763995,4.543,,7ed6fd2f6f3a8965,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230413_20230419.csv.gz,Baseball Savant/Statcast,gz,4744419,4.525,,ff1df4da14546f93,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230420_20230426.csv.gz,Baseball Savant/Statcast,gz,4571557,4.36,,7233ded198838978,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230427_20230503.csv.gz,Baseball Savant/Statcast,gz,4450801,4.245,,fa1653d57f7c32e4,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230504_20230510.csv.gz,Baseball Savant/Statcast,gz,4747485,4.528,,b5204c35feda1985,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230511_20230517.csv.gz,Baseball Savant/Statcast,gz,4599457,4.386,,8d4a272373b7277d,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230518_20230524.csv.gz,Baseball Savant/Statcast,gz,4571940,4.36,,f181481cf6f00ad2,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230525_20230531.csv.gz,Baseball Savant/Statcast,gz,4769308,4.548,,828323bbb5305044,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230601_20230607.csv.gz,Baseball Savant/Statcast,gz,4314171,4.114,,b2aa7177f8163ef3,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230608_20230614.csv.gz,Baseball Savant/Statcast,gz,4785304,4.564,,f13cefd2e25a6eda,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230615_20230621.csv.gz,Baseball Savant/Statcast,gz,4632487,4.418,,8372fb139881e122,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230622_20230628.csv.gz,Baseball Savant/Statcast,gz,4371178,4.169,,19614ebbd063845e,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230629_20230705.csv.gz,Baseball Savant/Statcast,gz,4825230,4.602,,4d713ee6ae3ec46e,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230706_20230712.csv.gz,Baseball Savant/Statcast,gz,2730666,2.604,,eec0f6fe0fbb4eb4,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230713_20230719.csv.gz,Baseball Savant/Statcast,gz,4997262,4.766,,76a94b77912f84dd,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230720_20230726.csv.gz,Baseball Savant/Statcast,gz,5309921,5.064,,6feac27aab41d546,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230727_20230802.csv.gz,Baseball Savant/Statcast,gz,5126137,4.889,,0b888448e5670ef1,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230803_20230809.csv.gz,Baseball Savant/Statcast,gz,5474706,5.221,,687fe726a925e198,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230810_20230816.csv.gz,Baseball Savant/Statcast,gz,5273760,5.029,,8aecc87bfcbe02fe,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230817_20230823.csv.gz,Baseball Savant/Statcast,gz,5238453,4.996,,fab38f809b9571a0,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230824_20230830.csv.gz,Baseball Savant/Statcast,gz,5584875,5.326,,937edb5d71f671c5,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230831_20230906.csv.gz,Baseball Savant/Statcast,gz,5315452,5.069,,eb54c9992def0651,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230907_20230913.csv.gz,Baseball Savant/Statcast,gz,5531427,5.275,,4ef12638f01fd9df,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230914_20230920.csv.gz,Baseball Savant/Statcast,gz,5610509,5.351,,9d1bcf976e030e75,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230921_20230927.csv.gz,Baseball Savant/Statcast,gz,5102172,4.866,,1b7aaa624464351c,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20230928_20231001.csv.gz,Baseball Savant/Statcast,gz,3201540,3.053,,a600fecb50e4cbe6,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240328_20240403.csv.gz,Baseball Savant/Statcast,gz,4788437,4.567,,a30019a9e770bc20,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240404_20240410.csv.gz,Baseball Savant/Statcast,gz,5188620,4.948,,9ab4c702361abea6,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240411_20240417.csv.gz,Baseball Savant/Statcast,gz,5577476,5.319,,dcfd25b234d73233,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240418_20240424.csv.gz,Baseball Savant/Statcast,gz,5123345,4.886,,6e8e7077edd9aa72,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240425_20240501.csv.gz,Baseball Savant/Statcast,gz,5371125,5.122,,bee96627176038d9,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240502_20240508.csv.gz,Baseball Savant/Statcast,gz,5189209,4.949,,815e61a88bde9792,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240509_20240515.csv.gz,Baseball Savant/Statcast,gz,5414192,5.163,,ed04ce0336bf2012,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240516_20240522.csv.gz,Baseball Savant/Statcast,gz,5246854,5.004,,656d52dff918bfa7,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240523_20240529.csv.gz,Baseball Savant/Statcast,gz,5240408,4.998,,3ef15023268c1729,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240530_20240605.csv.gz,Baseball Savant/Statcast,gz,5072681,4.838,,1f4ef6c252bb69fd,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240606_20240612.csv.gz,Baseball Savant/Statcast,gz,5213481,4.972,,8a10eaa241de0ec6,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240613_20240619.csv.gz,Baseball Savant/Statcast,gz,5372161,5.123,,5a0bfffa5a47ca15,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240620_20240626.csv.gz,Baseball Savant/Statcast,gz,5264854,5.021,,ebd5bff02d165bc4,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240627_20240703.csv.gz,Baseball Savant/Statcast,gz,5019265,4.787,,2588a7fb7e96bfcb,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240704_20240710.csv.gz,Baseball Savant/Statcast,gz,5616276,5.356,,6bcc4e7cd7440f50,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240711_20240717.csv.gz,Baseball Savant/Statcast,gz,3303757,3.151,,5d7d0fe045cd4483,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240718_20240724.csv.gz,Baseball Savant/Statcast,gz,4966450,4.736,,fb635c54e49b685c,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240725_20240731.csv.gz,Baseball Savant/Statcast,gz,5555794,5.298,,f54abaf0b0231f93,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240801_20240807.csv.gz,Baseball Savant/Statcast,gz,5169876,4.93,,c46618bd6e2227ea,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240808_20240814.csv.gz,Baseball Savant/Statcast,gz,5564473,5.307,,0c76bb5268bcb405,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240815_20240821.csv.gz,Baseball Savant/Statcast,gz,5151322,4.913,,12825e5cd523e3ce,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240822_20240828.csv.gz,Baseball Savant/Statcast,gz,5547402,5.29,,ad5d6c116abb4f25,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240829_20240904.csv.gz,Baseball Savant/Statcast,gz,5605468,5.346,,9d169d12f3280ff9,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240905_20240911.csv.gz,Baseball Savant/Statcast,gz,5262230,5.018,,58eca8506ef838c6,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240912_20240918.csv.gz,Baseball Savant/Statcast,gz,5350250,5.102,,e230b799906e1bb6,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240919_20240925.csv.gz,Baseball Savant/Statcast,gz,5222374,4.98,,d05a674168a125a1,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20240926_20240929.csv.gz,Baseball Savant/Statcast,gz,3064103,2.922,,ba79556d4defab05,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250327_20250402.csv.gz,Baseball Savant/Statcast,gz,5321416,5.075,,712bc6f9e389f4cc,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250403_20250409.csv.gz,Baseball Savant/Statcast,gz,5168336,4.929,,0175d7346349eb09,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250410_20250416.csv.gz,Baseball Savant/Statcast,gz,5105007,4.869,,c9bfd0699e53cf37,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250417_20250423.csv.gz,Baseball Savant/Statcast,gz,5353263,5.105,,f4df4e3795f431da,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250424_20250430.csv.gz,Baseball Savant/Statcast,gz,5308643,5.063,,738802e7475a3961,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250501_20250507.csv.gz,Baseball Savant/Statcast,gz,5451420,5.199,,d08d1dd35265d3ac,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250508_20250514.csv.gz,Baseball Savant/Statcast,gz,5463611,5.211,,f27b522924af2320,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250515_20250521.csv.gz,Baseball Savant/Statcast,gz,5201474,4.961,,ae0c8727ffbe12ec,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250522_20250528.csv.gz,Baseball Savant/Statcast,gz,5485831,5.232,,c62874ac97c39cba,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250529_20250604.csv.gz,Baseball Savant/Statcast,gz,4935346,4.707,,65c716c3f35991db,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250605_20250611.csv.gz,Baseball Savant/Statcast,gz,5568521,5.311,,ef08eae20fff9d65,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250612_20250618.csv.gz,Baseball Savant/Statcast,gz,4957552,4.728,,359a8aea7215c4bc,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250619_20250625.csv.gz,Baseball Savant/Statcast,gz,5771487,5.504,,08609db12e32934f,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250626_20250702.csv.gz,Baseball Savant/Statcast,gz,5311812,5.066,,d091b488f1eaca0c,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250703_20250709.csv.gz,Baseball Savant/Statcast,gz,5347834,5.1,,a0d46703bbc89172,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250710_20250716.csv.gz,Baseball Savant/Statcast,gz,3246307,3.096,,2d4d99fdea48f8b1,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250717_20250723.csv.gz,Baseball Savant/Statcast,gz,5083757,4.848,,b79c2119807ff5eb,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250724_20250730.csv.gz,Baseball Savant/Statcast,gz,5563475,5.306,,c5b69243c0ebaa4a,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250731_20250806.csv.gz,Baseball Savant/Statcast,gz,5237701,4.995,,f49e61fb80facbff,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250807_20250813.csv.gz,Baseball Savant/Statcast,gz,5277955,5.033,,e3ea48c06ec8fc52,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250814_20250820.csv.gz,Baseball Savant/Statcast,gz,5426558,5.175,,6e518fa3b99d2010,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250821_20250827.csv.gz,Baseball Savant/Statcast,gz,5542928,5.286,,eefc644b0ff526f6,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250828_20250903.csv.gz,Baseball Savant/Statcast,gz,5580334,5.322,,76dcfcb13a1ecad1,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250904_20250910.csv.gz,Baseball Savant/Statcast,gz,5349379,5.102,,f2846c7db5c9e470,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250911_20250917.csv.gz,Baseball Savant/Statcast,gz,5514067,5.259,,aa7ec9f9df1b9ae6,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250918_20250924.csv.gz,Baseball Savant/Statcast,gz,5074353,4.839,,38439fe64f46aa90,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20250925_20250928.csv.gz,Baseball Savant/Statcast,gz,3244540,3.094,,efb742518bda9194,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20260325_20260331.csv.gz,Baseball Savant/Statcast,gz,4284834,4.086,,e940fc7f56a26517,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20260401_20260407.csv.gz,Baseball Savant/Statcast,gz,5217231,4.976,,ca6f14a62588d5cd,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20260408_20260414.csv.gz,Baseball Savant/Statcast,gz,5123718,4.886,,fc1924dadb89a405,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20260415_20260421.csv.gz,Baseball Savant/Statcast,gz,5501312,5.246,,2b013b467cb2c1e7,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20260422_20260428.csv.gz,Baseball Savant/Statcast,gz,5064502,4.83,,acd425cdc2813d5d,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20260429_20260505.csv.gz,Baseball Savant/Statcast,gz,5189867,4.949,,f1b8c660f4dd9054,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20260506_20260512.csv.gz,Baseball Savant/Statcast,gz,5023008,4.79,,af605be5415da63b,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20260513_20260519.csv.gz,Baseball Savant/Statcast,gz,5580386,5.322,,77310fd7e7ed3075,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20260520_20260526.csv.gz,Baseball Savant/Statcast,gz,5134791,4.897,,ec2324e3ce79842a,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20260527_20260602.csv.gz,Baseball Savant/Statcast,gz,5062236,4.828,,6bad72ba906bea91,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20260603_20260609.csv.gz,Baseball Savant/Statcast,gz,5200871,4.96,,5fedbcb94c867448,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb/statcast_20260610_20260611.csv.gz,Baseball Savant/Statcast,gz,687,0.001,,34656e4032d52632,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb_retry_2022/statcast_20220728_20220728.csv.gz,Baseball Savant/Statcast,gz,460313,0.439,,27844ee637f1eea9,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb_retry_2022/statcast_20220729_20220729.csv.gz,Baseball Savant/Statcast,gz,734614,0.701,,7dd2a552f8afe981,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb_retry_2022/statcast_20220730_20220730.csv.gz,Baseball Savant/Statcast,gz,738205,0.704,,daf43f5182107035,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb_retry_2022/statcast_20220731_20220731.csv.gz,Baseball Savant/Statcast,gz,723358,0.69,,dd8db9fd50f775b5,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb_retry_2022/statcast_20220801_20220801.csv.gz,Baseball Savant/Statcast,gz,496328,0.473,,102c6b9fa8b95f4a,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb_retry_2022/statcast_20220802_20220802.csv.gz,Baseball Savant/Statcast,gz,773749,0.738,,8e8b0de768840769,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb_retry_2022/statcast_20220803_20220803.csv.gz,Baseball Savant/Statcast,gz,661973,0.631,,f82a0c6a5c9e53e9,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb_retry_2022/statcast_20220804_20220804.csv.gz,Baseball Savant/Statcast,gz,632528,0.603,,42864c9d3ce8deda,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb_retry_2022/statcast_20220805_20220805.csv.gz,Baseball Savant/Statcast,gz,714826,0.682,,7ba021cc5c311ba5,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb_retry_2022/statcast_20220806_20220806.csv.gz,Baseball Savant/Statcast,gz,828045,0.79,,7f384de8e8291702,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb_retry_2022/statcast_20220807_20220807.csv.gz,Baseball Savant/Statcast,gz,738245,0.704,,2b56199cd8ba014f,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
data/raw/mlb_milb/savant/statcast_mlb_retry_2022/statcast_20220808_20220808.csv.gz,Baseball Savant/Statcast,gz,317115,0.302,,98a97a6e3507d4ad,False,True,large_or_regenerable,"Large generated/downloaded file; use Git LFS, Release, or shared drive if raw access is required."
