validation_scheme,role_model_family,target,fold_id,model,train_rows,valid_rows,feature_count,rows,positive_rate,pred_mean,accuracy_at_0_5,brier,logloss,precision_at_0_5,auc,precision_top_25pct,precision_top_33pct
repeated_stratified_cv,hitter,success,1,role_prior,14,8,32,8,0.625,0.5714285714285714,0.625,0.2372448979591837,0.6674965651048406,0.625,0.5,0.5,0.3333333333333333
repeated_stratified_cv,hitter,success,1,ridge_logit,14,8,32,8,0.625,0.6044471851162972,0.75,0.25787143657776845,0.7639573974085394,0.8,0.6000000000000001,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,1,balanced_ridge_logit,14,8,32,8,0.625,0.5760613334187973,0.75,0.26025006171935533,0.7742461103991246,0.8,0.6000000000000001,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,2,role_prior,15,7,32,7,0.5714285714285714,0.6,0.5714285714285714,0.24571428571428575,0.6845963843837755,0.5714285714285714,0.5,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,2,ridge_logit,15,7,32,7,0.5714285714285714,0.8027383540288875,0.7142857142857143,0.19031355322082946,0.6244071886412705,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,2,balanced_ridge_logit,15,7,32,7,0.5714285714285714,0.7760896211418603,0.8571428571428571,0.1733037627107416,0.5727627341443432,0.8,0.8333333333333334,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,3,role_prior,15,7,32,7,0.5714285714285714,0.6,0.5714285714285714,0.2457142857142857,0.6845963843837755,0.5714285714285714,0.5,1.0,1.0
repeated_stratified_cv,hitter,success,3,ridge_logit,15,7,32,7,0.5714285714285714,0.6805136725181843,0.8571428571428571,0.16899562657807035,0.5667160702319783,0.8,0.7500000000000001,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,3,balanced_ridge_logit,15,7,32,7,0.5714285714285714,0.6500977057669491,0.8571428571428571,0.16767833361050452,0.5474106850741229,0.8,0.7500000000000001,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,4,role_prior,14,8,32,8,0.625,0.5714285714285714,0.625,0.2372448979591837,0.6674965651048406,0.625,0.5,1.0,1.0
repeated_stratified_cv,hitter,success,4,ridge_logit,14,8,32,8,0.625,0.5171887140580248,0.75,0.27524169309420293,0.9086462157853741,0.8,0.6666666666666667,1.0,0.6666666666666666
