season,player_key,player_name,player_name_en,kbo_team,role_model_family,stat_group,player_id,success,failure,source_player_id,milb_stat_group,has_pre_kbo_milb,pre_kbo_milb_rows,pre_kbo_milb_latest_year,pre_kbo_milb_recent_rows,pre_kbo_milb_highest_level_score,pre_kbo_recent_highest_level_score,pre_kbo_aaa_rows,pre_kbo_aa_rows,pre_kbo_milb_pa,pre_kbo_milb_hr,pre_kbo_milb_ops,pre_kbo_milb_obp,pre_kbo_milb_slg,pre_kbo_milb_k_pct,pre_kbo_milb_bb_pct,pre_kbo_milb_ip,pre_kbo_milb_games,pre_kbo_milb_games_started,pre_kbo_milb_k9,pre_kbo_milb_bb9,pre_kbo_milb_hr9,pre_kbo_milb_era,pre_kbo_milb_whip
2025,루이스리베라토,루이스 리베라토,Luis David Liberato,한화,hitter,hitting,642451,0,0,642451,hitting,True,16,2024,3,100.0,100.0,2,0,573.0,13.0,0.7642164048865618,0.34489354275741707,0.4193228621291448,0.24083769633507854,0.11343804537521815,,,,,,,,
2025,르윈디아즈,르윈 디아즈,Lewin Díaz,삼성,hitter,hitting,650331,1,0,650331,hitting,True,14,2023,1,100.0,100.0,1,0,483.0,17.0,0.8040000000000002,0.362,0.442,0.19668737060041408,0.12422360248447205,,,,,,,,
2025,빅터레예스,빅터 레예스,Víctor José Reyes,롯데,hitter,hitting,622682,1,0,622682,hitting,True,13,2023,1,100.0,100.0,1,0,546.0,20.0,0.792,0.33,0.462,0.2271062271062271,0.06593406593406594,,,,,,,,
2025,스톤개랫,스톤 개랫,Stone Garrett,키움,hitter,hitting,656448,0,1,656448,hitting,True,13,2024,3,100.0,100.0,2,1,317.0,3.0,0.6886309148264985,0.3515835962145111,0.3370473186119874,0.2902208201892745,0.11356466876971609,,,,,,,,
2025,앤드류스티븐슨,앤드류 스티븐슨,Andrew Stevenson,KT,hitter,hitting,664057,0,1,664057,hitting,True,12,2023,1,100.0,100.0,1,0,470.0,16.0,0.916,0.394,0.522,0.20638297872340425,0.08936170212765958,,,,,,,,
2025,에스테반플로리알,에스테반 플로리알,Estevan Florial,한화,hitter,hitting,664314,0,1,664314,hitting,True,16,2024,2,100.0,100.0,2,0,713.0,37.0,0.8627082748948105,0.3605610098176718,0.5021472650771388,0.302945301542777,0.13464235624123422,,,,,,,,
2025,오스틴딘,오스틴 딘,Austin James Dean,LG,hitter,hitting,621573,1,0,621573,hitting,True,14,2022,0,100.0,100.0,4,3,3276.0,82.0,0.7917866300366301,0.35001556776556786,0.44177106227106216,0.17399267399267399,0.08577533577533578,,,,,,,,
2025,제이크케이브,제이크 케이브,Jake Cave,두산,hitter,hitting,595909,1,0,595909,hitting,True,15,2023,1,100.0,100.0,1,0,275.0,16.0,1.113,0.429,0.684,0.20363636363636364,0.11272727272727273,,,,,,,,
2025,패트릭위즈덤,패트릭 위즈덤,Patrick Wisdom,KIA,hitter,hitting,621550,1,0,621550,hitting,True,12,2024,2,100.0,100.0,2,0,48.0,4.0,1.296,0.4792500000000001,0.8167499999999999,0.3541666666666667,0.20833333333333334,,,,,,,,
2025,데니레예스,데니 레예스,Denyi Reyes,삼성,pitcher,pitching,660593,0,1,660593,pitching,True,10,2023,1,100.0,100.0,1,0,,,,,,0.17866004962779156,0.08188585607940446,91.66666666666667,20.0,18.0,7.069090909090908,3.2399999999999998,2.3563636363636364,5.79,1.42
2025,라이언와이스,라이언 와이스,Ryan Weiss,한화,pitcher,pitching,680802,1,0,680802,pitching,True,10,2023,1,100.0,100.0,1,0,,,,,,0.20270270270270271,0.1891891891891892,14.0,12.0,0.0,9.642857142857142,9.0,1.9285714285714286,7.07,2.0
2025,미치화이트,미치 화이트,Mitch White,SSG,pitcher,pitching,669952,1,0,669952,pitching,True,17,2024,3,100.0,100.0,2,0,,,,,,0.26601941747572816,0.10097087378640776,116.66666666666667,36.0,20.0,10.568571428571428,4.011428571428572,0.8485714285714285,4.631085714285714,1.4620571428571427
