rule_id,rule_family,core_type,rule_label,min_games_core,games,win_pct,complement_win_pct,win_pct_delta,avg_run_diff,complement_avg_run_diff,run_diff_delta,avg_team_runs,avg_opp_runs,avg_of_rbi,avg_unearned_runs,avg_ofdh_run_kill
R1_rhp_low_of_conversion_run_trade,core,primary_message,OF RBI < 3 + opponent 6+ runs + right-handed opponent starter,10,20,0.1,0.5853658536585366,-0.4853658536585366,-5.1,1.6341463414634145,-6.734146341463414,3.6,8.7,0.85,0.55,0.4
R2_rhp_ofdh_run_kill,core,hitter_filter,OF table-setter OBP <= .250 + right-handed opponent starter + OF/DH GDP or CS,7,9,0.0,0.5,-0.5,-5.111111111111111,0.21153846153846154,-5.322649572649572,3.111111111111111,8.222222222222221,0.7777777777777778,0.8888888888888888,1.1111111111111112
R3_extra_out_high_of_void,core,pitcher_hitter_bridge,High-leverage OF 0 RBI + at least 1 unearned run allowed,7,8,0.0,0.49056603773584906,-0.49056603773584906,-4.5,0.018867924528301886,-4.518867924528302,2.625,7.125,0.75,2.0,0.5
R4_top_opponent_short_start_of_void,supporting,support_only,Starter < 5 IP + high-leverage OF 0 RBI + opponent top-3 win pct,7,6,0.0,0.4727272727272727,-0.4727272727272727,-5.833333333333333,0.0,-5.833333333333333,2.3333333333333335,8.166666666666666,0.8333333333333334,1.3333333333333333,0.3333333333333333
