role_model_family,signal_type,rule,target,support_rows,total_role_rows,support_share,target_rate_inside_rule,role_base_target_rate,rate_delta_vs_role_base,lift_vs_role_base,permutation_p_value,signal_direction,semantic_alignment,rule_gate,release_policy,candidate_release_allowed,abs_rate_delta
hitter,single_family,hitter_track_continuity=low_bottom_tercile,success,7,22,0.3181818181818182,0.7142857142857143,0.5909090909090909,0.12337662337662336,1.2087912087912087,0.654690618762475,success_enrichment,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.12337662337662336
hitter,two_family_interaction,hitter_contact_discipline_floor=high_top_tercile AND hitter_milb_surface_power=high_top_tercile,success,4,22,0.18181818181818182,0.5,0.5909090909090909,-0.09090909090909094,0.8461538461538461,1.0,success_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.09090909090909094
hitter,two_family_interaction,hitter_contact_discipline_floor=low_bottom_tercile AND hitter_track_continuity=high_top_tercile,success,4,22,0.18181818181818182,0.5,0.5909090909090909,-0.09090909090909094,0.8461538461538461,1.0,success_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.09090909090909094
hitter,single_family,hitter_quality_of_contact=high_top_tercile,success,7,22,0.3181818181818182,0.5714285714285714,0.5909090909090909,-0.019480519480519543,0.9670329670329669,1.0,success_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.019480519480519543
hitter,single_family,hitter_contact_discipline_floor=high_top_tercile,success,7,22,0.3181818181818182,0.5714285714285714,0.5909090909090909,-0.019480519480519543,0.9670329670329669,1.0,success_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.019480519480519543
hitter,single_family,hitter_milb_surface_power=high_top_tercile,success,7,22,0.3181818181818182,0.5714285714285714,0.5909090909090909,-0.019480519480519543,0.9670329670329669,1.0,success_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.019480519480519543
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_traffic_stress_control=high_top_tercile,failure,4,49,0.08163265306122448,0.75,0.42857142857142855,0.32142857142857145,1.75,0.29740518962075846,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.32142857142857145
pitcher,two_family_interaction,pitcher_command_floor=high_top_tercile AND pitcher_role_continuity_workload=high_top_tercile,failure,7,49,0.14285714285714285,0.14285714285714285,0.42857142857142855,-0.2857142857142857,0.3333333333333333,0.2275449101796407,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.2857142857142857
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,failure,6,49,0.12244897959183673,0.6666666666666666,0.42857142857142855,0.23809523809523808,1.5555555555555556,0.3772455089820359,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.23809523809523808
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_role_continuity_workload=high_top_tercile,failure,5,49,0.10204081632653061,0.2,0.42857142857142855,-0.22857142857142854,0.46666666666666673,0.3652694610778443,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.22857142857142854
pitcher,two_family_interaction,pitcher_raw_miss_upside=low_bottom_tercile AND pitcher_role_continuity_workload=high_top_tercile,failure,5,49,0.10204081632653061,0.2,0.42857142857142855,-0.22857142857142854,0.46666666666666673,0.4031936127744511,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.22857142857142854
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_raw_miss_upside=high_top_tercile,failure,8,49,0.16326530612244897,0.625,0.42857142857142855,0.19642857142857145,1.4583333333333335,0.2954091816367265,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.19642857142857145
pitcher,single_family,pitcher_command_floor=high_top_tercile,failure,16,49,0.32653061224489793,0.25,0.42857142857142855,-0.17857142857142855,0.5833333333333334,0.10978043912175649,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.17857142857142855
pitcher,single_family,pitcher_role_continuity_workload=high_top_tercile,failure,16,49,0.32653061224489793,0.25,0.42857142857142855,-0.17857142857142855,0.5833333333333334,0.12574850299401197,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.17857142857142855
pitcher,two_family_interaction,pitcher_role_continuity_workload=low_bottom_tercile AND pitcher_traffic_stress_control=low_bottom_tercile,failure,4,49,0.08163265306122448,0.25,0.42857142857142855,-0.17857142857142855,0.5833333333333334,0.6427145708582834,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.17857142857142855
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,failure,5,49,0.10204081632653061,0.6,0.42857142857142855,0.17142857142857143,1.4000000000000001,0.6187624750499002,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.17142857142857143
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_command_floor=high_top_tercile,failure,7,49,0.14285714285714285,0.2857142857142857,0.42857142857142855,-0.14285714285714285,0.6666666666666666,0.6826347305389222,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.14285714285714285
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_traffic_stress_control=low_bottom_tercile,failure,7,49,0.14285714285714285,0.2857142857142857,0.42857142857142855,-0.14285714285714285,0.6666666666666666,0.6287425149700598,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.14285714285714285
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_raw_miss_upside=high_top_tercile,failure,7,49,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.14285714285714285,1.3333333333333333,0.6606786427145709,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.14285714285714285
pitcher,single_family,pitcher_traffic_stress_control=high_top_tercile,failure,11,49,0.22448979591836735,0.5454545454545454,0.42857142857142855,0.11688311688311687,1.2727272727272727,0.5229540918163673,risk_enrichment,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.11688311688311687
pitcher,single_family,pitcher_damage_suppression=high_top_tercile,failure,16,49,0.32653061224489793,0.3125,0.42857142857142855,-0.11607142857142855,0.7291666666666667,0.3333333333333333,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.11607142857142855
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,failure,6,49,0.12244897959183673,0.3333333333333333,0.42857142857142855,-0.09523809523809523,0.7777777777777778,0.6926147704590818,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.09523809523809523
pitcher,single_family,pitcher_damage_suppression=low_bottom_tercile,failure,16,49,0.32653061224489793,0.5,0.42857142857142855,0.07142857142857145,1.1666666666666667,0.5728542914171657,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.07142857142857145
pitcher,single_family,pitcher_command_floor=low_bottom_tercile,failure,16,49,0.32653061224489793,0.5,0.42857142857142855,0.07142857142857145,1.1666666666666667,0.5489021956087824,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.07142857142857145
pitcher,single_family,pitcher_raw_miss_upside=high_top_tercile,failure,16,49,0.32653061224489793,0.5,0.42857142857142855,0.07142857142857145,1.1666666666666667,0.5249500998003992,risk_enrichment,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.07142857142857145
pitcher,two_family_interaction,pitcher_raw_miss_upside=high_top_tercile AND pitcher_role_continuity_workload=high_top_tercile,failure,6,49,0.12244897959183673,0.5,0.42857142857142855,0.07142857142857145,1.1666666666666667,1.0,risk_enrichment,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.07142857142857145
pitcher,two_family_interaction,pitcher_role_continuity_workload=low_bottom_tercile AND pitcher_traffic_stress_control=high_top_tercile,failure,6,49,0.12244897959183673,0.5,0.42857142857142855,0.07142857142857145,1.1666666666666667,1.0,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.07142857142857145
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_traffic_stress_control=high_top_tercile,failure,4,49,0.08163265306122448,0.5,0.42857142857142855,0.07142857142857145,1.1666666666666667,1.0,risk_enrichment,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.07142857142857145
pitcher,two_family_interaction,pitcher_command_floor=high_top_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,failure,4,49,0.08163265306122448,0.5,0.42857142857142855,0.07142857142857145,1.1666666666666667,1.0,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.07142857142857145
pitcher,two_family_interaction,pitcher_raw_miss_upside=high_top_tercile AND pitcher_traffic_stress_control=high_top_tercile,failure,4,49,0.08163265306122448,0.5,0.42857142857142855,0.07142857142857145,1.1666666666666667,1.0,risk_enrichment,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.07142857142857145
pitcher,two_family_interaction,pitcher_raw_miss_upside=low_bottom_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,failure,4,49,0.08163265306122448,0.5,0.42857142857142855,0.07142857142857145,1.1666666666666667,1.0,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.07142857142857145
pitcher,single_family,pitcher_traffic_stress_control=low_bottom_tercile,failure,11,49,0.22448979591836735,0.36363636363636365,0.42857142857142855,-0.0649350649350649,0.8484848484848485,0.7604790419161677,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.0649350649350649
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_raw_miss_upside=low_bottom_tercile,failure,8,49,0.16326530612244897,0.375,0.42857142857142855,-0.05357142857142855,0.875,1.0,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.05357142857142855
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_role_continuity_workload=high_top_tercile,failure,8,49,0.16326530612244897,0.375,0.42857142857142855,-0.05357142857142855,0.875,1.0,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.05357142857142855
pitcher,two_family_interaction,pitcher_command_floor=high_top_tercile AND pitcher_raw_miss_upside=low_bottom_tercile,failure,8,49,0.16326530612244897,0.375,0.42857142857142855,-0.05357142857142855,0.875,1.0,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.05357142857142855
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_command_floor=low_bottom_tercile,failure,10,49,0.20408163265306123,0.4,0.42857142857142855,-0.028571428571428525,0.9333333333333335,1.0,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.028571428571428525
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_traffic_stress_control=low_bottom_tercile,failure,5,49,0.10204081632653061,0.4,0.42857142857142855,-0.028571428571428525,0.9333333333333335,1.0,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.028571428571428525
pitcher,two_family_interaction,pitcher_raw_miss_upside=high_top_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,failure,5,49,0.10204081632653061,0.4,0.42857142857142855,-0.028571428571428525,0.9333333333333335,1.0,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.028571428571428525
pitcher,single_family,pitcher_raw_miss_upside=low_bottom_tercile,failure,16,49,0.32653061224489793,0.4375,0.42857142857142855,0.008928571428571452,1.0208333333333335,1.0,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.008928571428571452
pitcher,single_family,pitcher_role_continuity_workload=low_bottom_tercile,failure,16,49,0.32653061224489793,0.4375,0.42857142857142855,0.008928571428571452,1.0208333333333335,1.0,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.008928571428571452
pitcher,two_family_interaction,pitcher_role_continuity_workload=low_bottom_tercile AND pitcher_traffic_stress_control=high_top_tercile,in_season_replaced,6,49,0.12244897959183673,0.0,0.30612244897959184,-0.30612244897959184,0.0,0.17964071856287425,risk_suppression,counterintuitive_or_negative_control,counterintuitive_watch_do_not_score,layer2_archetype_research_only_no_candidate_release,False,0.30612244897959184
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_role_continuity_workload=high_top_tercile,in_season_replaced,5,49,0.10204081632653061,0.0,0.30612244897959184,-0.30612244897959184,0.0,0.15169660678642716,risk_suppression,counterintuitive_or_negative_control,counterintuitive_watch_do_not_score,layer2_archetype_research_only_no_candidate_release,False,0.30612244897959184
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_command_floor=low_bottom_tercile,in_season_replaced,10,49,0.20408163265306123,0.1,0.30612244897959184,-0.20612244897959184,0.32666666666666666,0.14770459081836326,risk_suppression,counterintuitive_or_negative_control,counterintuitive_watch_do_not_score,layer2_archetype_research_only_no_candidate_release,False,0.20612244897959184
pitcher,single_family,pitcher_role_continuity_workload=high_top_tercile,in_season_replaced,16,49,0.32653061224489793,0.125,0.30612244897959184,-0.18112244897959184,0.4083333333333333,0.10778443113772455,risk_suppression,semantically_aligned,promote_as_research_archetype_signal,layer2_archetype_research_only_no_candidate_release,False,0.18112244897959184
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_traffic_stress_control=high_top_tercile,in_season_replaced,4,49,0.08163265306122448,0.0,0.30612244897959184,-0.30612244897959184,0.0,0.3313373253493014,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.30612244897959184
pitcher,two_family_interaction,pitcher_raw_miss_upside=high_top_tercile AND pitcher_traffic_stress_control=high_top_tercile,in_season_replaced,4,49,0.08163265306122448,0.0,0.30612244897959184,-0.30612244897959184,0.0,0.3033932135728543,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.30612244897959184
pitcher,two_family_interaction,pitcher_raw_miss_upside=low_bottom_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,in_season_replaced,4,49,0.08163265306122448,0.5,0.30612244897959184,0.19387755102040816,1.6333333333333333,0.5828343313373253,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.19387755102040816
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_role_continuity_workload=high_top_tercile,in_season_replaced,8,49,0.16326530612244897,0.125,0.30612244897959184,-0.18112244897959184,0.4083333333333333,0.37924151696606784,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.18112244897959184
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_traffic_stress_control=low_bottom_tercile,in_season_replaced,7,49,0.14285714285714285,0.14285714285714285,0.30612244897959184,-0.163265306122449,0.4666666666666666,0.3972055888223553,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.163265306122449
pitcher,two_family_interaction,pitcher_command_floor=high_top_tercile AND pitcher_role_continuity_workload=high_top_tercile,in_season_replaced,7,49,0.14285714285714285,0.14285714285714285,0.30612244897959184,-0.163265306122449,0.4666666666666666,0.4351297405189621,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.163265306122449
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,in_season_replaced,6,49,0.12244897959183673,0.16666666666666666,0.30612244897959184,-0.13945578231292519,0.5444444444444444,0.656686626746507,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.13945578231292519
pitcher,two_family_interaction,pitcher_raw_miss_upside=high_top_tercile AND pitcher_role_continuity_workload=high_top_tercile,in_season_replaced,6,49,0.12244897959183673,0.16666666666666666,0.30612244897959184,-0.13945578231292519,0.5444444444444444,0.6786427145708582,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.13945578231292519
pitcher,single_family,pitcher_traffic_stress_control=high_top_tercile,in_season_replaced,11,49,0.22448979591836735,0.18181818181818182,0.30612244897959184,-0.12430426716141002,0.593939393939394,0.45708582834331335,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.12430426716141002
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_raw_miss_upside=high_top_tercile,in_season_replaced,7,49,0.14285714285714285,0.42857142857142855,0.30612244897959184,0.1224489795918367,1.4,0.6806387225548902,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.1224489795918367
pitcher,single_family,pitcher_damage_suppression=low_bottom_tercile,in_season_replaced,16,49,0.32653061224489793,0.1875,0.30612244897959184,-0.11862244897959184,0.6124999999999999,0.3273453093812375,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.11862244897959184
pitcher,single_family,pitcher_command_floor=high_top_tercile,in_season_replaced,16,49,0.32653061224489793,0.1875,0.30612244897959184,-0.11862244897959184,0.6124999999999999,0.3193612774451098,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.11862244897959184
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,in_season_replaced,5,49,0.10204081632653061,0.2,0.30612244897959184,-0.10612244897959183,0.6533333333333333,0.6826347305389222,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.10612244897959183
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_traffic_stress_control=low_bottom_tercile,in_season_replaced,5,49,0.10204081632653061,0.2,0.30612244897959184,-0.10612244897959183,0.6533333333333333,0.6806387225548902,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.10612244897959183
pitcher,two_family_interaction,pitcher_raw_miss_upside=high_top_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,in_season_replaced,5,49,0.10204081632653061,0.2,0.30612244897959184,-0.10612244897959183,0.6533333333333333,0.6766467065868264,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.10612244897959183
pitcher,two_family_interaction,pitcher_raw_miss_upside=low_bottom_tercile AND pitcher_role_continuity_workload=high_top_tercile,in_season_replaced,5,49,0.10204081632653061,0.2,0.30612244897959184,-0.10612244897959183,0.6533333333333333,0.6447105788423154,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.10612244897959183
pitcher,single_family,pitcher_raw_miss_upside=low_bottom_tercile,in_season_replaced,16,49,0.32653061224489793,0.375,0.30612244897959184,0.06887755102040816,1.2249999999999999,0.562874251497006,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.06887755102040816
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_raw_miss_upside=low_bottom_tercile,in_season_replaced,8,49,0.16326530612244897,0.375,0.30612244897959184,0.06887755102040816,1.2249999999999999,0.6826347305389222,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.06887755102040816
pitcher,two_family_interaction,pitcher_command_floor=high_top_tercile AND pitcher_raw_miss_upside=low_bottom_tercile,in_season_replaced,8,49,0.16326530612244897,0.375,0.30612244897959184,0.06887755102040816,1.2249999999999999,0.6606786427145709,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.06887755102040816
pitcher,single_family,pitcher_damage_suppression=high_top_tercile,in_season_replaced,16,49,0.32653061224489793,0.25,0.30612244897959184,-0.056122448979591844,0.8166666666666667,0.6986027944111777,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.056122448979591844
pitcher,single_family,pitcher_command_floor=low_bottom_tercile,in_season_replaced,16,49,0.32653061224489793,0.25,0.30612244897959184,-0.056122448979591844,0.8166666666666667,0.7504990019960079,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.056122448979591844
pitcher,single_family,pitcher_role_continuity_workload=low_bottom_tercile,in_season_replaced,16,49,0.32653061224489793,0.25,0.30612244897959184,-0.056122448979591844,0.8166666666666667,0.7405189620758483,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.056122448979591844
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_raw_miss_upside=high_top_tercile,in_season_replaced,8,49,0.16326530612244897,0.25,0.30612244897959184,-0.056122448979591844,0.8166666666666667,1.0,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.056122448979591844
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_traffic_stress_control=high_top_tercile,in_season_replaced,4,49,0.08163265306122448,0.25,0.30612244897959184,-0.056122448979591844,0.8166666666666667,1.0,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.056122448979591844
pitcher,two_family_interaction,pitcher_command_floor=high_top_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,in_season_replaced,4,49,0.08163265306122448,0.25,0.30612244897959184,-0.056122448979591844,0.8166666666666667,1.0,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.056122448979591844
pitcher,two_family_interaction,pitcher_role_continuity_workload=low_bottom_tercile AND pitcher_traffic_stress_control=low_bottom_tercile,in_season_replaced,4,49,0.08163265306122448,0.25,0.30612244897959184,-0.056122448979591844,0.8166666666666667,1.0,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.056122448979591844
pitcher,single_family,pitcher_traffic_stress_control=low_bottom_tercile,in_season_replaced,11,49,0.22448979591836735,0.2727272727272727,0.30612244897959184,-0.033395176252319136,0.8909090909090909,1.0,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.033395176252319136
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,in_season_replaced,6,49,0.12244897959183673,0.3333333333333333,0.30612244897959184,0.02721088435374147,1.0888888888888888,1.0,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.02721088435374147
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_command_floor=high_top_tercile,in_season_replaced,7,49,0.14285714285714285,0.2857142857142857,0.30612244897959184,-0.020408163265306145,0.9333333333333332,1.0,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.020408163265306145
pitcher,single_family,pitcher_raw_miss_upside=high_top_tercile,in_season_replaced,16,49,0.32653061224489793,0.3125,0.30612244897959184,0.0063775510204081565,1.0208333333333333,1.0,risk_enrichment,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.0063775510204081565
pitcher,two_family_interaction,pitcher_command_floor=low_bottom_tercile AND pitcher_raw_miss_upside=high_top_tercile,injury_exit_flag,7,49,0.14285714285714285,0.2857142857142857,0.12244897959183673,0.16326530612244897,2.333333333333333,0.2055888223552894,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.16326530612244897
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_raw_miss_upside=low_bottom_tercile,injury_exit_flag,8,49,0.16326530612244897,0.25,0.12244897959183673,0.12755102040816327,2.0416666666666665,0.26147704590818366,risk_enrichment,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.12755102040816327
pitcher,single_family,pitcher_role_continuity_workload=high_top_tercile,injury_exit_flag,16,49,0.32653061224489793,0.0,0.12244897959183673,-0.12244897959183673,0.0,0.15169660678642716,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.12244897959183673
pitcher,single_family,pitcher_traffic_stress_control=low_bottom_tercile,injury_exit_flag,11,49,0.22448979591836735,0.0,0.12244897959183673,-0.12244897959183673,0.0,0.27345309381237526,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.12244897959183673
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_role_continuity_workload=high_top_tercile,injury_exit_flag,8,49,0.16326530612244897,0.0,0.12244897959183673,-0.12244897959183673,0.0,0.5409181636726547,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.12244897959183673
pitcher,two_family_interaction,pitcher_damage_suppression=low_bottom_tercile AND pitcher_traffic_stress_control=low_bottom_tercile,injury_exit_flag,7,49,0.14285714285714285,0.0,0.12244897959183673,-0.12244897959183673,0.0,0.5868263473053892,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.12244897959183673
pitcher,two_family_interaction,pitcher_command_floor=high_top_tercile AND pitcher_role_continuity_workload=high_top_tercile,injury_exit_flag,7,49,0.14285714285714285,0.0,0.12244897959183673,-0.12244897959183673,0.0,0.5868263473053892,risk_suppression,semantically_aligned,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.12244897959183673
pitcher,two_family_interaction,pitcher_damage_suppression=high_top_tercile AND pitcher_role_continuity_workload=low_bottom_tercile,injury_exit_flag,6,49,0.12244897959183673,0.0,0.12244897959183673,-0.12244897959183673,0.0,0.590818363273453,risk_suppression,counterintuitive_or_negative_control,watch_small_sample_signal,layer2_archetype_research_only_no_candidate_release,False,0.12244897959183673
