validation_scheme,candidate_component,target,model,folds,total_valid_rows,mean_feature_count,mean_auc,mean_brier,mean_logloss,mean_precision_top_25pct,mean_precision_top_33pct,role_prior_mean_brier,role_prior_precision_top_25pct,brier_lift_vs_role_prior,top25_precision_lift_vs_role_prior,promotion_status
repeated_stratified_cv,hitter_savant_pilot_candidate_compatible,failure,ridge_logit,90,660,17.0,0.7568518518518518,0.20834733607326664,0.6670890690747611,0.7277777777777777,0.6111111111111112,0.23526832955404384,0.3333333333333333,0.0269209934807772,0.39444444444444443,pilot_promote
repeated_stratified_cv,hitter_savant_pilot_candidate_compatible,failure,role_prior,90,660,17.0,0.5,0.23526832955404384,0.6638179115398375,0.3333333333333333,0.4,0.23526832955404384,0.3333333333333333,0.0,0.0,baseline
repeated_stratified_cv,hitter_savant_pilot_candidate_compatible,success,ridge_logit,90,660,17.0,0.8075925925925926,0.1776236087592487,0.5417169764718743,0.8388888888888889,0.8,0.24289115646258505,0.7055555555555556,0.06526754770333634,0.1333333333333333,pilot_promote
repeated_stratified_cv,hitter_savant_pilot_candidate_compatible,success,role_prior,90,660,17.0,0.5,0.24289115646258505,0.6788964446241305,0.7055555555555556,0.5888888888888889,0.24289115646258505,0.7055555555555556,0.0,0.0,baseline
