validation_scheme,role_model_family,target,fold_id,model,train_rows,valid_rows,feature_count,rows,positive_rate,pred_mean,accuracy_at_0_5,brier,logloss,precision_at_0_5,auc,precision_top_25pct,precision_top_33pct
repeated_stratified_cv,hitter,success,1,role_prior,14,8,20,8,0.625,0.5714285714285714,0.625,0.2372448979591837,0.6674965651048406,0.625,0.5,0.5,0.3333333333333333
repeated_stratified_cv,hitter,success,1,ridge_logit,14,8,20,8,0.625,0.569954158613185,0.75,0.13114324734280364,0.4228591892209284,0.8,0.8666666666666667,1.0,1.0
repeated_stratified_cv,hitter,success,1,balanced_ridge_logit,14,8,20,8,0.625,0.5339984608849149,0.75,0.13783517063506467,0.43721156278248924,0.8,0.8666666666666667,1.0,1.0
repeated_stratified_cv,hitter,success,2,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.24571428571428575,0.6845963843837755,0.5714285714285714,0.5,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,2,ridge_logit,15,7,20,7,0.5714285714285714,0.7986889396035137,0.7142857142857143,0.20007100082497775,0.6741050370754255,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,2,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.7746751619436577,0.7142857142857143,0.18642775608518267,0.6266781108433479,0.6666666666666666,0.6666666666666667,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,3,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.2457142857142857,0.6845963843837755,0.5714285714285714,0.5,1.0,1.0
repeated_stratified_cv,hitter,success,3,ridge_logit,15,7,20,7,0.5714285714285714,0.6510850968576204,0.8571428571428571,0.13187786332892162,0.4219504813161765,0.8,0.8333333333333334,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,3,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.6258275170807787,0.8571428571428571,0.13312790285690004,0.41583535430579427,0.8,0.8333333333333334,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,4,role_prior,14,8,20,8,0.625,0.5714285714285714,0.625,0.2372448979591837,0.6674965651048406,0.625,0.5,1.0,1.0
repeated_stratified_cv,hitter,success,4,ridge_logit,14,8,20,8,0.625,0.623432778307714,0.875,0.15697141884020493,0.5249558477266439,0.8333333333333334,0.7333333333333334,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,4,balanced_ridge_logit,14,8,20,8,0.625,0.606550391988606,0.75,0.16466770897576827,0.5292699332561406,0.8,0.7333333333333334,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,5,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.24571428571428575,0.6845963843837753,0.5714285714285714,0.5,0.5,0.3333333333333333
repeated_stratified_cv,hitter,success,5,ridge_logit,15,7,20,7,0.5714285714285714,0.6376783862313127,0.8571428571428571,0.15430153935534954,0.49131311556843604,0.8,0.8333333333333334,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,5,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.5772404273399798,0.8571428571428571,0.15184762599560125,0.48681003122933536,0.8,0.8333333333333334,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,6,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.24571428571428575,0.6845963843837753,0.5714285714285714,0.5,0.5,0.3333333333333333
repeated_stratified_cv,hitter,success,6,ridge_logit,15,7,20,7,0.5714285714285714,0.5302259474235577,0.5714285714285714,0.2039844441734551,0.5712888043889583,0.6666666666666666,0.7500000000000001,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,6,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.48693874796521214,0.5714285714285714,0.21765216999340722,0.5942345980081979,0.6666666666666666,0.7500000000000001,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,7,role_prior,14,8,20,8,0.625,0.5714285714285714,0.625,0.2372448979591837,0.6674965651048406,0.625,0.5,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,7,ridge_logit,14,8,20,8,0.625,0.6918927079839503,0.625,0.23392792563165854,0.6291241439499748,0.6666666666666666,0.8,1.0,1.0
repeated_stratified_cv,hitter,success,7,balanced_ridge_logit,14,8,20,8,0.625,0.6731807725851809,0.625,0.23468990257801642,0.6285957790793766,0.6666666666666666,0.8,1.0,1.0
repeated_stratified_cv,hitter,success,8,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.24571428571428575,0.6845963843837753,0.5714285714285714,0.5,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,8,ridge_logit,15,7,20,7,0.5714285714285714,0.8065695873486073,0.7142857142857143,0.23341248051745203,0.7859611466850759,0.6666666666666666,0.7500000000000001,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,8,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.777562640271536,0.7142857142857143,0.21984036815276897,0.7401103527294329,0.6666666666666666,0.7500000000000001,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,9,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.24571428571428575,0.6845963843837753,0.5714285714285714,0.5,0.5,0.3333333333333333
repeated_stratified_cv,hitter,success,9,ridge_logit,15,7,20,7,0.5714285714285714,0.39059986199486463,0.8571428571428571,0.1159579397719757,0.36502718924871924,1.0,1.0,1.0,1.0
repeated_stratified_cv,hitter,success,9,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.3473532941417154,0.7142857142857143,0.1428460410869132,0.42269698048135945,1.0,1.0,1.0,1.0
repeated_stratified_cv,hitter,success,10,role_prior,14,8,20,8,0.625,0.5714285714285714,0.625,0.2372448979591837,0.6674965651048406,0.625,0.5,0.5,0.3333333333333333
repeated_stratified_cv,hitter,success,10,ridge_logit,14,8,20,8,0.625,0.5051435858629523,0.75,0.1364251241825365,0.4213955518151198,0.8,0.8666666666666667,1.0,1.0
repeated_stratified_cv,hitter,success,10,balanced_ridge_logit,14,8,20,8,0.625,0.4676368396628152,0.75,0.15624407574969462,0.4623477752474256,0.8,0.8666666666666667,1.0,1.0
repeated_stratified_cv,hitter,success,11,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.24571428571428575,0.6845963843837753,0.5714285714285714,0.5,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,11,ridge_logit,15,7,20,7,0.5714285714285714,0.6288285264588255,0.8571428571428571,0.14316486577181012,0.4618536777855823,0.8,0.6666666666666667,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,11,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.5839352575690887,0.8571428571428571,0.14258642984659792,0.454702999454417,0.8,0.6666666666666667,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,12,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.2457142857142857,0.6845963843837755,0.5714285714285714,0.5,1.0,1.0
repeated_stratified_cv,hitter,success,12,ridge_logit,15,7,20,7,0.5714285714285714,0.7160571666890992,0.5714285714285714,0.2971205129962374,0.8271025970302718,0.6,0.75,1.0,1.0
repeated_stratified_cv,hitter,success,12,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.68833554224781,0.5714285714285714,0.2869807579965976,0.8025297945155313,0.6,0.75,1.0,1.0
repeated_stratified_cv,hitter,success,13,role_prior,14,8,20,8,0.625,0.5714285714285714,0.625,0.2372448979591837,0.6674965651048406,0.625,0.5,1.0,1.0
repeated_stratified_cv,hitter,success,13,ridge_logit,14,8,20,8,0.625,0.4012148606423208,0.75,0.14169586175979026,0.4300794998916886,1.0,1.0,1.0,1.0
repeated_stratified_cv,hitter,success,13,balanced_ridge_logit,14,8,20,8,0.625,0.3660386604183148,0.625,0.16572171963547594,0.4804777307581108,1.0,1.0,1.0,1.0
repeated_stratified_cv,hitter,success,14,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.2457142857142857,0.6845963843837755,0.5714285714285714,0.5,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,14,ridge_logit,15,7,20,7,0.5714285714285714,0.7458290482330813,0.5714285714285714,0.29189219979825637,0.9589583101594136,0.6,0.6666666666666667,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,14,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.7277895419723844,0.5714285714285714,0.2945013739192781,0.9228869311063047,0.6,0.6666666666666667,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,15,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.2457142857142857,0.6845963843837755,0.5714285714285714,0.5,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,15,ridge_logit,15,7,20,7,0.5714285714285714,0.6285718225067082,0.8571428571428571,0.17027889575000082,0.5229922767090623,0.8,0.6666666666666667,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,15,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.5840248260029035,0.8571428571428571,0.17069520059495796,0.5200664912391393,0.8,0.6666666666666667,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,16,role_prior,14,8,20,8,0.625,0.5714285714285714,0.625,0.2372448979591837,0.6674965651048406,0.625,0.5,0.5,0.3333333333333333
repeated_stratified_cv,hitter,success,16,ridge_logit,14,8,20,8,0.625,0.49686079304017783,0.875,0.07901399191333519,0.2833085745384698,1.0,1.0,1.0,1.0
repeated_stratified_cv,hitter,success,16,balanced_ridge_logit,14,8,20,8,0.625,0.46812974675094327,0.875,0.09172337127324018,0.31090227104677903,1.0,1.0,1.0,1.0
repeated_stratified_cv,hitter,success,17,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.24571428571428575,0.6845963843837755,0.5714285714285714,0.5,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,17,ridge_logit,15,7,20,7,0.5714285714285714,0.7659144437483535,0.5714285714285714,0.34236572180805647,1.1084194482586696,0.6,0.5,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,17,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.7393410517626877,0.5714285714285714,0.3419294964339343,1.073202337032886,0.6,0.5,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,18,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.2457142857142857,0.6845963843837755,0.5714285714285714,0.5,1.0,1.0
repeated_stratified_cv,hitter,success,18,ridge_logit,15,7,20,7,0.5714285714285714,0.5187837213126532,0.7142857142857143,0.24128996476959702,0.7038100104221068,0.75,0.6666666666666667,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,18,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.4911062033252934,0.7142857142857143,0.2521533269897584,0.7376297768700464,0.75,0.6666666666666667,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,19,role_prior,14,8,20,8,0.625,0.5714285714285714,0.625,0.2372448979591837,0.6674965651048406,0.625,0.5,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,19,ridge_logit,14,8,20,8,0.625,0.6856285636188576,0.75,0.21743138378555193,0.7575242290312387,0.8,0.6000000000000001,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,19,balanced_ridge_logit,14,8,20,8,0.625,0.6615431211746451,0.75,0.2193703225001204,0.7496660479885365,0.8,0.6000000000000001,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,20,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.2457142857142857,0.6845963843837755,0.5714285714285714,0.5,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,20,ridge_logit,15,7,20,7,0.5714285714285714,0.47304681896924816,0.7142857142857143,0.32319047809378165,1.023869092053327,0.75,0.5,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,20,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.4386297898393677,0.42857142857142855,0.3404154855819412,1.0581989051931786,0.5,0.5,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,21,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.24571428571428575,0.6845963843837753,0.5714285714285714,0.5,0.5,0.3333333333333333
repeated_stratified_cv,hitter,success,21,ridge_logit,15,7,20,7,0.5714285714285714,0.7186215215743668,0.8571428571428571,0.17457414728984175,0.5933880759244768,0.8,0.8333333333333334,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,21,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.6927755478838519,0.8571428571428571,0.16970141124617363,0.5630593343834673,0.8,0.8333333333333334,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,22,role_prior,14,8,20,8,0.625,0.5714285714285714,0.625,0.2372448979591837,0.6674965651048406,0.625,0.5,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,22,ridge_logit,14,8,20,8,0.625,0.6740636675259347,0.875,0.10829858029323422,0.3397432689163043,0.8333333333333334,0.8666666666666667,1.0,1.0
repeated_stratified_cv,hitter,success,22,balanced_ridge_logit,14,8,20,8,0.625,0.6605390728199119,0.875,0.10916086260506336,0.33675613140707705,0.8333333333333334,0.8666666666666667,1.0,1.0
repeated_stratified_cv,hitter,success,23,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.24571428571428575,0.6845963843837753,0.5714285714285714,0.5,0.5,0.3333333333333333
repeated_stratified_cv,hitter,success,23,ridge_logit,15,7,20,7,0.5714285714285714,0.6734179694770172,0.5714285714285714,0.3780815955851388,1.2052746338605755,0.6,0.3333333333333333,0.5,0.3333333333333333
repeated_stratified_cv,hitter,success,23,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.6395424858227612,0.5714285714285714,0.3809682307986166,1.1960333582015035,0.6,0.3333333333333333,0.5,0.3333333333333333
repeated_stratified_cv,hitter,success,24,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.24571428571428575,0.6845963843837753,0.5714285714285714,0.5,0.5,0.3333333333333333
repeated_stratified_cv,hitter,success,24,ridge_logit,15,7,20,7,0.5714285714285714,0.3999532045139678,0.42857142857142855,0.31216714493581943,0.8305784371753286,0.5,0.5833333333333334,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,24,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.3500855165331287,0.42857142857142855,0.33531095599052874,0.8937193179227688,0.5,0.5833333333333334,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,25,role_prior,14,8,20,8,0.625,0.5714285714285714,0.625,0.2372448979591837,0.6674965651048406,0.625,0.5,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,25,ridge_logit,14,8,20,8,0.625,0.527168120106265,0.875,0.12654524264221118,0.4069172026010093,0.8333333333333334,0.8666666666666667,1.0,1.0
repeated_stratified_cv,hitter,success,25,balanced_ridge_logit,14,8,20,8,0.625,0.48935779998585693,0.625,0.13998070739317012,0.4351762342059687,0.75,0.8666666666666667,1.0,1.0
repeated_stratified_cv,hitter,success,26,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.2457142857142857,0.6845963843837755,0.5714285714285714,0.5,1.0,0.6666666666666666
repeated_stratified_cv,hitter,success,26,ridge_logit,15,7,20,7,0.5714285714285714,0.5308737424402776,0.7142857142857143,0.2622425177133389,0.8504303701307566,0.75,0.6666666666666667,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,26,balanced_ridge_logit,15,7,20,7,0.5714285714285714,0.5084532754516494,0.7142857142857143,0.27174430054094545,0.8707043047466986,0.75,0.6666666666666667,0.5,0.6666666666666666
repeated_stratified_cv,hitter,success,27,role_prior,15,7,20,7,0.5714285714285714,0.6,0.5714285714285714,0.24571428571428575,0.6845963843837753,0.5714285714285714,0.5,0.5,0.3333333333333333
repeated_stratified_cv,hitter,success,27,ridge_logit,15,7,20,7,0.5714285714285714,0.7102154380756478,0.42857142857142855,0.41975867444388065,1.3440600582391362,0.5,0.375,0.5,0.3333333333333333
