season,player_key,kbo_team,role_model_family,archetype_cluster_id,archetype_name,success,failure,in_season_replaced,injury_exit_flag,performance_exit_flag,has_savant_bool,has_milb_bool,backfill_need,backfill_priority,candidate_release_allowed,release_policy,player_name_en,matched_player_id,matched_full_name,matched_position,matched_birth_date,matched_mlb_debut_date,match_variant,match_string_score,match_status,has_pre_kbo_milb,pre_kbo_milb_rows,pre_kbo_milb_latest_year,pre_kbo_milb_recent_rows,pre_kbo_milb_highest_level_score,pre_kbo_aaa_rows,pre_kbo_aa_rows,pre_kbo_milb_pa,pre_kbo_milb_ops,pre_kbo_milb_obp,pre_kbo_milb_slg,pre_kbo_milb_k_pct,pre_kbo_milb_bb_pct,pre_kbo_milb_ip,pre_kbo_milb_games_started,pre_kbo_milb_k9,pre_kbo_milb_bb9,pre_kbo_milb_hr9,pre_kbo_milb_era,pre_kbo_milb_whip,backfill_resolution_status
2025,라일리톰프슨,NC,pitcher,1,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_backfill_historical_training_only_no_current_candidate_release,Riley Thompson,663929,Riley Thompson,P,1996-07-09,,riley thompson,1.0,matched_high_confidence,True,4.0,2024.0,2.0,100.0,2.0,0.0,,,,,0.20921985815602837,0.12056737588652482,188.66666666666666,34.0,8.443462897526501,4.865724381625442,1.4310954063604242,5.816360424028268,1.6043109540636045,statsapi_backfilled_model_ready
2025,로건앨런,NC,pitcher,1,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_backfill_historical_training_only_no_current_candidate_release,Logan Allen,671106,Logan Allen,P,1998-09-05,2023-04-23,logan allen,1.0,matched_high_confidence,True,6.0,2024.0,2.0,100.0,2.0,0.0,,,,,0.2483221476510067,0.10738255033557047,69.0,13.0,9.652173913043478,4.173913043478261,1.6956521739130435,4.694009661835749,1.406328502415459,statsapi_backfilled_model_ready
2025,루벤카디네스,키움,hitter,1,hitter_failure_replacement_or_low_impact,0,1,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_backfill_historical_training_only_no_current_candidate_release,Ruben Cardenas,665180,Ruben Cardenas,OF,1997-10-10,,ruben cardenas,1.0,matched_high_confidence,True,12.0,2024.0,4.0,100.0,4.0,0.0,1194.0,0.8665100502512564,0.35086599664991625,0.51564405360134,0.2152428810720268,0.08877721943048576,,,,,,,,statsapi_backfilled_model_ready
2025,맷데이비슨,NC,hitter,0,hitter_everyday_middle_order_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_backfill_historical_training_only_no_current_candidate_release,Matthew Glen Davidson,571602,Matt Davidson,DH,1991-03-26,2013-08-11,Matt Davidson,1.0,matched_high_confidence,True,14.0,2022.0,0.0,100.0,10.0,1.0,5360.0,0.8355889925373133,0.34806138059701486,0.48752761194029853,0.2669776119402985,0.09850746268656717,,,,,,,,statsapi_backfilled_model_ready
2025,멜로하스주니어,KT,hitter,1,hitter_failure_replacement_or_low_impact,0,1,1,0,1,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_backfill_historical_training_only_no_current_candidate_release,Mel Rojas Jr,592692,Mel Rojas Jr.,CF,1990-05-24,,mel rojas,1.0,matched_high_confidence,True,12.0,2017.0,0.0,100.0,6.0,4.0,3466.0,0.7172365839584536,0.3266901327178304,0.3905464512406232,0.20369301788805538,0.08597807270628967,,,,,,,,statsapi_backfilled_model_ready
2025,빈스벨라스케즈,롯데,pitcher,2,pitcher_failure_replacement_or_health_risk,0,1,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_backfill_historical_training_only_no_current_candidate_release,Vincent John Velasquez,592826,Vince Velasquez,P,1992-06-07,2015-06-10,Vince Velasquez,1.0,matched_high_confidence,True,14.0,2023.0,1.0,100.0,1.0,0.0,,,,,0.10526315789473684,0.05263157894736842,4.666666666666667,1.0,3.8571428571428568,1.9285714285714284,0.0,0.0,1.07,statsapi_backfilled_model_ready
2025,아리엘후라도,삼성,pitcher,1,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_backfill_historical_training_only_no_current_candidate_release,Ariel Bolívar Jurado Agrazal,642558,Ariel Jurado,P,1996-01-30,2018-05-19,Ariel Jurado,1.0,matched_high_confidence,True,10.0,2022.0,0.0,100.0,2.0,3.0,,,,,0.1898686679174484,0.04765478424015009,648.3333333333334,104.0,7.024164524421593,1.762982005141388,0.6940874035989717,3.3884267352185087,1.2245861182519282,statsapi_backfilled_model_ready
2025,앤더스톨허스트,LG,pitcher,1,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_backfill_historical_training_only_no_current_candidate_release,Anders William Tolhurst,689434,Anders Tolhurst,P,1999-09-13,,anders tolhurst,1.0,matched_high_confidence,True,7.0,2024.0,5.0,80.0,0.0,1.0,,,,,0.2921615201900237,0.06175771971496437,99.66666666666667,2.0,11.107023411371237,2.3478260869565215,1.0836120401337792,4.242608695652174,1.1938127090301005,statsapi_backfilled_model_ready
2025,야시엘푸이그,키움,hitter,1,hitter_failure_replacement_or_low_impact,0,1,1,1,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_backfill_historical_training_only_no_current_candidate_release,Yasiel Puig Valdés,624577,Yasiel Puig,RF,1990-12-07,2013-06-03,Yasiel Puig,1.0,matched_high_confidence,True,8.0,2018.0,0.0,100.0,2.0,1.0,382.0,0.9993298429319373,0.39781937172774867,0.6015104712041884,0.15968586387434555,0.09947643979057591,,,,,,,,statsapi_backfilled_model_ready
2025,윌리엄쿠에바스,KT,pitcher,3,pitcher_failure_replacement_or_health_risk,0,1,1,0,1,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_backfill_historical_training_only_no_current_candidate_release,William Enrique Cuevas Osorio,571035,William Cuevas,P,1990-10-14,2016-04-21,William Cuevas,1.0,matched_high_confidence,True,15.0,2023.0,1.0,100.0,1.0,0.0,,,,,0.2205128205128205,0.10256410256410256,44.0,9.0,8.795454545454545,4.090909090909091,2.659090909090909,6.14,1.41,statsapi_backfilled_model_ready
