role_segment,replacement_relevant,split_family,query_si,si_name,bucket_group,split_label,bucket_path,players,pa,ab,r,h,doubles,triples,hr,tb,rbi,bb,hbp,so,gdp,sf,sb,avg,obp,slg,ops,iso,bb_pct,k_pct,hr_per_pa,rbi_per_pa
DH_primary_or_bridge,True,vsTeam,2,location_team_stadium,vsTeam,3001,vsTeam/3001,1,16,14,2,2,0,0,0,2,1,2,0,2,0,0,0.0,0.14285714285714285,0.25,0.14285714285714285,0.39285714285714285,0.0,0.125,0.125,0.0,0.0625
DH_primary_or_bridge,True,vsTeam,2,location_team_stadium,vsTeam,5002,vsTeam/5002,1,34,28,4,6,0,0,2,12,3,6,0,10,0,0,0.0,0.21428571428571427,0.35294117647058826,0.42857142857142855,0.7815126050420168,0.21428571428571427,0.17647058823529413,0.29411764705882354,0.058823529411764705,0.08823529411764706
DH_primary_or_bridge,True,vsTeam,2,location_team_stadium,vsTeam,6002,vsTeam/6002,1,23,19,2,3,0,0,1,6,3,4,0,6,1,0,0.0,0.15789473684210525,0.30434782608695654,0.3157894736842105,0.620137299771167,0.15789473684210525,0.17391304347826086,0.2608695652173913,0.043478260869565216,0.13043478260869565
DH_primary_or_bridge,True,vsTeam,2,location_team_stadium,vsTeam,7002,vsTeam/7002,1,22,17,1,3,0,0,1,6,4,5,0,7,0,0,0.0,0.17647058823529413,0.36363636363636365,0.35294117647058826,0.7165775401069518,0.17647058823529413,0.22727272727272727,0.3181818181818182,0.045454545454545456,0.18181818181818182
IF_C_core,False,after_count,4,ball_count,after_ballCount,after_0B_0S,after_ballCount/1/after_0B_0S,10,1345,1159,183,334,66,7,35,519,166,140,13,235,22,15,0.0,0.28817946505608283,0.36699321778447624,0.44779982743744606,0.8147930452219223,0.15962036238136323,0.10408921933085502,0.17472118959107807,0.026022304832713755,0.12342007434944238
IF_C_core,False,after_count,4,ball_count,after_ballCount,after_0B_1S,after_ballCount/2/after_0B_1S,10,1068,931,139,252,52,5,23,383,118,108,11,235,17,9,0.0,0.2706766917293233,0.35033050047214354,0.4113856068743287,0.7617161073464722,0.1407089151450054,0.10112359550561797,0.2200374531835206,0.02153558052434457,0.1104868913857678
IF_C_core,False,after_count,4,ball_count,after_ballCount,after_0B_2S,after_ballCount/3/after_0B_2S,10,675,600,67,132,26,4,11,199,64,64,7,235,11,5,0.0,0.22,0.30029585798816566,0.33166666666666667,0.6319625246548324,0.11166666666666666,0.09481481481481481,0.34814814814814815,0.016296296296296295,0.09481481481481481
IF_C_core,False,after_count,4,ball_count,after_ballCount,after_1B_0S,after_ballCount/4/after_1B_0S,10,969,811,137,231,43,4,23,351,112,139,6,194,15,7,0.0,0.2848335388409371,0.3904465212876428,0.43279901356350187,0.8232455348511447,0.14796547472256477,0.1434468524251806,0.2002063983488132,0.023735810113519093,0.11558307533539731
IF_C_core,False,after_count,4,ball_count,after_ballCount,after_1B_1S,after_ballCount/5/after_1B_1S,10,832,709,113,190,37,4,17,286,90,108,6,194,12,5,0.0,0.2679830747531735,0.3671497584541063,0.4033850493653032,0.7705348078194095,0.13540197461212972,0.12980769230769232,0.23317307692307693,0.020432692307692308,0.10817307692307693
IF_C_core,False,after_count,4,ball_count,after_ballCount,after_1B_2S,after_ballCount/6/after_1B_2S,10,574,504,58,113,23,4,9,171,57,64,3,194,7,4,0.0,0.22420634920634921,0.3130434782608696,0.3392857142857143,0.652329192546584,0.11507936507936509,0.11149825783972125,0.33797909407665505,0.0156794425087108,0.09930313588850175
IF_C_core,False,after_count,4,ball_count,after_ballCount,after_2B_0S,after_ballCount/7/after_2B_0S,10,559,411,84,116,24,3,11,179,56,139,3,107,7,3,0.0,0.2822384428223844,0.46402877697841727,0.43552311435523117,0.8995518913336484,0.15328467153284675,0.24865831842576028,0.19141323792486584,0.01967799642218247,0.1001788908765653
IF_C_core,False,after_count,4,ball_count,after_ballCount,after_2B_1S,after_ballCount/8/after_2B_1S,10,504,389,72,109,23,3,10,168,50,108,3,107,7,2,0.0,0.2802056555269923,0.43824701195219123,0.4318766066838046,0.8701236186359959,0.15167095115681234,0.21428571428571427,0.2123015873015873,0.01984126984126984,0.0992063492063492
IF_C_core,False,after_count,4,ball_count,after_ballCount,after_2B_2S,after_ballCount/9/after_2B_2S,10,366,299,40,75,15,3,6,114,36,64,2,107,4,2,0.0,0.2508361204013378,0.38419618528610355,0.38127090301003347,0.765467088296137,0.13043478260869568,0.17486338797814208,0.2923497267759563,0.01639344262295082,0.09836065573770492
IF_C_core,False,after_count,4,ball_count,after_ballCount,after_3B_0S,after_ballCount/10/after_3B_0S,10,267,129,50,37,11,3,3,63,18,138,1,38,3,0,0.0,0.2868217054263566,0.6567164179104478,0.4883720930232558,1.1450885109337037,0.2015503875968992,0.5168539325842697,0.14232209737827714,0.011235955056179775,0.06741573033707865
IF_C_core,False,after_count,4,ball_count,after_ballCount,after_3B_1S,after_ballCount/11/after_3B_1S,10,237,129,41,37,11,3,3,63,17,108,1,38,3,0,0.0,0.2868217054263566,0.6134453781512605,0.4883720930232558,1.1018174711745163,0.2015503875968992,0.45569620253164556,0.16033755274261605,0.012658227848101266,0.07172995780590717
IF_C_core,False,after_count,4,ball_count,after_ballCount,after_3B_2S,after_ballCount/12/after_3B_2S,10,167,103,21,25,8,3,0,39,11,64,1,38,2,0,0.0,0.24271844660194175,0.5357142857142857,0.3786407766990291,0.9143550624133148,0.13592233009708737,0.38323353293413176,0.2275449101796407,0.0,0.0658682634730539
IF_C_core,False,day,1,time,day,0,day/0,10,213,189,24,49,10,0,3,68,19,20,2,43,3,1,6.0,0.25925925925925924,0.33490566037735847,0.35978835978835977,0.6946940201657182,0.10052910052910052,0.09389671361502347,0.20187793427230047,0.014084507042253521,0.0892018779342723
IF_C_core,False,day,1,time,day,2,day/2,10,227,190,27,53,9,3,7,89,30,27,2,41,6,6,3.0,0.2789473684210526,0.36444444444444446,0.46842105263157896,0.8328654970760234,0.18947368421052635,0.11894273127753303,0.18061674008810572,0.030837004405286344,0.13215859030837004
IF_C_core,False,day,1,time,day,3,day/3,9,239,206,23,62,15,3,7,104,31,24,1,46,2,2,4.0,0.30097087378640774,0.37339055793991416,0.5048543689320388,0.878244926871953,0.2038834951456311,0.100418410041841,0.19246861924686193,0.029288702928870293,0.1297071129707113
IF_C_core,False,day,1,time,day,4,day/4,10,218,184,41,54,9,1,5,80,35,26,3,37,2,2,4.0,0.29347826086956524,0.386046511627907,0.43478260869565216,0.8208291203235591,0.14130434782608692,0.11926605504587157,0.16972477064220184,0.022935779816513763,0.16055045871559634
IF_C_core,False,day,1,time,day,5,day/5,10,207,178,31,54,13,0,6,85,23,24,2,27,3,1,3.0,0.30337078651685395,0.3902439024390244,0.47752808988764045,0.8677719923266649,0.1741573033707865,0.11594202898550725,0.13043478260869565,0.028985507246376812,0.1111111111111111
IF_C_core,False,day,1,time,day,6,day/6,10,242,212,37,62,10,0,7,93,28,19,3,41,6,3,9.0,0.29245283018867924,0.35443037974683544,0.4386792452830189,0.7931096250298544,0.14622641509433965,0.07851239669421488,0.16942148760330578,0.028925619834710745,0.11570247933884298
IF_C_core,False,inning_context,3,game_situation,inning,1,inning/13/1,8,170,152,32,47,7,2,9,85,18,16,0,25,2,0,0.0,0.3092105263157895,0.375,0.5592105263157895,0.9342105263157895,0.25,0.09411764705882353,0.14705882352941177,0.052941176470588235,0.10588235294117647
IF_C_core,False,inning_context,3,game_situation,inning,10,inning/13/10,7,16,12,4,5,0,0,0,5,4,1,2,4,0,1,0.0,0.4166666666666667,0.5,0.4166666666666667,0.9166666666666667,0.0,0.0625,0.25,0.0,0.25
IF_C_core,False,inning_context,3,game_situation,inning,11,inning/13/11,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IF_C_core,False,inning_context,3,game_situation,inning,2,inning/13/2,10,130,105,13,28,4,0,2,38,19,23,0,23,6,2,0.0,0.26666666666666666,0.3923076923076923,0.3619047619047619,0.7542124542124542,0.09523809523809523,0.17692307692307693,0.17692307692307693,0.015384615384615385,0.14615384615384616
IF_C_core,False,inning_context,3,game_situation,inning,3,inning/13/3,10,156,142,15,31,10,0,2,47,11,13,1,29,2,0,0.0,0.21830985915492956,0.28846153846153844,0.33098591549295775,0.6194474539544962,0.11267605633802819,0.08333333333333333,0.1858974358974359,0.01282051282051282,0.07051282051282051
IF_C_core,False,inning_context,3,game_situation,inning,4,inning/13/4,10,143,125,9,31,8,0,3,48,12,10,4,28,2,2,0.0,0.248,0.3191489361702128,0.384,0.7031489361702128,0.136,0.06993006993006994,0.1958041958041958,0.02097902097902098,0.08391608391608392
IF_C_core,False,inning_context,3,game_situation,inning,5,inning/13/5,10,158,145,21,45,13,2,3,71,19,9,1,23,1,1,0.0,0.3103448275862069,0.3525641025641026,0.4896551724137931,0.8422192749778956,0.17931034482758618,0.056962025316455694,0.14556962025316456,0.0189873417721519,0.12025316455696203
IF_C_core,False,inning_context,3,game_situation,inning,6,inning/13/6,10,142,116,20,40,6,0,5,61,21,19,1,23,2,2,0.0,0.3448275862068966,0.43478260869565216,0.5258620689655172,0.9606446776611695,0.18103448275862066,0.13380281690140844,0.1619718309859155,0.035211267605633804,0.14788732394366197
IF_C_core,False,inning_context,3,game_situation,inning,7,inning/13/7,10,158,138,29,46,7,1,5,70,26,14,1,18,2,2,0.0,0.3333333333333333,0.3935483870967742,0.5072463768115942,0.9007947639083684,0.17391304347826092,0.08860759493670886,0.11392405063291139,0.03164556962025317,0.16455696202531644
IF_C_core,False,inning_context,3,game_situation,inning,8,inning/13/8,10,150,127,19,22,4,0,5,41,17,16,2,41,2,3,0.0,0.1732283464566929,0.2702702702702703,0.3228346456692913,0.5931049159395616,0.1496062992125984,0.10666666666666667,0.2733333333333333,0.03333333333333333,0.11333333333333333
IF_C_core,False,inning_context,3,game_situation,inning,9,inning/13/9,10,121,96,21,39,7,2,1,53,19,19,1,21,2,2,0.0,0.40625,0.5,0.5520833333333334,1.0520833333333335,0.14583333333333337,0.15702479338842976,0.17355371900826447,0.008264462809917356,0.15702479338842976
IF_C_core,False,inning_context,3,game_situation,inning,innings_1_3,inning/14/innings_1_3,10,456,399,60,106,21,2,13,170,48,52,1,77,10,2,0.0,0.2656641604010025,0.3502202643171806,0.42606516290726815,0.7762854272244488,0.16040100250626566,0.11403508771929824,0.16885964912280702,0.02850877192982456,0.10526315789473684
IF_C_core,False,inning_context,3,game_situation,inning,innings_4_6,inning/14/innings_4_6,10,443,386,50,116,27,2,11,180,52,38,6,74,5,5,0.0,0.3005181347150259,0.367816091954023,0.46632124352331605,0.834137335477339,0.16580310880829013,0.08577878103837472,0.1670428893905192,0.024830699774266364,0.11738148984198646
IF_C_core,False,inning_context,3,game_situation,inning,innings_7_9,inning/14/innings_7_9,10,429,361,69,107,18,3,11,164,62,49,4,80,6,7,0.0,0.296398891966759,0.38004750593824227,0.45429362880886426,0.8343411347471066,0.15789473684210525,0.11421911421911422,0.1864801864801865,0.02564102564102564,0.1445221445221445
IF_C_core,False,inning_context,3,game_situation,inning,innings_extra,inning/14/innings_extra,7,17,13,4,5,0,0,0,5,4,1,2,4,1,1,0.0,0.38461538461538464,0.47058823529411764,0.38461538461538464,0.8552036199095023,0.0,0.058823529411764705,0.23529411764705882,0.0,0.23529411764705882
IF_C_core,False,location,2,location_team_stadium,location,Away,location/Away,10,698,593,90,165,28,5,12,239,82,78,9,109,14,7,13.0,0.2782462057335582,0.36681222707423583,0.403035413153457,0.7698476402276928,0.1247892074198988,0.11174785100286533,0.15616045845272206,0.017191977077363897,0.1174785100286533
IF_C_core,False,location,2,location_team_stadium,location,Home,location/Home,10,648,566,93,169,38,2,23,280,84,62,4,126,8,8,16.0,0.29858657243816256,0.3671875,0.49469964664310956,0.8618871466431095,0.196113074204947,0.09567901234567901,0.19444444444444445,0.035493827160493825,0.12962962962962962
IF_C_core,False,month,1,time,month,month3,month/month3,7,68,54,17,19,6,0,2,31,14,12,1,8,0,1,1.0,0.35185185185185186,0.47058823529411764,0.5740740740740741,1.0446623093681917,0.2222222222222222,0.17647058823529413,0.11764705882352941,0.029411764705882353,0.20588235294117646
IF_C_core,False,month,1,time,month,month4,month/month4,9,530,453,74,138,29,3,15,218,70,59,8,92,7,3,15.0,0.304635761589404,0.3919694072657744,0.48123620309050774,0.8732056103562822,0.17660044150110377,0.11132075471698114,0.17358490566037735,0.02830188679245283,0.1320754716981132
IF_C_core,False,month,1,time,month,month5,month/month5,8,552,480,67,121,17,3,12,180,58,50,3,99,11,9,11.0,0.2520833333333333,0.3210332103321033,0.375,0.6960332103321033,0.12291666666666667,0.09057971014492754,0.1793478260869565,0.021739130434782608,0.10507246376811594
IF_C_core,False,month,1,time,month,month6,month/month6,8,196,172,25,56,14,1,6,90,24,19,1,36,4,2,2.0,0.32558139534883723,0.3917525773195876,0.5232558139534884,0.915008391273076,0.19767441860465118,0.09693877551020408,0.1836734693877551,0.030612244897959183,0.12244897959183673
IF_C_core,False,pitcher_type,5,pitcher_type,type,vs_left,type/0/vs_left,10,334,281,49,78,13,1,5,108,37,42,2,59,9,3,0.0,0.2775800711743772,0.3719512195121951,0.38434163701067614,0.7562928565228713,0.10676156583629892,0.12574850299401197,0.17664670658682635,0.014970059880239521,0.11077844311377245
IF_C_core,False,pitcher_type,5,pitcher_type,type,vs_left_orthdodx,type/1/vs_left_orthdodx,10,334,281,49,78,13,1,5,108,37,42,2,59,9,3,0.0,0.2775800711743772,0.3719512195121951,0.38434163701067614,0.7562928565228713,0.10676156583629892,0.12574850299401197,0.17664670658682635,0.014970059880239521,0.11077844311377245
IF_C_core,False,pitcher_type,5,pitcher_type,type,vs_right,type/0/vs_right,10,1011,878,134,256,53,6,30,411,129,98,11,176,13,12,0.0,0.29157175398633256,0.36536536536536535,0.46810933940774485,0.8334747047731101,0.1765375854214123,0.09693372898120672,0.17408506429277942,0.02967359050445104,0.12759643916913946
IF_C_core,False,pitcher_type,5,pitcher_type,type,vs_right_orthdodx,type/1/vs_right_orthdodx,10,983,851,133,249,52,6,30,403,128,97,11,170,12,12,0.0,0.2925969447708578,0.36766220391349125,0.4735605170387779,0.8412227209522691,0.1809635722679201,0.09867751780264497,0.17293997965412003,0.030518819938962362,0.13021363173957273
IF_C_core,False,pitcher_type,5,pitcher_type,type,vs_right_under,type/1/vs_right_under,8,28,27,1,7,1,0,0,8,1,1,0,6,1,0,0.0,0.25925925925925924,0.2857142857142857,0.2962962962962963,0.582010582010582,0.037037037037037035,0.03571428571428571,0.21428571428571427,0.0,0.03571428571428571
IF_C_core,False,runner_context,3,game_situation,runner,2_out_on_third,runner/12/2_out_on_third,10,72,54,7,17,1,1,3,29,28,18,0,13,0,0,0.0,0.3148148148148148,0.4861111111111111,0.5370370370370371,1.0231481481481481,0.22222222222222227,0.25,0.18055555555555555,0.041666666666666664,0.3888888888888889
IF_C_core,False,runner_context,3,game_situation,runner,lt2_out_on_first,runner/10/lt2_out_on_first,9,269,211,53,69,18,2,8,115,60,28,4,37,22,10,0.0,0.32701421800947866,0.39920948616600793,0.5450236966824644,0.9442331828484724,0.21800947867298576,0.10408921933085502,0.137546468401487,0.02973977695167286,0.22304832713754646
IF_C_core,False,runner_context,3,game_situation,runner,lt2_out_on_third,runner/11/lt2_out_on_third,8,75,48,12,19,1,2,0,24,44,10,2,11,2,15,0.0,0.3958333333333333,0.41333333333333333,0.5,0.9133333333333333,0.10416666666666669,0.13333333333333333,0.14666666666666667,0.0,0.5866666666666667
IF_C_core,False,runner_context,3,game_situation,runner,no_runner,runner/9/no_runner,10,730,665,101,187,35,2,23,295,23,61,5,138,0,0,0.0,0.281203007518797,0.34610123119015046,0.44360902255639095,0.7897102537465415,0.16240601503759394,0.08356164383561644,0.18904109589041096,0.031506849315068496,0.031506849315068496
IF_C_core,False,runner_context,3,game_situation,runner,on_first,runner/9/on_first,10,241,210,38,56,16,1,5,89,16,19,2,32,17,0,0.0,0.26666666666666666,0.3333333333333333,0.4238095238095238,0.7571428571428571,0.15714285714285714,0.07883817427385892,0.13278008298755187,0.02074688796680498,0.06639004149377593
IF_C_core,False,runner_context,3,game_situation,runner,on_first_second,runner/9/on_first_second,9,100,79,14,31,8,0,4,51,39,13,2,15,3,0,0.0,0.3924050632911392,0.48936170212765956,0.6455696202531646,1.1349313223808242,0.25316455696202533,0.13,0.15,0.04,0.39
IF_C_core,False,runner_context,3,game_situation,runner,on_first_third,runner/9/on_first_third,8,34,26,5,10,1,1,1,16,17,4,1,2,2,3,0.0,0.38461538461538464,0.4411764705882353,0.6153846153846154,1.0565610859728507,0.23076923076923078,0.11764705882352941,0.058823529411764705,0.029411764705882353,0.5
IF_C_core,False,runner_context,3,game_situation,runner,on_full,runner/9/on_full,7,41,31,1,8,0,0,0,8,22,3,0,14,0,7,0.0,0.25806451612903225,0.2682926829268293,0.25806451612903225,0.5263571990558615,0.0,0.07317073170731707,0.34146341463414637,0.0,0.5365853658536586
IF_C_core,False,runner_context,3,game_situation,runner,on_second,runner/9/on_second,10,127,103,11,24,5,1,0,31,16,19,2,26,0,0,0.0,0.23300970873786409,0.3629032258064516,0.30097087378640774,0.6638740995928594,0.06796116504854366,0.14960629921259844,0.2047244094488189,0.0,0.12598425196850394
IF_C_core,False,runner_context,3,game_situation,runner,on_second_third,runner/9/on_second_third,9,32,16,5,7,0,0,1,10,16,13,1,3,0,2,0.0,0.4375,0.65625,0.625,1.28125,0.1875,0.40625,0.09375,0.03125,0.5
IF_C_core,False,runner_context,3,game_situation,runner,on_third,runner/9/on_third,8,40,29,8,11,1,2,1,19,17,8,0,5,0,3,0.0,0.3793103448275862,0.475,0.6551724137931034,1.1301724137931033,0.27586206896551724,0.2,0.125,0.025,0.425
IF_C_core,False,runner_context,3,game_situation,runner,risp,runner/7/risp,10,374,284,44,91,15,4,7,135,127,60,6,65,5,15,0.0,0.3204225352112676,0.4301369863013699,0.4753521126760563,0.9054890989774262,0.1549295774647887,0.16042780748663102,0.17379679144385027,0.01871657754010695,0.339572192513369
IF_C_core,False,runner_context,3,game_situation,runner,runner_on_base,runner/8/runner_on_base,10,615,494,82,147,31,5,12,224,143,79,8,97,22,15,0.0,0.2975708502024291,0.3926174496644295,0.4534412955465587,0.8460587452109882,0.15587044534412958,0.12845528455284552,0.15772357723577235,0.01951219512195122,0.23252032520325203
IF_C_core,False,score_context,3,game_situation,situation,2_out_risp,situation/0/2_out_risp,10,170,135,12,39,6,2,4,61,50,33,2,34,0,0,0.0,0.28888888888888886,0.43529411764705883,0.45185185185185184,0.8871459694989107,0.16296296296296298,0.19411764705882353,0.2,0.023529411764705882,0.29411764705882354
IF_C_core,False,score_context,3,game_situation,situation,more_five_run,situation/6/more_five_run,10,246,210,43,61,12,0,10,103,36,29,4,39,3,2,0.0,0.2904761904761905,0.3836734693877551,0.49047619047619045,0.8741496598639455,0.19999999999999996,0.11788617886178862,0.15853658536585366,0.04065040650406504,0.14634146341463414
IF_C_core,False,score_context,3,game_situation,situation,tied_game,situation/1/tied_game,10,350,299,52,92,14,3,10,142,43,39,2,49,5,2,0.0,0.3076923076923077,0.3888888888888889,0.47491638795986624,0.8638052768487552,0.16722408026755853,0.11142857142857143,0.14,0.02857142857142857,0.12285714285714286
IF_C_core,False,score_context,3,game_situation,situation,within_four_run,situation/5/within_four_run,10,1099,949,140,273,54,7,25,416,130,111,9,196,19,13,0.0,0.2876712328767123,0.3632162661737523,0.4383561643835616,0.801572430557314,0.1506849315068493,0.10100090991810737,0.17834394904458598,0.022747952684258416,0.11828935395814377
IF_C_core,False,score_context,3,game_situation,situation,within_one_run,situation/2/within_one_run,10,617,528,75,154,27,6,15,238,71,68,3,95,9,6,0.0,0.2916666666666667,0.371900826446281,0.45075757575757575,0.8226584022038568,0.15909090909090906,0.11021069692058347,0.1539708265802269,0.024311183144246355,0.11507293354943274
IF_C_core,False,score_context,3,game_situation,situation,within_three_run,situation/4/within_three_run,10,1003,868,128,252,49,7,22,381,118,101,8,178,15,10,0.0,0.2903225806451613,0.3657548125633232,0.43894009216589863,0.8046949047292218,0.14861751152073732,0.10069790628115653,0.17746759720837488,0.02193419740777667,0.11764705882352941
IF_C_core,False,score_context,3,game_situation,situation,within_two_run,situation/3/within_two_run,10,847,727,102,206,44,7,18,318,96,91,6,148,13,8,0.0,0.2833562585969739,0.3641826923076923,0.437414030261348,0.8015967225690404,0.15405777166437412,0.10743801652892562,0.17473435655253838,0.021251475796930343,0.11334120425029516
IF_C_core,False,stadium,2,location_team_stadium,stadium,1001,stadium/1001,9,193,173,11,48,6,1,0,56,10,18,2,33,4,0,3.0,0.2774566473988439,0.35233160621761656,0.3236994219653179,0.6760310281829345,0.04624277456647402,0.09326424870466321,0.17098445595854922,0.0,0.05181347150259067
IF_C_core,False,stadium,2,location_team_stadium,stadium,1003,stadium/1003,8,54,46,4,12,1,1,0,15,6,4,0,8,1,1,2.0,0.2608695652173913,0.3137254901960784,0.32608695652173914,0.6398124467178176,0.06521739130434784,0.07407407407407407,0.14814814814814814,0.0,0.1111111111111111
IF_C_core,False,stadium,2,location_team_stadium,stadium,2001,stadium/2001,10,648,566,93,169,38,2,23,280,84,62,4,126,8,8,16.0,0.29858657243816256,0.3671875,0.49469964664310956,0.8618871466431095,0.196113074204947,0.09567901234567901,0.19444444444444445,0.035493827160493825,0.12962962962962962
IF_C_core,False,stadium,2,location_team_stadium,stadium,2002,stadium/2002,7,67,61,16,17,4,1,3,32,12,4,0,8,1,2,1.0,0.2786885245901639,0.31343283582089554,0.5245901639344263,0.8380229997553218,0.24590163934426235,0.05970149253731343,0.11940298507462686,0.04477611940298507,0.1791044776119403
IF_C_core,False,stadium,2,location_team_stadium,stadium,4003,stadium/4003,8,134,108,26,32,5,1,6,57,28,19,1,19,5,3,1.0,0.2962962962962963,0.3969465648854962,0.5277777777777778,0.924724342663274,0.2314814814814815,0.1417910447761194,0.1417910447761194,0.04477611940298507,0.208955223880597
IF_C_core,False,stadium,2,location_team_stadium,stadium,6001,stadium/6001,6,57,52,5,10,2,0,0,12,1,3,0,13,1,0,0.0,0.19230769230769232,0.23636363636363636,0.23076923076923078,0.46713286713286717,0.038461538461538464,0.05263157894736842,0.22807017543859648,0.0,0.017543859649122806
IF_C_core,False,stadium,2,location_team_stadium,stadium,7003,stadium/7003,6,70,57,8,14,2,1,1,21,9,8,2,10,2,1,1.0,0.24561403508771928,0.35294117647058826,0.3684210526315789,0.7213622291021672,0.12280701754385964,0.11428571428571428,0.14285714285714285,0.014285714285714285,0.12857142857142856
IF_C_core,False,stadium,2,location_team_stadium,stadium,8001,stadium/8001,7,79,60,14,24,8,0,1,35,13,16,2,7,0,0,3.0,0.4,0.5384615384615384,0.5833333333333334,1.1217948717948718,0.18333333333333335,0.20253164556962025,0.08860759493670886,0.012658227848101266,0.16455696202531644
IF_C_core,False,stadium,2,location_team_stadium,stadium,8005,stadium/8005,8,44,36,6,8,0,0,1,11,3,6,2,11,0,0,2.0,0.2222222222222222,0.36363636363636365,0.3055555555555556,0.6691919191919192,0.08333333333333337,0.13636363636363635,0.25,0.022727272727272728,0.06818181818181818
IF_C_core,False,terminal_count,4,ball_count,ballCount,0B_0S,ballCount/0/0B_0S,10,140,126,20,41,8,2,6,71,26,1,2,0,2,4,0.0,0.3253968253968254,0.3308270676691729,0.5634920634920635,0.8943191311612364,0.23809523809523808,0.007142857142857143,0.0,0.04285714285714286,0.18571428571428572
IF_C_core,False,terminal_count,4,ball_count,ballCount,0B_1S,ballCount/0/0B_1S,9,135,126,17,43,12,1,4,69,21,0,1,0,1,3,0.0,0.3412698412698413,0.3384615384615385,0.5476190476190477,0.8860805860805862,0.2063492063492064,0.0,0.0,0.02962962962962963,0.15555555555555556
IF_C_core,False,terminal_count,4,ball_count,ballCount,0B_2S,ballCount/0/0B_2S,10,101,96,9,19,3,0,2,28,7,0,4,41,4,1,0.0,0.19791666666666666,0.22772277227722773,0.2916666666666667,0.5193894389438944,0.09375000000000003,0.0,0.40594059405940597,0.019801980198019802,0.06930693069306931
IF_C_core,False,terminal_count,4,ball_count,ballCount,1B_0S,ballCount/0/1B_0S,10,82,80,12,34,5,0,5,54,16,0,0,0,3,1,0.0,0.425,0.41975308641975306,0.675,1.094753086419753,0.25000000000000006,0.0,0.0,0.06097560975609756,0.1951219512195122
IF_C_core,False,terminal_count,4,ball_count,ballCount,1B_1S,ballCount/0/1B_1S,10,120,115,23,43,6,0,4,61,19,0,2,0,2,1,0.0,0.3739130434782609,0.3813559322033898,0.5304347826086957,0.9117907148120855,0.15652173913043482,0.0,0.0,0.03333333333333333,0.15833333333333333
IF_C_core,False,terminal_count,4,ball_count,ballCount,1B_2S,ballCount/0/1B_2S,10,208,205,18,38,8,1,3,57,21,0,1,87,3,2,0.0,0.18536585365853658,0.1875,0.2780487804878049,0.4655487804878049,0.09268292682926832,0.0,0.4182692307692308,0.014423076923076924,0.10096153846153846
IF_C_core,False,terminal_count,4,ball_count,ballCount,2B_0S,ballCount/0/2B_0S,7,25,22,3,7,1,0,1,11,5,1,0,0,0,1,0.0,0.3181818181818182,0.3333333333333333,0.5,0.8333333333333333,0.18181818181818182,0.04,0.0,0.04,0.2
IF_C_core,False,terminal_count,4,ball_count,ballCount,2B_1S,ballCount/0/2B_1S,10,68,64,12,22,5,0,1,30,8,0,1,0,2,0,0.0,0.34375,0.35384615384615387,0.46875,0.8225961538461539,0.125,0.0,0.0,0.014705882352941176,0.11764705882352941
IF_C_core,False,terminal_count,4,ball_count,ballCount,2B_2S,ballCount/0/2B_2S,10,199,196,19,50,7,0,6,75,25,0,1,69,2,2,0.0,0.25510204081632654,0.2562814070351759,0.3826530612244898,0.6389344682596656,0.12755102040816324,0.0,0.34673366834170855,0.03015075376884422,0.12562814070351758
IF_C_core,False,terminal_count,4,ball_count,ballCount,3B_0S,ballCount/0/3B_0S,7,30,0,9,0,0,0,0,0,1,30,0,0,0,0,0.0,,1.0,,,,1.0,0.0,0.0,0.03333333333333333
IF_C_core,False,terminal_count,4,ball_count,ballCount,3B_1S,ballCount/0/3B_1S,9,70,26,20,12,3,0,3,24,6,44,0,0,1,0,0.0,0.46153846153846156,0.8,0.9230769230769231,1.7230769230769232,0.46153846153846156,0.6285714285714286,0.0,0.04285714285714286,0.08571428571428572
IF_C_core,False,terminal_count,4,ball_count,ballCount,3B_2S,ballCount/0/3B_2S,10,167,103,21,25,8,3,0,39,11,64,1,38,2,0,0.0,0.24271844660194175,0.5357142857142857,0.3786407766990291,0.9143550624133148,0.13592233009708737,0.38323353293413176,0.2275449101796407,0.0,0.0658682634730539
IF_C_core,False,vsTeam,2,location_team_stadium,vsTeam,10001,vsTeam/10001,10,195,169,29,57,14,1,5,88,28,18,0,30,2,3,4.0,0.33727810650887574,0.39473684210526316,0.5207100591715976,0.9154469012768608,0.1834319526627219,0.09230769230769231,0.15384615384615385,0.02564102564102564,0.14358974358974358
IF_C_core,False,vsTeam,2,location_team_stadium,vsTeam,1001,vsTeam/1001,7,105,87,8,18,2,1,1,25,9,12,2,20,2,1,1.0,0.20689655172413793,0.3137254901960784,0.28735632183908044,0.6010818120351589,0.08045977011494251,0.11428571428571428,0.19047619047619047,0.009523809523809525,0.08571428571428572
IF_C_core,False,vsTeam,2,location_team_stadium,vsTeam,11001,vsTeam/11001,9,120,96,15,26,2,1,3,39,15,19,3,26,1,2,4.0,0.2708333333333333,0.4,0.40625,0.80625,0.13541666666666669,0.15833333333333333,0.21666666666666667,0.025,0.125
