role_segment,replacement_relevant,split_family,query_si,si_name,bucket_group,split_label,bucket_path,players,pa,ab,r,h,doubles,triples,hr,tb,rbi,bb,hbp,so,gdp,sf,sb,avg,obp,slg,ops,iso,bb_pct,k_pct,hr_per_pa,rbi_per_pa
DH_primary_or_bridge,True,after_count,4,ball_count,after_ballCount,after_3B_1S,after_ballCount/11/after_3B_1S,1,57,27,8,5,1,0,1,9,3,30,0,16,0,0,0.0,0.18518518518518517,0.6140350877192983,0.3333333333333333,0.9473684210526316,0.14814814814814814,0.5263157894736842,0.2807017543859649,0.017543859649122806,0.05263157894736842
DH_primary_or_bridge,True,after_count,4,ball_count,after_ballCount,after_3B_2S,after_ballCount/12/after_3B_2S,1,46,26,6,4,1,0,0,5,1,20,0,16,0,0,0.0,0.15384615384615385,0.5217391304347826,0.19230769230769232,0.7140468227424749,0.038461538461538464,0.43478260869565216,0.34782608695652173,0.0,0.021739130434782608
DH_primary_or_bridge,True,day,1,time,day,0,day/0,1,38,32,2,2,0,0,1,5,2,6,0,14,0,0,0.0,0.0625,0.21052631578947367,0.15625,0.3667763157894737,0.09375,0.15789473684210525,0.3684210526315789,0.02631578947368421,0.05263157894736842
DH_primary_or_bridge,True,day,1,time,day,2,day/2,1,31,24,3,5,0,0,2,11,6,5,1,9,1,1,0.0,0.20833333333333334,0.3548387096774194,0.4583333333333333,0.8131720430107527,0.24999999999999997,0.16129032258064516,0.2903225806451613,0.06451612903225806,0.1935483870967742
DH_primary_or_bridge,True,day,1,time,day,3,day/3,1,38,27,1,3,1,0,0,4,0,10,1,13,0,0,0.0,0.1111111111111111,0.3684210526315789,0.14814814814814814,0.5165692007797271,0.037037037037037035,0.2631578947368421,0.34210526315789475,0.0,0.0
DH_primary_or_bridge,True,day,1,time,day,4,day/4,1,32,29,4,4,1,0,2,11,5,3,0,11,1,0,0.0,0.13793103448275862,0.21875,0.3793103448275862,0.5980603448275862,0.24137931034482757,0.09375,0.34375,0.0625,0.15625
DH_primary_or_bridge,True,day,1,time,day,5,day/5,1,35,29,3,6,0,0,0,6,3,6,0,9,1,0,0.0,0.20689655172413793,0.34285714285714286,0.20689655172413793,0.5497536945812808,0.0,0.17142857142857143,0.2571428571428571,0.0,0.08571428571428572
DH_primary_or_bridge,True,day,1,time,day,6,day/6,1,45,39,8,14,0,0,3,23,12,6,0,11,0,0,1.0,0.358974358974359,0.4444444444444444,0.5897435897435898,1.034188034188034,0.23076923076923078,0.13333333333333333,0.24444444444444444,0.06666666666666667,0.26666666666666666
DH_primary_or_bridge,True,inning_context,3,game_situation,inning,1,inning/13/1,1,33,29,2,5,0,0,1,8,6,4,0,8,0,0,0.0,0.1724137931034483,0.2727272727272727,0.27586206896551724,0.54858934169279,0.10344827586206895,0.12121212121212122,0.24242424242424243,0.030303030303030304,0.18181818181818182
DH_primary_or_bridge,True,inning_context,3,game_situation,inning,2,inning/13/2,1,21,20,3,4,0,0,1,7,1,1,0,8,0,0,0.0,0.2,0.23809523809523808,0.35,0.588095238095238,0.14999999999999997,0.047619047619047616,0.38095238095238093,0.047619047619047616,0.047619047619047616
DH_primary_or_bridge,True,inning_context,3,game_situation,inning,3,inning/13/3,1,21,16,1,3,0,0,0,3,3,5,0,4,0,0,0.0,0.1875,0.38095238095238093,0.1875,0.5684523809523809,0.0,0.23809523809523808,0.19047619047619047,0.0,0.14285714285714285
