year,t_code_name,G,PA,AVG,OBP,SLG,OPS,HR,BB,SO,WAR,iso,bb_pct,k_pct,lg_OPS,lg_iso,lg_bb_pct,lg_k_pct,lg_WAR,OPS_vs_lg,iso_vs_lg,bb_pct_vs_lg,k_pct_vs_lg
2023,SSG,144,5630,0.26,0.336,0.389,0.725,125,507,943,21.130755177204264,0.129,0.09005328596802842,0.1674955595026643,0.7121,0.11019999999999999,0.09140501780179174,0.17730530070081535,20.71947548358876,0.012900000000000023,0.01880000000000001,-0.0013517318337633172,-0.009809741198151062
2024,SSG,144,5647,0.273,0.342,0.42,0.762,152,470,1095,15.116631113225594,0.14699999999999996,0.08323003364618381,0.19390826987781123,0.7715,0.1424,0.0919195394740158,0.18910796427130427,20.804076631879433,-0.009499999999999953,0.004599999999999965,-0.008689505827831984,0.0048003056065069605
2025,SSG,144,5517,0.256,0.33,0.376,0.706,127,493,1159,15.10825169365853,0.12,0.08936015950697843,0.2100779409099148,0.7272000000000001,0.1273,0.09141092444575263,0.196999779732333,20.75933507579175,-0.021200000000000108,-0.007300000000000001,-0.0020507649387742077,0.013078161177581787
