role_model_family,target,feature,coefficient,abs_coefficient,direction,train_rows,positive_rows
hitter,success,pre_low_velo_xwoba,-0.11626035640329406,0.11626035640329406,lowers_target_probability,22,13
hitter,success,pre_kbo_milb_pa,0.11353914064081458,0.11353914064081458,raises_target_probability,22,13
hitter,success,pre_woba,0.11288632324360572,0.11288632324360572,raises_target_probability,22,13
hitter,success,pre_kbo_milb_ops,0.10015078929837183,0.10015078929837183,raises_target_probability,22,13
hitter,success,pre_kbo_milb_recent_rows,-0.09477937140049962,0.09477937140049962,lowers_target_probability,22,13
hitter,success,pre_k_pct,-0.08524337537914181,0.08524337537914181,lowers_target_probability,22,13
hitter,success,pre_break_off_xwoba,0.05489676037130087,0.05489676037130087,raises_target_probability,22,13
hitter,success,pre_same_field_air_rate_proxy,0.03412329173551267,0.03412329173551267,raises_target_probability,22,13
hitter,success,pre_kbo_milb_k_pct,-0.012497002210536966,0.012497002210536966,lowers_target_probability,22,13
pitcher,failure,pre_kbo_milb_hr9,0.9408234087453071,0.9408234087453071,raises_target_probability,49,21
pitcher,failure,pre_kbo_milb_k9,0.7341773052145674,0.7341773052145674,raises_target_probability,49,21
pitcher,failure,pre_woba_allowed,0.6796003003009334,0.6796003003009334,raises_target_probability,49,21
pitcher,failure,pre_xwoba_allowed_bbe,-0.6793304130749565,0.6793304130749565,lowers_target_probability,49,21
pitcher,failure,pre_three_ball_pitch_rate,0.6352305707811686,0.6352305707811686,raises_target_probability,49,21
pitcher,failure,pre_k_pct,0.49572696311361225,0.49572696311361225,raises_target_probability,49,21
pitcher,failure,pre_zone_rate,0.4724022072728929,0.4724022072728929,raises_target_probability,49,21
pitcher,failure,pre_kbo_milb_latest_year,-0.4679254767975548,0.4679254767975548,lowers_target_probability,49,21
pitcher,failure,pre_kbo_milb_era,-0.4488361741084719,0.4488361741084719,lowers_target_probability,49,21
pitcher,failure,pre_whiff_per_swing,0.4445245719543336,0.4445245719543336,raises_target_probability,49,21
pitcher,failure,pre_kbo_milb_games_started,0.4105866041295976,0.4105866041295976,raises_target_probability,49,21
pitcher,failure,pre_hr_pct,0.4036417058985439,0.4036417058985439,raises_target_probability,49,21
pitcher,failure,pre_first_pitch_nonball_rate,-0.3708051501867436,0.3708051501867436,lowers_target_probability,49,21
pitcher,failure,pre_starter_stabilizer_score,0.33214885248234366,0.33214885248234366,raises_target_probability,49,21
pitcher,failure,pre_barrel_rate,-0.31556626783011965,0.31556626783011965,lowers_target_probability,49,21
pitcher,failure,pre_third_time_game_rate,0.28026931362986857,0.28026931362986857,raises_target_probability,49,21
pitcher,failure,pre_start_proxy_games,-0.27336121023519927,0.27336121023519927,lowers_target_probability,49,21
pitcher,failure,pre_start_proxy_rate,-0.2517570435415798,0.2517570435415798,lowers_target_probability,49,21
pitcher,failure,pre_kbo_milb_rows,-0.21943500743478284,0.21943500743478284,lowers_target_probability,49,21
pitcher,failure,pre_kbo_aaa_rows,-0.19213281198306398,0.19213281198306398,lowers_target_probability,49,21
pitcher,failure,pre_pitch,-0.18774971081125102,0.18774971081125102,lowers_target_probability,49,21
pitcher,failure,pre_chase_rate,-0.15920905587283746,0.15920905587283746,lowers_target_probability,49,21
pitcher,failure,pre_kbo_milb_whip,-0.15135270354883854,0.15135270354883854,lowers_target_probability,49,21
pitcher,failure,pre_pa,-0.13739996803651292,0.13739996803651292,lowers_target_probability,49,21
pitcher,failure,pre_games,-0.1373537300203002,0.1373537300203002,lowers_target_probability,49,21
pitcher,failure,pre_kbo_milb_recent_rows,0.12900688049988118,0.12900688049988118,raises_target_probability,49,21
pitcher,failure,pre_risp_woba_allowed,0.12875522024450142,0.12875522024450142,raises_target_probability,49,21
pitcher,failure,pre_kbo_milb_games,-0.11993868417085142,0.11993868417085142,lowers_target_probability,49,21
pitcher,failure,pre_hardhit_rate,0.11587101666845794,0.11587101666845794,raises_target_probability,49,21
pitcher,failure,pre_kbo_aa_rows,-0.10923956475220407,0.10923956475220407,lowers_target_probability,49,21
pitcher,failure,pre_early_1_3_woba_allowed,-0.10453585913601982,0.10453585913601982,lowers_target_probability,49,21
pitcher,failure,pre_bb_hbp_pct,-0.09336295095381966,0.09336295095381966,lowers_target_probability,49,21
pitcher,failure,pre_games_100plus_pitches,0.08104431439530602,0.08104431439530602,raises_target_probability,49,21
pitcher,failure,pre_xslg_allowed_bbe,-0.07883727685875225,0.07883727685875225,lowers_target_probability,49,21
pitcher,failure,pre_games_80plus_pitches,-0.0779037187146403,0.0779037187146403,lowers_target_probability,49,21
pitcher,failure,pre_games_90plus_pitches,0.07689974082167224,0.07689974082167224,raises_target_probability,49,21
pitcher,failure,pre_third_time_woba_allowed,-0.07603894732449527,0.07603894732449527,lowers_target_probability,49,21
pitcher,failure,pre_kbo_milb_ip,0.01875664215838353,0.01875664215838353,raises_target_probability,49,21
pitcher,failure,pre_kbo_milb_bb9,0.0021418105937366008,0.0021418105937366008,raises_target_probability,49,21
pitcher,failure,pre_runner_on_base_woba_allowed,-9.771951882963807e-06,9.771951882963807e-06,lowers_target_probability,49,21
pitcher,success,pre_kbo_milb_k9,-0.9077545178221353,0.9077545178221353,lowers_target_probability,49,25
pitcher,success,pre_kbo_milb_hr9,-0.7819711227573598,0.7819711227573598,lowers_target_probability,49,25
pitcher,success,pre_three_ball_pitch_rate,-0.6927064426951902,0.6927064426951902,lowers_target_probability,49,25
pitcher,success,pre_woba_allowed,-0.5216954908489706,0.5216954908489706,lowers_target_probability,49,25
pitcher,success,pre_xwoba_allowed_bbe,0.4860447285586245,0.4860447285586245,raises_target_probability,49,25
pitcher,success,pre_early_1_3_woba_allowed,0.47650990730477044,0.47650990730477044,raises_target_probability,49,25
pitcher,success,pre_k_pct,-0.46122990342424747,0.46122990342424747,lowers_target_probability,49,25
pitcher,success,pre_whiff_per_swing,-0.41399229647497515,0.41399229647497515,lowers_target_probability,49,25
pitcher,success,pre_start_proxy_rate,0.4122898256965689,0.4122898256965689,raises_target_probability,49,25
pitcher,success,pre_kbo_milb_latest_year,0.4003344858079809,0.4003344858079809,raises_target_probability,49,25
pitcher,success,pre_kbo_milb_games_started,-0.3976527221332653,0.3976527221332653,lowers_target_probability,49,25
pitcher,success,pre_start_proxy_games,0.38687530149947386,0.38687530149947386,raises_target_probability,49,25
pitcher,success,pre_hr_pct,-0.38409324055990945,0.38409324055990945,lowers_target_probability,49,25
pitcher,success,pre_starter_stabilizer_score,-0.3454931922566476,0.3454931922566476,lowers_target_probability,49,25
pitcher,success,pre_kbo_milb_era,0.31098639139471673,0.31098639139471673,raises_target_probability,49,25
pitcher,success,pre_kbo_milb_rows,0.2980015353860619,0.2980015353860619,raises_target_probability,49,25
pitcher,success,pre_zone_rate,-0.2725388065908786,0.2725388065908786,lowers_target_probability,49,25
pitcher,success,pre_kbo_aa_rows,0.2638550973495315,0.2638550973495315,raises_target_probability,49,25
pitcher,success,pre_kbo_milb_whip,0.2567728930164553,0.2567728930164553,raises_target_probability,49,25
pitcher,success,pre_bb_hbp_pct,0.22738808782166584,0.22738808782166584,raises_target_probability,49,25
pitcher,success,pre_hardhit_rate,0.22481500725525064,0.22481500725525064,raises_target_probability,49,25
pitcher,success,pre_first_pitch_nonball_rate,0.21549810982866732,0.21549810982866732,raises_target_probability,49,25
pitcher,success,pre_kbo_milb_bb9,0.2103785830532,0.2103785830532,raises_target_probability,49,25
pitcher,success,pre_games_80plus_pitches,0.18814185473598885,0.18814185473598885,raises_target_probability,49,25
pitcher,success,pre_risp_woba_allowed,-0.18746772498056638,0.18746772498056638,lowers_target_probability,49,25
pitcher,success,pre_kbo_milb_games,0.17398612502472338,0.17398612502472338,raises_target_probability,49,25
pitcher,success,pre_kbo_aaa_rows,0.10600600666022916,0.10600600666022916,raises_target_probability,49,25
pitcher,success,pre_pitch,0.0841216222638839,0.0841216222638839,raises_target_probability,49,25
pitcher,success,pre_games_100plus_pitches,-0.07929339367027183,0.07929339367027183,lowers_target_probability,49,25
pitcher,success,pre_xslg_allowed_bbe,-0.07870594571573196,0.07870594571573196,lowers_target_probability,49,25
pitcher,success,pre_chase_rate,0.07820200346391983,0.07820200346391983,raises_target_probability,49,25
pitcher,success,pre_barrel_rate,0.062058267017557754,0.062058267017557754,raises_target_probability,49,25
pitcher,success,pre_kbo_milb_recent_rows,0.06200098292420905,0.06200098292420905,raises_target_probability,49,25
pitcher,success,pre_third_time_game_rate,-0.057747151664246196,0.057747151664246196,lowers_target_probability,49,25
pitcher,success,pre_games,-0.04852389110790006,0.04852389110790006,lowers_target_probability,49,25
pitcher,success,pre_kbo_milb_ip,0.04371333358237768,0.04371333358237768,raises_target_probability,49,25
pitcher,success,pre_games_90plus_pitches,-0.039962543212842865,0.039962543212842865,lowers_target_probability,49,25
pitcher,success,pre_pa,0.02223538009553135,0.02223538009553135,raises_target_probability,49,25
pitcher,success,pre_runner_on_base_woba_allowed,0.018590052956444673,0.018590052956444673,raises_target_probability,49,25
pitcher,success,pre_third_time_woba_allowed,0.013320931909522314,0.013320931909522314,raises_target_probability,49,25
