validation_scheme,role_model_family,target,fold_id,model,train_rows,valid_rows,feature_count,rows,positive_rate,pred_mean,accuracy_at_0_5,brier,logloss,precision_at_0_5,auc,precision_top_25pct,precision_top_33pct
repeated_stratified_cv,hitter,success,1,role_prior,28,14,32,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775508,0.685483242061854,0.5714285714285714,0.5,0.75,0.8
repeated_stratified_cv,hitter,success,1,ridge_logit,28,14,32,14,0.5714285714285714,0.44815459417359255,0.42857142857142855,0.31822266119617104,0.957073031618786,0.5,0.4791666666666667,0.5,0.6
repeated_stratified_cv,hitter,success,1,balanced_ridge_logit,28,14,32,14,0.5714285714285714,0.42558869899853397,0.5,0.3267112644875047,0.9792713943566579,0.6666666666666666,0.4791666666666667,0.5,0.6
repeated_stratified_cv,hitter,success,1,shallow_random_forest,28,14,32,14,0.5714285714285714,0.5044122462156041,0.5,0.24738745156932937,0.6874835814777642,0.5714285714285714,0.5833333333333333,0.75,0.6
repeated_stratified_cv,hitter,success,2,role_prior,28,14,29,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775508,0.6854832420618538,0.5714285714285714,0.5,0.5,0.6
repeated_stratified_cv,hitter,success,2,ridge_logit,28,14,29,14,0.5714285714285714,0.5809678986196981,0.5714285714285714,0.2697334436977488,0.816005353808882,0.625,0.5833333333333334,0.75,0.8
repeated_stratified_cv,hitter,success,2,balanced_ridge_logit,28,14,29,14,0.5714285714285714,0.5634623285959276,0.5,0.2684283229906508,0.8062137733057508,0.5714285714285714,0.5833333333333334,0.75,0.8
repeated_stratified_cv,hitter,success,2,shallow_random_forest,28,14,29,14,0.5714285714285714,0.5075838057835326,0.6428571428571429,0.2584724518728596,0.71053357638214,0.7142857142857143,0.5416666666666666,0.75,0.8
repeated_stratified_cv,hitter,success,3,role_prior,28,14,32,14,0.5,0.5714285714285713,0.5,0.25510204081632654,0.7034568241613133,0.5,0.5,0.5,0.4
repeated_stratified_cv,hitter,success,3,ridge_logit,28,14,32,14,0.5,0.3188095713438331,0.5,0.31809021862081005,0.8456216143874808,0.5,0.5510204081632654,0.25,0.4
repeated_stratified_cv,hitter,success,3,balanced_ridge_logit,28,14,32,14,0.5,0.28222568635570583,0.5,0.33702507708175294,0.9182188788947413,0.5,0.5510204081632654,0.25,0.4
repeated_stratified_cv,hitter,success,3,shallow_random_forest,28,14,32,14,0.5,0.4537036046921,0.35714285714285715,0.25911339436426545,0.7113645603455497,0.25,0.46938775510204084,0.25,0.4
repeated_stratified_cv,hitter,success,4,role_prior,28,14,32,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775508,0.685483242061854,0.5714285714285714,0.5,0.75,0.8
repeated_stratified_cv,hitter,success,4,ridge_logit,28,14,32,14,0.5714285714285714,0.6224989404275434,0.6428571428571429,0.2659782929659095,0.8363185827829326,0.6666666666666666,0.6770833333333334,0.75,0.8
repeated_stratified_cv,hitter,success,4,balanced_ridge_logit,28,14,32,14,0.5714285714285714,0.6078384269281424,0.6428571428571429,0.26517532465390625,0.8366960548600718,0.6666666666666666,0.65625,0.75,0.8
repeated_stratified_cv,hitter,success,4,shallow_random_forest,28,14,32,14,0.5714285714285714,0.5561820082721121,0.5714285714285714,0.23701056217335115,0.6664299078220701,0.6,0.6458333333333333,0.75,0.8
repeated_stratified_cv,hitter,success,5,role_prior,28,14,31,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775506,0.6854832420618538,0.5714285714285714,0.5,0.5,0.6
repeated_stratified_cv,hitter,success,5,ridge_logit,28,14,31,14,0.5714285714285714,0.45200191794402833,0.6428571428571429,0.34588303214124727,1.199085825584891,0.8,0.46875000000000006,0.75,0.8
repeated_stratified_cv,hitter,success,5,balanced_ridge_logit,28,14,31,14,0.5714285714285714,0.4407273094630893,0.6428571428571429,0.34619234548132194,1.2182574165937443,0.8,0.46875000000000006,0.75,0.8
repeated_stratified_cv,hitter,success,5,shallow_random_forest,28,14,31,14,0.5714285714285714,0.4778309657214693,0.6428571428571429,0.2556545002429073,0.7045505387461606,0.8,0.5208333333333334,0.75,0.8
repeated_stratified_cv,hitter,success,6,role_prior,28,14,32,14,0.5,0.5714285714285713,0.5,0.25510204081632654,0.7034568241613133,0.5,0.5,0.5,0.4
repeated_stratified_cv,hitter,success,6,ridge_logit,28,14,32,14,0.5,0.462581473121237,0.5714285714285714,0.32951861853679426,0.9553959031578615,0.6,0.4489795918367347,0.5,0.6
repeated_stratified_cv,hitter,success,6,balanced_ridge_logit,28,14,32,14,0.5,0.416315981626109,0.5714285714285714,0.3352851609888216,0.9766435891917679,0.6,0.4489795918367347,0.5,0.6
repeated_stratified_cv,hitter,success,6,shallow_random_forest,28,14,32,14,0.5,0.4582352339536796,0.5714285714285714,0.24669034902675482,0.6862878668561524,0.6666666666666666,0.5714285714285714,0.5,0.4
repeated_stratified_cv,hitter,success,7,role_prior,28,14,32,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775506,0.6854832420618538,0.5714285714285714,0.5,1.0,0.8
repeated_stratified_cv,hitter,success,7,ridge_logit,28,14,32,14,0.5714285714285714,0.4784461488332696,0.5,0.27216829419202004,0.8589871751356587,0.5714285714285714,0.5729166666666667,0.75,0.6
repeated_stratified_cv,hitter,success,7,balanced_ridge_logit,28,14,32,14,0.5714285714285714,0.4586620308980316,0.5714285714285714,0.2681841302618703,0.8567438715674301,0.6666666666666666,0.5729166666666667,0.75,0.6
repeated_stratified_cv,hitter,success,7,shallow_random_forest,28,14,32,14,0.5714285714285714,0.5302245521999265,0.2857142857142857,0.28706415936260055,0.7697677973863474,0.4,0.375,0.5,0.6
repeated_stratified_cv,hitter,success,8,role_prior,28,14,32,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775508,0.685483242061854,0.5714285714285714,0.5,0.75,0.8
repeated_stratified_cv,hitter,success,8,ridge_logit,28,14,32,14,0.5714285714285714,0.5461765950832177,0.5714285714285714,0.306984602005376,0.9809048954986906,0.625,0.5208333333333334,0.75,0.6
repeated_stratified_cv,hitter,success,8,balanced_ridge_logit,28,14,32,14,0.5714285714285714,0.5249198420393515,0.5714285714285714,0.30760207795263783,0.978027549430581,0.625,0.5208333333333334,0.75,0.6
repeated_stratified_cv,hitter,success,8,shallow_random_forest,28,14,32,14,0.5714285714285714,0.49096104691223436,0.42857142857142855,0.23365466783080935,0.6592349468878498,0.5,0.6875,0.5,0.6
repeated_stratified_cv,hitter,success,9,role_prior,28,14,32,14,0.5,0.5714285714285713,0.5,0.25510204081632654,0.7034568241613133,0.5,0.5,0.5,0.6
repeated_stratified_cv,hitter,success,9,ridge_logit,28,14,32,14,0.5,0.5179907273002453,0.5,0.33727928683113184,0.965420141949857,0.5,0.5102040816326531,0.5,0.6
repeated_stratified_cv,hitter,success,9,balanced_ridge_logit,28,14,32,14,0.5,0.48852370099489123,0.5,0.3380570240323762,0.9652094206772669,0.5,0.4897959183673469,0.5,0.6
repeated_stratified_cv,hitter,success,9,shallow_random_forest,28,14,32,14,0.5,0.4656719545098161,0.35714285714285715,0.2842809548277457,0.7646530391185593,0.3333333333333333,0.40816326530612246,0.25,0.4
repeated_stratified_cv,hitter,success,10,role_prior,28,14,32,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775506,0.685483242061854,0.5714285714285714,0.5,0.5,0.4
repeated_stratified_cv,hitter,success,10,ridge_logit,28,14,32,14,0.5714285714285714,0.43281034206459046,0.6428571428571429,0.28980990824341435,0.9319428941761329,0.8,0.625,0.75,0.8
repeated_stratified_cv,hitter,success,10,balanced_ridge_logit,28,14,32,14,0.5714285714285714,0.41706275428496903,0.6428571428571429,0.2947574083283837,0.946864272591494,0.8,0.625,0.75,0.8
repeated_stratified_cv,hitter,success,10,shallow_random_forest,28,14,32,14,0.5714285714285714,0.44073889593931936,0.35714285714285715,0.27134946702322804,0.7346020694329708,0.3333333333333333,0.5208333333333333,0.25,0.4
repeated_stratified_cv,hitter,success,11,role_prior,28,14,31,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775508,0.685483242061854,0.5714285714285714,0.5,0.75,0.8
repeated_stratified_cv,hitter,success,11,ridge_logit,28,14,31,14,0.5714285714285714,0.6351728042071999,0.5714285714285714,0.3483978141648824,1.229851136952423,0.6,0.5416666666666666,0.75,0.8
repeated_stratified_cv,hitter,success,11,balanced_ridge_logit,28,14,31,14,0.5714285714285714,0.6221595579660074,0.5714285714285714,0.34001639367697506,1.210424165434031,0.6,0.5520833333333334,0.75,0.8
repeated_stratified_cv,hitter,success,11,shallow_random_forest,28,14,31,14,0.5714285714285714,0.518922776850473,0.5,0.26707903420989043,0.7287560857689641,0.5555555555555556,0.45833333333333337,0.75,0.6
repeated_stratified_cv,hitter,success,12,role_prior,28,14,32,14,0.5,0.5714285714285713,0.5,0.25510204081632654,0.7034568241613133,0.5,0.5,0.5,0.6
repeated_stratified_cv,hitter,success,12,ridge_logit,28,14,32,14,0.5,0.6345416047111933,0.5714285714285714,0.24378522934205646,0.7682337365673507,0.5555555555555556,0.6632653061224489,0.75,0.8
repeated_stratified_cv,hitter,success,12,balanced_ridge_logit,28,14,32,14,0.5,0.5991761172032705,0.6428571428571429,0.23665079788885304,0.756896256718487,0.625,0.6632653061224489,0.75,0.8
repeated_stratified_cv,hitter,success,12,shallow_random_forest,28,14,32,14,0.5,0.5336279963992318,0.5,0.22694096541715572,0.6430741828138291,0.5,0.6326530612244898,0.75,0.8
repeated_stratified_cv,hitter,success,13,role_prior,28,14,30,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775506,0.685483242061854,0.5714285714285714,0.5,0.75,0.8
repeated_stratified_cv,hitter,success,13,ridge_logit,28,14,30,14,0.5714285714285714,0.6320422155994736,0.7142857142857143,0.22231110573727425,0.6818043191159762,0.7,0.6875,0.75,0.6
repeated_stratified_cv,hitter,success,13,balanced_ridge_logit,28,14,30,14,0.5714285714285714,0.6167191349004372,0.7142857142857143,0.22112347679109995,0.6765764217225991,0.7,0.6875,0.75,0.6
repeated_stratified_cv,hitter,success,13,shallow_random_forest,28,14,30,14,0.5714285714285714,0.550968131015048,0.42857142857142855,0.25125300176144705,0.6954163792883873,0.5,0.47916666666666663,0.75,0.6
repeated_stratified_cv,hitter,success,14,role_prior,28,14,32,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775508,0.685483242061854,0.5714285714285714,0.5,0.5,0.6
repeated_stratified_cv,hitter,success,14,ridge_logit,28,14,32,14,0.5714285714285714,0.33936747079216706,0.7142857142857143,0.2521956356722888,0.8161232186426545,1.0,0.7083333333333333,1.0,1.0
repeated_stratified_cv,hitter,success,14,balanced_ridge_logit,28,14,32,14,0.5714285714285714,0.32251592953886304,0.7142857142857143,0.2571206552280595,0.8405380124594813,1.0,0.7083333333333333,1.0,1.0
repeated_stratified_cv,hitter,success,14,shallow_random_forest,28,14,32,14,0.5714285714285714,0.45460473360884224,0.42857142857142855,0.2744659256263677,0.7435460814914585,0.5,0.5,0.5,0.6
repeated_stratified_cv,hitter,success,15,role_prior,28,14,32,14,0.5,0.5714285714285713,0.5,0.25510204081632654,0.7034568241613133,0.5,0.5,1.0,1.0
repeated_stratified_cv,hitter,success,15,ridge_logit,28,14,32,14,0.5,0.5574754906585936,0.42857142857142855,0.3629362925542515,1.0314277014883217,0.42857142857142855,0.4897959183673469,0.75,0.6
repeated_stratified_cv,hitter,success,15,balanced_ridge_logit,28,14,32,14,0.5,0.5207730092151865,0.42857142857142855,0.3551391337279019,1.015359444762405,0.42857142857142855,0.5102040816326531,0.75,0.6
repeated_stratified_cv,hitter,success,15,shallow_random_forest,28,14,32,14,0.5,0.5551951034031819,0.42857142857142855,0.2790528274735817,0.7572439925342385,0.4444444444444444,0.40816326530612246,0.5,0.6
repeated_stratified_cv,hitter,success,16,role_prior,28,14,32,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775506,0.6854832420618538,0.5714285714285714,0.5,1.0,0.8
repeated_stratified_cv,hitter,success,16,ridge_logit,28,14,32,14,0.5714285714285714,0.44245541819909207,0.5714285714285714,0.31753839620554963,0.8990613478650206,0.6666666666666666,0.5416666666666667,0.75,0.6
repeated_stratified_cv,hitter,success,16,balanced_ridge_logit,28,14,32,14,0.5714285714285714,0.42440000166866776,0.5714285714285714,0.3194006243488459,0.9139075266305084,0.6666666666666666,0.5416666666666667,0.75,0.6
repeated_stratified_cv,hitter,success,16,shallow_random_forest,28,14,32,14,0.5714285714285714,0.5251911344407427,0.5714285714285714,0.23865490390182428,0.6689409752795054,0.6666666666666666,0.625,1.0,0.8
repeated_stratified_cv,hitter,success,17,role_prior,28,14,32,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775508,0.685483242061854,0.5714285714285714,0.5,0.5,0.6
repeated_stratified_cv,hitter,success,17,ridge_logit,28,14,32,14,0.5714285714285714,0.5869521457939108,0.5,0.31868168801667185,0.9843230882931768,0.5555555555555556,0.5104166666666667,0.5,0.6
repeated_stratified_cv,hitter,success,17,balanced_ridge_logit,28,14,32,14,0.5714285714285714,0.5691152653772178,0.5714285714285714,0.31831913319027766,0.9859986219911724,0.625,0.5104166666666667,0.5,0.6
repeated_stratified_cv,hitter,success,17,shallow_random_forest,28,14,32,14,0.5714285714285714,0.5279287913505943,0.5,0.2613976295147506,0.7172553347656949,0.5555555555555556,0.5,0.75,0.6
repeated_stratified_cv,hitter,success,18,role_prior,28,14,32,14,0.5,0.5714285714285713,0.5,0.25510204081632654,0.7034568241613133,0.5,0.5,0.75,0.6
repeated_stratified_cv,hitter,success,18,ridge_logit,28,14,32,14,0.5,0.6735075191887375,0.5714285714285714,0.3005926135007227,0.9263117865181293,0.5454545454545454,0.5102040816326531,0.5,0.4
repeated_stratified_cv,hitter,success,18,balanced_ridge_logit,28,14,32,14,0.5,0.6358729135889386,0.5714285714285714,0.29685673436642285,0.9088571418011371,0.5555555555555556,0.4897959183673469,0.5,0.4
repeated_stratified_cv,hitter,success,18,shallow_random_forest,28,14,32,14,0.5,0.5190131192920286,0.6428571428571429,0.24875689404086154,0.690425376003126,0.625,0.5918367346938775,0.75,0.6
repeated_stratified_cv,hitter,success,19,role_prior,28,14,32,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775506,0.6854832420618538,0.5714285714285714,0.5,0.5,0.4
repeated_stratified_cv,hitter,success,19,ridge_logit,28,14,32,14,0.5714285714285714,0.584967468048668,0.7142857142857143,0.23974710056265489,0.6895308658000524,0.75,0.6874999999999999,0.75,0.8
repeated_stratified_cv,hitter,success,19,balanced_ridge_logit,28,14,32,14,0.5714285714285714,0.5699584921068115,0.7142857142857143,0.23812038066397725,0.6880696965214032,0.75,0.6874999999999999,0.75,0.8
repeated_stratified_cv,hitter,success,19,shallow_random_forest,28,14,32,14,0.5714285714285714,0.5542825064537473,0.6428571428571429,0.2498453909220467,0.6954129227214706,0.6666666666666666,0.5416666666666666,0.5,0.6
repeated_stratified_cv,hitter,success,20,role_prior,28,14,31,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775506,0.6854832420618538,0.5714285714285714,0.5,0.25,0.4
repeated_stratified_cv,hitter,success,20,ridge_logit,28,14,31,14,0.5714285714285714,0.5417584122596409,0.35714285714285715,0.44970340976629025,1.3846485585258448,0.4444444444444444,0.27083333333333337,0.25,0.4
repeated_stratified_cv,hitter,success,20,balanced_ridge_logit,28,14,31,14,0.5714285714285714,0.526268340263769,0.35714285714285715,0.4452124353810253,1.376506531179422,0.4444444444444444,0.27083333333333337,0.25,0.4
repeated_stratified_cv,hitter,success,20,shallow_random_forest,28,14,31,14,0.5714285714285714,0.5131759488279584,0.14285714285714285,0.42597212278761615,1.0828351699848926,0.25,0.08333333333333334,0.0,0.2
repeated_stratified_cv,hitter,success,21,role_prior,28,14,32,14,0.5,0.5714285714285713,0.5,0.25510204081632654,0.7034568241613133,0.5,0.5,1.0,1.0
repeated_stratified_cv,hitter,success,21,ridge_logit,28,14,32,14,0.5,0.5420904881363267,0.5714285714285714,0.27192639944929764,0.8316723625426069,0.5714285714285714,0.6122448979591837,0.75,0.8
repeated_stratified_cv,hitter,success,21,balanced_ridge_logit,28,14,32,14,0.5,0.5109739550582861,0.6428571428571429,0.26769554682663926,0.8333254447825522,0.6666666666666666,0.653061224489796,0.75,0.8
repeated_stratified_cv,hitter,success,21,shallow_random_forest,28,14,32,14,0.5,0.5153013423232119,0.5714285714285714,0.23882883335508281,0.6711460253705069,0.5555555555555556,0.673469387755102,0.75,0.8
repeated_stratified_cv,hitter,success,22,role_prior,28,14,32,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775506,0.6854832420618538,0.5714285714285714,0.5,0.75,0.6
repeated_stratified_cv,hitter,success,22,ridge_logit,28,14,32,14,0.5714285714285714,0.6600751270102228,0.42857142857142855,0.36639734800699036,1.0821824148311747,0.5,0.4895833333333333,0.75,0.6
repeated_stratified_cv,hitter,success,22,balanced_ridge_logit,28,14,32,14,0.5714285714285714,0.644435300142188,0.42857142857142855,0.36594447949569703,1.0721884144073126,0.5,0.5,0.75,0.6
repeated_stratified_cv,hitter,success,22,shallow_random_forest,28,14,32,14,0.5714285714285714,0.5489786429269746,0.5714285714285714,0.24596846668539252,0.6852337623895174,0.5833333333333334,0.5625,0.5,0.6
repeated_stratified_cv,hitter,success,23,role_prior,28,14,32,14,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.24617346938775508,0.685483242061854,0.5714285714285714,0.5,0.75,0.8
repeated_stratified_cv,hitter,success,23,ridge_logit,28,14,32,14,0.5714285714285714,0.6419687124893095,0.5714285714285714,0.3031691668536349,0.9397403790512512,0.6,0.5833333333333333,0.75,0.8
repeated_stratified_cv,hitter,success,23,balanced_ridge_logit,28,14,32,14,0.5714285714285714,0.6260933867682512,0.5714285714285714,0.2989643721306505,0.9404378617138965,0.6,0.5833333333333333,0.75,0.8
repeated_stratified_cv,hitter,success,23,shallow_random_forest,28,14,32,14,0.5714285714285714,0.5763756646208213,0.5714285714285714,0.24321846231002311,0.6792423822104343,0.6,0.6041666666666666,0.75,0.8
repeated_stratified_cv,hitter,success,24,role_prior,28,14,32,14,0.5,0.5714285714285713,0.5,0.25510204081632654,0.7034568241613133,0.5,0.5,0.75,0.6
repeated_stratified_cv,hitter,success,24,ridge_logit,28,14,32,14,0.5,0.3766926375646052,0.7142857142857143,0.17933790871796784,0.5146930317162245,1.0,0.8367346938775511,0.75,0.8
